[국회도서관] 공공저작물 권리확인 요청 목록,,,,,,,,,,,,,,,,,,
순번,사이트명,게시판명,게시물 제목,pdf페이지,발행년,기존 공공누리 유형,,개방여부,공공누리유형,,검토불가,단순/업무/비보호,제3자 권리,이미지/첨부파일,초상권,개인정보,의견,비고
1867,국회전자도서관,소장자료,국회기록사진첩_vol15_112.jpg,158,1974.5-1975.12,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,만료저작물 / 초상권 확인 필요,
1868,국회전자도서관,소장자료,국회기록사진첩_vol15_113.jpg,158,1974.5-1975.12,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,만료저작물 / 초상권 확인 필요,
1869,국회전자도서관,소장자료,국회기록사진첩_vol15_114.jpg,158,1974.5-1975.12,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,만료저작물 / 초상권 확인 필요,
1870,국회전자도서관,소장자료,국회기록사진첩_vol15_115.jpg,159,1974.5-1975.12,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,만료저작물 / 초상권 확인 필요,
1871,국회전자도서관,소장자료,국회기록사진첩_vol15_116.jpg,159,1974.5-1975.12,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,만료저작물 / 초상권 확인 필요,
1872,국회전자도서관,소장자료,국회기록사진첩_vol15_117.jpg,159,1974.5-1975.12,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,만료저작물 / 초상권 확인 필요,
1873,국회전자도서관,소장자료,국회기록사진첩_vol15_118.jpg,160,1974.5-1975.12,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,만료저작물 / 초상권 확인 필요,
1874,국회전자도서관,소장자료,국회기록사진첩_vol15_119.jpg,160,1974.5-1975.12,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,만료저작물 / 초상권 확인 필요,
1875,국회전자도서관,소장자료,국회기록사진첩_vol15_120.jpg,161,1974.5-1975.12,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,만료저작물 / 초상권 확인 필요,
1876,국회전자도서관,소장자료,국회기록사진첩_vol15_121.jpg,161,1974.5-1975.12,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,만료저작물 / 초상권 확인 필요,
1877,국회전자도서관,소장자료,국회기록사진첩_vol15_122.jpg,162,1974.5-1975.12,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,만료저작물 / 초상권 확인 필요,
1878,국회전자도서관,소장자료,국회기록사진첩_vol15_123.jpg,162,1974.5-1975.12,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,만료저작물 / 초상권 확인 필요,
1879,국회전자도서관,소장자료,국회기록사진첩_vol15_124.jpg,163,1974.5-1975.12,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,만료저작물 / 초상권 확인 필요,
1880,국회전자도서관,소장자료,국회기록사진첩_vol15_125.jpg,163,1974.5-1975.12,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,만료저작물 / 초상권 확인 필요,
1881,국회전자도서관,소장자료,국회기록사진첩_vol15_126.jpg,163,1974.5-1975.12,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,만료저작물 / 초상권 확인 필요,
1882,국회전자도서관,소장자료,국회기록사진첩_vol15_127.jpg,164,1974.5-1975.12,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,만료저작물 / 초상권 확인 필요,
1883,국회전자도서관,소장자료,국회기록사진첩_vol15_128.jpg,164,1974.5-1975.12,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,만료저작물 / 초상권 확인 필요,
1884,국회전자도서관,소장자료,국회기록사진첩_vol15_129.jpg,164,1974.5-1975.12,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,만료저작물 / 초상권 확인 필요,
1885,국회전자도서관,소장자료,국회기록사진첩_vol15_130.jpg,165,1974.5-1975.12,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,만료저작물 / 초상권 확인 필요,
1886,국회전자도서관,소장자료,국회기록사진첩_vol15_131.jpg,165,1974.5-1975.12,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,만료저작물 / 초상권 확인 필요,
1887,국회전자도서관,소장자료,국회기록사진첩_vol15_132.jpg,165,1974.5-1975.12,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,만료저작물 / 초상권 확인 필요,
1888,국회전자도서관,소장자료,국회기록사진첩_vol15_133.jpg,166,1974.5-1975.12,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,만료저작물 / 초상권 확인 필요,
1889,국회전자도서관,소장자료,국회기록사진첩_vol15_134.jpg,166,1974.5-1975.12,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,만료저작물 / 초상권 확인 필요,
1890,국회전자도서관,소장자료,국회기록사진첩_vol15_135.jpg,166,1974.5-1975.12,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,만료저작물 / 초상권 확인 필요,
1891,국회전자도서관,소장자료,국회기록사진첩_vol15_136.jpg,167,1974.5-1975.12,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,만료저작물 / 초상권 확인 필요,
1892,국회전자도서관,소장자료,국회기록사진첩_vol15_137.jpg,167,1974.5-1975.12,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,만료저작물 / 초상권 확인 필요,
1893,국회전자도서관,소장자료,국회기록사진첩_vol15_138.jpg,168,1974.5-1975.12,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,만료저작물 / 초상권 확인 필요,
1894,국회전자도서관,소장자료,국회기록사진첩_vol15_139.jpg,168,1974.5-1975.12,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,만료저작물 / 초상권 확인 필요,
1895,국회전자도서관,소장자료,국회기록사진첩_vol15_140.jpg,168,1974.5-1975.12,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,만료저작물 / 초상권 확인 필요,
1896,국회전자도서관,소장자료,국회기록사진첩_vol15_141.jpg,169,1974.5-1975.12,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,만료저작물 / 초상권 확인 필요,
1897,국회전자도서관,소장자료,국회기록사진첩_vol15_142.jpg,169,1974.5-1975.12,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,만료저작물 / 초상권 확인 필요,
1898,국회전자도서관,소장자료,국회기록사진첩_vol15_143.jpg,169,1974.5-1975.12,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,만료저작물 / 초상권 확인 필요,
1899,국회전자도서관,소장자료,국회기록사진첩_vol15_144.jpg,170,1974.5-1975.12,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,만료저작물 / 초상권 확인 필요,
1900,국회전자도서관,소장자료,국회기록사진첩_vol15_145.jpg,170,1974.5-1975.12,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,만료저작물 / 초상권 확인 필요,
1901,국회전자도서관,소장자료,국회기록사진첩_vol15_146.jpg,170,1974.5-1975.12,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,만료저작물 / 초상권 확인 필요,
1902,국회전자도서관,소장자료,국회기록사진첩_vol15_147.jpg,171,1974.5-1975.12,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,만료저작물 / 초상권 확인 필요,
1903,국회전자도서관,소장자료,국회기록사진첩_vol15_148.jpg,171,1974.5-1975.12,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,만료저작물 / 초상권 확인 필요,
1904,국회전자도서관,소장자료,국회기록사진첩_vol15_149.jpg,171,1974.5-1975.12,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,만료저작물 / 초상권 확인 필요,
1905,국회전자도서관,소장자료,국회기록사진첩_vol15_150.jpg,172,1974.5-1975.12,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,만료저작물 / 초상권 확인 필요,
1906,국회전자도서관,소장자료,국회기록사진첩_vol15_151.jpg,172,1974.5-1975.12,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,만료저작물 / 초상권 확인 필요,
1907,국회전자도서관,소장자료,국회기록사진첩_vol15_152.jpg,172,1974.5-1975.12,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,만료저작물 / 초상권 확인 필요,
1908,국회전자도서관,소장자료,국회기록사진첩_vol16_001.jpg,177,1976.1-1976.12,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,만료저작물 / 초상권 확인 필요,
1909,국회전자도서관,소장자료,국회기록사진첩_vol16_002.jpg,177,1976.1-1976.12,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,만료저작물 / 초상권 확인 필요,
1910,국회전자도서관,소장자료,국회기록사진첩_vol16_003.jpg,177,1976.1-1976.12,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,만료저작물 / 초상권 확인 필요,
1911,국회전자도서관,소장자료,국회기록사진첩_vol16_004.jpg,178,1976.1-1976.12,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,만료저작물 / 초상권 확인 필요,
1912,국회전자도서관,소장자료,국회기록사진첩_vol16_005.jpg,178,1976.1-1976.12,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,만료저작물 / 초상권 확인 필요,
1913,국회전자도서관,소장자료,국회기록사진첩_vol16_006.jpg,179,1976.1-1976.12,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,만료저작물 / 초상권 확인 필요,
1914,국회전자도서관,소장자료,국회기록사진첩_vol16_007.jpg,179,1976.1-1976.12,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,만료저작물 / 초상권 확인 필요,
1915,국회전자도서관,소장자료,국회기록사진첩_vol16_008.jpg,179,1976.1-1976.12,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,만료저작물 / 초상권 확인 필요,
1916,국회전자도서관,소장자료,국회기록사진첩_vol16_009.jpg,180,1976.1-1976.12,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,만료저작물 / 초상권 확인 필요,
1917,국회전자도서관,소장자료,국회기록사진첩_vol16_010.jpg,180,1976.1-1976.12,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,만료저작물 / 초상권 확인 필요,
1918,국회전자도서관,소장자료,국회기록사진첩_vol16_011.jpg,180,1976.1-1976.12,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,만료저작물 / 초상권 확인 필요,
1919,국회전자도서관,소장자료,국회기록사진첩_vol16_012.jpg,181,1976.1-1976.12,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,만료저작물 / 초상권 확인 필요,
1920,국회전자도서관,소장자료,국회기록사진첩_vol16_013.jpg,181,1976.1-1976.12,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,만료저작물 / 초상권 확인 필요,
1921,국회전자도서관,소장자료,국회기록사진첩_vol16_014.jpg,182,1976.1-1976.12,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,만료저작물 / 초상권 확인 필요,
1922,국회전자도서관,소장자료,국회기록사진첩_vol16_015.jpg,182,1976.1-1976.12,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,만료저작물 / 초상권 확인 필요,
1923,국회전자도서관,소장자료,국회기록사진첩_vol16_016.jpg,182,1976.1-1976.12,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,만료저작물 / 초상권 확인 필요,
1924,국회전자도서관,소장자료,국회기록사진첩_vol16_017.jpg,183,1976.1-1976.12,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,만료저작물 / 초상권 확인 필요,
1925,국회전자도서관,소장자료,국회기록사진첩_vol16_018.jpg,183,1976.1-1976.12,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,만료저작물 / 초상권 확인 필요,
1926,국회전자도서관,소장자료,국회기록사진첩_vol16_019.jpg,183,1976.1-1976.12,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,만료저작물 / 초상권 확인 필요,
1927,국회전자도서관,소장자료,국회기록사진첩_vol16_020.jpg,184,1976.1-1976.12,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,만료저작물 / 초상권 확인 필요,
1928,국회전자도서관,소장자료,국회기록사진첩_vol16_021.jpg,184,1976.1-1976.12,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,만료저작물 / 초상권 확인 필요,
1929,국회전자도서관,소장자료,국회기록사진첩_vol16_022.jpg,185,1976.1-1976.12,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,만료저작물 / 초상권 확인 필요,
1930,국회전자도서관,소장자료,국회기록사진첩_vol16_023.jpg,185,1976.1-1976.12,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,만료저작물 / 초상권 확인 필요,
1931,국회전자도서관,소장자료,국회기록사진첩_vol16_024.jpg,185,1976.1-1976.12,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,만료저작물 / 초상권 확인 필요,
1932,국회전자도서관,소장자료,국회기록사진첩_vol16_025.jpg,186,1976.1-1976.12,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,만료저작물 / 초상권 확인 필요,
1933,국회전자도서관,소장자료,국회기록사진첩_vol16_026.jpg,186,1976.1-1976.12,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,만료저작물 / 초상권 확인 필요,
1934,국회전자도서관,소장자료,국회기록사진첩_vol16_027.jpg,186,1976.1-1976.12,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,만료저작물 / 초상권 확인 필요,
1935,국회전자도서관,소장자료,국회기록사진첩_vol16_028.jpg,187,1976.1-1976.12,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,만료저작물 / 초상권 확인 필요,
1936,국회전자도서관,소장자료,국회기록사진첩_vol16_029.jpg,187,1976.1-1976.12,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,만료저작물 / 초상권 확인 필요,
1937,국회전자도서관,소장자료,국회기록사진첩_vol16_030.jpg,187,1976.1-1976.12,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,만료저작물 / 초상권 확인 필요,
1938,국회전자도서관,소장자료,국회기록사진첩_vol16_031.jpg,188,1976.1-1976.12,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,만료저작물 / 초상권 확인 필요,
1939,국회전자도서관,소장자료,국회기록사진첩_vol16_032.jpg,188,1976.1-1976.12,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,만료저작물 / 초상권 확인 필요,
1940,국회전자도서관,소장자료,국회기록사진첩_vol16_033.jpg,188,1976.1-1976.12,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,만료저작물 / 초상권 확인 필요,
1941,국회전자도서관,소장자료,국회기록사진첩_vol16_034.jpg,189,1976.1-1976.12,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,만료저작물 / 초상권 확인 필요,
1942,국회전자도서관,소장자료,국회기록사진첩_vol16_035.jpg,189,1976.1-1976.12,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,만료저작물 / 초상권 확인 필요,
1943,국회전자도서관,소장자료,국회기록사진첩_vol16_036.jpg,189,1976.1-1976.12,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,만료저작물 / 초상권 확인 필요,
1944,국회전자도서관,소장자료,국회기록사진첩_vol16_037.jpg,190,1976.1-1976.12,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,만료저작물 / 초상권 확인 필요,
1945,국회전자도서관,소장자료,국회기록사진첩_vol16_038.jpg,190,1976.1-1976.12,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,만료저작물 / 초상권 확인 필요,
1946,국회전자도서관,소장자료,국회기록사진첩_vol16_039.jpg,190,1976.1-1976.12,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,만료저작물 / 초상권 확인 필요,
1947,국회전자도서관,소장자료,국회기록사진첩_vol16_040.jpg,191,1976.1-1976.12,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,만료저작물 / 초상권 확인 필요,
1948,국회전자도서관,소장자료,국회기록사진첩_vol16_041.jpg,191,1976.1-1976.12,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,만료저작물 / 초상권 확인 필요,
1949,국회전자도서관,소장자료,국회기록사진첩_vol16_042.jpg,191,1976.1-1976.12,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,만료저작물 / 초상권 확인 필요,
1950,국회전자도서관,소장자료,국회기록사진첩_vol16_043.jpg,192,1976.1-1976.12,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,만료저작물 / 초상권 확인 필요,
1951,국회전자도서관,소장자료,국회기록사진첩_vol16_044.jpg,192,1976.1-1976.12,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,만료저작물 / 초상권 확인 필요,
1952,국회전자도서관,소장자료,국회기록사진첩_vol16_045.jpg,193,1976.1-1976.12,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,만료저작물 / 초상권 확인 필요,
