대구광역시청 공공저작물 권리확인 요청 목록 (단순데이터),,,,,,,,,,,,,,,,,,
순번,사이트명,게시판 진입 과정,게시판명,게시물 제목,등록일,기존 공공누리 유형,,개방여부,공공누리유형,,검토불가,단순/업무/비보호,제3자 권리,이미지/첨부파일,초상권,개인정보,의견,비고
8776,분야별정보,HOME > 창업/취업 > 시험정보(채용) > 임기제/별정직 공무원,임기제/별정직 공무원,대구시 지방임기제공무원 임용시험 최종합격자 공고 (재무회계 분야...,2018-03-22 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,고시·공고,
8777,분야별정보,HOME > 창업/취업 > 시험정보(채용) > 임기제/별정직 공무원,임기제/별정직 공무원,대구광역시 지방임기제공무원 임용시험 공고(전시기획 및 운영 분야...,2018-03-27 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,고시·공고,
8778,분야별정보,HOME > 창업/취업 > 시험정보(채용) > 임기제/별정직 공무원,임기제/별정직 공무원,대구시 지방임기제공무원 임용시험 최종합격자 공고 (입법실무 및 ...,2018-03-30 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,고시·공고,
8779,분야별정보,HOME > 창업/취업 > 시험정보(채용) > 임기제/별정직 공무원,임기제/별정직 공무원,대구광역시 지방임기제공무원 임용시험 최종합격자 발표일 연기 공고...,2018-03-30 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,고시·공고,
8780,분야별정보,HOME > 창업/취업 > 시험정보(채용) > 임기제/별정직 공무원,임기제/별정직 공무원,대구광역시 지방임기제공무원 임용시험 서류전형 합격자 발표(교통수...,2018-04-04 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,고시·공고,
8781,분야별정보,HOME > 창업/취업 > 시험정보(채용) > 임기제/별정직 공무원,임기제/별정직 공무원,대구광역시 지방임기제공무원 임용시험 재공고(교통수요관리 분야/ ...,2018-04-04 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,고시·공고,
8782,분야별정보,HOME > 창업/취업 > 시험정보(채용) > 임기제/별정직 공무원,임기제/별정직 공무원,대구광역시 지방임기제공무원 임용시험 공고(감염병역학조사/대기오염...,2018-04-05 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,고시·공고,
8783,분야별정보,HOME > 창업/취업 > 시험정보(채용) > 임기제/별정직 공무원,임기제/별정직 공무원,대구시 지방임기제공무원 임용시험 최종합격자 공고 (교통공학 분야...,2018-04-16 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,고시·공고,
8784,분야별정보,HOME > 창업/취업 > 시험정보(채용) > 임기제/별정직 공무원,임기제/별정직 공무원,대구광역시 지방임기제공무원 임용시험 서류전형 합격자 발표(전시기...,2018-04-18 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,고시·공고,
8785,분야별정보,HOME > 창업/취업 > 시험정보(채용) > 임기제/별정직 공무원,임기제/별정직 공무원,대구시 지방임기제공무원 임용시험 최종합격자 공고 (전시기획및운영...,2018-04-27 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,고시·공고,
8786,분야별정보,HOME > 창업/취업 > 시험정보(채용) > 임기제/별정직 공무원,임기제/별정직 공무원,대구광역시 지방임기제공무원 임용시험 서류전형 합격자 발표(입법실...,2018-04-27 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,고시·공고,
8787,분야별정보,HOME > 창업/취업 > 시험정보(채용) > 임기제/별정직 공무원,임기제/별정직 공무원,대구광역시 지방임기제공무원 임용시험 재공고(감염병역학조사/대기오...,2018-04-27 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,고시·공고,
8788,분야별정보,HOME > 창업/취업 > 시험정보(채용) > 임기제/별정직 공무원,임기제/별정직 공무원,대구시 지방임기제공무원 임용시험 최종합격자 공고 (국제문화협력관...,2018-04-27 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,고시·공고,
8789,분야별정보,HOME > 창업/취업 > 시험정보(채용) > 임기제/별정직 공무원,임기제/별정직 공무원,대구시 지방임기제공무원 임용시험 최종합격자 공고 (입법실무및정책...,2018-05-04 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,고시·공고,
8790,분야별정보,HOME > 창업/취업 > 시험정보(채용) > 임기제/별정직 공무원,임기제/별정직 공무원,대구광역시 지방임기제공무원 임용시험 서류전형 합격자 발표(대기오...,2018-05-28 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,고시·공고,
8791,분야별정보,HOME > 창업/취업 > 시험정보(채용) > 임기제/별정직 공무원,임기제/별정직 공무원,대구광역시 지방임기제공무원 임용시험 공고(의회홍보 및 연설문 작...,2018-05-28 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,고시·공고,
8792,분야별정보,HOME > 창업/취업 > 시험정보(채용) > 임기제/별정직 공무원,임기제/별정직 공무원,대구광역시 지방임기제공무원 임용시험 재공고(감염병역학조사분야)...,2018-05-28 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,고시·공고,
8793,분야별정보,HOME > 창업/취업 > 시험정보(채용) > 임기제/별정직 공무원,임기제/별정직 공무원,대구시 지방임기제공무원 임용시험 최종합격자 공고 (대기오염측정/...,2018-06-11 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,고시·공고,
8794,분야별정보,HOME > 창업/취업 > 시험정보(채용) > 임기제/별정직 공무원,임기제/별정직 공무원,대구광역시 지방임기제공무원 임용시험 서류전형 합격자 발표(감염병...,2018-06-19 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,고시·공고,
8795,분야별정보,HOME > 창업/취업 > 시험정보(채용) > 임기제/별정직 공무원,임기제/별정직 공무원,대구광역시 지방임기제공무원 임용시험 재공고(감염병역학조사분야)_...,2018-06-19 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,고시·공고,
8796,분야별정보,HOME > 창업/취업 > 시험정보(채용) > 임기제/별정직 공무원,임기제/별정직 공무원,대구시 지방임기제공무원 임용시험 최종합격자 공고 (의회홍보 및 ...,2018-06-28 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,고시·공고,
8797,분야별정보,HOME > 창업/취업 > 시험정보(채용) > 임기제/별정직 공무원,임기제/별정직 공무원,대구광역시 지방별정직공무원(경제부시장) 임용시험 공고,2018-07-03 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,고시·공고,
8798,분야별정보,HOME > 창업/취업 > 시험정보(채용) > 임기제/별정직 공무원,임기제/별정직 공무원,대구광역시 지방임기제공무원 임용시험 공고(교통공학/재정리스크 관...,2018-07-09 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,고시·공고,
8799,분야별정보,HOME > 창업/취업 > 시험정보(채용) > 임기제/별정직 공무원,임기제/별정직 공무원,대구광역시 지방별정직공무원(경제부시장) 임용시험 서류전형 합격자...,2018-07-20 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,고시·공고,
8800,분야별정보,HOME > 창업/취업 > 시험정보(채용) > 임기제/별정직 공무원,임기제/별정직 공무원,대구시 지방별정직공무원(경제부시장) 임용시험 최종합격자 공고,2018-07-24 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,고시·공고,
8801,분야별정보,HOME > 창업/취업 > 시험정보(채용) > 임기제/별정직 공무원,임기제/별정직 공무원,대구시 지방별정직공무원(경제부시장) 임용시험 최종합격자 공고,2018-07-24 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,고시·공고,
8802,분야별정보,HOME > 창업/취업 > 시험정보(채용) > 임기제/별정직 공무원,임기제/별정직 공무원,대구광역시 지방임기제공무원 임용시험 서류전형 합격자 발표(교통공...,2018-08-01 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,고시·공고,
8803,분야별정보,HOME > 창업/취업 > 시험정보(채용) > 임기제/별정직 공무원,임기제/별정직 공무원,대구광역시 지방임기제공무원 임용시험 재공고(감염병역학조사/재정리...,2018-08-01 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,고시·공고,
8804,분야별정보,HOME > 창업/취업 > 시험정보(채용) > 임기제/별정직 공무원,임기제/별정직 공무원,대구광역시 지방임기제공무원 임용시험 공고(의료관광마케팅 분야),2018-08-01 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,고시·공고,
8805,분야별정보,HOME > 창업/취업 > 시험정보(채용) > 임기제/별정직 공무원,임기제/별정직 공무원,대구광역시 지방임기제공무원 임용시험 공고(의회 환경/공연기획 분...,2018-08-09 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,고시·공고,
8806,분야별정보,HOME > 창업/취업 > 시험정보(채용) > 임기제/별정직 공무원,임기제/별정직 공무원,대구시 지방임기제공무원 임용시험 최종합격자 공고 (교통공학/별관...,2018-08-13 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,고시·공고,
8807,분야별정보,HOME > 창업/취업 > 시험정보(채용) > 임기제/별정직 공무원,임기제/별정직 공무원,대구광역시 지방임기제공무원 임용시험 서류전형 합격자 발표(의회환...,2018-08-30 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,고시·공고,
8808,분야별정보,HOME > 창업/취업 > 시험정보(채용) > 임기제/별정직 공무원,임기제/별정직 공무원,대구광역시 지방임기제공무원 임용시험 재공고(의료관광마케팅(중국어...,2018-08-30 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,고시·공고,
8809,분야별정보,HOME > 창업/취업 > 시험정보(채용) > 임기제/별정직 공무원,임기제/별정직 공무원,대구광역시 지방임기제공무원 임용시험 공고(국제협력(영어) 분야)...,2018-08-30 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,고시·공고,
8810,분야별정보,HOME > 창업/취업 > 시험정보(채용) > 임기제/별정직 공무원,임기제/별정직 공무원,대구광역시 지방임기제공무원 임용시험 공고(정책업무 지원 분야),2018-09-11 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,고시·공고,
8811,분야별정보,HOME > 창업/취업 > 시험정보(채용) > 임기제/별정직 공무원,임기제/별정직 공무원,대구광역시 지방임기제공무원 임용시험 공고(수산물유통/무대기계/무...,2018-09-12 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,고시·공고,
8812,분야별정보,HOME > 창업/취업 > 시험정보(채용) > 임기제/별정직 공무원,임기제/별정직 공무원,대구광역시 지방임기제공무원 임용시험 서류전형 합격자 발표(의료관...,2018-09-20 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,고시·공고,
8813,분야별정보,HOME > 창업/취업 > 시험정보(채용) > 임기제/별정직 공무원,임기제/별정직 공무원,대구광역시 지방임기제공무원 임용시험 서류전형 합격자 발표(정책업...,2018-10-08 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,고시·공고,
8814,분야별정보,HOME > 창업/취업 > 시험정보(채용) > 임기제/별정직 공무원,임기제/별정직 공무원,대구광역시 지방임기제공무원 임용시험 재공고(무대기계/수산물유통 ...,2018-10-08 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,고시·공고,
8815,분야별정보,HOME > 창업/취업 > 시험정보(채용) > 임기제/별정직 공무원,임기제/별정직 공무원,대구시 지방임기제공무원 임용시험 최종합격자 공고 (의료관광 마케...,2018-10-08 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,고시·공고,
8816,분야별정보,HOME > 창업/취업 > 시험정보(채용) > 임기제/별정직 공무원,임기제/별정직 공무원,대구시 지방임기제공무원 임용시험 최종합격자 공고 (정책업무 지원...,2018-10-24 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,고시·공고,
8817,분야별정보,HOME > 창업/취업 > 시험정보(채용) > 임기제/별정직 공무원,임기제/별정직 공무원,대구광역시 지방임기제공무원 임용시험 서류전형 합격자 발표(무대기...,2018-10-29 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,고시·공고,
8818,분야별정보,HOME > 창업/취업 > 시험정보(채용) > 임기제/별정직 공무원,임기제/별정직 공무원,대구광역시 지방임기제공무원 임용시험 공고(공연기획/공연기획및홍보...,2018-10-30 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,고시·공고,
8819,분야별정보,HOME > 창업/취업 > 시험정보(채용) > 임기제/별정직 공무원,임기제/별정직 공무원,대구시 지방임기제공무원 임용시험 최종합격자 공고 (무대음향/ 무...,2018-10-31 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,고시·공고,
8820,분야별정보,HOME > 창업/취업 > 시험정보(채용) > 임기제/별정직 공무원,임기제/별정직 공무원,대구시 지방임기제공무원 임용시험 최종합격자 공고 (무대기계 분야...,2018-11-06 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,고시·공고,
8821,분야별정보,HOME > 창업/취업 > 시험정보(채용) > 임기제/별정직 공무원,임기제/별정직 공무원,대구광역시 지방임기제공무원 임용시험 서류전형 합격자 발표(공연기...,2018-11-21 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,고시·공고,
8822,분야별정보,HOME > 창업/취업 > 시험정보(채용) > 임기제/별정직 공무원,임기제/별정직 공무원,대구시 지방임기제공무원 임용시험 최종합격자 공고 (공연기획/공연...,2018-12-06 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,고시·공고,
8823,분야별정보,HOME > 창업/취업 > 시험정보(채용) > 임기제/별정직 공무원,임기제/별정직 공무원,대구광역시 지방임기제공무원 임용시험 재공고(공연기획 분야),2018-12-10 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,고시·공고,
8824,분야별정보,HOME > 창업/취업 > 시험정보(채용) > 임기제/별정직 공무원,임기제/별정직 공무원,대구광역시 지방임기제공무원 임용시험 공고(서비스산업 유치/노무/...,2018-12-13 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,고시·공고,
8825,분야별정보,HOME > 창업/취업 > 시험정보(채용) > 임기제/별정직 공무원,임기제/별정직 공무원,대구광역시 지방임기제공무원 임용시험 공고(투자유치.홍보 및 기업...,2019-01-09 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,고시·공고,
8826,분야별정보,HOME > 창업/취업 > 시험정보(채용) > 임기제/별정직 공무원,임기제/별정직 공무원,대구광역시 지방임기제공무원 임용시험 서류전형 합격자 발표(공연기...,2019-01-14 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,고시·공고,
8827,분야별정보,HOME > 창업/취업 > 시험정보(채용) > 임기제/별정직 공무원,임기제/별정직 공무원,대구광역시 지방임기제공무원 임용시험 재공고(노무 분야),2019-01-14 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,고시·공고,
8828,분야별정보,HOME > 창업/취업 > 시험정보(채용) > 임기제/별정직 공무원,임기제/별정직 공무원,대구광역시 지방임기제공무원 임용시험 공고(공연기획/공연홍보/사회...,2019-01-28 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,고시·공고,
8829,분야별정보,HOME > 창업/취업 > 시험정보(채용) > 임기제/별정직 공무원,임기제/별정직 공무원,대구광역시 지방임기제공무원 임용시험 서류전형 합격자 발표[투자유...,2019-02-11 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,고시·공고,
8830,분야별정보,HOME > 창업/취업 > 시험정보(채용) > 임기제/별정직 공무원,임기제/별정직 공무원,대구시 지방임기제공무원 임용시험 최종합격자 공고 (공연기획/서비...,2019-02-13 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,고시·공고,
8831,분야별정보,HOME > 창업/취업 > 시험정보(채용) > 임기제/별정직 공무원,임기제/별정직 공무원,대구광역시 지방임기제공무원 임용시험 공고(교통공학 분야),2019-02-15 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,고시·공고,
8832,분야별정보,HOME > 창업/취업 > 시험정보(채용) > 임기제/별정직 공무원,임기제/별정직 공무원,대구광역시 지방임기제공무원 임용시험 서류전형 합격자 발표(노무 ...,2019-02-18 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,고시·공고,
8833,분야별정보,HOME > 창업/취업 > 시험정보(채용) > 임기제/별정직 공무원,임기제/별정직 공무원,대구광역시 지방임기제공무원 임용시험 3차 재공고(공연기획 분야),2019-02-22 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,고시·공고,
8834,분야별정보,HOME > 창업/취업 > 시험정보(채용) > 임기제/별정직 공무원,임기제/별정직 공무원,대구광역시 지방임기제공무원 임용시험 공고(데이터분석 분야),2019-02-22 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,고시·공고,
8835,분야별정보,HOME > 창업/취업 > 시험정보(채용) > 임기제/별정직 공무원,임기제/별정직 공무원,대구시 지방임기제공무원 임용시험 최종합격자 공고(투자유치·홍보 ...,2019-02-27 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,고시·공고,
8836,분야별정보,HOME > 창업/취업 > 시험정보(채용) > 임기제/별정직 공무원,임기제/별정직 공무원,대구광역시 지방임기제공무원 임용시험 서류전형 합격자 발표(공연기...,2019-02-27 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,고시·공고,
8837,분야별정보,HOME > 창업/취업 > 시험정보(채용) > 임기제/별정직 공무원,임기제/별정직 공무원,대구광역시 지방임기제공무원 임용시험 재공고(공연기획/사회적경제 ...,2019-02-27 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,고시·공고,
8838,분야별정보,HOME > 창업/취업 > 시험정보(채용) > 임기제/별정직 공무원,임기제/별정직 공무원,대구광역시 지방임기제공무원 임용시험 재공고(교통공학 분야),2019-03-06 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,고시·공고,
8839,분야별정보,HOME > 창업/취업 > 시험정보(채용) > 임기제/별정직 공무원,임기제/별정직 공무원,"대구광역시 지방임기제공무원 임용시험 공고(복지옴부즈만, 국제교류...",2019-03-06 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,고시·공고,
8840,분야별정보,HOME > 창업/취업 > 시험정보(채용) > 임기제/별정직 공무원,임기제/별정직 공무원,대구시 지방임기제공무원 임용시험 최종합격자 공고(노무 분야),2019-03-11 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,고시·공고,
8841,분야별정보,HOME > 창업/취업 > 시험정보(채용) > 임기제/별정직 공무원,임기제/별정직 공무원,대구시 지방임기제공무원 임용시험 최종합격자 공고(공연홍보 분야),2019-03-20 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,고시·공고,
8842,분야별정보,HOME > 창업/취업 > 시험정보(채용) > 임기제/별정직 공무원,임기제/별정직 공무원,대구광역시 지방임기제공무원 임용시험 서류전형 합격자 발표(공연기...,2019-03-25 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,고시·공고,
8843,분야별정보,HOME > 창업/취업 > 시험정보(채용) > 임기제/별정직 공무원,임기제/별정직 공무원,"대구광역시 지방임기제공무원 임용시험 공고[국제문화협력, 도시계획...",2019-03-25 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,고시·공고,
8844,분야별정보,HOME > 창업/취업 > 시험정보(채용) > 임기제/별정직 공무원,임기제/별정직 공무원,대구광역시 지방임기제공무원 임용시험 재공고(데이터분석 분야),2019-03-26 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,고시·공고,
8845,분야별정보,HOME > 창업/취업 > 시험정보(채용) > 임기제/별정직 공무원,임기제/별정직 공무원,대구광역시 지방임기제공무원 임용시험 서류전형 합격자 발표(교통공...,2019-04-01 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,고시·공고,
8846,분야별정보,HOME > 창업/취업 > 시험정보(채용) > 임기제/별정직 공무원,임기제/별정직 공무원,대구광역시 지방임기제공무원 임용시험 공고(시청별관 북카페 관리·...,2019-04-05 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,고시·공고,
8847,분야별정보,HOME > 창업/취업 > 시험정보(채용) > 임기제/별정직 공무원,임기제/별정직 공무원,대구광역시 지방임기제공무원 임용시험 서류전형 합격자 발표(복지옴...,2019-04-08 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,고시·공고,
8848,분야별정보,HOME > 창업/취업 > 시험정보(채용) > 임기제/별정직 공무원,임기제/별정직 공무원,대구시 지방임기제공무원 임용시험 최종합격자 공고(공연기획 / 교...,2019-04-16 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,고시·공고,
8849,분야별정보,HOME > 창업/취업 > 시험정보(채용) > 임기제/별정직 공무원,임기제/별정직 공무원,대구광역시 지방임기제공무원 임용시험 서류전형 합격자 발표(국제문...,2019-04-22 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,고시·공고,
8850,분야별정보,HOME > 창업/취업 > 시험정보(채용) > 임기제/별정직 공무원,임기제/별정직 공무원,대구시 지방임기제공무원 임용시험 최종합격자 공고[공연기획 / 사...,2019-04-23 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,고시·공고,
8851,분야별정보,HOME > 창업/취업 > 시험정보(채용) > 임기제/별정직 공무원,임기제/별정직 공무원,대구광역시 지방임기제공무원 최종합격자 공고(복지옴부즈만 / 국제...,2019-04-30 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,고시·공고,
8852,분야별정보,HOME > 창업/취업 > 시험정보(채용) > 임기제/별정직 공무원,임기제/별정직 공무원,대구광역시 지방임기제공무원 임용시험 재공고(공연기획 분야),2019-05-03 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,고시·공고,
8853,분야별정보,HOME > 창업/취업 > 시험정보(채용) > 임기제/별정직 공무원,임기제/별정직 공무원,대구광역시 지방임기제공무원 임용시험 공고<서비스산업 투자유치(일...,2019-05-03 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,고시·공고,
8854,분야별정보,HOME > 창업/취업 > 시험정보(채용) > 임기제/별정직 공무원,임기제/별정직 공무원,대구광역시 지방임기제공무원 임용시험 서류전형 합격자 발표(시청별...,2019-05-07 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,고시·공고,
8855,분야별정보,HOME > 창업/취업 > 시험정보(채용) > 임기제/별정직 공무원,임기제/별정직 공무원,대구광역시 지방임기제공무원 최종합격자 공고(국제문화협력 / 도시...,2019-05-16 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,고시·공고,
8856,분야별정보,HOME > 창업/취업 > 시험정보(채용) > 임기제/별정직 공무원,임기제/별정직 공무원,"대구광역시 지방임기제공무원 임용시험 공고<무대기계, 무대음향, ...",2019-05-29 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,고시·공고,
8857,분야별정보,HOME > 창업/취업 > 시험정보(채용) > 임기제/별정직 공무원,임기제/별정직 공무원,대구광역시 지방임기제공무원 최종합격자 공고(시청별관 북카페 관리...,2019-06-03 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,고시·공고,
8858,분야별정보,HOME > 창업/취업 > 시험정보(채용) > 임기제/별정직 공무원,임기제/별정직 공무원,대구광역시 지방임기제공무원 임용시험 서류전형 합격자 발표(미래산...,2019-06-07 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,고시·공고,
8859,분야별정보,HOME > 창업/취업 > 시험정보(채용) > 임기제/별정직 공무원,임기제/별정직 공무원,대구광역시 지방임기제공무원 임용시험 재공고<서비스산업 투자유치(...,2019-06-07 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,고시·공고,
8860,분야별정보,HOME > 창업/취업 > 시험정보(채용) > 임기제/별정직 공무원,임기제/별정직 공무원,대구광역시 지방임기제공무원 임용시험 공고(도시계획 분야),2019-06-24 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,고시·공고,
8861,분야별정보,HOME > 창업/취업 > 시험정보(채용) > 임기제/별정직 공무원,임기제/별정직 공무원,대구광역시 지방임기제공무원 최종합격자 공고(미래산업 투자유치 /...,2019-07-01 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,고시·공고,
8862,분야별정보,HOME > 창업/취업 > 시험정보(채용) > 임기제/별정직 공무원,임기제/별정직 공무원,대구광역시 지방임기제공무원 임용시험 서류전형 합격자 발표(사회적...,2019-07-01 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,고시·공고,
8863,분야별정보,HOME > 창업/취업 > 시험정보(채용) > 임기제/별정직 공무원,임기제/별정직 공무원,"대구광역시 지방임기제공무원 임용시험 공고[투자유치(영어), 대구...",2019-07-01 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,고시·공고,
8864,분야별정보,HOME > 창업/취업 > 시험정보(채용) > 임기제/별정직 공무원,임기제/별정직 공무원,대구광역시 지방임기제공무원 임용시험 재공고(무대음향 분야),2019-07-01 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,고시·공고,
8865,분야별정보,HOME > 창업/취업 > 시험정보(채용) > 임기제/별정직 공무원,임기제/별정직 공무원,대구광역시 지방임기제공무원 임용시험 서류전형 합격자 발표(공연기...,2019-07-11 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,고시·공고,
8866,분야별정보,HOME > 창업/취업 > 시험정보(채용) > 임기제/별정직 공무원,임기제/별정직 공무원,대구광역시 지방임기제공무원 최종합격자 공고(사회적경제<협동조합>...,2019-07-22 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,고시·공고,
8867,분야별정보,HOME > 창업/취업 > 시험정보(채용) > 임기제/별정직 공무원,임기제/별정직 공무원,대구광역시 지방임기제공무원 임용시험 재공고(도시계획 분야),2019-07-22 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,고시·공고,
8868,분야별정보,HOME > 창업/취업 > 시험정보(채용) > 임기제/별정직 공무원,임기제/별정직 공무원,대구광역시 지방임기제공무원 최종합격자 공고(공연기획 / 서비스산...,2019-08-01 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,고시·공고,
8869,분야별정보,HOME > 창업/취업 > 시험정보(채용) > 임기제/별정직 공무원,임기제/별정직 공무원,대구광역시 지방임기제공무원 임용시험 서류전형 합격자 발표(투자유...,2019-08-02 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,고시·공고,
8870,분야별정보,HOME > 창업/취업 > 시험정보(채용) > 임기제/별정직 공무원,임기제/별정직 공무원,대구광역시 지방임기제공무원 임용시험 재공고(투자유치(영어)/무대...,2019-08-02 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,고시·공고,
8871,분야별정보,HOME > 창업/취업 > 시험정보(채용) > 임기제/별정직 공무원,임기제/별정직 공무원,대구광역시 지방임기제공무원 추가합격자 공고(사회적경제(협동조합)...,2019-08-09 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,고시·공고,
8872,분야별정보,HOME > 창업/취업 > 시험정보(채용) > 임기제/별정직 공무원,임기제/별정직 공무원,대구광역시 지방임기제공무원 임용시험 서류전형 합격자 발표(도시계...,2019-08-16 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,고시·공고,
8873,분야별정보,HOME > 창업/취업 > 시험정보(채용) > 임기제/별정직 공무원,임기제/별정직 공무원,"대구광역시 지방임기제공무원 임용시험 공고-교통공학, 시립예술단노...",2019-08-18 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,고시·공고,
