국립대전현충원 공공저작물 권리확인 대상 목록,,,,,,,,,,,,,,,,,,,,
순번,사이트명,게시판 진입 과정,게시판명,게시물 제목,URL,등록일,첨부파일,기존 공공누리 유형,,개방여부,공공누리유형,,검토불가,단순/업무/비보호,제3자 권리,이미지/첨부파일,초상권,개인정보,의견,비고
24,국립대전현충원,HOME > 미디어현충원 > E-홍보관 > 포토갤러리 > 안장행사,포토_안장행사,전 대법원장 민복기 안장식(2007. 7. 16),https://www.dnc.go.kr/_prog/_board/?mode=V&no=29197&code=buri&site_dvs_cd=kr&menu_dvs_cd=05020102,2007-07-30 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,"단순 정보 (※ 포토갤러리 게시물이나, 사진 없음)",
25,국립대전현충원,HOME > 미디어현충원 > E-홍보관 > 포토갤러리 > 안장행사,포토_안장행사,KF-16 순직 조종사 안장식(2007. 7. 23),https://www.dnc.go.kr/_prog/_board/?mode=V&no=29198&code=buri&site_dvs_cd=kr&menu_dvs_cd=05020102,2007-07-30 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,"단순 정보 (※ 포토갤러리 게시물이나, 사진 없음)",
26,국립대전현충원,HOME > 미디어현충원 > E-홍보관 > 포토갤러리 > 안장행사,포토_안장행사,제27대 공군참모총장 김대욱 장군안장식(2007. 7. 30),https://www.dnc.go.kr/_prog/_board/?mode=V&no=29199&code=buri&site_dvs_cd=kr&menu_dvs_cd=05020102,2007-07-30 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,"단순 정보 (※ 포토갤러리 게시물이나, 사진 없음)",
27,국립대전현충원,HOME > 미디어현충원 > E-홍보관 > 포토갤러리 > 안장행사,포토_안장행사,전 체육부장관 조상호 국가사회공헌자 안장식(2007. 8.29),https://www.dnc.go.kr/_prog/_board/?mode=V&no=29200&code=buri&site_dvs_cd=kr&menu_dvs_cd=05020102,2007-08-29 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,"단순 정보 (※ 포토갤러리 게시물이나, 사진 없음)",
28,국립대전현충원,HOME > 미디어현충원 > E-홍보관 > 포토갤러리 > 안장행사,포토_안장행사,"남극대원 ""고"" 전재규 의사상자묘역 안장식(2007. 10. 13)",https://www.dnc.go.kr/_prog/_board/?mode=V&no=29201&code=buri&site_dvs_cd=kr&menu_dvs_cd=05020102,2007-10-18 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,"단순 정보 (※ 포토갤러리 게시물이나, 사진 없음)",
29,국립대전현충원,HOME > 미디어현충원 > E-홍보관 > 포토갤러리 > 안장행사,포토_안장행사,해병대 초대사령관 신현준 장군안장식(2007. 10. 20),https://www.dnc.go.kr/_prog/_board/?mode=V&no=29202&code=buri&site_dvs_cd=kr&menu_dvs_cd=05020102,2007-10-22 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,"단순 정보 (※ 포토갤러리 게시물이나, 사진 없음)",
30,국립대전현충원,HOME > 미디어현충원 > E-홍보관 > 포토갤러리 > 안장행사,포토_안장행사,"""고"" 왕태기 공군중령 안장식(2007. 11.7)",https://www.dnc.go.kr/_prog/_board/?mode=V&no=29203&code=buri&site_dvs_cd=kr&menu_dvs_cd=05020102,2007-11-07 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,"단순 정보 (※ 포토갤러리 게시물이나, 사진 없음)",
31,국립대전현충원,HOME > 미디어현충원 > E-홍보관 > 포토갤러리 > 안장행사,포토_안장행사,헬기순직자 합동안장식(2008. 2. 22),https://www.dnc.go.kr/_prog/_board/?mode=V&no=29204&code=buri&site_dvs_cd=kr&menu_dvs_cd=05020102,2008-02-22 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,"단순 정보 (※ 포토갤러리 게시물이나, 사진 없음)",
32,국립대전현충원,HOME > 미디어현충원 > E-홍보관 > 포토갤러리 > 안장행사,포토_안장행사,제헌국회의원 김인식 국가사회공헌자묘역 안장식(2008. 2. 28),https://www.dnc.go.kr/_prog/_board/?mode=V&no=29205&code=buri&site_dvs_cd=kr&menu_dvs_cd=05020102,2008-02-28 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,"단순 정보 (※ 포토갤러리 게시물이나, 사진 없음)",
33,국립대전현충원,HOME > 미디어현충원 > E-홍보관 > 포토갤러리 > 안장행사,포토_안장행사,"""고"" 박형진 육군대령 안장식(2008. 3.13)",https://www.dnc.go.kr/_prog/_board/?mode=V&no=29206&code=buri&site_dvs_cd=kr&menu_dvs_cd=05020102,2008-03-21 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,"단순 정보 (※ 포토갤러리 게시물이나, 사진 없음)",
34,국립대전현충원,HOME > 미디어현충원 > E-홍보관 > 포토갤러리 > 안장행사,포토_안장행사,"""고"" 전성우경사 안장식(2008. 6. 9)",https://www.dnc.go.kr/_prog/_board/?mode=V&no=29207&code=buri&site_dvs_cd=kr&menu_dvs_cd=05020102,2008-06-09 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,"단순 정보 (※ 포토갤러리 게시물이나, 사진 없음)",
35,국립대전현충원,HOME > 미디어현충원 > E-홍보관 > 포토갤러리 > 안장행사,포토_안장행사,합동안장식 및 위패봉안식(2008. 6. 19),https://www.dnc.go.kr/_prog/_board/?mode=V&no=29208&code=buri&site_dvs_cd=kr&menu_dvs_cd=05020102,2008-06-19 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,"단순 정보 (※ 포토갤러리 게시물이나, 사진 없음)",
36,국립대전현충원,HOME > 미디어현충원 > E-홍보관 > 포토갤러리 > 안장행사,포토_안장행사,순직소방관 안장식(2008. 8. 22),https://www.dnc.go.kr/_prog/_board/?mode=V&no=29209&code=buri&site_dvs_cd=kr&menu_dvs_cd=05020102,2008-08-22 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,"단순 정보 (※ 포토갤러리 게시물이나, 사진 없음)",
37,국립대전현충원,HOME > 미디어현충원 > E-홍보관 > 포토갤러리 > 안장행사,포토_안장행사,순직소방관 안장식(2008. 8. 22),https://www.dnc.go.kr/_prog/_board/?mode=V&no=29210&code=buri&site_dvs_cd=kr&menu_dvs_cd=05020102,2008-08-22 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,"단순 정보 (※ 포토갤러리 게시물이나, 사진 없음)",
38,국립대전현충원,HOME > 미디어현충원 > E-홍보관 > 포토갤러리 > 안장행사,포토_안장행사,해외안장 애국선열 유해안장식 (09. 4. 13.),https://www.dnc.go.kr/_prog/_board/?mode=V&no=29211&code=buri&site_dvs_cd=kr&menu_dvs_cd=05020102,2009-04-14 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,"단순 정보 (※ 포토갤러리 게시물이나, 사진 없음)",
39,국립대전현충원,HOME > 미디어현충원 > E-홍보관 > 포토갤러리 > 안장행사,포토_안장행사,해외안장 애국선열 유해안장식 (09. 4. 13.),https://www.dnc.go.kr/_prog/_board/?mode=V&no=29212&code=buri&site_dvs_cd=kr&menu_dvs_cd=05020102,2009-04-14 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,"단순 정보 (※ 포토갤러리 게시물이나, 사진 없음)",
40,국립대전현충원,HOME > 미디어현충원 > E-홍보관 > 포토갤러리 > 안장행사,포토_안장행사,해외안장 애국선열 유해안장식 (09. 4. 13.),https://www.dnc.go.kr/_prog/_board/?mode=V&no=29213&code=buri&site_dvs_cd=kr&menu_dvs_cd=05020102,2009-04-14 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,"단순 정보 (※ 포토갤러리 게시물이나, 사진 없음)",
41,국립대전현충원,HOME > 미디어현충원 > E-홍보관 > 포토갤러리 > 안장행사,포토_안장행사,故 전월선 애국지사 안장식 (09. 5. 27.),https://www.dnc.go.kr/_prog/_board/?mode=V&no=29214&code=buri&site_dvs_cd=kr&menu_dvs_cd=05020102,2009-05-27 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,"단순 정보 (※ 포토갤러리 게시물이나, 사진 없음)",
42,국립대전현충원,HOME > 미디어현충원 > E-홍보관 > 포토갤러리 > 안장행사,포토_안장행사,故 정병칠 해군소장 안장식 (09. 6. 22.),https://www.dnc.go.kr/_prog/_board/?mode=V&no=29215&code=buri&site_dvs_cd=kr&menu_dvs_cd=05020102,2009-06-22 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,"단순 정보 (※ 포토갤러리 게시물이나, 사진 없음)",
43,국립대전현충원,HOME > 미디어현충원 > E-홍보관 > 포토갤러리 > 안장행사,포토_안장행사,합동안장 및 위패봉안식 (09. 6. 24.),https://www.dnc.go.kr/_prog/_board/?mode=V&no=29216&code=buri&site_dvs_cd=kr&menu_dvs_cd=05020102,2009-06-25 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,"단순 정보 (※ 포토갤러리 게시물이나, 사진 없음)",
44,국립대전현충원,HOME > 미디어현충원 > E-홍보관 > 포토갤러리 > 안장행사,포토_안장행사,독립유공자 합동안장식 (09. 6. 25.),https://www.dnc.go.kr/_prog/_board/?mode=V&no=29217&code=buri&site_dvs_cd=kr&menu_dvs_cd=05020102,2009-06-26 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,"단순 정보 (※ 포토갤러리 게시물이나, 사진 없음)",
45,국립대전현충원,HOME > 미디어현충원 > E-홍보관 > 포토갤러리 > 안장행사,포토_안장행사,故 김재명 육군중장 안장식 (09. 6. 27.),https://www.dnc.go.kr/_prog/_board/?mode=V&no=29218&code=buri&site_dvs_cd=kr&menu_dvs_cd=05020102,2009-06-29 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,"단순 정보 (※ 포토갤러리 게시물이나, 사진 없음)",
46,국립대전현충원,HOME > 미디어현충원 > E-홍보관 > 포토갤러리 > 안장행사,포토_안장행사,6.25 전사자 유해발굴 합동안장식 (09. 7. 16.),https://www.dnc.go.kr/_prog/_board/?mode=V&no=29219&code=buri&site_dvs_cd=kr&menu_dvs_cd=05020102,2009-07-16 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,"단순 정보 (※ 포토갤러리 게시물이나, 사진 없음)",
47,국립대전현충원,HOME > 미디어현충원 > E-홍보관 > 포토갤러리 > 안장행사,포토_안장행사,故 박세직 육군소장 안장식 (09. 7. 31.),https://www.dnc.go.kr/_prog/_board/?mode=V&no=29220&code=buri&site_dvs_cd=kr&menu_dvs_cd=05020102,2009-08-03 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,"단순 정보 (※ 포토갤러리 게시물이나, 사진 없음)",
48,국립대전현충원,HOME > 미디어현충원 > E-홍보관 > 포토갤러리 > 안장행사,포토_안장행사,故 안필준 육군대장 안장식 (09. 8. 30.),https://www.dnc.go.kr/_prog/_board/?mode=V&no=29221&code=buri&site_dvs_cd=kr&menu_dvs_cd=05020102,2009-09-01 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,"단순 정보 (※ 포토갤러리 게시물이나, 사진 없음)",
49,국립대전현충원,HOME > 미디어현충원 > E-홍보관 > 포토갤러리 > 안장행사,포토_안장행사,독립유공자 합동안장식 (09. 9. 17.),https://www.dnc.go.kr/_prog/_board/?mode=V&no=29222&code=buri&site_dvs_cd=kr&menu_dvs_cd=05020102,2009-09-17 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,"단순 정보 (※ 포토갤러리 게시물이나, 사진 없음)",
50,국립대전현충원,HOME > 미디어현충원 > E-홍보관 > 포토갤러리 > 안장행사,포토_안장행사,09년 제1차 군경합동안장식 (09. 10. 15.),https://www.dnc.go.kr/_prog/_board/?mode=V&no=29223&code=buri&site_dvs_cd=kr&menu_dvs_cd=05020102,2009-10-16 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,"단순 정보 (※ 포토갤러리 게시물이나, 사진 없음)",
51,국립대전현충원,HOME > 미디어현충원 > E-홍보관 > 포토갤러리 > 안장행사,포토_안장행사,09년 제2차 합동안장식 (09. 11. 19.),https://www.dnc.go.kr/_prog/_board/?mode=V&no=29224&code=buri&site_dvs_cd=kr&menu_dvs_cd=05020102,2009-11-19 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,"단순 정보 (※ 포토갤러리 게시물이나, 사진 없음)",
52,국립대전현충원,HOME > 미디어현충원 > E-홍보관 > 포토갤러리 > 안장행사,포토_안장행사,국립대전현충원 5만번째 안장 (2010. 1. 10.),https://www.dnc.go.kr/_prog/_board/?mode=V&no=29225&code=buri&site_dvs_cd=kr&menu_dvs_cd=05020102,2010-01-18 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,"단순 정보 (※ 포토갤러리 게시물이나, 사진 없음)",
53,국립대전현충원,HOME > 미디어현충원 > E-홍보관 > 포토갤러리 > 안장행사,포토_안장행사,故 이영덕 국가사회공헌자 안장식 (2010. 2. 9.),https://www.dnc.go.kr/_prog/_board/?mode=V&no=29226&code=buri&site_dvs_cd=kr&menu_dvs_cd=05020102,2010-02-10 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,"단순 정보 (※ 포토갤러리 게시물이나, 사진 없음)",
54,국립대전현충원,HOME > 미디어현충원 > E-홍보관 > 포토갤러리 > 안장행사,포토_안장행사,헬기추락 순직 조종사 안장식 (2010. 3. 5.),https://www.dnc.go.kr/_prog/_board/?mode=V&no=29227&code=buri&site_dvs_cd=kr&menu_dvs_cd=05020102,2010-03-06 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,"단순 정보 (※ 포토갤러리 게시물이나, 사진 없음)",
55,국립대전현충원,HOME > 미디어현충원 > E-홍보관 > 포토갤러리 > 안장행사,포토_안장행사,전투기추락 순직 조종사 안장식 (2010. 3. 6.),https://www.dnc.go.kr/_prog/_board/?mode=V&no=29228&code=buri&site_dvs_cd=kr&menu_dvs_cd=05020102,2010-03-06 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,"단순 정보 (※ 포토갤러리 게시물이나, 사진 없음)",
56,국립대전현충원,HOME > 미디어현충원 > E-홍보관 > 포토갤러리 > 안장행사,포토_안장행사,故한주호 해군준위 안장식 (2010. 4. 3.),https://www.dnc.go.kr/_prog/_board/?mode=V&no=29229&code=buri&site_dvs_cd=kr&menu_dvs_cd=05020102,2010-04-03 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,"단순 정보 (※ 포토갤러리 게시물이나, 사진 없음)",
57,국립대전현충원,HOME > 미디어현충원 > E-홍보관 > 포토갤러리 > 안장행사,포토_안장행사,故한주호 해군준위 안장식 (2010. 4. 3.),https://www.dnc.go.kr/_prog/_board/?mode=V&no=29230&code=buri&site_dvs_cd=kr&menu_dvs_cd=05020102,2010-04-03 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,"단순 정보 (※ 포토갤러리 게시물이나, 사진 없음)",
58,국립대전현충원,HOME > 미디어현충원 > E-홍보관 > 포토갤러리 > 안장행사,포토_안장행사,독립유공자 합동안장식 (2010. 4. 23.),https://www.dnc.go.kr/_prog/_board/?mode=V&no=29231&code=buri&site_dvs_cd=kr&menu_dvs_cd=05020102,2010-04-23 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,"단순 정보 (※ 포토갤러리 게시물이나, 사진 없음)",
59,국립대전현충원,HOME > 미디어현충원 > E-홍보관 > 포토갤러리 > 안장행사,포토_안장행사,링스헬기추락 순직자 안장식 (2010. 4. 28.),https://www.dnc.go.kr/_prog/_board/?mode=V&no=29232&code=buri&site_dvs_cd=kr&menu_dvs_cd=05020102,2010-04-28 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,"단순 정보 (※ 포토갤러리 게시물이나, 사진 없음)",
60,국립대전현충원,HOME > 미디어현충원 > E-홍보관 > 포토갤러리 > 안장행사,포토_안장행사,링스헬기추락 순직자 안장식 (2010. 4. 28.),https://www.dnc.go.kr/_prog/_board/?mode=V&no=29233&code=buri&site_dvs_cd=kr&menu_dvs_cd=05020102,2010-04-28 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,"단순 정보 (※ 포토갤러리 게시물이나, 사진 없음)",
61,국립대전현충원,HOME > 미디어현충원 > E-홍보관 > 포토갤러리 > 안장행사,포토_안장행사,"故 ""천안함 46용사"" 합동안장식 (2010. 4. 29.)",https://www.dnc.go.kr/_prog/_board/?mode=V&no=29234&code=buri&site_dvs_cd=kr&menu_dvs_cd=05020102,2010-04-30 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,"단순 정보 (※ 포토갤러리 게시물이나, 사진 없음)",
