한국문화예술교육진흥원 공공저작물 권리확인 요청 목록,,,,,,,,,,,,,,,,,,,,
순번,사이트명,게시판 진입 과정,게시판명,게시물 제목,URL,등록일,첨부파일,기존 공공누리 유형,,개방여부,공공누리유형,,검토불가,단순/업무/비보호,제3자 권리,이미지/첨부파일,초상권,개인정보,의견,비고
51,문화예술교육 자원지도,HOME > 문화예술교육 공간,도서관,농촌진흥청 농업과학도서관,https://arc.arte.or.kr/ap2/d/ap2d0102.do?searchGroupCode=WGC_0000000005&searchCode=WPC_0000011318,2023,무,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
52,문화예술교육 자원지도,HOME > 문화예술교육 공간,도서관,농업과학도서관호남분관 자료실,https://arc.arte.or.kr/ap2/d/ap2d0102.do?searchGroupCode=WGC_0000000005&searchCode=WPC_0000011317,2023,무,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
53,문화예술교육 자원지도,HOME > 문화예술교육 공간,도서관,국민연금공단 도서관,https://arc.arte.or.kr/ap2/d/ap2d0102.do?searchGroupCode=WGC_0000000005&searchCode=WPC_0000011316,2023,무,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
54,문화예술교육 자원지도,HOME > 문화예술교육 공간,도서관,국립전주박물관 정보자료실,https://arc.arte.or.kr/ap2/d/ap2d0102.do?searchGroupCode=WGC_0000000005&searchCode=WPC_0000011315,2023,무,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
55,문화예술교육 자원지도,HOME > 문화예술교육 공간,도서관,해양경찰교육원 도서관,https://arc.arte.or.kr/ap2/d/ap2d0102.do?searchGroupCode=WGC_0000000005&searchCode=WPC_0000011314,2023,무,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
56,문화예술교육 자원지도,HOME > 문화예술교육 공간,도서관,한전 스마트도서관 에너知,https://arc.arte.or.kr/ap2/d/ap2d0102.do?searchGroupCode=WGC_0000000005&searchCode=WPC_0000011313,2023,무,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
57,문화예술교육 자원지도,HOME > 문화예술교육 공간,도서관,한국전력거래소 자료실,https://arc.arte.or.kr/ap2/d/ap2d0102.do?searchGroupCode=WGC_0000000005&searchCode=WPC_0000011312,2023,무,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
58,문화예술교육 자원지도,HOME > 문화예술교육 공간,도서관,한국농촌경제연구원 도서관,https://arc.arte.or.kr/ap2/d/ap2d0102.do?searchGroupCode=WGC_0000000005&searchCode=WPC_0000011311,2023,무,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
59,문화예술교육 자원지도,HOME > 문화예술교육 공간,도서관,한국농수산식품유통공사 정보자료실,https://arc.arte.or.kr/ap2/d/ap2d0102.do?searchGroupCode=WGC_0000000005&searchCode=WPC_0000011310,2023,무,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
60,문화예술교육 자원지도,HOME > 문화예술교육 공간,도서관,콘텐츠도서관,https://arc.arte.or.kr/ap2/d/ap2d0102.do?searchGroupCode=WGC_0000000005&searchCode=WPC_0000011309,2023,무,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
61,문화예술교육 자원지도,HOME > 문화예술교육 공간,도서관,전라남도지식정보센터,https://arc.arte.or.kr/ap2/d/ap2d0102.do?searchGroupCode=WGC_0000000005&searchCode=WPC_0000011308,2023,무,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
62,문화예술교육 자원지도,HOME > 문화예술교육 공간,도서관,전라남도농업박물관 도서실,https://arc.arte.or.kr/ap2/d/ap2d0102.do?searchGroupCode=WGC_0000000005&searchCode=WPC_0000011307,2023,무,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
63,문화예술교육 자원지도,HOME > 문화예술교육 공간,도서관,전라남도교육청 행정자료실,https://arc.arte.or.kr/ap2/d/ap2d0102.do?searchGroupCode=WGC_0000000005&searchCode=WPC_0000011306,2023,무,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
64,문화예술교육 자원지도,HOME > 문화예술교육 공간,도서관,전라남도교육연수원 도서관,https://arc.arte.or.kr/ap2/d/ap2d0102.do?searchGroupCode=WGC_0000000005&searchCode=WPC_0000011305,2023,무,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
65,문화예술교육 자원지도,HOME > 문화예술교육 공간,도서관,전라남도교육연구정보원 문헌정보실,https://arc.arte.or.kr/ap2/d/ap2d0102.do?searchGroupCode=WGC_0000000005&searchCode=WPC_0000011304,2023,무,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
66,문화예술교육 자원지도,HOME > 문화예술교육 공간,도서관,성가롤로병원도서관,https://arc.arte.or.kr/ap2/d/ap2d0102.do?searchGroupCode=WGC_0000000005&searchCode=WPC_0000011303,2023,무,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
67,문화예술교육 자원지도,HOME > 문화예술교육 공간,도서관,국립호남권생물자원관 도서관,https://arc.arte.or.kr/ap2/d/ap2d0102.do?searchGroupCode=WGC_0000000005&searchCode=WPC_0000011302,2023,무,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
68,문화예술교육 자원지도,HOME > 문화예술교육 공간,도서관,광주전남연구원 지역정보조사센터,https://arc.arte.or.kr/ap2/d/ap2d0102.do?searchGroupCode=WGC_0000000005&searchCode=WPC_0000011301,2023,무,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
69,문화예술교육 자원지도,HOME > 문화예술교육 공간,도서관,항공안전기술원 공개자료실,https://arc.arte.or.kr/ap2/d/ap2d0102.do?searchGroupCode=WGC_0000000005&searchCode=WPC_0000011300,2023,무,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
