NIA 한국지능정보사회진흥원 공공저작물 권리확인 요청 목록,,,,,,,,,,,,,,,,,,,,
순번,사이트명,게시판 진입 과정,게시판명,게시물 제목,URL,등록일,첨부파일,기존 공공누리 유형,,개방여부,공공누리유형,,검토불가,단순/업무/비보호,제3자 권리,이미지/첨부파일,초상권,개인정보,의견,비고
4108,NIA 한국지능정보사회진흥원,HOME > 알림마당 > 윤리경영 > 업무추진비 공개,업무추진비 공개,2018년 4월 본부장/실단장/센터장 업무추진비,https://www.nia.or.kr/site/nia_kor/ex/bbs/View.do?cbIdx=62176&bcIdx=19878,20180529,유,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4109,NIA 한국지능정보사회진흥원,HOME > 알림마당 > 윤리경영 > 업무추진비 공개,업무추진비 공개,2018년 5월 본부장/실단장/센터장 업무추진비,https://www.nia.or.kr/site/nia_kor/ex/bbs/View.do?cbIdx=62176&bcIdx=20067,20180713,유,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4110,NIA 한국지능정보사회진흥원,HOME > 알림마당 > 윤리경영 > 업무추진비 공개,업무추진비 공개,2018년 6월 본부장/실단장/센터장 업무추진비,https://www.nia.or.kr/site/nia_kor/ex/bbs/View.do?cbIdx=62176&bcIdx=20474,20190114,유,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4111,NIA 한국지능정보사회진흥원,HOME > 알림마당 > 윤리경영 > 업무추진비 공개,업무추진비 공개,2018년 7월 본부장/실단장/센터장 업무추진비,https://www.nia.or.kr/site/nia_kor/ex/bbs/View.do?cbIdx=62176&bcIdx=20475,20190114,유,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4112,NIA 한국지능정보사회진흥원,HOME > 알림마당 > 윤리경영 > 업무추진비 공개,업무추진비 공개,2018년 8월 본부장/실단장/센터장 업무추진비,https://www.nia.or.kr/site/nia_kor/ex/bbs/View.do?cbIdx=62176&bcIdx=20476,20190114,유,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4113,NIA 한국지능정보사회진흥원,HOME > 알림마당 > 윤리경영 > 업무추진비 공개,업무추진비 공개,2018년 9월 본부장/실단장/센터장 업무추진비,https://www.nia.or.kr/site/nia_kor/ex/bbs/View.do?cbIdx=62176&bcIdx=20477,20190114,유,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4114,NIA 한국지능정보사회진흥원,HOME > 알림마당 > 윤리경영 > 업무추진비 공개,업무추진비 공개,2018년 10월 본부장/실단장/센터장 업무추진비,https://www.nia.or.kr/site/nia_kor/ex/bbs/View.do?cbIdx=62176&bcIdx=20478,20190114,유,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4115,NIA 한국지능정보사회진흥원,HOME > 알림마당 > 윤리경영 > 업무추진비 공개,업무추진비 공개,2018년 11월 본부장/실단장/센터장 업무추진비,https://www.nia.or.kr/site/nia_kor/ex/bbs/View.do?cbIdx=62176&bcIdx=20479,20190114,유,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4116,NIA 한국지능정보사회진흥원,HOME > 알림마당 > 윤리경영 > 업무추진비 공개,업무추진비 공개,2018년 12월 본부장/실단장/센터장 업무추진비,https://www.nia.or.kr/site/nia_kor/ex/bbs/View.do?cbIdx=62176&bcIdx=20480,20190114,유,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4117,NIA 한국지능정보사회진흥원,HOME > 알림마당 > 윤리경영 > 업무추진비 공개,업무추진비 공개,2019년 1월 본부장/실단장/센터장 업무추진비,https://www.nia.or.kr/site/nia_kor/ex/bbs/View.do?cbIdx=62176&bcIdx=20996,20190429,유,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4118,NIA 한국지능정보사회진흥원,HOME > 알림마당 > 윤리경영 > 업무추진비 공개,업무추진비 공개,2019년 2월 본부장/실단장/센터장 업무추진비,https://www.nia.or.kr/site/nia_kor/ex/bbs/View.do?cbIdx=62176&bcIdx=20997,20190429,유,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4119,NIA 한국지능정보사회진흥원,HOME > 알림마당 > 윤리경영 > 업무추진비 공개,업무추진비 공개,2019년 3월 본부장/실단장/센터장 업무추진비,https://www.nia.or.kr/site/nia_kor/ex/bbs/View.do?cbIdx=62176&bcIdx=20998,20190429,유,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4120,NIA 한국지능정보사회진흥원,HOME > 알림마당 > 윤리경영 > 업무추진비 공개,업무추진비 공개,2019년 4월 본부장/실단장/센터장 업무추진비,https://www.nia.or.kr/site/nia_kor/ex/bbs/View.do?cbIdx=62176&bcIdx=21902,20200324,유,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4121,NIA 한국지능정보사회진흥원,HOME > 알림마당 > 윤리경영 > 업무추진비 공개,업무추진비 공개,2019년 5월 본부장/실단장/센터장 업무추진비,https://www.nia.or.kr/site/nia_kor/ex/bbs/View.do?cbIdx=62176&bcIdx=21903,20200324,유,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4122,NIA 한국지능정보사회진흥원,HOME > 알림마당 > 윤리경영 > 업무추진비 공개,업무추진비 공개,2019년 6월 본부장/실단장/센터장 업무추진비,https://www.nia.or.kr/site/nia_kor/ex/bbs/View.do?cbIdx=62176&bcIdx=21904,20200324,유,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4123,NIA 한국지능정보사회진흥원,HOME > 알림마당 > 윤리경영 > 업무추진비 공개,업무추진비 공개,2019년 7월 본부장/실단장/센터장 업무추진비,https://www.nia.or.kr/site/nia_kor/ex/bbs/View.do?cbIdx=62176&bcIdx=21905,20200324,유,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4124,NIA 한국지능정보사회진흥원,HOME > 알림마당 > 윤리경영 > 업무추진비 공개,업무추진비 공개,2019년 8월 본부장/실단장/센터장 업무추진비,https://www.nia.or.kr/site/nia_kor/ex/bbs/View.do?cbIdx=62176&bcIdx=21906,20200324,유,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4125,NIA 한국지능정보사회진흥원,HOME > 알림마당 > 윤리경영 > 업무추진비 공개,업무추진비 공개,2019년 9월 본부장/실단장/센터장 업무추진비,https://www.nia.or.kr/site/nia_kor/ex/bbs/View.do?cbIdx=62176&bcIdx=21907,20200324,유,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4126,NIA 한국지능정보사회진흥원,HOME > 알림마당 > 윤리경영 > 업무추진비 공개,업무추진비 공개,2019년 10월 본부장/실단장/센터장 업무추진비,https://www.nia.or.kr/site/nia_kor/ex/bbs/View.do?cbIdx=62176&bcIdx=21908,20200324,유,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4127,NIA 한국지능정보사회진흥원,HOME > 알림마당 > 윤리경영 > 업무추진비 공개,업무추진비 공개,2019년 11월 본부장/실단장/센터장 업무추진비,https://www.nia.or.kr/site/nia_kor/ex/bbs/View.do?cbIdx=62176&bcIdx=21909,20200324,유,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4128,NIA 한국지능정보사회진흥원,HOME > 알림마당 > 윤리경영 > 업무추진비 공개,업무추진비 공개,2019년 12월 본부장/실단장/센터장 업무추진비,https://www.nia.or.kr/site/nia_kor/ex/bbs/View.do?cbIdx=62176&bcIdx=21910,20200324,유,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4129,NIA 한국지능정보사회진흥원,HOME > 알림마당 > 윤리경영 > 업무추진비 공개,업무추진비 공개,2020년 1월 본부장/실단장/센터장 업무추진비,https://www.nia.or.kr/site/nia_kor/ex/bbs/View.do?cbIdx=62176&bcIdx=21911,20200324,유,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4130,NIA 한국지능정보사회진흥원,HOME > 알림마당 > 윤리경영 > 업무추진비 공개,업무추진비 공개,2020년 2월 본부장/실단장/센터장 업무추진비,https://www.nia.or.kr/site/nia_kor/ex/bbs/View.do?cbIdx=62176&bcIdx=21912,20200324,유,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4131,NIA 한국지능정보사회진흥원,HOME > 알림마당 > 윤리경영 > 업무추진비 공개,업무추진비 공개,2020년 3월 본부장/실단장/센터장 업무추진비,https://www.nia.or.kr/site/nia_kor/ex/bbs/View.do?cbIdx=62176&bcIdx=23138,20210317,유,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4132,NIA 한국지능정보사회진흥원,HOME > 알림마당 > 윤리경영 > 업무추진비 공개,업무추진비 공개,2020년 4월 본부장/실단장/센터장 업무추진비,https://www.nia.or.kr/site/nia_kor/ex/bbs/View.do?cbIdx=62176&bcIdx=23139,20210317,유,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4133,NIA 한국지능정보사회진흥원,HOME > 알림마당 > 윤리경영 > 업무추진비 공개,업무추진비 공개,2020년 5월 본부장/실단장/센터장 업무추진비,https://www.nia.or.kr/site/nia_kor/ex/bbs/View.do?cbIdx=62176&bcIdx=23140,20210317,유,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4134,NIA 한국지능정보사회진흥원,HOME > 알림마당 > 윤리경영 > 업무추진비 공개,업무추진비 공개,2020년 6월 본부장/실단장/센터장 업무추진비,https://www.nia.or.kr/site/nia_kor/ex/bbs/View.do?cbIdx=62176&bcIdx=23141,20210317,유,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4135,NIA 한국지능정보사회진흥원,HOME > 알림마당 > 윤리경영 > 업무추진비 공개,업무추진비 공개,2020년 7월 본부장/실단장/센터장 업무추진비,https://www.nia.or.kr/site/nia_kor/ex/bbs/View.do?cbIdx=62176&bcIdx=23142,20210317,유,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4136,NIA 한국지능정보사회진흥원,HOME > 알림마당 > 윤리경영 > 업무추진비 공개,업무추진비 공개,2020년 8월 본부장/실단장/센터장 업무추진비,https://www.nia.or.kr/site/nia_kor/ex/bbs/View.do?cbIdx=62176&bcIdx=23143,20210317,유,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4137,NIA 한국지능정보사회진흥원,HOME > 알림마당 > 윤리경영 > 업무추진비 공개,업무추진비 공개,2020년 9월 본부장/실단장/센터장 업무추진비,https://www.nia.or.kr/site/nia_kor/ex/bbs/View.do?cbIdx=62176&bcIdx=23144,20210317,유,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4138,NIA 한국지능정보사회진흥원,HOME > 알림마당 > 윤리경영 > 업무추진비 공개,업무추진비 공개,2020년 10월 본부장/실단장/센터장 업무추진비,https://www.nia.or.kr/site/nia_kor/ex/bbs/View.do?cbIdx=62176&bcIdx=23145,20210317,유,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4139,NIA 한국지능정보사회진흥원,HOME > 알림마당 > 윤리경영 > 업무추진비 공개,업무추진비 공개,2020년 11월 본부장/실단장/센터장 업무추진비,https://www.nia.or.kr/site/nia_kor/ex/bbs/View.do?cbIdx=62176&bcIdx=23146,20210317,유,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4140,NIA 한국지능정보사회진흥원,HOME > 알림마당 > 윤리경영 > 업무추진비 공개,업무추진비 공개,2020년 12월 본부장/실단장/센터장 업무추진비,https://www.nia.or.kr/site/nia_kor/ex/bbs/View.do?cbIdx=62176&bcIdx=23147,20210317,유,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4141,NIA 한국지능정보사회진흥원,HOME > 알림마당 > 윤리경영 > 업무추진비 공개,업무추진비 공개,2021년 1월 본부장/실단장/센터장 업무추진비,https://www.nia.or.kr/site/nia_kor/ex/bbs/View.do?cbIdx=62176&bcIdx=23376,20210511,유,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4142,NIA 한국지능정보사회진흥원,HOME > 알림마당 > 윤리경영 > 업무추진비 공개,업무추진비 공개,2021년 2월 본부장/실단장/센터장 업무추진비,https://www.nia.or.kr/site/nia_kor/ex/bbs/View.do?cbIdx=62176&bcIdx=23378,20210511,유,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4143,NIA 한국지능정보사회진흥원,HOME > 알림마당 > 윤리경영 > 업무추진비 공개,업무추진비 공개,2021년 3월 본부장/실단장/센터장 업무추진비,https://www.nia.or.kr/site/nia_kor/ex/bbs/View.do?cbIdx=62176&bcIdx=23379,20210511,유,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4144,NIA 한국지능정보사회진흥원,HOME > 알림마당 > 윤리경영 > 업무추진비 공개,업무추진비 공개,2021년 4월 본부장/실단장/센터장 업무추진비,https://www.nia.or.kr/site/nia_kor/ex/bbs/View.do?cbIdx=62176&bcIdx=23730,20210823,유,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4145,NIA 한국지능정보사회진흥원,HOME > 알림마당 > 윤리경영 > 업무추진비 공개,업무추진비 공개,2021년 5월 본부장/실단장/센터장 업무추진비,https://www.nia.or.kr/site/nia_kor/ex/bbs/View.do?cbIdx=62176&bcIdx=23731,20210823,유,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4146,NIA 한국지능정보사회진흥원,HOME > 알림마당 > 윤리경영 > 업무추진비 공개,업무추진비 공개,2021년 6월 본부장/실단장/센터장 업무추진비,https://www.nia.or.kr/site/nia_kor/ex/bbs/View.do?cbIdx=62176&bcIdx=23732,20210823,유,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4147,NIA 한국지능정보사회진흥원,HOME > 알림마당 > 윤리경영 > 업무추진비 공개,업무추진비 공개,2021년 7월 본부장/실단장/센터장 업무추진비,https://www.nia.or.kr/site/nia_kor/ex/bbs/View.do?cbIdx=62176&bcIdx=23733,20210823,유,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4148,NIA 한국지능정보사회진흥원,HOME > 알림마당 > 윤리경영 > 업무추진비 공개,업무추진비 공개,2021년 8월 본부장/실단장/센터장 업무추진비,https://www.nia.or.kr/site/nia_kor/ex/bbs/View.do?cbIdx=62176&bcIdx=24577,20220531,유,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4149,NIA 한국지능정보사회진흥원,HOME > 알림마당 > 윤리경영 > 업무추진비 공개,업무추진비 공개,2021년 9월 본부장/실단장/센터장 업무추진비,https://www.nia.or.kr/site/nia_kor/ex/bbs/View.do?cbIdx=62176&bcIdx=24578,20220531,유,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4150,NIA 한국지능정보사회진흥원,HOME > 알림마당 > 윤리경영 > 업무추진비 공개,업무추진비 공개,2021년 10월 본부장/실단장/센터장 업무추진비,https://www.nia.or.kr/site/nia_kor/ex/bbs/View.do?cbIdx=62176&bcIdx=24579,20220531,유,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4151,NIA 한국지능정보사회진흥원,HOME > 알림마당 > 윤리경영 > 업무추진비 공개,업무추진비 공개,2021년 11월 본부장/실단장/센터장 업무추진비,https://www.nia.or.kr/site/nia_kor/ex/bbs/View.do?cbIdx=62176&bcIdx=24580,20220531,유,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4152,NIA 한국지능정보사회진흥원,HOME > 알림마당 > 윤리경영 > 업무추진비 공개,업무추진비 공개,2021년 12월 본부장/실단장/센터장 업무추진비,https://www.nia.or.kr/site/nia_kor/ex/bbs/View.do?cbIdx=62176&bcIdx=24581,20220531,유,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4153,NIA 한국지능정보사회진흥원,HOME > 알림마당 > 윤리경영 > 업무추진비 공개,업무추진비 공개,2022년 1월 본부장/실단장/센터장 업무추진비,https://www.nia.or.kr/site/nia_kor/ex/bbs/View.do?cbIdx=62176&bcIdx=24582,20220531,유,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4154,NIA 한국지능정보사회진흥원,HOME > 알림마당 > 윤리경영 > 업무추진비 공개,업무추진비 공개,2022년 2월 본부장/실단장/센터장 업무추진비,https://www.nia.or.kr/site/nia_kor/ex/bbs/View.do?cbIdx=62176&bcIdx=24583,20220531,유,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4155,NIA 한국지능정보사회진흥원,HOME > 알림마당 > 윤리경영 > 업무추진비 공개,업무추진비 공개,2022년 3월 본부장/실단장/센터장 업무추진비,https://www.nia.or.kr/site/nia_kor/ex/bbs/View.do?cbIdx=62176&bcIdx=24584,20220531,유,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4156,NIA 한국지능정보사회진흥원,HOME > 알림마당 > 윤리경영 > 업무추진비 공개,업무추진비 공개,2022년 4월 본부장/실단장 업무추진비,https://www.nia.or.kr/site/nia_kor/ex/bbs/View.do?cbIdx=62176&bcIdx=25222,20230209,유,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4157,NIA 한국지능정보사회진흥원,HOME > 알림마당 > 윤리경영 > 업무추진비 공개,업무추진비 공개,2022년 5월 본부장/실단장 업무추진비,https://www.nia.or.kr/site/nia_kor/ex/bbs/View.do?cbIdx=62176&bcIdx=25223,20230209,유,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4158,NIA 한국지능정보사회진흥원,HOME > 알림마당 > 윤리경영 > 업무추진비 공개,업무추진비 공개,2022년 6월 본부장/실단장 업무추진비,https://www.nia.or.kr/site/nia_kor/ex/bbs/View.do?cbIdx=62176&bcIdx=25224,20230209,유,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4159,NIA 한국지능정보사회진흥원,HOME > 알림마당 > 윤리경영 > 업무추진비 공개,업무추진비 공개,2022년 7월 본부장/실단장 업무추진비,https://www.nia.or.kr/site/nia_kor/ex/bbs/View.do?cbIdx=62176&bcIdx=25225,20230209,유,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4160,NIA 한국지능정보사회진흥원,HOME > 알림마당 > 윤리경영 > 업무추진비 공개,업무추진비 공개,2022년 8월 본부장/실단장 업무추진비,https://www.nia.or.kr/site/nia_kor/ex/bbs/View.do?cbIdx=62176&bcIdx=25226,20230209,유,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4161,NIA 한국지능정보사회진흥원,HOME > 알림마당 > 윤리경영 > 업무추진비 공개,업무추진비 공개,2022년 9월 본부장/실단장 업무추진비,https://www.nia.or.kr/site/nia_kor/ex/bbs/View.do?cbIdx=62176&bcIdx=25227,20230209,유,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4162,NIA 한국지능정보사회진흥원,HOME > 알림마당 > 윤리경영 > 업무추진비 공개,업무추진비 공개,2022년 10월 본부장/실단장 업무추진비,https://www.nia.or.kr/site/nia_kor/ex/bbs/View.do?cbIdx=62176&bcIdx=25228,20230209,유,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4163,NIA 한국지능정보사회진흥원,HOME > 알림마당 > 윤리경영 > 업무추진비 공개,업무추진비 공개,2022년 11월 본부장/실단장 업무추진비,https://www.nia.or.kr/site/nia_kor/ex/bbs/View.do?cbIdx=62176&bcIdx=25229,20230209,유,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4164,NIA 한국지능정보사회진흥원,HOME > 알림마당 > 윤리경영 > 업무추진비 공개,업무추진비 공개,2022년 12월 본부장/실단장 업무추진비,https://www.nia.or.kr/site/nia_kor/ex/bbs/View.do?cbIdx=62176&bcIdx=25230,20230209,유,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4165,NIA 한국지능정보사회진흥원,HOME > 알림마당 > 윤리경영 > 업무추진비 공개,업무추진비 공개,2023년 1월 본부장/실단장 업무추진비,https://www.nia.or.kr/site/nia_kor/ex/bbs/View.do?cbIdx=62176&bcIdx=25315,20230314,유,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4166,NIA 한국지능정보사회진흥원,HOME > 알림마당 > 윤리경영 > 업무추진비 공개,업무추진비 공개,2023년 2월 본부장/실단장 업무추진비,https://www.nia.or.kr/site/nia_kor/ex/bbs/View.do?cbIdx=62176&bcIdx=25316,20230314,유,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4167,NIA 한국지능정보사회진흥원,HOME > 알림마당 > 윤리경영 > 업무추진비 공개,업무추진비 공개,2023년 3월 본부장/실단장 업무추진비,https://www.nia.or.kr/site/nia_kor/ex/bbs/View.do?cbIdx=62176&bcIdx=25669,20230622,유,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4168,NIA 한국지능정보사회진흥원,HOME > 알림마당 > 윤리경영 > 업무추진비 공개,업무추진비 공개,2023년 4월 본부장/실단장 업무추진비,https://www.nia.or.kr/site/nia_kor/ex/bbs/View.do?cbIdx=62176&bcIdx=25670,20230622,유,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4169,NIA 한국지능정보사회진흥원,HOME > 알림마당 > 윤리경영 > 업무추진비 공개,업무추진비 공개,2023년 5월 본부장/실단장 업무추진비,https://www.nia.or.kr/site/nia_kor/ex/bbs/View.do?cbIdx=62176&bcIdx=25671,20230622,유,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4170,NIA 한국지능정보사회진흥원,HOME > 알림마당 > 윤리경영 > 업무추진비 공개,업무추진비 공개,2023년 6월 본부장/실단장 업무추진비,https://www.nia.or.kr/site/nia_kor/ex/bbs/View.do?cbIdx=62176&bcIdx=26029,20231018,유,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4171,NIA 한국지능정보사회진흥원,HOME > 알림마당 > 윤리경영 > 업무추진비 공개,업무추진비 공개,2023년 7월 본부장/실단장 업무추진비,https://www.nia.or.kr/site/nia_kor/ex/bbs/View.do?cbIdx=62176&bcIdx=26030,20231018,유,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4172,NIA 한국지능정보사회진흥원,HOME > 알림마당 > 윤리경영 > 업무추진비 공개,업무추진비 공개,2023년 8월 본부장/실단장 업무추진비,https://www.nia.or.kr/site/nia_kor/ex/bbs/View.do?cbIdx=62176&bcIdx=26031,20231018,유,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4173,NIA 한국지능정보사회진흥원,HOME > 알림마당 > 윤리경영 > 업무추진비 공개,업무추진비 공개,2023년 9월 본부장/실단장 업무추진비,https://www.nia.or.kr/site/nia_kor/ex/bbs/View.do?cbIdx=62176&bcIdx=26032,20231018,유,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4174,NIA 한국지능정보사회진흥원,HOME > 알림마당 > 윤리경영 > 업무추진비 공개,업무추진비 공개,2023년 10월 본부장/실단장 업무추진비,https://www.nia.or.kr/site/nia_kor/ex/bbs/View.do?cbIdx=62176&bcIdx=26379,20240222,유,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4175,NIA 한국지능정보사회진흥원,HOME > 알림마당 > 윤리경영 > 업무추진비 공개,업무추진비 공개,2023년 11월 본부장/실단장 업무추진비,https://www.nia.or.kr/site/nia_kor/ex/bbs/View.do?cbIdx=62176&bcIdx=26380,20240222,유,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4176,NIA 한국지능정보사회진흥원,HOME > 알림마당 > 윤리경영 > 업무추진비 공개,업무추진비 공개,2023년 12월 본부장/실단장 업무추진비,https://www.nia.or.kr/site/nia_kor/ex/bbs/View.do?cbIdx=62176&bcIdx=26381,20240222,유,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4177,NIA 한국지능정보사회진흥원,HOME > 알림마당 > 윤리경영 > 업무추진비 공개,업무추진비 공개,2024년 1월 본부장/실단장 업무추진비,https://www.nia.or.kr/site/nia_kor/ex/bbs/View.do?cbIdx=62176&bcIdx=26915,20240705,유,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4178,NIA 한국지능정보사회진흥원,HOME > 알림마당 > 윤리경영 > 업무추진비 공개,업무추진비 공개,2024년 2월 본부장/실단장 업무추진비,https://www.nia.or.kr/site/nia_kor/ex/bbs/View.do?cbIdx=62176&bcIdx=26916,20240705,유,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4179,NIA 한국지능정보사회진흥원,HOME > 알림마당 > 윤리경영 > 업무추진비 공개,업무추진비 공개,2024년 3월 본부장/실단장 업무추진비,https://www.nia.or.kr/site/nia_kor/ex/bbs/View.do?cbIdx=62176&bcIdx=26917,20240705,유,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4180,NIA 한국지능정보사회진흥원,HOME > 알림마당 > 윤리경영 > 업무추진비 공개,업무추진비 공개,2024년 4월 본부장/실단장 업무추진비,https://www.nia.or.kr/site/nia_kor/ex/bbs/View.do?cbIdx=62176&bcIdx=26918,20240705,유,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4181,NIA 한국지능정보사회진흥원,HOME > 알림마당 > 윤리경영 > 업무추진비 공개,업무추진비 공개,2024년 5월 본부장/실단장 업무추진비,https://www.nia.or.kr/site/nia_kor/ex/bbs/View.do?cbIdx=62176&bcIdx=26919,20240705,유,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4182,NIA 한국지능정보사회진흥원,HOME > 알림마당 > 윤리경영 > 업무추진비 공개,업무추진비 공개,2011년 2월 부원장 업무추진비,https://www.nia.or.kr/site/nia_kor/ex/bbs/View.do?cbIdx=24254&bcIdx=11763,20110321,유,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4183,NIA 한국지능정보사회진흥원,HOME > 알림마당 > 윤리경영 > 업무추진비 공개,업무추진비 공개,2011년 3월 부원장 업무추진비,https://www.nia.or.kr/site/nia_kor/ex/bbs/View.do?cbIdx=24254&bcIdx=11764,20110322,유,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4184,NIA 한국지능정보사회진흥원,HOME > 알림마당 > 윤리경영 > 업무추진비 공개,업무추진비 공개,2011년 4월 부원장 업무추진비,https://www.nia.or.kr/site/nia_kor/ex/bbs/View.do?cbIdx=24254&bcIdx=11765,20110422,유,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4185,NIA 한국지능정보사회진흥원,HOME > 알림마당 > 윤리경영 > 업무추진비 공개,업무추진비 공개,2011년 5월 부원장 업무추진비,https://www.nia.or.kr/site/nia_kor/ex/bbs/View.do?cbIdx=24254&bcIdx=11766,20110522,유,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4186,NIA 한국지능정보사회진흥원,HOME > 알림마당 > 윤리경영 > 업무추진비 공개,업무추진비 공개,2011년 6월 부원장 업무추진비,https://www.nia.or.kr/site/nia_kor/ex/bbs/View.do?cbIdx=24254&bcIdx=11767,20110707,유,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4187,NIA 한국지능정보사회진흥원,HOME > 알림마당 > 윤리경영 > 업무추진비 공개,업무추진비 공개,2011년 7월 부원장 업무추진비,https://www.nia.or.kr/site/nia_kor/ex/bbs/View.do?cbIdx=24254&bcIdx=11768,20110923,유,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
