철도산업정보센터 공공저작물 권리확인 대상 목록,,,,,,,,,,,,,,,,,,,
순번,사이트명,게시판 진입 과정,게시판명,게시물 제목,URL,등록일,기존 공공누리 유형,,개방여부,공공누리유형,,검토불가,단순/업무/비보호,제3자 권리,이미지/첨부파일,초상권,개인정보,의견,비고
1152,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,사무관역으로 승격,,1963-10-18 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
1153,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,군전용선(1.5km)개통,,1963-11-05 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
1154,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,무배치간이역으로 영업개시(신촌역관리),,1963-11-10 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
1155,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,역사준공,,1963-12-30 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
1156,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,운전간이역에서 보통역으로 승격,,1964-01-01 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
1157,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,보통역으로 승격,,1964-01-01 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
1158,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,배치간이역으로 승격 및 소급화물 취급개시,,1964-01-01 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
1159,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,무배치간이역으로 영업개시(안인역),,1964-01-10 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
1160,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,보통역으로 승격,,1964-01-10 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
1161,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,무배치간이역으로 부활(여주역관리),,1964-01-10 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
1162,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,망우 - 성북 구간 4.9km 완공,,1964-01-11 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
1163,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,운전간이역으로 승격,,1964-02-01 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
1164,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,보통역으로 승격,,1964-02-20 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
1165,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,화력발전소 전용선 부설,,1964-04-01 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
1166,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,부산도시계획에 따라 구내 확장공사 착수,,1964-04-01 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
1167,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,망우 무연탄 하화장 착공,,1964-05-01 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
1168,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,배치간이역으로 격하,,1964-05-01 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
1169,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,남포선 착공,,1964-06-27 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
1170,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,무배치간이역으로 영업개시(심천역 관리),,1964-07-01 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
1171,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,각계역 관리역으로 지정,,1964-07-01 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
1172,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,역사 신축 착공,,1964-07-26 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
1173,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,배치간이역으로 승격 및 소급화물취급 지정,,1964-07-27 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
1174,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,역사 신축 착공,,1964-08-08 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
1175,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,배치간이역으로 승격 및 소급화물취급지정,,1964-08-11 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
1176,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,배치간이역으로 승격,,1964-08-11 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
1177,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,역사 신축 착공,,1964-08-24 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
1178,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,무배치간이역에서 배치간이역으로 승격 및 소급화물 취급지정,,1964-09-15 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
1179,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,앵남역 관리역지정,,1964-09-15 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
1180,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,앵남역 관리역지정취소,,1964-09-15 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
1181,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,배치간이역으로 승격(화순역관리),,1964-09-15 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
1182,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,현재의 역사 준공,,1964-09-23 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
1183,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,보통역으로 승격,,1964-11-21 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
1184,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,현재의 역사준공,,1964-12-13 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
1185,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,소급화물 취급개시,,1964-12-15 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
1186,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,소급화물 취급개시,,1964-12-15 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
1187,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,"소급 및 화물지선, 전용선발착차급 화물에 한하여 취급으로 변경",,1964-12-15 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
1188,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,현재의 역사준공,,1964-12-16 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
1189,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,현재의 역사 준공.,,1964-12-21 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
1190,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,남포선 4.3km 완공.,,1964-12-30 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
1191,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,역사준공,,1964-12-30 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
1192,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,보통역으로 승격,,1964-12-31 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
1193,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,한국프라스틱전용선 부설(2.4km),,1965-01-01 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
1194,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,역사 준공.,,1965-01-04 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
1195,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,보통역으로 영업개시,,1965-01-05 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
1196,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,부산기관차사무소 이전 업무개시,,1965-01-09 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
1197,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,보통역으로 승격,,1965-01-11 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
1198,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,역사 신축 준공,,1965-01-12 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
1199,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,현재의 역사준공,,1965-02-28 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
1200,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,무배치간이역으로 영업개시(군자역관리),,1965-05-01 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
1201,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,사무관역으로 승격,,1965-05-04 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
1202,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,역사준공,,1965-05-05 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
1203,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,역사 신축 착공,,1965-05-14 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
1204,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,옥마역 영업 개시.,,1965-05-22 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
1205,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,역사 신축 착공,,1965-05-31 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
1206,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,보통역으로 영업개시,,1965-06-01 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
1207,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,무배치간이역으로 영업개시(오수역관리),,1965-06-21 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
1208,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,군용 및 전용선착발한 화물취급 지정,,1965-06-24 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
1209,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,무배치간이역으로 영업재개,,1965-07-01 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
1210,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,역사 준공,,1965-07-02 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
1211,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,연초제조장선 부설,,1965-07-13 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
1212,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,무배치간이역으로 영업개시,,1965-07-21 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
1213,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,폐역,,1965-07-23 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
1214,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,역사 신축 착공,,1965-08-02 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
1215,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,무배치간이역으로 영업개시,,1965-08-21 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
1216,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,역사신축 착공,,1965-09-17 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
1217,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,경인선(영등포～주안) 복선 개통,,1965-09-18 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
1218,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,역사준공 이전(영등포 방향으로 100m),,1965-09-18 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
1219,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,화물열차 타절 취급,,1965-09-19 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
1220,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,역사 신축 착공,,1965-09-20 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
1221,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,무배치간이역으로 다시 영업개시,,1965-09-21 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
1222,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,역사신축착공과 함께 보통역으로 영업개시,,1965-09-24 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
1223,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,사무관역으로 승격,,1965-10-01 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
1224,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,역사 신축 착공,,1965-10-09 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
