국립해양문화재연구소 공공저작물 권리확인 목록,,,,,,,,,,,,,,,,,,,,
순번,사이트명,게시판 진입 과정,게시판명,게시물 제목,URL,작성일,첨부파일,기존 공공누리 유형,,개방여부,공공누리유형,,검토불가,단순/업무/비보호,제3자 권리,이미지/첨부파일,초상권,개인정보,의견,비고
1244,국립해양문화재연구소,HOME > 소식·참여 > 채용공고,채용공고,국립해양문화재연구소 일반직공무원(공업서기보) 채용 서류전형 합격자 발표 및 면접시험 공고,,2023.03.21,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,공고,
1245,국립해양문화재연구소,HOME > 소식·참여 > 채용공고,채용공고,국립해양문화재연구소 서해문화재과 공무직 근로자(연구원 가급-발굴) 최종합격자 공고,,2023.03.27,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,공고,
1246,국립해양문화재연구소,HOME > 소식·참여 > 채용공고,채용공고,국립해양문화재연구소 수중발굴과 단시간근로자(잠수사) 채용 합격자 및 면접일시 공고,,2023.03.27,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,공고,
1247,국립해양문화재연구소,HOME > 소식·참여 > 채용공고,채용공고,국립해양문화재연구소 수중발굴과 단시간근로자(잠수사) 추가 채용 최종합격자공고,,2023.03.31,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,공고,
1248,국립해양문화재연구소,HOME > 소식·참여 > 채용공고,채용공고,국립해양문화재연구소 일반직공무원(해양수산9급-선박기관) 채용 공고,,2023.04.05,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,공고,
1249,국립해양문화재연구소,HOME > 소식·참여 > 채용공고,채용공고,국립해양문화재연구소 일반직공무원(공업서기보) 경력경쟁채용 최종 합격자 발표 공고,,2023.04.10,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,공고,
1250,국립해양문화재연구소,HOME > 소식·참여 > 채용공고,채용공고,국립해양문화재연구소 기간제근로자(사서/육아휴직대체) 채용 공고,,2023.04.12,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,공고,
1251,국립해양문화재연구소,HOME > 소식·참여 > 채용공고,채용공고,국립해양문화재연구소 청년인턴 채용(유물관리 및 보존) 서류전형 합격자 및 면접시험 공고,,2023.04.14,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,공고,
1252,국립해양문화재연구소,HOME > 소식·참여 > 채용공고,채용공고,국립해양문화재연구소 서해문화재과 공무직근로자 채용 공고,,2023.04.19,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,공고,
1253,국립해양문화재연구소,HOME > 소식·참여 > 채용공고,채용공고,(인사혁신처 주관)2023년 국가공무원 5?7급 민간경력자 일괄채용시험 시행계획 공고,,2023.04.25,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,공고,
1254,국립해양문화재연구소,HOME > 소식·참여 > 채용공고,채용공고,국립해양문화재연구소 청년인턴 채용(유물관리 및 보존) 최종 합격자 공고,,2023.04.28,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,공고,
1255,국립해양문화재연구소,HOME > 소식·참여 > 채용공고,채용공고,국립해양문화재연구소 기간제근로자(사서/육아휴직대체) 채용 공고 서류전형 결과 및 면접시험 일정 공고,,2023.04.28,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,공고,
1256,국립해양문화재연구소,HOME > 소식·참여 > 채용공고,채용공고,국립해양문화재연구소 기간제근로자(사서/육아휴직대체) 채용 최종합격자 공고,,2023.05.04,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,공고,
1257,국립해양문화재연구소,HOME > 소식·참여 > 채용공고,채용공고,국립해양문화재연구소 일반직공무원(해양수산 9급) 채용 서류전형 합격자 발표 및 면접시험 공고,,2023.05.09,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,공고,
1258,국립해양문화재연구소,HOME > 소식·참여 > 채용공고,채용공고,국립해양문화재연구소 서해문화재과 공무직근로자(안전관리원) 채용 서류심사 합격자 공고,,2023.05.09,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,공고,
1259,국립해양문화재연구소,HOME > 소식·참여 > 채용공고,채용공고,국립해양문화재연구소 서해문화재과 공무직근로자(안전관리원) 채용 최종합격자 공고,,2023.05.17,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,공고,
1260,국립해양문화재연구소,HOME > 소식·참여 > 채용공고,채용공고,국립해양문화재연구소 전시홍보과 기간제근로자(문화재해설사/육아휴직대체) 채용 공고,,2023.05.18,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,공고,
1261,국립해양문화재연구소,HOME > 소식·참여 > 채용공고,채용공고,국립해양문화재연구소 전시교육과 기간제근로자(문화재 안내해설사/육아휴직대체) 채용 재공고,,2023.05.26,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,공고,
1262,국립해양문화재연구소,HOME > 소식·참여 > 채용공고,채용공고,국립해양문화재연구소 서해문화재과 단시간근로자(잠수사) 채용 공고,,2023.06.02,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,공고,
1263,국립해양문화재연구소,HOME > 소식·참여 > 채용공고,채용공고,국립해양문화재연구소 서해문화재과 공무직근로자(안전관리원) 채용 추가합격자 공고,,2023.06.02,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,공고,
1264,국립해양문화재연구소,HOME > 소식·참여 > 채용공고,채용공고,국립해양문화재연구소 일반직공무원(해양수산 9급) 경력경쟁채용시험 최종합격자 발표,,2023.06.08,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,공고,
1265,국립해양문화재연구소,HOME > 소식·참여 > 채용공고,채용공고,국립해양문화재연구소 전시교육과 기간제근로자(문화재 안내해설사) 채용 서류심사 결과 및 면접시험 일정 안내,,2023.06.09,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,공고,
1266,국립해양문화재연구소,HOME > 소식·참여 > 채용공고,채용공고,국립해양문화재연구소 서해문화재과 단시간근로자(잠수사) 채용 서류심사 합격자 공고,,2023.06.16,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,공고,
1267,국립해양문화재연구소,HOME > 소식·참여 > 채용공고,채용공고,국립해양문화재연구소 전시교육과 기간제근로자 채용 최종합격자 공고,,2023.06.21,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,공고,
1268,국립해양문화재연구소,HOME > 소식·참여 > 채용공고,채용공고,국립해양문화재연구소 서해문화재과 단시간근로자(잠수사) 최종합격자 공고,,2023.06.28,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,공고,
1269,국립해양문화재연구소,HOME > 소식·참여 > 채용공고,채용공고,국립해양문화재연구소 서해문화재과 단시간근로자(잠수사) 채용 재공고,,2023.06.28,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,공고,
1270,국립해양문화재연구소,HOME > 소식·참여 > 입찰공고,입찰공고,국립해양문화재연구소 가이드북 위탁출판 공모(2013-01-22),https://www.seamuse.go.kr/news/bidding/list/1,2013.01.22,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,공고,
1271,국립해양문화재연구소,HOME > 소식·참여 > 입찰공고,입찰공고,국립해양문화재연구소 영문홈페이지 제작(2013-02-27),,2013.02.27,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,공고,
1272,국립해양문화재연구소,HOME > 소식·참여 > 입찰공고,입찰공고,태안 마도 출수 중국도자기 책자 발간 용역 공고 (2013-08-08),,2013.08.08,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,공고,
1273,국립해양문화재연구소,HOME > 소식·참여 > 입찰공고,입찰공고,2014년 전산장비 유지보수 용역 공고(2014-01-07),,2014.01.07,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,공고,
1274,국립해양문화재연구소,HOME > 소식·참여 > 입찰공고,입찰공고,외국어(일.중문)홈페이지 제작 및 국문 홈페이지 개선사업 용역 공고(2014-01-24),,2014.01.24,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,공고,
1275,국립해양문화재연구소,HOME > 소식·참여 > 입찰공고,입찰공고,국립해양문화재연구소 특별전「명나라 무역선 난아오 1호」 전시도록 위탁출판 공모,,2016.08.24,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,공고,
1276,국립해양문화재연구소,HOME > 소식·참여 > 소식지,소식지,Seamuse 창간호,https://www.seamuse.go.kr/news/newsletter/list/1,2020.09.02,첨부파일,미부착,,내부확인 필요,공공누리 2~4유형,,,,O,,,,기관 간행물,
1277,국립해양문화재연구소,HOME > 소식·참여 > 소식지,소식지,Seamuse 제02호,,2021.01.31,첨부파일,미부착,,내부확인 필요,공공누리 2~4유형,,,,O,,,,기관 간행물,
1278,국립해양문화재연구소,HOME > 소식·참여 > 소식지,소식지,Seamuse 제03호,,2021.01.31,첨부파일,미부착,,내부확인 필요,공공누리 2~4유형,,,,O,,,,기관 간행물,
1279,국립해양문화재연구소,HOME > 소식·참여 > 소식지,소식지,Seamuse 제04호,,2021.01.31,첨부파일,미부착,,내부확인 필요,공공누리 2~4유형,,,,O,,,,기관 간행물,
1280,국립해양문화재연구소,HOME > 소식·참여 > 소식지,소식지,Seamuse 제05호,,2021.01.31,첨부파일,미부착,,내부확인 필요,공공누리 2~4유형,,,,O,,,,기관 간행물,
1281,국립해양문화재연구소,HOME > 소개 > 홍보 > 영상,영상,2016년 수중발굴 종합 영상,https://www.seamuse.go.kr/introduce/promotion/list/1,2020.10.06,,미부착,,내부확인 필요,공공누리 2~4유형,,,,O,,,,제3자 권리(동영상),
1282,국립해양문화재연구소,HOME > 소개 > 홍보 > 영상,영상,대한민국 수중문화재 발굴 40년,,2020.10.06,,미부착,,내부확인 필요,공공누리 2~4유형,,,,O,,,,제3자 권리(동영상),
1283,국립해양문화재연구소,HOME > 소개 > 홍보 > 영상,영상,위대한 발견 1부,,2020.10.06,,미부착,,내부확인 필요,공공누리 2~4유형,,,,O,,,,제3자 권리(동영상),
1284,국립해양문화재연구소,HOME > 소개 > 홍보 > 영상,영상,위대한 발견 2부,,2020.10.06,,미부착,,내부확인 필요,공공누리 2~4유형,,,,O,,,,제3자 권리(동영상),
1285,국립해양문화재연구소,HOME > 소개 > 홍보 > 영상,영상,국립태안해양유물전시관,,2020.10.06,,미부착,,내부확인 필요,공공누리 2~4유형,,,,O,,,,제3자 권리(동영상),
1286,국립해양문화재연구소,HOME > 소개 > 홍보 > 영상,영상,회의하고 결재하고 전시실 점검하고 연기도 하는 브이로그ㅣ국립해양문화재연구소장의 일상(Vlog),,2020.12.21,,미부착,,내부확인 필요,공공누리 2~4유형,,,,O,,,,제3자 권리(동영상),
1287,국립해양문화재연구소,HOME > 소개 > 홍보 > 영상,영상,Feel The Rhythm of Korea(parody ) : 국립해양문화재연구소 l 범 내려온다 챌린지,,2020.12.21,,미부착,,내부확인 필요,공공누리 2~4유형,,,,O,,,,제3자 권리(동영상),
1288,국립해양문화재연구소,HOME > 소개 > 홍보 > 영상,영상,매년 새로운 섬으로 조사를 떠나는 프로 출장러들 ㅣ 해양문화유산조사팀 섬문화유산조사 현장,,2020.12.21,,미부착,,내부확인 필요,공공누리 2~4유형,,,,O,,,,제3자 권리(동영상),
1289,국립해양문화재연구소,HOME > 소개 > 홍보 > 영상,영상,바닷속 보물을 찾는 수중문화재 발굴조사 전문가들,,2020.12.21,,미부착,,내부확인 필요,공공누리 2~4유형,,,,O,,,,제3자 권리(동영상),
1290,국립해양문화재연구소,HOME > 소개 > 홍보 > 영상,영상,오늘도 바닷속 타임캡슐을 찾는 수중고고학자와 짜릿한 인터뷰,,2020.12.21,,미부착,,내부확인 필요,공공누리 2~4유형,,,,O,,,,제3자 권리(동영상),
1291,국립해양문화재연구소,HOME > 소개 > 홍보 > 영상,영상,온라인으로 개최한 국제학술대회 현장을 소개합니다,,2020.12.21,,미부착,,내부확인 필요,공공누리 2~4유형,,,,O,,,,제3자 권리(동영상),
1292,국립해양문화재연구소,HOME > 소개 > 홍보 > 영상,영상,바다가 품고 있던 과거를 만나다 l 목포해양유물전시관,,2021.07.12,,미부착,,내부확인 필요,공공누리 2~4유형,,,,O,,,,제3자 권리(동영상),
1293,국립해양문화재연구소,HOME > 소개 > 홍보 > 영상,영상,수중문화재로 만나는 한국 해양교류 ㅣ 국립해양문화재연구소 목포해양유물전시관 한국 해양교류실,,2021.07.12,,미부착,,내부확인 필요,공공누리 2~4유형,,,,O,,,,제3자 권리(동영상),
1294,국립해양문화재연구소,HOME > 소개 > 홍보 > 영상,영상,난파선이 알려준 아시아 해양교류 ㅣ 목포해양유물전시관 아시아 해양교류실,,2021.07.12,,미부착,,내부확인 필요,공공누리 2~4유형,,,,O,,,,제3자 권리(동영상),
1295,국립해양문화재연구소,HOME > 소개 > 홍보 > 영상,영상,서해안에서 발견한 바닷속 타임캡슐ㅣ국립해양문화재연구소 태안해양유물전시관,,2021.07.12,,미부착,,내부확인 필요,공공누리 2~4유형,,,,O,,,,제3자 권리(동영상),
1296,국립해양문화재연구소,HOME > 소개 > 홍보 > 영상,영상,진짜 수중발굴썰 ㅣ태안 바닷속에서 발견한 수중문화재 뒷이야기,,2021.07.12,,미부착,,내부확인 필요,공공누리 2~4유형,,,,O,,,,제3자 권리(동영상),
1297,국립해양문화재연구소,HOME > 소개 > 홍보 > 영상,영상,목포해양유물전시관 특별전궁 신문화의 중심에 서다 전시스케치,,2021.07.12,,미부착,,내부확인 필요,공공누리 2~4유형,,,,O,,,,제3자 권리(동영상),
1298,국립해양문화재연구소,HOME > 소개 > 홍보 > 영상,영상,목포해양유물전시관 상설전 아시아해양교류실 타임랩스,,2021.07.12,,미부착,,내부확인 필요,공공누리 2~4유형,,,,O,,,,제3자 권리(동영상),
1299,국립해양문화재연구소,HOME > 소개 > 홍보 > 영상,영상,2021년 국립태안해양유물전시관 국제학술심포지엄 험난한 여정 바다를 건넌 사람들,,2021.07.12,,미부착,,내부확인 필요,공공누리 2~4유형,,,,O,,,,제3자 권리(동영상),
1300,국립해양문화재연구소,HOME > 소개 > 홍보 > 영상,영상,VR로 수중발굴 체험? 국립태안해양유물전시관에 있다!,,2021.07.12,,미부착,,내부확인 필요,공공누리 2~4유형,,,,O,,,,제3자 권리(동영상),
1301,국립해양문화재연구소,HOME > 소개 > 홍보 > 영상,영상,국립해양문화재연구소와 함께하는 제2회 섬의날 스케치 영상,,2021.08.26,,미부착,,내부확인 필요,공공누리 2~4유형,,,,O,,,,제3자 권리(동영상),
1302,국립해양문화재연구소,HOME > 소개 > 홍보 > 영상,영상,'2021 국제문화재산업전' 행사 국립해양문화재연구소 부스 위치 소개,,2021.10.06,,미부착,,내부확인 필요,공공누리 2~4유형,,,,O,,,,제3자 권리(동영상),
1303,국립해양문화재연구소,HOME > 소개 > 홍보 > 영상,영상,'2021 국제문화재산업전' 행사 국립해양문화재연구소 부스 소개(feat. 윤정인),,2021.10.06,,미부착,,내부확인 필요,공공누리 2~4유형,,,,O,,,,제3자 권리(동영상),
1304,국립해양문화재연구소,HOME > 소개 > 홍보 > 영상,영상,'2021 국제문화재산업전' 행사 국립해양문화재연구소 VR 체험 소개(feat. 양기홍 학예연구사),,2021.10.06,,미부착,,내부확인 필요,공공누리 2~4유형,,,,O,,,,제3자 권리(동영상),
1305,국립해양문화재연구소,HOME > 소개 > 홍보 > 영상,영상,"'2021 국제문화재산업전' 행사 국립해양문화재연구소 이벤트 참여방법(feat. 박은영, 정보람)",,2021.10.06,,미부착,,내부확인 필요,공공누리 2~4유형,,,,O,,,,제3자 권리(동영상),
1306,국립해양문화재연구소,HOME > 소개 > 홍보 > 영상,영상,'2021 국제문화재산업전' 행사 소장님 초대장,,2021.10.06,,미부착,,내부확인 필요,공공누리 2~4유형,,,,O,,,,제3자 권리(동영상),
1307,국립해양문화재연구소,HOME > 소개 > 홍보 > 영상,영상,'2021 국제문화재산업전' 행사 부스 문화재청 차장 방문,,2021.10.06,,미부착,,내부확인 필요,공공누리 2~4유형,,,,O,,,,제3자 권리(동영상),
1308,국립해양문화재연구소,HOME > 소개 > 홍보 > 영상,영상,'2021 국제문화재산업전'행사 국립해양문화재연구소 스케치 영상,,2021.10.06,,미부착,,내부확인 필요,공공누리 2~4유형,,,,O,,,,제3자 권리(동영상),
1309,국립해양문화재연구소,HOME > 소개 > 홍보 > 영상,영상,"[독도의 날] 한반도의 아침을 시작하는 땅, 소중한 우리의 국가유산 독도",,2021.10.25,,미부착,,내부확인 필요,공공누리 2~4유형,,,,O,,,,제3자 권리(동영상),
1310,국립해양문화재연구소,HOME > 소개 > 홍보 > 영상,영상,"2021년 태안해양유물전시관 특별전 「해저만발(海底萬鉢), 바다에서 만난 발우」 개막",,2021.11.15,,미부착,,내부확인 필요,공공누리 2~4유형,,,,O,,,,제3자 권리(동영상),
1311,국립해양문화재연구소,HOME > 소개 > 홍보 > 영상,영상,[학술대회] 해양 출수 고려 도기의 제작과 사용_고려도기 연구 현황과 방향,,2021.11.25,,미부착,,내부확인 필요,공공누리 2~4유형,,,,O,,,,제3자 권리(동영상),
1312,국립해양문화재연구소,HOME > 소개 > 홍보 > 영상,영상,[학술대회] 해양 출수 고려 도기의 제작과 사용_고려도기 데이터베이스 구축과 활용,,2021.11.25,,미부착,,내부확인 필요,공공누리 2~4유형,,,,O,,,,제3자 권리(동영상),
1313,국립해양문화재연구소,HOME > 소개 > 홍보 > 영상,영상,[학술대회] 해양 출수 고려 도기의 제작과 사용_고려시대 매납도기에 관한 고찰,,2021.11.25,,미부착,,내부확인 필요,공공누리 2~4유형,,,,O,,,,제3자 권리(동영상),
1314,국립해양문화재연구소,HOME > 소개 > 홍보 > 영상,영상,[학술대회] 해양 출수 고려 도기의 제작과 사용_고려 침몰선 출수 도기의 생산지 검토,,2021.11.25,,미부착,,내부확인 필요,공공누리 2~4유형,,,,O,,,,제3자 권리(동영상),
1315,국립해양문화재연구소,HOME > 소개 > 홍보 > 영상,영상,[학술대회] 해양 출수 고려 도기의 제작과 사용_고려시대 시유도기의 원료 특성에 대한 분석 연구(1),,2021.11.25,,미부착,,내부확인 필요,공공누리 2~4유형,,,,O,,,,제3자 권리(동영상),
1316,국립해양문화재연구소,HOME > 소개 > 홍보 > 영상,영상,[학술대회] 해양 출수 고려 도기의 제작과 사용_해양 출수 고려도기의 제작기법 연구,,2021.11.25,,미부착,,내부확인 필요,공공누리 2~4유형,,,,O,,,,제3자 권리(동영상),
1317,국립해양문화재연구소,HOME > 소개 > 홍보 > 영상,영상,[학술대회] 해양 출수 고려 도기의 제작과 사용_토론,,2021.11.25,,미부착,,내부확인 필요,공공누리 2~4유형,,,,O,,,,제3자 권리(동영상),
1318,국립해양문화재연구소,HOME > 소개 > 홍보 > 영상,영상,"[청소년 댄스버스킹] 바다는 철~썩, 우리는 들~썩",,2021.12.01,,미부착,,내부확인 필요,공공누리 2~4유형,,,,O,,,,제3자 권리(동영상),
1319,국립해양문화재연구소,HOME > 소개 > 홍보 > 영상,영상,[태안해양유물전시관] 어린이 해양문화 교실_내 손안의 수중문화재,,2021.12.06,,미부착,,내부확인 필요,공공누리 2~4유형,,,,O,,,,제3자 권리(동영상),
1320,국립해양문화재연구소,HOME > 소개 > 홍보 > 영상,영상,[태안해양유물전시관] 해(海)보자! 해양문화재 전문가_출동! 수중발굴 탐험대,,2021.12.06,,미부착,,내부확인 필요,공공누리 2~4유형,,,,O,,,,제3자 권리(동영상),
1321,국립해양문화재연구소,HOME > 소개 > 홍보 > 영상,영상,[학술대회] 세계유산과 강진 고려청자 요장의 의의,,2021.12.10,,미부착,,내부확인 필요,공공누리 2~4유형,,,,O,,,,제3자 권리(동영상),
1322,국립해양문화재연구소,HOME > 소개 > 홍보 > 영상,영상,[학술대회] 세계유산과 강진 고려청자 요장의 의의_강진 고려청자 요장의 구조와 의의,,2021.12.10,,미부착,,내부확인 필요,공공누리 2~4유형,,,,O,,,,제3자 권리(동영상),
1323,국립해양문화재연구소,HOME > 소개 > 홍보 > 영상,영상,[학술대회] 세계유산과 강진 고려청자 요장의 의의_강진 고려청자 요장의 세계유산 추진전략,,2021.12.10,,미부착,,내부확인 필요,공공누리 2~4유형,,,,O,,,,제3자 권리(동영상),
1324,국립해양문화재연구소,HOME > 소개 > 홍보 > 영상,영상,[학술대회] 세계유산과 강진 고려청자 요장의 의의_해저유적 출수 강진 고려청자의 성격,,2021.12.10,,미부착,,내부확인 필요,공공누리 2~4유형,,,,O,,,,제3자 권리(동영상),
1325,국립해양문화재연구소,HOME > 소개 > 홍보 > 영상,영상,[학술대회] 세계유산과 강진 고려청자 요장의 의의_강진 고려청자의 보편성과 독창성,,2021.12.10,,미부착,,내부확인 필요,공공누리 2~4유형,,,,O,,,,제3자 권리(동영상),
1326,국립해양문화재연구소,HOME > 소개 > 홍보 > 영상,영상,[학술대회] 세계유산과 강진 고려청자 요장의 의의_강진 고려청자의 유통 구조,,2021.12.10,,미부착,,내부확인 필요,공공누리 2~4유형,,,,O,,,,제3자 권리(동영상),
1327,국립해양문화재연구소,HOME > 소개 > 홍보 > 영상,영상,[학술대회]세계유산과 강진 고려청자 요장의 의의_종합토론(1),,2021.12.10,,미부착,,내부확인 필요,공공누리 2~4유형,,,,O,,,,제3자 권리(동영상),
1328,국립해양문화재연구소,HOME > 소개 > 홍보 > 영상,영상,[학술대회] 세계유산과 강진 고려청자 요장의 의의_종합토론(2) 및 폐회사,,2021.12.10,,미부착,,내부확인 필요,공공누리 2~4유형,,,,O,,,,제3자 권리(동영상),
1329,국립해양문화재연구소,HOME > 소개 > 홍보 > 영상,영상,해양문화유산조사 영상다큐멘터리ㅣ원산도,,2021.12.31,,미부착,,내부확인 필요,공공누리 2~4유형,,,,O,,,,제3자 권리(동영상),
1330,국립해양문화재연구소,HOME > 소개 > 홍보 > 영상,영상,"2021년 태안해양유물전시관 특별전 「해저만발(海底萬鉢), 바다에서 만난 발우」 개막",,2022.02.04,,미부착,,내부확인 필요,공공누리 2~4유형,,,,O,,,,제3자 권리(동영상),
1331,국립해양문화재연구소,HOME > 소개 > 홍보 > 영상,영상,"2021년 태안해양유물전시관 특별전 「해저만발(海底萬鉢), 바다에서 만난 발우」 전시 스케치",,2022.02.04,,미부착,,내부확인 필요,공공누리 2~4유형,,,,O,,,,제3자 권리(동영상),
1332,국립해양문화재연구소,HOME > 소개 > 홍보 > 영상,영상,"2021년 태안해양유물전시관 특별전 「해저만발(海底萬鉢), 바다에서 만난 발우」 전시 기획부터 개막까지",,2022.02.04,,미부착,,내부확인 필요,공공누리 2~4유형,,,,O,,,,제3자 권리(동영상),
1333,국립해양문화재연구소,HOME > 소개 > 홍보 > 영상,영상,[온라인 해설영상] 보물 '청자 사자형뚜껑 향로',,2022.04.29,,미부착,,내부확인 필요,공공누리 2~4유형,,,,O,,,,제3자 권리(동영상),
1334,국립해양문화재연구소,HOME > 소개 > 홍보 > 영상,영상,[온라인해설]특별전 '바다 배船 신앙',,2022.09.05,,미부착,,내부확인 필요,공공누리 2~4유형,,,,O,,,,제3자 권리(동영상),
1335,국립해양문화재연구소,HOME > 소개 > 홍보 > 홍보물,홍보물,국립태안해양유물전시관 전면 개관,,2021.01.31,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,카드뉴스
1336,국립해양문화재연구소,HOME > 소개 > 홍보 > 홍보물,홍보물,국립해양문화재연구소 홍보리플렛(국/영/중문),,2021.01.31,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,카드뉴스
1337,국립해양문화재연구소,HOME > 소개 > 홍보 > 홍보물,홍보물,국립해양문화재연구소 고객단 카드뉴스(발송용),,2021.12.30,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,카드뉴스
1338,국립해양문화재연구소,HOME > 소개 > 홍보 > 홍보물,홍보물,국립해양문화재연구소 고객단 카드뉴스,,2021.12.30,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,카드뉴스
1339,국립해양문화재연구소,HOME > 소개 > 홍보 > 홍보물,홍보물,국립해양문화재연구소 고객단 카드뉴스(발송용),,2022.04.11,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,카드뉴스
1340,국립해양문화재연구소,HOME > 소개 > 홍보 > 홍보물,홍보물,국립해양문화재연구소 고객단 카드뉴스 (2022년 1분기),,2022.04.12,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,카드뉴스
1341,국립해양문화재연구소,HOME > 소개 > 홍보 > 홍보물,홍보물,국립해양문화재연구소 고객단 카드뉴스(발송용),,2022.07.22,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,카드뉴스
1342,국립해양문화재연구소,HOME > 소개 > 홍보 > 홍보물,홍보물,국립해양문화재연구소 고객단 카드뉴스 (2022년 2분기),,2022.07.22,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,카드뉴스
1343,국립해양문화재연구소,HOME > 소개 > 홍보 > 홍보물,홍보물,국립해양문화재연구소 고객단 카드뉴스(발송용) 2022년 3분기,,2022.10.13,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,카드뉴스
1344,국립해양문화재연구소,HOME > 소개 > 홍보 > 홍보물,홍보물,국립해양문화재연구소 고객단 카드뉴스(2022년 4분기),,2023.01.19,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,카드뉴스
1345,국립해양문화재연구소,HOME > 소개 > 홍보 > 홍보물,홍보물,국립해양문화재연구소 고객단 카드뉴스(발송용) 2022년 4분기,,2023.01.19,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,카드뉴스
1346,국립해양문화재연구소,HOME > 소개 > 홍보 > 홍보물,홍보물,국립해양문화재연구소 고객단 카드뉴스 2023년 1분기(발송용),,2023.04.21,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,카드뉴스
1347,국립해양문화재연구소,HOME > 소개 > 홍보 > 홍보물,홍보물,국립해양문화재연구소 고객단 카드뉴스(2023년 1분기),,2023.04.21,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,카드뉴스
1348,국립해양문화재연구소,HOME > 소개 > 홍보 > 포토갤러리,포토갤러리,[사진] 캐릭터 이름 공모전,,2021.11.17,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,
1349,국립해양문화재연구소,HOME > 소개 > 홍보 > 포토갤러리,포토갤러리,[사진] 한국섬진흥원 출범식,,2021.11.17,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,
1350,국립해양문화재연구소,HOME > 소개 > 홍보 > 포토갤러리,포토갤러리,[사진] 완도선 정밀실측 보고회,,2021.11.17,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,
1351,국립해양문화재연구소,HOME > 소개 > 홍보 > 포토갤러리,포토갤러리,[카드뉴스] 국립해양문화재연구소 고객단 모집,,2021.11.17,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,
1352,국립해양문화재연구소,HOME > 소개 > 홍보 > 포토갤러리,포토갤러리,[카드뉴스] 캐릭터 이름 공모전 결과 발표,,2021.11.17,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,
1353,국립해양문화재연구소,HOME > 소개 > 홍보 > 포토갤러리,포토갤러리,[카드뉴스] 문화유산 이동형 실감체험관 '이어지교',,2021.11.17,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,
