국립무형유산원 공공저작물 권리확인 목록,,,,,,,,,,,,,,,,,,,,
순번,사이트명,게시판 진입 과정,게시판명,게시물 제목,URL,작성일,첨부파일,기존 공공누리 유형,,개방여부,공공누리유형,,검토불가,단순/업무/비보호,제3자 권리,이미지/첨부파일,초상권,개인정보,의견,비고
478,국립무형유산원,HOME > 소식/참여 > 새소식 > 공지사항,공지사항,《2018 무형유산 신규 이수자 입문교육(3기)》교육 대상자 선정 공고,,2018-10-18 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
479,국립무형유산원,HOME > 소식/참여 > 새소식 > 공지사항,공지사항,2018무형유산 전통공연·예술 실무 전문가 과정(Ⅲ·Ⅳ )교육대상자 선정 공고,,2018-10-19 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
480,국립무형유산원,HOME > 소식/참여 > 새소식 > 공지사항,공지사항,2018년도 국가무형문화재 이수심사 10기 운영계획 공고,,2018-10-26 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
481,국립무형유산원,HOME > 소식/참여 > 새소식 > 공지사항,공지사항,2018년도 이수심사 9기 심사결과 공고(판소리 등8건),,2018-10-31 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
482,국립무형유산원,HOME > 소식/참여 > 새소식 > 공지사항,공지사항,2018 무형유산 전수교육강사 교수역량강화 교육 안내,,2018-11-06 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
483,국립무형유산원,HOME > 소식/참여 > 새소식 > 공지사항,공지사항,2019학년도 대학수학능력시험일(11.15.) 전시실 운영 시간 안내,,2018-11-07 00:00:00,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
484,국립무형유산원,HOME > 소식/참여 > 새소식 > 공지사항,공지사항,국립무형유산원 11월 체험교육 프로그램 안내,,2018-11-13 00:00:00,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
485,국립무형유산원,HOME > 소식/참여 > 새소식 > 공지사항,공지사항,《2018 무형유산 전수교육강사 교수역량강화과정》교육대상자 선정 공고,,2018-11-14 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
486,국립무형유산원,HOME > 소식/참여 > 새소식 > 공지사항,공지사항,국가무형문화재 이수심사 중장기 계획 수립을 위한 수요조사 실시(보유자 부재 개인종목),,2018-11-22 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
487,국립무형유산원,HOME > 소식/참여 > 새소식 > 공지사항,공지사항,2018년 국가무형문화재 이수심사 10기(진주검무 등 5건) 심사결과 공고,,2018-11-30 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
488,국립무형유산원,HOME > 소식/참여 > 새소식 > 공지사항,공지사항,2019년 1분기 국립무형유산원 대관 공고,,2018-12-18 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
489,국립무형유산원,HOME > 소식/참여 > 새소식 > 공지사항,공지사항,2019년 국가무형문화재 우수 이수자 선정 및 지원 계획 공고,,2018-12-20 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
490,국립무형유산원,HOME > 소식/참여 > 새소식 > 공지사항,공지사항,2019년 1월 1일 국립무형유산원 전시실 휴관 안내,,2018-12-21 00:00:00,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
491,국립무형유산원,HOME > 소식/참여 > 새소식 > 공지사항,공지사항,국립무형유산원 학술지 『무형유산』 제6호 논문 공모,,2019-01-07 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
492,국립무형유산원,HOME > 소식/참여 > 새소식 > 공지사항,공지사항,제5회 국립무형유산원 '신인논문상' 논문 공모,,2019-01-07 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
493,국립무형유산원,HOME > 소식/참여 > 새소식 > 공지사항,공지사항,2019 세계무형유산포럼 보조사업자 선정 공모,,2019-01-08 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
494,국립무형유산원,HOME > 소식/참여 > 새소식 > 공지사항,공지사항,2019년 국가무형문화재 공개행사 모니터링 사업 보조사업자 선정 공모 시행공고,,2019-01-10 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
495,국립무형유산원,HOME > 소식/참여 > 새소식 > 공지사항,공지사항,2019 전승자 디자인협업 사업 참가자공모,,2019-01-14 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
496,국립무형유산원,HOME > 소식/참여 > 새소식 > 공지사항,공지사항,2019년도 무형문화재 전수학교 운영단체 모집공고,,2019-01-16 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
497,국립무형유산원,HOME > 소식/참여 > 새소식 > 공지사항,공지사항,사)국가무형문화재 전수교육관(보유단체) 사무국장 워크숍 신청 안내,,2019-01-24 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
498,국립무형유산원,HOME > 소식/참여 > 새소식 > 공지사항,공지사항,2019년 국가무형문화재 공개행사 지원 안내,,2019-01-24 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
499,국립무형유산원,HOME > 소식/참여 > 새소식 > 공지사항,공지사항,2019년 무형유산 전통공예 창의공방 [레지던시] 참여자 공모,,2019-01-24 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
500,국립무형유산원,HOME > 소식/참여 > 새소식 > 공지사항,공지사항,2019 무형유산 전통공예 <창의적 사고 확장 워크숍> 참가자 모집 공고,,2019-01-24 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
501,국립무형유산원,HOME > 소식/참여 > 새소식 > 공지사항,공지사항,2019 무형유산 전통공예 창의공방(전문교육) 사업설명회 개최,,2019-01-24 00:00:00,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
502,국립무형유산원,HOME > 소식/참여 > 새소식 > 공지사항,공지사항,2019년 무형문화재 전승자 주관 전승활동 지원 사업 안내,,2019-01-24 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
503,국립무형유산원,HOME > 소식/참여 > 새소식 > 공지사항,공지사항,2019년도 국가무형문화재 이수심사 시행계획 공고,,2019-01-25 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
504,국립무형유산원,HOME > 소식/참여 > 새소식 > 공지사항,공지사항,2019년 인류무형문화유산 국고보조사업 모니터링 사업자 공모,,2019-01-29 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
505,국립무형유산원,HOME > 소식/참여 > 새소식 > 공지사항,공지사항,2019 무형유산 전통공예 <창의적 사고 확장 워크숍> 참가자 모집 재공고,,2019-02-12 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
506,국립무형유산원,HOME > 소식/참여 > 새소식 > 공지사항,공지사항,국가무형문화재 전수교육관 사무국장 워크숍 참석대상자 선정 공고,,2019-02-13 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
507,국립무형유산원,HOME > 소식/참여 > 새소식 > 공지사항,공지사항,2019 세계무형문화유산 포럼 보조사업자 선정 결과 공고,,2019-02-15 00:00:00,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
508,국립무형유산원,HOME > 소식/참여 > 새소식 > 공지사항,공지사항,2019년 무형문화재 전수학교 운영사업 선정단체 결과 공고,,2019-02-15 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
509,국립무형유산원,HOME > 소식/참여 > 새소식 > 공지사항,공지사항,2019 무형유산 전통공예 창의공방(레지던시) 참가자 선정 결과 공고,,2019-02-18 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
510,국립무형유산원,HOME > 소식/참여 > 새소식 > 공지사항,공지사항,2019 전승자 디자인협업 지원 사업 참가자 선정 결과,,2019-02-19 00:00:00,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
511,국립무형유산원,HOME > 소식/참여 > 새소식 > 공지사항,공지사항,2019 국립무형유산원 <이수자뎐(傳)> 공연작품 공모,,2019-02-19 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
512,국립무형유산원,HOME > 소식/참여 > 새소식 > 공지사항,공지사항,2019 <창의적 사고 확장 워크숍> 참가자 선정 결과 공고,,2019-02-20 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
513,국립무형유산원,HOME > 소식/참여 > 새소식 > 공지사항,공지사항,2019 국립무형유산원 무형유산 진로탐색캠프 모집 안내,,2019-02-21 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
514,국립무형유산원,HOME > 소식/참여 > 새소식 > 공지사항,공지사항,2019년 전승공예품 인증제 공모요강,,2019-02-22 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
515,국립무형유산원,HOME > 소식/참여 > 새소식 > 공지사항,공지사항,2019 무형유산 전통공예 창의공방 (활용연구과정) 참가자 모집 공모,,2019-02-22 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
516,국립무형유산원,HOME > 소식/참여 > 새소식 > 공지사항,공지사항,2019 전승자 디자인협업 지원사업 참여 컨설턴트 공모,,2019-02-25 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
517,국립무형유산원,HOME > 소식/참여 > 새소식 > 공지사항,공지사항,2019 무형유산 시민공방 모집안내(접수마감),,2019-02-26 00:00:00,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
518,국립무형유산원,HOME > 소식/참여 > 새소식 > 공지사항,공지사항,"2019년 무형유산 지도자(보유자,전수교육조교,단체대표)리더십 강화 워크숍 참석 안내",,2019-02-26 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
519,국립무형유산원,HOME > 소식/참여 > 새소식 > 공지사항,공지사항,2019 무형문화재 신규이수자 입문 과정(1기) 안내,,2019-02-27 00:00:00,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
520,국립무형유산원,HOME > 소식/참여 > 새소식 > 공지사항,공지사항,국립무형유산원 전시 정기해설 안내,,2019-02-28 00:00:00,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
521,국립무형유산원,HOME > 소식/참여 > 새소식 > 공지사항,공지사항,2019년 인류무형문화유산 모니터링 보조사업자 선정결과,,2019-02-28 00:00:00,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
522,국립무형유산원,HOME > 소식/참여 > 새소식 > 공지사항,공지사항,2019 무형유산 전통공예 창의공방(레지던시) 초청 참가자 선정 결과 공고,,2019-03-04 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
523,국립무형유산원,HOME > 소식/참여 > 새소식 > 공지사항,공지사항,2019년 국가무형문화재 보유자작품전 출품 안내,,2019-03-04 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
524,국립무형유산원,HOME > 소식/참여 > 새소식 > 공지사항,공지사항,국가무형문화재 이수심사 및 이수증 발급에 관한 규정 일부개정(안),,2019-03-05 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,"비보호 저작물(법령, 내규 등)",
525,국립무형유산원,HOME > 소식/참여 > 새소식 > 공지사항,공지사항,국가무형문화재 공개 및 전승활동 등에 관한 규정 일부개정(안),,2019-03-05 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,"비보호 저작물(법령, 내규 등)",
526,국립무형유산원,HOME > 소식/참여 > 새소식 > 공지사항,공지사항,2019 <무형문화재 신규이수자 입문 과정 1기> 교육 참가자 선정 결과 공고,,2019-03-07 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
527,국립무형유산원,HOME > 소식/참여 > 새소식 > 공지사항,공지사항,2020 무형유산 전수교육 교수 역량 강화과정1 안내,,2019-03-07 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
528,국립무형유산원,HOME > 소식/참여 > 새소식 > 공지사항,공지사항,2019년 인류무형문화유산 국고보조사업 공모,,2019-03-08 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
529,국립무형유산원,HOME > 소식/참여 > 새소식 > 공지사항,공지사항,2019년 2분기 국립무형유산원 대관 공고,,2019-03-15 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
530,국립무형유산원,HOME > 소식/참여 > 새소식 > 공지사항,공지사항,2019년 전승장비 지원(구입 및 수리) 사업 안내,,2019-03-18 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
531,국립무형유산원,HOME > 소식/참여 > 새소식 > 공지사항,공지사항,2019 무형유산 시민공방 소목장 수강생 안내(접수마감),,2019-03-18 00:00:00,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
532,국립무형유산원,HOME > 소식/참여 > 새소식 > 공지사항,공지사항,2019년 국가무형문화재 이수자 지원(공연 부문) 사업 신청 안내,,2019-03-18 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
533,국립무형유산원,HOME > 소식/참여 > 새소식 > 공지사항,공지사항,무형유산 전통공연예술 실무자 입문과정 교육 안내(공연기획과정),,2019-03-19 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
534,국립무형유산원,HOME > 소식/참여 > 새소식 > 공지사항,공지사항,2019년 국가무형문화재 이수자 지원사업(이수자 전시) 출품 안내,,2019-03-20 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
535,국립무형유산원,HOME > 소식/참여 > 새소식 > 공지사항,공지사항,2019 전승공예품 디자인협업 지원사업 컨설턴트 선정 결과 발표,,2019-03-22 00:00:00,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
536,국립무형유산원,HOME > 소식/참여 > 새소식 > 공지사항,공지사항,2019 무형유산 전통공예 창의공방 <활용연구과정> 참가자 선정 결과 공고,,2019-03-22 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
537,국립무형유산원,HOME > 소식/참여 > 새소식 > 공지사항,공지사항,2019 전통공연 연출가 발굴 공모展 <출사표> 연출작품 공모,,2019-03-26 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
538,국립무형유산원,HOME > 소식/참여 > 새소식 > 공지사항,공지사항,2019년도 국가무형문화재 이수심사 1기 운영계획 공고,,2019-03-26 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
539,국립무형유산원,HOME > 소식/참여 > 새소식 > 공지사항,공지사항,2019년 국제문화행사 [종묘대제] 자원봉사자 모집 공고,,2019-03-26 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
540,국립무형유산원,HOME > 소식/참여 > 새소식 > 공지사항,공지사항,2019 <이수자뎐(傳)> 공연작품 선정 결과,,2019-03-26 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
541,국립무형유산원,HOME > 소식/참여 > 새소식 > 공지사항,공지사항,2019년 《무형유산 전통공연·예술 실무자 입문 과정》교육대상자 선정 공고,,2019-04-04 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
542,국립무형유산원,HOME > 소식/참여 > 새소식 > 공지사항,공지사항,2019 국립무형유산원 무형유산 체험교육 안내,,2019-04-05 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
543,국립무형유산원,HOME > 소식/참여 > 새소식 > 공지사항,공지사항,2019년 인류무형문화유산 국고보조사업 공모 선정 결과 공고,,2019-04-05 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
544,국립무형유산원,HOME > 소식/참여 > 새소식 > 공지사항,공지사항,2019년도 국가무형문화재 이수심사 2기 운영계획 공고,,2019-04-10 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
545,국립무형유산원,HOME > 소식/참여 > 새소식 > 공지사항,공지사항,2019년 전승장비(구입 및 수리) 지원 선정 결과 발표,,2019-04-23 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
546,국립무형유산원,HOME > 소식/참여 > 새소식 > 공지사항,공지사항,2019 무형문화재 신규이수자 입문 과정(2기) 안내,,2019-04-29 00:00:00,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
547,국립무형유산원,HOME > 소식/참여 > 새소식 > 공지사항,공지사항,2019 무형유산 대학연계교육 참가 안내,,2019-05-01 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
548,국립무형유산원,HOME > 소식/참여 > 새소식 > 공지사항,공지사항,2019 국립무형유산원 어린이와 함께하는 가족체험,,2019-05-01 00:00:00,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
549,국립무형유산원,HOME > 소식/참여 > 새소식 > 공지사항,공지사항,2019년 국가무형문화재 이수심사 1기 심사 결과 공고,,2019-05-03 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
550,국립무형유산원,HOME > 소식/참여 > 새소식 > 공지사항,공지사항,전통공연 연출가 발굴공모전 <2019 출사표> 1차 심사결과 및 2차 심사 안내,,2019-05-16 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
551,국립무형유산원,HOME > 소식/참여 > 새소식 > 공지사항,공지사항,2019년 국가무형문화재 이수심사 2기 심사결과 공고,,2019-05-17 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
552,국립무형유산원,HOME > 소식/참여 > 새소식 > 공지사항,공지사항,2019 국립무형유산원과 함께하는 세시풍속 단오,,2019-05-17 00:00:00,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
553,국립무형유산원,HOME > 소식/참여 > 새소식 > 공지사항,공지사항,2019년 국가무형문화재 이수심사 3기 운영계획 공고,,2019-05-24 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
554,국립무형유산원,HOME > 소식/참여 > 새소식 > 공지사항,공지사항,전통공연 연출가 발굴공모전 <2019 출사표> 2차 심사 결과 알림,,2019-05-29 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
555,국립무형유산원,HOME > 소식/참여 > 새소식 > 공지사항,공지사항,2019 학술대회 개최<북한의 무형유산과 남북 교류협력방안>,,2019-06-04 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
556,국립무형유산원,HOME > 소식/참여 > 새소식 > 공지사항,공지사항,2019 무형유산 시민공방 옹기장 모집안내(접수마감),,2019-06-04 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
557,국립무형유산원,HOME > 소식/참여 > 새소식 > 공지사항,공지사항,2019년 국립무형유산원 3분기(7월~9월) 정기대관 공고,,2019-06-12 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
558,국립무형유산원,HOME > 소식/참여 > 새소식 > 공지사항,공지사항,2019 무형유산 시민공방 옹기장 수강생 안내(접수마감),,2019-06-17 00:00:00,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
559,국립무형유산원,HOME > 소식/참여 > 새소식 > 공지사항,공지사항,2019년도 국가무형문화재 이수심사 4기 운영계획 공고,,2019-06-21 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
560,국립무형유산원,HOME > 소식/참여 > 새소식 > 공지사항,공지사항,2019년도 이수심사 3기 심사결과 공고,,2019-06-28 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
561,국립무형유산원,HOME > 소식/참여 > 새소식 > 공지사항,공지사항,2019 무형유산 시민 풍류방 안내,,2019-07-01 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
562,국립무형유산원,HOME > 소식/참여 > 새소식 > 공지사항,공지사항,국립무형유산원 학술지 『무형유산』 제7호 논문 공모,,2019-07-01 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
563,국립무형유산원,HOME > 소식/참여 > 새소식 > 공지사항,공지사항,2019 무형유산 여름방학캠프 <무형유산 원정대-여름이야기> 모집 안내,,2019-07-03 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
564,국립무형유산원,HOME > 소식/참여 > 새소식 > 공지사항,공지사항,2019년 제18회 대한민국 어린이 국악큰잔치 참가안내,,2019-07-11 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
565,국립무형유산원,HOME > 소식/참여 > 새소식 > 공지사항,공지사항,국립무형유산원 국유재산 유상 사용허가 입찰 공고,,2019-07-12 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
566,국립무형유산원,HOME > 소식/참여 > 새소식 > 공지사항,공지사항,2019 무형유산 여름방학 캠프 '무형유산 원정대-여름이야기' 모집 마감 안내,,2019-07-15 00:00:00,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
567,국립무형유산원,HOME > 소식/참여 > 새소식 > 공지사항,공지사항,2019 무형유산 여름방학 캠프 추가 모집 안내,,2019-07-24 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
568,국립무형유산원,HOME > 소식/참여 > 새소식 > 공지사항,공지사항,2019년도 국가무형문화재 이수심사 4기 심사결과 공고,,2019-07-25 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
569,국립무형유산원,HOME > 소식/참여 > 새소식 > 공지사항,공지사항,2019년 국가무형문화재 이수심사 5기 운영계획 공고,,2019-07-26 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
570,국립무형유산원,HOME > 소식/참여 > 새소식 > 공지사항,공지사항,2019 무형유산 여름방학 캠프 2차 추가 모집 안내,,2019-08-01 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
571,국립무형유산원,HOME > 소식/참여 > 새소식 > 공지사항,공지사항,2019 무형유산 시민공방 자수장 모집안내,,2019-08-07 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
572,국립무형유산원,HOME > 소식/참여 > 새소식 > 공지사항,공지사항,2019 무형문화재 신규이수자 입문 과정(3기) 안내,,2019-08-21 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
573,국립무형유산원,HOME > 소식/참여 > 새소식 > 공지사항,공지사항,2019년도 국가무형문화재 이수심사 6기 운영계획 공고,,2019-08-23 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
574,국립무형유산원,HOME > 소식/참여 > 새소식 > 공지사항,공지사항,2019 무형유산 시민공방 자수장 수강생 안내(모집마감),,2019-08-26 00:00:00,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
575,국립무형유산원,HOME > 소식/참여 > 새소식 > 공지사항,공지사항,2019년도 이수심사 5기 결과 공고,,2019-08-30 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
576,국립무형유산원,HOME > 소식/참여 > 새소식 > 공지사항,공지사항,2019년 국립무형유산원 4분기(10월~12월) 정기대관 공고,,2019-08-30 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
577,국립무형유산원,HOME > 소식/참여 > 새소식 > 공지사항,공지사항,2019 무형유산 전수교육 교수 역량 강화과정2(심화) 안내,,2019-09-23 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
578,국립무형유산원,HOME > 소식/참여 > 새소식 > 공지사항,공지사항,2019년 국가무형문화재 이수심사 6기 심사결과 공고,,2019-10-08 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
579,국립무형유산원,HOME > 소식/참여 > 새소식 > 공지사항,공지사항,2020년 우수 이수자 선정 및 지원 계획 공고,,2019-10-10 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
580,국립무형유산원,HOME > 소식/참여 > 새소식 > 공지사항,공지사항,제2상설전시실 임시 폐쇄 안내,,2019-10-10 00:00:00,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
581,국립무형유산원,HOME > 소식/참여 > 새소식 > 공지사항,공지사항,2020 무형유산 예능풍류방(레지던시) 참가자 모집 공고,,2019-10-16 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
582,국립무형유산원,HOME > 소식/참여 > 새소식 > 공지사항,공지사항,2019년도 국가무형문화재 이수심사 8기 운영계획 공고,,2019-10-25 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
583,국립무형유산원,HOME > 소식/참여 > 새소식 > 공지사항,공지사항,2019년 국가무형문화재 이수심사 7기 결과 공고,,2019-11-01 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
584,국립무형유산원,HOME > 소식/참여 > 새소식 > 공지사항,공지사항,2019 전승공예품 인증작 선정 결과,,2019-11-07 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
585,국립무형유산원,HOME > 소식/참여 > 새소식 > 공지사항,공지사항,국립무형유산원 무형유산 체험교육 참여 후기 이벤트 안내,,2019-11-08 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
586,국립무형유산원,HOME > 소식/참여 > 새소식 > 공지사항,공지사항,무형유산 교원 연수 과정 안내,,2019-11-13 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
587,국립무형유산원,HOME > 소식/참여 > 새소식 > 공지사항,공지사항,2020년도 대학수학능력시험일(2019.11.14.) 전시실 운영 시간 안내,,2019-11-13 00:00:00,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
