국립무형유산원 공공저작물 권리확인 목록,,,,,,,,,,,,,,,,,,,,
순번,사이트명,게시판 진입 과정,게시판명,게시물 제목,URL,작성일,첨부파일,기존 공공누리 유형,,개방여부,공공누리유형,,검토불가,단순/업무/비보호,제3자 권리,이미지/첨부파일,초상권,개인정보,의견,비고
4495,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,<토요명품공연> 팸플릿,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
4496,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,<제5회 대보름 명인전> 팸플릿,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
4497,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,<득음지설> 리플릿,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
4498,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,"<2012 명인명창 상설공연 대한민국 최고의 명인, 31년만에 다시 비상하다> 팸플릿",,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
4499,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,<괘불재 그리고 미황사 음악회> 팸플릿,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
4500,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,<제2회 경주 판소리명가 장월중선 명창대회> 팸플릿,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
4501,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,<제8회 박록주제 박송희류 흥보가 발표회> 팸플릿 액자,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
4502,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,<남산골한옥마을 한밤의 풍류마당> 리플릿,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
4503,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,<제43회 판소리유파대제전> 팸플릿,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
4504,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,<득음지설> 리플릿,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
4505,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,<득음> 팸플릿,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
4506,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,<창신제 광복 70주년> 팸플릿,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
4507,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,<순천시민과 함께하는 순천 대사습놀이 복원을 위한 국악대공연> 리플릿,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
4508,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,<명창 박록주 탄생 110년 기념공연> 팸플릿,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
4509,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,<굿 보러가자> 팸플릿,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
4510,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,<인간문화재 박송희와 함께 하는 늦가을에 듣는 우리소리> 포스터 액자,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
4511,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,<감동! 판소리> 팸플릿,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
4512,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,<감동! 판소리> 팸플릿,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
4513,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,<더 스토리 인간문화재> 포스터 액자,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
4514,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,<더 스토리 인간문화재> 리플릿,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
4515,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,<제5회 경주 판소리명가 장월중선 명창대회> 팸플릿,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
4516,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,<2016 궁궐 공개행사 토요마당> 리플릿,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
4517,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,"<예인, 한옥에 들다> 팸플릿",,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
4518,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,<상주 도림사 부처님오신날 봉축음악회> 리플릿,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
4519,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,<대한민국 판소리 축제> 팸플릿,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
4520,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,<대한민국 판소리 축제> 리플릿,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
4521,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,<제12회 창신제> 팸플릿,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
4522,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,<탄생 111주년 명창 박록주 국악대공연> 팸플릿,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
4523,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,<2016 제1회 사단법인 만정 김소희 판소리 선양회 정기공연> 팸플릿,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
4524,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,국어독본 권3,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
4525,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,호남가 필사,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
4526,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,카세트테이프 녹음기,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
4527,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,마이크로 카세트테이프 녹음기,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
4528,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,카세트테이프 녹음기,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
4529,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,바늘과 실 세트,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
4530,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,화장대와 거울,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
4531,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,안경과 안경집,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
4532,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,손목시계,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
4533,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,브로치,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
4534,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,빗,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
4535,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,부채,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
4536,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,도장과 도장 케이스,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
4537,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,열쇠와 자물쇠,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
4538,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,손거울,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
4539,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,모양 핀,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
4540,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,서랍장,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
4541,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,탁상 시계,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
4542,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,휴대용 화장품 케이스,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
4543,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,바느질 도구,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
4544,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,소리를 내기 위해 배에 두르는 끈,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
4545,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,납골당 비문 액자,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
4546,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,박녹주 회갑 헌시 액자,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
4547,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,<동편제 소리의 맥> 팸플릿,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
4548,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,<춘미 박록주 탄생 103주년 기념-한마당 어울림> 팸플릿,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
4549,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,<흥보전> LP 음반 케이스,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
4550,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,박송희 산공부 비디오테이프,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
4551,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,박송희 대담 비디오테이프,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
4552,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,<박록주 선생 추모공연> 비디오테이프,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
4553,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,<동편제 소리의 맥> 비디오테이프,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
4554,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,<할머니의 꿈> 비디오테이프,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
4555,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,박송희의 흥보가 비디오테이프,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
4556,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,사극 <유리왕자> 공연 사진,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
4557,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,여성국극 <햇님과 달님 후편> 관련 사진,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
4558,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,여성국극 <노방초> 관련 사진,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
4559,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,박송희 증명사진,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
4560,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,<재일본 대한민국 거류민단 창단 20주년 기념 경연대회> 공연 사진,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
4561,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,1971년 판소리 연습 사진,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
4562,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,1972년 스승의 날 기념 단체 사진,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
4563,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,<제3회 판소리유파발표회> 단체 사진,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
4564,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,박록주 한국 명예상 수상 및 칠순기념 사진,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
4565,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,박록주 제자 발표회 관련 사진,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
4566,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,공연사진,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
4567,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,공연사진,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
4568,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,전수 교육 사진,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
4569,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,"박송희, 박록주 사진",,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
4570,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,<세계민속예술제 / 일본 민속 아시아> 관련 사진,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
4571,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,창극 <구운몽> 기념 사진,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
4572,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,박록주 기념비 기념 사진,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
4573,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,박록주 기념비 방문 기념 사진,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
4574,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,<고산 윤선도의 달 어부사시사> 공연 사진,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
4575,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,<숙영낭자전 발표회> 사진,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
4576,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,<제2회 박송희 제자 발표회> 사진,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
4577,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,박록주 집 방문 기념 사진,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
4578,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,20세기 후반 독사진,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
4579,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,공연사진,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
4580,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,횡계 산공부 사진,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
4581,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,유네스코 세계무형유산 지정 신청 영상 자료 공연 사진,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
4582,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,산공부 사진,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
4583,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,"<고창의 소리, 한국의 소리, 세계의 소리 / 박송희 명창 초청 흥보가> 공연 사진",,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
4584,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,<제3회 박송희 명창 제자발표회> 사진,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
4585,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,<판소리 세계유산 등록을 위한 명인명창 순회 공연> 사진,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
4586,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,<동편제 소리의 맥>공연 사진,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
4587,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,문화훈장 수여식 사진,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
4588,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,<무형문화재 박송희 판소리 대공연> 사진,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
4589,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,<박송희 제자 흥보가 연창 발표회> 사진,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
4590,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,"<송설당 박송희 명창 예술인생 70주년 기념공연 ""계왕개래""> 공연 사진",,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
4591,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,<제 5회 송설당 박송희 제자 발표회> 공연 사진,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
4592,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,판소리 연습 사진,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
4593,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,<득음지설> 공연 사진,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
4594,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,연대 미상 공연 사진,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
4595,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,1960년대 후반 증명사진 액자,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
4596,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,<'86 KBS 국악대상> 사진 액자,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
4597,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,박송희 독사진 액자,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
4598,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,증명사진 액자,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
4599,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,1980년대 후반 독사진 액자,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
4600,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,박송희 독사진 액자,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
4601,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,<동편제 소리의 맥> 단체 사진 액자,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
4602,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,<제17회 방일영 국악상 시상식> 화보 사진 액자,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
4603,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,영정사진 액자,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
4604,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,국내 여행 슬라이드필름,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
4605,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,<심청전> LP,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
4606,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,<오태석 가야금병창 죽장망혜·초한가> LP,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
4607,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,<춘향전 이별가> LP,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
4608,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,<이소향 가야금병창 편시춘> LP,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
4609,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,<국악대전집> LP,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
