[국회도서관] 공공저작물 권리확인 요청 목록 (월간 국회도서관),,,,,,,,,,,,,,,,,,,
순번,사이트명,게시물 제목,url,발행년,저자,발행처,기존 공공누리 유형,,개방여부,공공누리유형,,검토불가,단순/업무/비보호,제3자 권리,이미지/첨부파일,초상권,개인정보,의견,비고
1584,국회전자도서관,朝鮮の農業. 1941,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO3199203803,1941,朝鮮總督府農林局 編,鮮光印刷株式會社,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,조선총독부 발간자료
1585,국회전자도서관,朝鮮の農業. 1942,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO3199203791,1942,朝鮮總督府農林局 編,鮮光印刷株式會社,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,조선총독부 발간자료
1586,국회전자도서관,朝鮮食糧品同業發達誌,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO3198007563,1922,鮮滿實業調査會 編,鮮滿實業調査會,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
1587,국회전자도서관,朝鮮各都邑の經濟,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO3198004987,1927,鮮滿硏究協會,鮮滿硏究協會,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
1588,국회전자도서관,鮮滿運送業者名簿,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO3198016860,1936,鮮滿運輸株式會社 編,鮮滿運輸,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
1589,국회전자도서관,朝鮮鐵道十二年計劃,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO3198016862,1927,大平鐵경 編,鮮滿鐵道新報社,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
1590,국회전자도서관,新朝鮮,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO3198020273,1922,大喜多筆一 著,鮮滿協會,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
1591,국회전자도서관,生活人之哲學 : 金晋燮隨筆集,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO1197071661,1953,金晋燮 著,宣文社,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
1592,국회전자도서관,國際法要論,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO1198006436,1953,朴觀淑 著,宣文社,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
1593,국회전자도서관,社會科學辭典,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO1198001679,1954,宣文社編輯部 編,宣文社,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
1594,국회전자도서관,學生과 政治,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO1198001446,1954,宣文社編輯部 編,宣文社,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
1595,국회전자도서관,朝鮮古典文學讀本,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO1197101515,1947,李明善 編著,宣文社,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
1596,국회전자도서관,小說作法,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO1197011815,1953,鄭飛石 著,宣文社,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
1597,국회전자도서관,市井人의 呼訴,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO1197040602,1950,池金松 著,宣文社,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
1598,국회전자도서관,民法總論,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO1198007713,1954,陳承錄 著,宣文社,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
1599,국회전자도서관,先烈遺墨帖,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO1198003804,1900,先烈遺墨帖編纂委員會 編,先烈遺墨帖編纂委員會,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
1600,국회전자도서관,新羅史話,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO1199321232,1954,孫大鎬 著,善一社,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
1601,국회전자도서관,新羅古蹟解說,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO1198003797,1953,孫大鎬 編著,善一社,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
1602,국회전자도서관,自由祖國을 爲하여,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO1197012321,1948,吳基永 著,醒覺社,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
1603,국회전자도서관,三面佛 : 隨筆集,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO1197012320,1948,吳基永 著,醒覺社,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
1604,국회전자도서관,朝鮮聖公會法規,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO1197080237,1935,具世實 著,聖公會出版社,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
1605,국회전자도서관,聖書的立場에서 본 朝鮮歷史,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO1201232587,1950,咸錫憲 著,星光文化社,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
1606,국회전자도서관,聖書的 立場에서 본 韓國歷史,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO1198020575,1954,咸錫憲 著,星光文化社,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
1607,국회전자도서관,(新革)儒道槪論 : 人生學原論,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO1199321098,1950,柳正基 著,成均館,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
1608,국회전자도서관,惺所覆부藁,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO1197160210,1941,成均館大學校大東文化硏究院 編,成均館大學校大東文化硏究院,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
1609,국회전자도서관,軍法解說,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO1198010682,1953,元世權 著,聖母出版社,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
1610,국회전자도서관,兵役法解說,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO1198011068,1954,"元世權, 朴靜峰 共著",聖母出版社,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
1611,국회전자도서관,韓國最近世史,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO1198024406,1947,金鍾國 編,盛文堂,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
1612,국회전자도서관,朝鮮古典物語,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO3197091075,1944,金海相德 編,盛文堂,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
1613,국회전자도서관,家庭醫學,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO3197070304,1927,岡本京太郞 著,誠文堂,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
1614,국회전자도서관,住宅と建築,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO3199312060,1938,木증恕一 著,誠文堂,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
1615,국회전자도서관,實用ラジオ計算問題の解き方,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO3197100607,1952,福島辰男 著,誠文堂,미부착,,검토 불가,검토 불가,,O,,,,,,해외 자료,* 해외 출판도서 권리확인 제외 요청
1616,국회전자도서관,人絹とセルロイド,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO3197020482,1935,山賀益三 著,誠文堂,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
1617,국회전자도서관,油脂工業,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO3197050854,1933,三井嗣喜 著,誠文堂,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
1618,국회전자도서관,近代カリキュラム,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO3198013489,1949,倉澤剛 著,誠文堂,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
1619,국회전자도서관,(續)近代カリキュラム,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO3201403622,1950,倉澤剛 著,誠文堂,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
1620,국회전자도서관,(五千年)朝鮮歷史,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO1198020448,1930,高裕相 著,盛文堂書店,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
1621,국회전자도서관,普通流行成文尺牘,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO1197040616,1936,李宗壽 著,盛文堂書店,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
1622,국회전자도서관,文三憂堂先生實紀,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO1197060277,1927,佐伯玄貞 譯,盛榮堂,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,해외 자료 번역본
1623,국회전자도서관,近代國家의 自由,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO1198000293,1953,Harold J. Laski著 ; 李奭鍾 譯,星座社,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,해외 자료 번역본
1624,국회전자도서관,法的人格者の理論,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO3198008515,1949,恒藤恭 著,世界思想社,미부착,,검토 불가,검토 불가,,O,,,,,,해외 자료,* 해외 출판도서 권리확인 제외 요청
1625,국회전자도서관,"(自由利權)工産大全, 全",https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO1197100775,1925,陳大善 編,世界書林,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
1626,국회전자도서관,내가 본 中共 : 韓國動亂後의 動態,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO1198026987,1952,에드와-드·한터-記 ; 李眞燮 譯,世界評論社,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,해외 자료 번역본
1627,국회전자도서관,數字朝鮮硏究. 1-5,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO1198001588,1931,"李如星, 金世鎔 共著",世光社,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
1628,국회전자도서관,呂運亨殺害事件眞相記,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO1198001793,1950,金 燮 編,世文社,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
1629,국회전자도서관,(受驗)論文作法의 要訣,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO1197091473,1900,大韓文章硏究會 編,世文社,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
1630,국회전자도서관,商法(總則·商行爲)重要問題答案集,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO1198019804,1954,大韓痛信法政學會 編,世文社,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
1631,국회전자도서관,債權各論重要問題答案集,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO1198007765,1953,大韓通信法政學會 編,世文社,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
1632,국회전자도서관,六法口述問答. 下,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO1198028519,1953,大韓通信法政學會 編,世文社,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
1633,국회전자도서관,社會와 人生,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO1197130871,1953,馬海松 著,世文社,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
1634,국회전자도서관,宿命地帶,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO1198023547,1953,알베-르 까뮈 著 ; 李樵夫 譯,世文社,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,해외 자료 번역본
1635,국회전자도서관,時代風 : 新聞記者短篇集,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO1197081671,1953,李沐雨 著,世文社,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
1636,국회전자도서관,鑛山技術便覽,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO1197101047,1954,"李杉煥, 沈潤禧 共編",世文社,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
1637,국회전자도서관,女俳優,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO1197051537,1953,李禎樹 著,世文社,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
1638,국회전자도서관,世紀의 鐘,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO1197130672,1954,鄭飛石 著,世文社,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
1639,국회전자도서관,債權總論,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO1198009671,1953,陳承錄 著,世文社,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
