한국영상자료원 공공저작물 권리확인 대상 목록,,,,,,,,,,,,,,,,,,,,,
순번,사이트명,게시판 진입 과정,게시판명,게시물 제목,부제,URL,기간/등록일,첨부파일,기존 공공누리 유형,,개방여부,공공누리유형,1.0,검토불가,단순/업무/비보호,제3자 권리,이미지/첨부파일,초상권,개인정보,의견,비고
2184,한국영상자료원,HOME > 기관소개 > 기관소식 > 공지사항,공지사항,도서관｜[신착자료_상암] 7월 영상도서관 DVD/블루레이 신착자료 안내입니다.,,,2017.07.03,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2185,한국영상자료원,HOME > 기관소개 > 기관소식 > 공지사항,공지사항,도서관｜[휴관안내_상암] 영상도서관 7월 휴관일 안내입니다.,,,2017.07.03,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2186,한국영상자료원,HOME > 기관소개 > 기관소식 > 공지사항,공지사항,박물관｜[휴관안내] 한국영화박물관 7월 휴관일 안내입니다.,,,2017.07.05,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2187,한국영상자료원,HOME > 기관소개 > 기관소식 > 공지사항,공지사항,박물관｜대중음악연구자 이준희와 함께하는 축음기 & 전축 시연 이벤트,,,2017.07.05,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
2188,한국영상자료원,HOME > 기관소개 > 기관소식 > 공지사항,공지사항,기관소식｜제21회 BiFan에서 최초 공개되는 디지털리마스터링 영화 3편 <깊은 밤 갑자기> 등,,,2017.07.13,,1유형,,개방 가능,공공누리 1유형,,,,O,,,,영화 스틸컷,
2189,한국영상자료원,HOME > 기관소개 > 기관소식 > 공지사항,공지사항,"KOFA｜<영화와 공간> 개막 기념 및 '문화가 있는 날' 증정 이벤트 ""푸드박스 속 행운의 포춘 쿠키를 찾아라!""",,,2017.07.25,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
2190,한국영상자료원,HOME > 기관소개 > 기관소식 > 공지사항,공지사항,도서관｜[운영시간안내] 7월 26일은 '문화가 있는 수요일'로 운영시간이 조정됩니다 .,,,2017.07.26,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2191,한국영상자료원,HOME > 기관소개 > 기관소식 > 공지사항,공지사항,도서관｜[신착자료_상암] 8월 영상도서관 DVD/블루레이 신착자료 안내입니다.,,,2017.08.01,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2192,한국영상자료원,HOME > 기관소개 > 기관소식 > 공지사항,공지사항,박물관｜[휴관안내] 한국영화박물관 8월 휴관일 및 공휴일 운영시간 안내입니다.,,,2017.08.03,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2193,한국영상자료원,HOME > 기관소개 > 기관소식 > 공지사항,공지사항,도서관｜[휴관안내_상암] 영상도서관 8월 휴관일 및 이용시간 안내입니다.,,,2017.08.06,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2194,한국영상자료원,HOME > 기관소개 > 기관소식 > 공지사항,공지사항,박물관｜2017 <두근두근 영화제작소> 참여자 발표,,,2017.08.08,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2195,한국영상자료원,HOME > 기관소개 > 기관소식 > 공지사항,공지사항,박물관｜2017년 한국영화박물관 도슨트 양성프로그램 참가자 모집,,,2017.08.10,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2196,한국영상자료원,HOME > 기관소개 > 기관소식 > 공지사항,공지사항,도서관｜[운영시간안내] 8월 15일은 광복절(공휴일)로 운영시간이 조정됩니다.,,,2017.08.13,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2197,한국영상자료원,HOME > 기관소개 > 기관소식 > 공지사항,공지사항,KOFA｜[임시휴관안내] 2017년 9월 12일(화)~14일(목),,,2017.08.29,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2198,한국영상자료원,HOME > 기관소개 > 기관소식 > 공지사항,공지사항,도서관｜[신착자료_상암] 9월 영상도서관 DVD/블루레이 신착자료 안내입니다.,,,2017.09.01,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2199,한국영상자료원,HOME > 기관소개 > 기관소식 > 공지사항,공지사항,도서관｜[휴관안내_상암] 영상도서관 9월 휴관일 및 이용시간 안내입니다.,,,2017.09.01,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2200,한국영상자료원,HOME > 기관소개 > 기관소식 > 공지사항,공지사항,박물관｜2017년 한국영화박물관 도슨트 양성프로그램 참가자 발표,,,2017.09.01,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2201,한국영상자료원,HOME > 기관소개 > 기관소식 > 공지사항,공지사항,"기관소식｜""이원세 감독 마스터클래스"" 이원세 감독과 함께 하는 씨네토크",,,2017.09.06,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
2202,한국영상자료원,HOME > 기관소개 > 기관소식 > 공지사항,공지사항,도서관｜[운영시간안내] 9월 27일은 '문화가 있는 수요일'로 운영시간이 조정됩니다,,,2017.09.26,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2203,한국영상자료원,HOME > 기관소개 > 기관소식 > 공지사항,공지사항,도서관｜[휴관안내] 추석 연휴 [10.2(월)~10.6(금)] 휴관입니다.,,,2017.09.26,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2204,한국영상자료원,HOME > 기관소개 > 기관소식 > 공지사항,공지사항,기관소식｜추석 휴무 안내,,,2017.09.28,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2205,한국영상자료원,HOME > 기관소개 > 기관소식 > 공지사항,공지사항,박물관｜[휴관안내] 한국영화박물관 10월 휴관일 안내입니다.,,,2017.09.29,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2206,한국영상자료원,HOME > 기관소개 > 기관소식 > 공지사항,공지사항,도서관｜[신착자료_상암] 10월 영상도서관 DVD/블루레이 신착자료 안내입니다.,,,2017.09.30,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2207,한국영상자료원,HOME > 기관소개 > 기관소식 > 공지사항,공지사항,기관소식｜[이벤트 발표] <아이 앰 히스 레저> 예매권 이벤트 당첨자 발표,,,2017.10.11,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2208,한국영상자료원,HOME > 기관소개 > 기관소식 > 공지사항,공지사항,기관소식｜[이벤트 발표] 여러분의 스포츠 영화를 추천해 주세요!,,,2017.10.12,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2209,한국영상자료원,HOME > 기관소개 > 기관소식 > 공지사항,공지사항,기관소식｜[이벤트 발표] <메소드> 시사회 이벤트 당첨자 발표,,,2017.10.19,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2210,한국영상자료원,HOME > 기관소개 > 기관소식 > 공지사항,공지사항,기관소식｜[이벤트 발표] <원스> 시사회 이벤트 당첨자 발표,,,2017.10.26,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2211,한국영상자료원,HOME > 기관소개 > 기관소식 > 공지사항,공지사항,박물관｜2017년 영화 강좌 <한국영화 속 여성> 참가자 모집,,,2017.10.27,,미부착,,개방 가능,공공누리 2~4유형,,,,,O,,,영화 스틸컷 4장 합성,
2212,한국영상자료원,HOME > 기관소개 > 기관소식 > 공지사항,공지사항,박물관｜[휴관안내] 한국영화박물관 11월 휴관일 안내입니다.,,,2017.11.02,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2213,한국영상자료원,HOME > 기관소개 > 기관소식 > 공지사항,공지사항,도서관｜[휴관안내] 영상도서관 11월 휴관일 안내입니다.,,,2017.11.02,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2214,한국영상자료원,HOME > 기관소개 > 기관소식 > 공지사항,공지사항,기관소식｜[이벤트 발표] <뉴니스> 예매권 이벤트 당첨자 발표,,,2017.11.03,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2215,한국영상자료원,HOME > 기관소개 > 기관소식 > 공지사항,공지사항,기관소식｜[이벤트 발표] <러빙 빈센트> 예매권 이벤트 당첨자 발표,,,2017.11.07,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2216,한국영상자료원,HOME > 기관소개 > 기관소식 > 공지사항,공지사항,도서관｜[신착자료_상암] 11월 영상도서관 DVD/블루레이 신착자료 안내입니다.,,,2017.11.16,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2217,한국영상자료원,HOME > 기관소개 > 기관소식 > 공지사항,공지사항,도서관｜[운영시간안내] 11월 29일은 '문화가 있는 수요일'로 운영시간이 조정됩니다.,,,2017.11.28,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2218,한국영상자료원,HOME > 기관소개 > 기관소식 > 공지사항,공지사항,도서관｜[신착자료_상암] 12월 영상도서관 DVD/블루레이 신착자료 안내입니다.,,,2017.12.01,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2219,한국영상자료원,HOME > 기관소개 > 기관소식 > 공지사항,공지사항,기관소식｜2018년 한국영상자료원 탁상달력 받는 방법 총정리,,,2017.12.04,,미부착,,개방 가능,공공누리 2~4유형,,,,,O,,,영화 스틸컷 12장 합성,
2220,한국영상자료원,HOME > 기관소개 > 기관소식 > 공지사항,공지사항,도서관｜[휴관일안내] 영상도서관 12월 휴관일 안내입니다.,,,2017.12.15,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2221,한국영상자료원,HOME > 기관소개 > 기관소식 > 공지사항,공지사항,기관소식｜KMDb VOD 한국고전영화 채널에 관한 여러분의 의견을 들려주세요,,,2017.12.15,,미부착,,개방 가능,공공누리 2~4유형,,,,,O,,,그래픽 포스터,
2222,한국영상자료원,HOME > 기관소개 > 기관소식 > 공지사항,공지사항,박물관｜한국영화박물관 상반기 기획전시 종료 안내,,,2017.12.17,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2223,한국영상자료원,HOME > 기관소개 > 기관소식 > 공지사항,공지사항,박물관｜한국영화박물관 상설전시 일부 리모델링 안내,,,2017.12.17,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2224,한국영상자료원,HOME > 기관소개 > 기관소식 > 공지사항,공지사항,KOFA｜[예매 오픈] <희망의 건너편>(23일 상영) 온라인 예매 관련,,,2017.12.18,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2225,한국영상자료원,HOME > 기관소개 > 기관소식 > 공지사항,공지사항,기관소식｜2017년 기관홈페이지 만족도 조사 실시,,,2017.12.22,,미부착,,개방 가능,공공누리 2~4유형,,,,,O,,,그래픽 자료,
2226,한국영상자료원,HOME > 기관소개 > 기관소식 > 공지사항,공지사항,KOFA｜[시네마테크KOFA 온라인 예매 관련 안내],,,2017.12.23,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2227,한국영상자료원,HOME > 기관소개 > 기관소식 > 공지사항,공지사항,기관소식｜홈페이지 회원가입 오류 안내,,,2017.12.23,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2228,한국영상자료원,HOME > 기관소개 > 기관소식 > 공지사항,공지사항,기관소식｜2017년 기관홈페이지 만족도 조사 당첨자 발표,,,2017.12.28,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2229,한국영상자료원,HOME > 기관소개 > 기관소식 > 공지사항,공지사항,기관소식｜[이벤트발표] <원더풀 라이프> 예매권 이벤트,,,2017.12.28,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2230,한국영상자료원,HOME > 기관소개 > 기관소식 > 공지사항,공지사항,기관소식｜[이벤트발표] <구니스와 함께한 3주> 도서 증정 이벤트 당첨자 발표,,,2017.12.28,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2231,한국영상자료원,HOME > 기관소개 > 기관소식 > 공지사항,공지사항,도서관｜[휴관일안내] 영상도서관 1월 휴관일 안내입니다.,,,2018.01.02,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2232,한국영상자료원,HOME > 기관소개 > 기관소식 > 공지사항,공지사항,박물관｜[휴관안내] 한국영화박물관 1월 휴관일 안내입니다.,,,2018.01.02,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2233,한국영상자료원,HOME > 기관소개 > 기관소식 > 공지사항,공지사항,기관소식｜공공기관 고객만족도 조사 관련 개인정보 제3자 제공사항 알림,,,2018.01.02,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2234,한국영상자료원,HOME > 기관소개 > 기관소식 > 공지사항,공지사항,박물관｜[휴관안내] 한국영상자료원 창립기념일 휴관 안내,,,2018.01.05,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2235,한국영상자료원,HOME > 기관소개 > 기관소식 > 공지사항,공지사항,기관소식｜[휴관안내] 한국영상자료원 창립기념일 휴관 안내,,,2018.01.05,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2236,한국영상자료원,HOME > 기관소개 > 기관소식 > 공지사항,공지사항,도서관｜[휴관안내] 한국영상자료원 창립기념일 휴관 안내,,,2018.01.05,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2237,한국영상자료원,HOME > 기관소개 > 기관소식 > 공지사항,공지사항,KOFA｜[휴관안내] 한국영상자료원 창립기념일 휴관 안내,,,2018.01.05,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2238,한국영상자료원,HOME > 기관소개 > 기관소식 > 공지사항,공지사항,도서관｜[신착자료_상암] 1월 영상도서관 DVD/블루레이 신착자료 안내입니다.,,,2018.01.10,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2239,한국영상자료원,HOME > 기관소개 > 기관소식 > 공지사항,공지사항,KOFA｜[시네마테크KOFA 새로운 소식],,,2018.01.12,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2240,한국영상자료원,HOME > 기관소개 > 기관소식 > 공지사항,공지사항,기관소식｜[아카이브 정책연구보고서] 시네마테크 프랑세즈의 운영과 정책에 대한 연구,,,2018.01.12,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물(보고서),
2241,한국영상자료원,HOME > 기관소개 > 기관소식 > 공지사항,공지사항,"기관소식｜한국영상자료원 소식, 더욱 빠르게 만나기! ‘메시지 수신 동의’에 체크하시고 선물 받아가세요~",,,2018.01.20,,1유형,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
2242,한국영상자료원,HOME > 기관소개 > 기관소식 > 공지사항,공지사항,기관소식｜[아카이브 정책연구보고서] BFI의 영화교육 프로그램,,,2018.01.20,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물(보고서),
2243,한국영상자료원,HOME > 기관소개 > 기관소식 > 공지사항,공지사항,기관소식｜[이벤트 발표] 메시지 수신 동의 이벤트 당첨자를 발표합니다,,,2018.01.29,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2244,한국영상자료원,HOME > 기관소개 > 기관소식 > 공지사항,공지사항,기관소식｜2월 10일 <불한당: 나쁜 놈들의 세상> GV 관련해서 알려드립니다,,,2018.01.29,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
