Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,O,O.1,O.2,O.3,O.4,O.5,Unnamed: 21,Unnamed: 22,Unnamed: 23
,대구광역시 수성구청 공공저작물 권리확인 대상 목록,,,,,,,,,,,,,,,,,,,,,,
,순번,사이트명,게시판 진입 과정,게시판명,게시물 제목,URL,첨부파일,등록일,작성자,기존 공공누리 유형,,개방여부,공공누리유형,,검토불가,단순/업무/비보호,제3자 권리,이미지/첨부파일,초상권,개인정보,의견,비고,
,54,대구광역시 수성구청,HOME > 민원정보 > 종합안내 > 민원신청서식 및 편람,민원신청서식,여객자동차 면허(등록)증 재교부,,hwp ,2022.02.04,교통과,4유형,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,,
,55,대구광역시 수성구청,HOME > 민원정보 > 종합안내 > 민원신청서식 및 편람,민원신청서식,여객자동차운수사업계획변경인가(등록),,hwp ,2021.02.19,교통과,4유형,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,,
,56,대구광역시 수성구청,HOME > 민원정보 > 종합안내 > 민원신청서식 및 편람,민원신청서식,여객자동차 수송시설 확인신청,,hwp ,2022.02.03,교통과,4유형,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,,
,57,대구광역시 수성구청,HOME > 민원정보 > 종합안내 > 민원신청서식 및 편람,민원신청서식,여객자동차운송사업개시등 신고,,hwp ,2021.02.19,교통과,4유형,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,,
,58,대구광역시 수성구청,HOME > 민원정보 > 종합안내 > 민원신청서식 및 편람,민원신청서식,개인택시운송사업 양도.양수 인가,,hwp ,2022.02.03,교통과,4유형,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,,
,59,대구광역시 수성구청,HOME > 민원정보 > 종합안내 > 민원신청서식 및 편람,민원신청서식,개인택시운송사업 대리운전신고,,hwp ,2022.02.03,교통과,4유형,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,,
,60,대구광역시 수성구청,HOME > 민원정보 > 종합안내 > 민원신청서식 및 편람,민원신청서식,화물자동차양도.양수신고,,hwp ,2021.02.19,교통과,4유형,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,,
,61,대구광역시 수성구청,HOME > 민원정보 > 종합안내 > 민원신청서식 및 편람,민원신청서식,화물자동차차고지설치확인신청,,hwp ,2023.03.27,교통과,4유형,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,,
,62,대구광역시 수성구청,HOME > 민원정보 > 종합안내 > 민원신청서식 및 편람,민원신청서식,화물자동차운송사업 허가,,hwp ,2022.02.03,교통과,4유형,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,,
,63,대구광역시 수성구청,HOME > 민원정보 > 종합안내 > 민원신청서식 및 편람,민원신청서식,화물허가증 재교부 신청(화물),,hwp ,2021.02.19,교통과,4유형,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,,
,64,대구광역시 수성구청,HOME > 민원정보 > 종합안내 > 민원신청서식 및 편람,민원신청서식,화물자동차운송사업의 변경등록신청,,hwp ,2021.02.19,교통과,4유형,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,,
,65,대구광역시 수성구청,HOME > 민원정보 > 종합안내 > 민원신청서식 및 편람,민원신청서식,자동차관리사업등록신청,,hwp ,2017.07.24,교통과,4유형,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,,
