Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14
,9,경상남도청,경남관광 길잡이,HOME > 관광정보 > 근대건축문화유산 > 근대건축문화유산 DB,거제초등학교,"⋅평면 : 당초 1, 2층 학교 교사
⋅구조 : 1956년에 건축된 구조는 외벽은 석재 조적조이며, 내벽은 적벽돌 조적조에 1, 2층바닥과 지붕구조는 목조, 외부 석조는 전면 중앙 출입구 상부에 박공입면을 두었고, 2개교사를 돌출하였고, 각 교실사이 외벽에 버팀벽(buttress)을 두었다. 지붕 : 슬레이트, 슬래브
⋅의장 및 장식 : 창문은 상하 인방돌을 돌출하였다.",2018-10-17 00:00:00,0,11,0,자유이용불가,제3유형,과업지시서,
,10,경상남도청,경남관광 길잡이,HOME > 관광정보 > 근대건축문화유산 > 근대건축문화유산 DB,문화배수지,"기계실 건물과 초소가 있으며, 기계실의 평면은 6각형에 낮은 돔을 가지고 상부에 첨탑을 세운 독일 바로크식의 구성을 보여준다. 출입문의 틀은 화강석으로 만들었으며, 상부에 ‘天綠永昌’이라 화강석 현판을 새겨두어 통영터널 구성과 비슷한 이미지를 보여준다.",2018-10-17 00:00:00,0,6,0,자유이용불가,제3유형,과업지시서,
,11,경상남도청,경남관광 길잡이,HOME > 관광정보 > 근대건축문화유산 > 근대건축문화유산 DB,거구장,"⋅평면 : 지상 2층.
⋅구조 : 벽체 : 2층 내부의 상부구조가 일본식 목조의 양식을 잘 보여주는 대표적인 구조. 지붕 : 7량으로 구성했고, 평면의 중앙에 일렬의 고주 기둥을 받침
⋅의장 및 장식 : 박공지붕",2018-10-17 00:00:00,0,7,0,자유이용불가,제3유형,과업지시서,
,12,경상남도청,경남관광 길잡이,HOME > 관광정보 > 근대건축문화유산 > 근대건축문화유산 DB,서호마을회관,"회관은 정면 5칸 측면 3칸, 민도리형식의 3량 팔작지붕 기와집으로 3칸은 대청으로 사용하고 있고, 좌측 퇴칸은 판장으로 벽을 쳐서 방으로 사용하고 있으며, 우측은 심벽을 쳐서 방으로 사용하고 있다. 내부는 평주 위에 긴 대들보를 올려 퇴칸까지 연결하고, 위에 대공을 올려 종도리를 받고 있다.",2018-10-17 00:00:00,0,9,0,자유이용불가,제3유형,과업지시서,
,13,경상남도청,경남관광 길잡이,HOME > 관광정보 > 근대건축문화유산 > 근대건축문화유산 DB,장주복 가옥,"⋅1930년대에 지어졌으며, 최초엔 일본인이 거주하다 해방 후 한국인이 들어와 살았으며, 현재의 집주인(장주복 1920년생, 농협토목기사로 근무)이 1962년도에 이사, 현재까지 소유하고 있음
⋅구 금융조합건물은 현재 주택용도로 개조하여 세를 주고 있음
⋅20여년쯤에 새시창과 문을 수리했다.
⋅세입자가 이사 왔을 당시 8조, 4조 다다미가 있었으나, 현재 걷어내고 온돌로 바꿈
⋅30년 전에는 2층이던 건물을 2층 부분을 걷어내고, 지금의 단층 건물로 개조",2018-10-17 00:00:00,0,7,0,자유이용불가,제3유형,과업지시서,
,14,경상남도청,경남관광 길잡이,HOME > 관광정보 > 근대건축문화유산 > 근대건축문화유산 DB,권용진 가옥,"⋅평면 : 철도관사 중 7등급 관사 / 현관, 방3개, 부엌, 마루, 화장실로 구성
⋅구조 : 일식 목조 가구. 일식평기와 맞배지붕
⋅의장 및 장식 : 외부 – 목조비늘판벽 /내부 - 흙벽 / 천장 - 종이반자",2018-10-17 00:00:00,0,6,0,자유이용불가,제3유형,과업지시서,
,15,경상남도청,경남관광 길잡이,HOME > 관광정보 > 근대건축문화유산 > 근대건축문화유산 DB,(주) 마스터텍,"⋅평면 : 표준설계에 의한 보통역사로 박공지붕의 출입구를 중심으로 대합실과 역무실이 확연히 구분됨. 정면쪽은 도머창이 2개 선로쪽에는 1개가 설치되어 있음
⋅구조 : 목조건물로서 지붕은 박공지붕 형태로 되어 있음
⋅의장 및 양식 : 지붕은 원래 일식 시멘트 기와였으나 보수를 통하여 아스팔트싱글로 교체되었음. 벽면의 설치된 창은 세로로 긴 창으로 오르내리창으로 추정되며, 벽체는 시멘트 몰탈 마감으로 역사(109.66㎡)는 대합실, 역무실(43.5㎡), 매표실(5.4㎡), 부속건물(52.37㎡)로 구성됨",2018-10-17 00:00:00,0,7,0,자유이용불가,제3유형,과업지시서,
,16,경상남도청,경남관광 길잡이,HOME > 관광정보 > 근대건축문화유산 > 근대건축문화유산 DB,아름다운요양원,"⋅평면 : 전면 좌우측에 2개의 창을 설치한 장방형의 간단한 평면형태이며, 현재 내부는 개조되었지만 가운데 중복도를 중심으로 좌우측면에 각 실이 배치되었던 것으로 보임
⋅구조 : 목구조의 건물로 지붕은 우진각 지붕형태를 가지고 있음. 지붕은 일식 시멘트 기와를 사용하였고, 현재는 방수처리가 되어 있음. 외벽 마감은 시멘트 몰탈 마감
⋅의장 및 양식 : 박공지붕 포치를 두고 장주초석 위 배흘림 원주로 구성하여 정면성을 강조하였음",2018-10-17 00:00:00,0,6,0,자유이용불가,제3유형,과업지시서,
,17,경상남도청,경남관광 길잡이,HOME > 관광정보 > 근대건축문화유산 > 근대건축문화유산 DB,창원 소답동 김종영생가,"⋅평면 : 안채는 ㄷ자집으로 정면 5칸, 측면 4칸, 5량집, 아랫채는 정면 3칸, 측면 1칸에 전후 퇴칸, 5량집. 대문채는 정면 3칸, 측면 1칸, 3량집  
⋅구조 : 전형적인 한국식 목조 근대 한옥임. 지붕은 한식기와를 사용하였고 사랑채, 안채, 대문채의 지붕은 모두 팔작지붕임
⋅의장 및 양식 : 전후퇴가 발달한 평면 형식과 구조 및 각부 장식에서 근대 한옥의 특징을 잘 보여주고 있음. 문은 일식 띠살문으로 이중으로 되어 있으며, 안채에 완자무늬 광창이 전체적으로 설치되어 있음. 부엌 위에 다락과 같은 수납공간이 있으며, 기단은 석축기단으로 모따기하여 하였으며, 초석은 숙석으로 마름모꼴 형태임",2018-10-17 00:00:00,0,5,0,자유이용불가,제3유형,과업지시서,
,18,경상남도청,경남관광 길잡이,HOME > 관광정보 > 근대건축문화유산 > 근대건축문화유산 DB,창원 소답동 김종영생가 사미루,"⋅평면 : 김종영 생가 별당의 대문채에 해당하는 사미루는 정면 3칸, 측면 1칸의 솟을대문으로, 어칸 상부에 공루(空樓)를 꾸민 형태. 평면은 키 큰 판문이 달린 어칸이 대문간이고, 그 좌측에 온돌방, 우측에 장마루를 시설한 고방과 화장실이 위치. 우측 고방 한편에 공루로 오르내리기 위한 목조 계단이 있음
⋅구조 : 전형적인 한국식 목조 근대 한옥임. 지붕은 한식기와를 사용하였고 팔작지붕임
⋅의장 및 양식 : 전후퇴가 발달한 평면 형식과 구조 및 각부 장식에서 근대 한옥의 특징을 잘 보여주고 있음",2018-10-17 00:00:00,0,5,0,자유이용불가,제3유형,과업지시서,
,19,경상남도청,경남관광 길잡이,HOME > 관광정보 > 근대건축문화유산 > 근대건축문화유산 DB,창원의집 사랑채,"⋅평면 : 안채와 사랑채가 나란히 배치되어 있고, 그 앞에는 중문채와 대문채가 있다음. 안채는 정면 6칸, 측면 1.5칸의 규모이며 정지와 온돌방, 대청으로 구성되어 있음. 사랑채는 정면 4칸, 측면 1칸의 규모에 온돌방과 대청으로 구성되어 있음. 각 방 전면은 머름을 설치하고 상부에 2분합 세살문을 달았음. 문 상부에는 교살 광창이 설치되어 있음
⋅구조 : 장대석으로 외벌대로 쌓은 기단위에 가공한 초석을 올렸고, 기둥은 원주와 각주를 혼용하였음. 가구 형식은 5량가로 홑처마 팔작지붕형식으로 암수막새를 사용
⋅의장 및 양식 : 소로로 수장한 소로 수장집임. 툇마루 하부는 벽돌쌓기로 조성됨",2018-10-17 00:00:00,0,7,0,자유이용불가,제3유형,과업지시서,
,20,경상남도청,경남관광 길잡이,HOME > 관광정보 > 근대건축문화유산 > 근대건축문화유산 DB,창원역 관사,"⋅평면 : 창원역장 관사는 목조 1층으로 창원역을 바라보며 대지의 왼편에 있음. 6호 관사는 붉은 벽돌로 외벽을 쌓고, 목조로 내부를 마무리하였고, 3호 관사는 목조 비늘판벽으로 벽체를 구성함. 마산역 관사와 같은 재료와 유사한 형태로, 이는 표준설계에 의해 건립된 것임을 보여주고 있음.
⋅구조 : 3개의 건물 모두 1층 목조 주택으로 일식기와 지붕 잇기로 구성되어 있음
⋅의장 및 양식 : 각 건물의 전체적인 외향은 일식 가옥의 형태를 하고 있음. 창원역장 관사와 6호 관사의 경우 시멘트 몰탈로 마감하였음. 3호관사는 비닐판벽의 외부 마감을 유지하고 있었고 측벽의 한 부분은 붉은 벽돌로 마감하였음",2018-10-17 00:00:00,0,4,0,자유이용불가,제3유형,과업지시서,
,21,경상남도청,경남관광 길잡이,HOME > 관광정보 > 근대건축문화유산 > 근대건축문화유산 DB,하금단천교,"⋅평면 : 단선으로 구성
⋅구조 : 교각은 사다리꼴 형태의 콘크리트 구조물임. 철교는 침목이 78개로 구성되어 있음
⋅의장 및 양식 : 철판으로 I형의 거더를 만들고 양 거더를 브레이싱으로 결구한 판형교임. 교량 총연장은 22.7m로 경간은 9.14m×3개",2018-10-17 00:00:00,0,7,0,자유이용불가,제3유형,과업지시서,
,22,경상남도청,경남관광 길잡이,HOME > 관광정보 > 근대건축문화유산 > 근대건축문화유산 DB,창원터널,"⋅평면 : 단선으로 되어 있음
⋅구조 : 철근콘크리트로 구성되어 있음
⋅의장 및 양식 : 터널형태는 말굽형임. 구분은 일반터널",2018-10-17 00:00:00,0,6,0,자유이용불가,제3유형,과업지시서,
,23,경상남도청,경남관광 길잡이,HOME > 관광정보 > 근대건축문화유산 > 근대건축문화유산 DB,성지여자고등학교,"현재 성지여자 고등학교 교사동으로 지어질 당시에는 석조 2층의 건물이었으나 현재는 석조 및 벽돌조 증축되어 3층 규모이다. 1952년과 1956년의 졸업식 사진을 보면 당시에는 2층의 석조 건물임을 알 수 있고, 아연스레트 지붕을 3층으로 증축하면서 슬래브로 변경하였다. 배면의 사진을 보면 2층과 3층의 돌색깔이 달라 증축한 것을 알 수 있으며 창은 예전 그대로인 것으로 판단되며, 아치형으로 상인방을 두었다. 평면형태는 운동장(남)측으로 교실을 두고, 반대(북)측으로 복도를 두고 있는 편복도형식의 교사이다.",2018-10-17 00:00:00,0,6,0,자유이용불가,제3유형,과업지시서,
,24,경상남도청,경남관광 길잡이,HOME > 관광정보 > 근대건축문화유산 > 근대건축문화유산 DB,성지여고 명상실,"⋅정면에 형식에 가까운 장미창(rose window)이 있으며, 박공 부분에 종탑을 달아 전체적으로는 로마네스크풍의 성당이다.
⋅제대가 놓이는 부분은 5각형의 평면으로 석조제대를 놓았던 흔적이 아직도 그대로 있고, 지붕은 모임지붕으로 처리했다.
⋅바닥은 마루바닥으로 2, 3번의 교체 및 수리가 있었던 것으로 보여진다.
⋅천장은 반원형 형태로 석회벽으로 마무리했으며, 목재 리브를 두고 있다. 상부구조는 목재 박공지붕틀에 아연 골스레트로 마감하고 있다. ",2018-10-17 00:00:00,0,7,0,자유이용불가,제3유형,과업지시서,
,25,경상남도청,경남관광 길잡이,HOME > 관광정보 > 근대건축문화유산 > 근대건축문화유산 DB,구 마산헌병분견대,"⋅평면 : 4단의 계단으로 시작되는 정면 중앙 출입구를 중심으로 좌우에 사무실을 둔 동서 장방형 구조 / 우측 지하실은 최조실로 사용, 당시 중복도 형식으로 되어 있었으며, 현재 출입구 우측편의 사무장실 끝에 지하로 내려가는 계단이 있었던 것으로 추정됨
⋅구조 : 마구리 쌓기와 길이 쌓기를 번갈아 놓은 적벽돌의 외벽(영식쌓기한 벽돌조), 목조트러스로 구성한 우진각의 간소한 기와지붕은 일식기와 잇기의 모임지붕으로 다양한 벽체와는 달리 단순함.
⋅의장 및 장식 : 정면은 출입구를 중심으로 양측에 3개씩의 창이 대칭을 이루고 있어 헌병대로서의 권위와 위엄을 강조, 출입구와 창은 상부에 아치를 두었고, 하부에는 인방을 따로 두고 있으며, 벽면은 5줄의 다른색 띠벽돌을 둘러 변화, 화강석 하인방과 상단 벽돌 아치의 중앙 갓돌(capstone, 冠石)로 장식된 직사각형의 오르내리창",2018-10-17 00:00:00,0,8,0,자유이용불가,제3유형,과업지시서,
,26,경상남도청,경남관광 길잡이,HOME > 관광정보 > 근대건축문화유산 > 근대건축문화유산 DB,신흥동 공장 (철거 또는 멸실),"⋅공장은 철근콘크리트 구조 단층건물로 일식기와 잇기한 박공지붕 형식이며, 우측면 상부 박공부분은 슬레이트로 마감되었음
⋅공장은 부지 한가운데 위치하고 있으며, 중앙에 벽돌조 굴뚝이 높이 솟아 있음.
⋅창호는 알류미늄 샷시가 설치되어있으며 내부 천정은 트러스구조로 구성되어 있음.
⋅주변의 주택과 점포는 2층 목조로 지어졌으나, 현재 조적으로 개축된 상태이며, 지붕은 일식기와로 이어져 있음
⋅주택들은 좁은 출입구를 지나 중정에 긴 복도에 연결된 협소한 방들로 구성되어 있음.",2018-10-17 00:00:00,0,4,0,자유이용불가,제3유형,과업지시서,
,27,경상남도청,경남관광 길잡이,HOME > 관광정보 > 근대건축문화유산 > 근대건축문화유산 DB,산호동 창고,"⋅벽면은 시멘트 벽돌을 쌓고 미장한 후 수성페인트로 마감하였고, 지붕은 박공지붕으로 일식시멘트기와 잇기로 되어있음.
⋅창고건물은 크게 3동으로 나뉘어 있으며, 1동은 카센터를 운영 하였고, 나머지 2동은 창고의용도로 사용되었으며, 현재는 3개동 모두 창고로 사용 중임. 모두 장방형의 긴 직사각형평면으로 창고 용도로 간략한 평면 형태임.",2018-10-17 00:00:00,0,6,0,자유이용불가,제3유형,과업지시서,
,28,경상남도청,경남관광 길잡이,HOME > 관광정보 > 근대건축문화유산 > 근대건축문화유산 DB,장군동 주택,"⋅목조 단층주택으로 도로변에 출입구를 낸 일반적인 형태의 주택이다. 현재는 출입구가 돌아서 뒤편으로 출입하게 되어 있었다.
⋅뒷벽은 세로 비늘판벽에 회칠로 마감한 벽이 그대로 보이고, 앞벽은 현재 시멘트 몰탈로 마감한 상태이다.
⋅처마는 이중처마로 직선적이며, 처마의 장식철물이 이채롭다.",2018-10-17 00:00:00,0,8,0,자유이용불가,제3유형,과업지시서,
,29,경상남도청,경남관광 길잡이,HOME > 관광정보 > 근대건축문화유산 > 근대건축문화유산 DB,박영철 가옥,"⋅목조 단층주택으로 도로변에 출입구를 낸 일반적인 형태의 주택이다. 현재는 출입구가 돌아서 뒤편으로 출입하게 되어 있었다.
⋅뒷벽은 세로 비늘판벽에 회칠로 마감한 벽이 그대로 보이고, 앞벽은 현재 시멘트 몰탈로 마감한 상태이다.
⋅처마는 이중처마로 직선적이며, 처마의 장식철물이 이채롭다.",2018-10-17 00:00:00,0,3,0,자유이용불가,제3유형,과업지시서,
,30,경상남도청,경남관광 길잡이,HOME > 관광정보 > 근대건축문화유산 > 근대건축문화유산 DB,마산역 관사,"목조 및 일부 연와조로 맞배지붕은 일식개량 기와를 사용한 나가야 형태의 주택이였으나 현재는 경량철재골함석기와로 보수되어있음. 이런 형태는 창원역 관사와 유사한 형태로 마산역과 가까운 위치에 있어, 마산역의 관사로 추정됨. 2동의 나가야 건물이 있었으며, 창원역보다는 큰 역이었으므로 6호관사 2동 이었을 것으로 판단됨.",2018-10-17 00:00:00,0,3,0,자유이용불가,제3유형,과업지시서,
,31,경상남도청,경남관광 길잡이,HOME > 관광정보 > 근대건축문화유산 > 근대건축문화유산 DB,권반산 가옥 (철거 또는 멸실),"⋅현재 벽체는 몰탈 뿜칠로 마감한 상태이며, 출입구 부분과 우측면에는 1970년대 초에 유행했던 타일로 마감하였다. 출입구와 각 창에는 상인방처럼 처마를 따로 두고 있는 것이 특징이다.
⋅창은 목조 그대로이며, 1층의 창은 팔각형으로 중국의 창을 모방한 것으로 판단된다. 내부는 식당으로 완전 개조된 상태이다.",2018-10-17 00:00:00,0,4,0,자유이용불가,제3유형,과업지시서,
,32,경상남도청,경남관광 길잡이,HOME > 관광정보 > 근대건축문화유산 > 근대건축문화유산 DB,이오정 식당,"⋅블록조로 내부에는 목재로 마감하였고, 외부는 몰탈 뿜칠로 마감하였다.
⋅숙석기단을 사용하였으며, 증축된 부분에도 숙석이 있어 당시 한 채의 가옥으로 보여진다.
⋅창에 상인방과 하인방이 그대로 나타나 있으며, 목재 오르내리창이다.",2018-10-17 00:00:00,0,4,0,자유이용불가,제3유형,과업지시서,
,33,경상남도청,경남관광 길잡이,HOME > 관광정보 > 근대건축문화유산 > 근대건축문화유산 DB,김광호 가옥,"⋅평면 및 구조 : 다다미방, 주방, 화장실, 복도 등 평면과 목조 구조와 지붕의 형태 등이 내외부 모두 전형적인 일본식 주택의 모습으로 대체로 원형을 유지하고 있음. 출입구는 포치를 구성하는 등 각 공간마다 지붕의 위계를 달리 하여 리듬감 있는 주택을 형성함. 지붕은 일식 시멘트 기와를 사용함. 본채 외에 목조 1층의 창고(99.17㎡)와 물치 (26.45㎡), 목조 1층 주택(51.27㎡)이 있으며, 13.22㎡의 부속건물이 있음.
⋅의장 및 양식 : 창호의 경우 다양한 형태의 목재창호를 설치하였고, 일부는 덧창과 나무함을 같이 설치하고 나무함을 다시 몰탈로 감싸 매스를 강조함. 지상 2층으로 외벽은 몰탈 뿜칠로 마감하였음. 또한 화강석을 이용하여 견치석 쌓기한 축대 위에 붉은 벽돌을 쌓아 만든 담장이 웅장하고 특색있음.",2018-10-17 00:00:00,0,4,0,자유이용불가,제3유형,과업지시서,
,34,경상남도청,경남관광 길잡이,HOME > 관광정보 > 근대건축문화유산 > 근대건축문화유산 DB,지성철학관,"⋅측면은 목조 비늘판벽이 남아있으나 정면은 시멘트 몰탈 뿜칠로 마감된 상태이다. 처마와 같은 높이로 2층으로 가는 계단을 위해 처마를 따로 설치해 두었다.
⋅창문 및 실내 부재와 천장 등이 일식주택임을 보여주고 있다.
⋅2층의 지붕은 모임지붕으로 일식기와를 얹었다. 2층으로 가는 계단이 실내에 있지 않고, 외부로 와서 올라가는 특이한 형태를 구성하고 있다.",2018-10-17 00:00:00,0,3,0,자유이용불가,제3유형,과업지시서,
,35,경상남도청,경남관광 길잡이,HOME > 관광정보 > 근대건축문화유산 > 근대건축문화유산 DB,남성동 상가,"⋅2층 건물로 층단지붕형식을 구성하여 상부 지붕은 일식시멘트기와 잇기를 한 팔작지붕집으로 현재 경량철재함석기와로 번와하고 처마끝에 우수받이를 설치하였음.
⋅전면 외벽은 목조 위 몰탈 뿜칠로 마감하였으나, 배면의 외벽은 목조 비늘판벽이 그대로보존되어 있음. 2층 창문은 오르내리창 또한 그대로 남아 있으며, 내부 평면(2층)은‘ㄱ’자로 꺾인 부분에 장지문(후스마)로 연결된 방 2칸이 있음",2018-10-17 00:00:00,0,3,0,자유이용불가,제3유형,과업지시서,
,36,경상남도청,경남관광 길잡이,HOME > 관광정보 > 근대건축문화유산 > 근대건축문화유산 DB,월견교,"⋅1910년대의 마산거리 풍경 사진과 비교하여 볼 때 현재 월견교의 형태와 똑같음을 알 수 있다.
⋅교량의 형태는 아래에 있는 무학교와 비슷한 형태이며, 길이와 폭도 비슷하다. 단지 월견교는 구배가 없는 평편한 교량이다.
⋅난간 기둥 일부와 글씨가 훼손되었다.",2018-10-17 00:00:00,0,6,0,자유이용불가,제3유형,과업지시서,
,37,경상남도청,경남관광 길잡이,HOME > 관광정보 > 근대건축문화유산 > 근대건축문화유산 DB,용담터널,"경전선(당시 진주선)이며, 터널형태는 말굽형이다. 구분은 일반터널이며, 종별은 기타터널이다.",2018-10-17 00:00:00,0,3,0,자유이용불가,제3유형,과업지시서,
,38,경상남도청,경남관광 길잡이,HOME > 관광정보 > 근대건축문화유산 > 근대건축문화유산 DB,마산 봉암수원지,"⋅본 수도의 본원지는 府外 창원면 반룡산(팔용산) 계곡에 설치된 저수지로서 댐은 석축 콘크리트조, 제방 높이 20.2m, 제방길이 73m, 유효수심 15.5m, 수면적 61,000㎡, 저수량 383,000㎥이다. 댐은 반원형의 취수탑을 가지고 있으며, 상중하 3단의 취수구가 이어 이곳에서 府內 자산동 정수장까지 수도관 주철관경 3,000mm, 연장 6,100m를 부설하였다. 정수장에는 양수정과 침전지 그리고 물의 흐름을 느리게 하는 완속지 및 배수지를 설치했다. 침전지는 철근콘크리트조 3조, 용량 1,215㎥, 완속지는 2곳에서 546㎥를 통과하게 하고 염소멸균하여 배수지에 저류한다. 배수지는 철근콘크리트조 2곳 1,413㎥이다. 배수관은 주철관을 사용하고, 본 관경은 300mm이며, 총 연장 22,407m로 되어 있다.
⋅돌을 정사각형으로 반듯하게 가공하여 돌과 돌 사이에는 시멘트 몰탈로 충진하여 쌓은 댐형식이다.
⋅댐을 막은 부분은 큰 바위가 있어 좁고, 깊은 곳에 설치하여 공사비나 공사기간을 줄였던 것으로 판단되며, 물은 반원아치형의 구멍을 두어 자연적으로 물이 넘치도록 하였다.",2018-10-17 00:00:00,0,7,0,자유이용불가,제3유형,과업지시서,
,39,경상남도청,경남관광 길잡이,HOME > 관광정보 > 근대건축문화유산 > 근대건축문화유산 DB,창원천 축대,"일식 석축 쌓기방식으로 정사각형의 돌을 다이아몬드형으로 쌓아올린 축대임. 지금은 찰쌓기로 시멘트 몰탈을 사용했지만 당시에는 시멘트 몰탈을 사용하지 않고, 일정한 석재를 다듬어 틈이 없이 쌓아 올린 것이 특색임.",2018-10-17 00:00:00,0,4,0,자유이용불가,제3유형,과업지시서,
,40,경상남도청,경남관광 길잡이,HOME > 관광정보 > 근대건축문화유산 > 근대건축문화유산 DB,마산 어시장,"현재 마산 어시장은 신포 2가, 남성동, 동성동 권역을 포함해 약 5만 7,400평 가까운 터를 확보하고 있음. 총 점포수도 2,000여 업소에 달하고 취급하는 품목도 수산물 도·소매, 건어물, 채소류 등으로 다양함.",2018-10-17 00:00:00,0,3,0,자유이용불가,제3유형,과업지시서,
