Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13
,30,안성 문화관광,HOME > 안성맞춤천문과학관 > 포토갤러리,"[천체사진] 안성맞춤랜드에서의 금성 일주,.","안성맞춤랜드,.
Canon EOS 70D
Tokina 11-16mm f/2.8 (13mm)
2020/04/03

ㅡ 저물어가는 금성",2020-04-07 00:00:00,0,1,0,제2유형,제1유형,촬영자의 동의서,
,31,안성 문화관광,HOME > 안성맞춤천문과학관 > 포토갤러리,[천체사진] 2020년 지구근지점보름달 (슈퍼문),"지구 근지점 보름달,. #슈퍼문
2020년 올해 중 가장 큰 보름달입니다..

안성 복평리..
Canon EOS 6D
TMB 252mm f/9 굴절망원경 (f=2,250mm)
Paramount ME 적도의
2020/04/07 23:13",2020-04-08 00:00:00,0,1,0,제2유형,제1유형,촬영자의 동의서,
,32,안성 문화관광,HOME > 안성맞춤천문과학관 > 포토갤러리,[천체사진] 초승달(월령 4.4),"보조관측실
Nikon D5300
William Optics FLT-120 굴절망원경 (f=900mm)
Takahashi EM-200 Temma 2 pc 적도의
ISO 800, 1/250S
2020/04/27 20:49",2020-04-29 00:00:00,0,1,0,제2유형,제1유형,촬영자의 동의서,
,33,안성 문화관광,HOME > 안성맞춤천문과학관 > 포토갤러리,[천체사진] 초승달과 금성,"안성맞춤랜드,.
Canon EOS 70D
Tokina 11-16mm f/2.8 (13mm)
2020/04/27 20:04

ㅡ 초승달과 금성,. 그리고 저녁노을",2020-04-29 00:00:00,0,1,0,제2유형,제1유형,촬영자의 동의서,
,34,안성 문화관광,HOME > 안성맞춤천문과학관 > 포토갤러리,[천체사진] 안성맞춤랜드 서쪽 별하늘 일주,"안성맞춤랜드
Canon EOS 70D
Tokina11-16mm f/2.8 (13mm)
2020/04/27 21:50~ 04/28 00:08

ㅡ 달과 금성이 저물어갑니다",2020-05-06 00:00:00,0,1,0,제2유형,제1유형,촬영자의 동의서,
,35,안성 문화관광,HOME > 안성맞춤천문과학관 > 포토갤러리,[천체사진] 2020년 6월 21일 부분일식(천문현상),"천문과학관(보조관측실)
2020/06/21 15:53~ 18:04

Canon EOS 800D (카메라)
Takahashi TOA-130 (지름 13cm 굴절망원경)
RainbowAstro RST-400 (적도의)
Seymour Solar Sun Filter (태양필터)",2020-06-25 00:00:00,0,2,0,제2유형,제1유형,촬영자의 동의서,
,36,안성 문화관광,HOME > 안성맞춤천문과학관 > 포토갤러리,[천체사진] 북쪽 밤하늘 별들의 일주,"안성 현수동,.
Canon EOS 70D
Tokina 11-16mm f/2.8
2020/0707 22:29~23:13

ㅡ 해바라기 꽃밭에서",2020-07-10 00:00:00,0,1,0,제2유형,제1유형,촬영자의 동의서,
,37,안성 문화관광,HOME > 안성맞춤천문과학관 > 포토갤러리,[천문과학관] 천문과학관 북천일주,"안성맞춤천문과학관,.
Canon EOS 6D
EF 24-105mm f/4

ㅡ 날씨가 맑은 밤에는 천문과학관에서 맨눈으로도 많은 별들을 살펴볼 수 있습니다",2020-07-30 00:00:00,0,1,0,제2유형,제1유형,촬영자의 동의서,
,38,안성 문화관광,HOME > 안성맞춤천문과학관 > 포토갤러리,[천체사진] 토성,"천문과학관 주관측실

ZWO ASI 290MC
TMB 252mm ED f/9 굴절망원경 (f=2,250mm)
Paramount ME 적도의
2020/09/13 21:23",2020-09-15 00:00:00,0,1,0,제2유형,제1유형,촬영자의 동의서,
,39,안성 문화관광,HOME > 안성맞춤천문과학관 > 포토갤러리,[천체사진] 화성,"천문과학관 주관측실

ZWO ASI 290MC
TMB 252mm ED f/9 굴절망원경 (f=2,250mm)
Paramount ME 적도의
2020/09/13 21:23",2020-09-27 00:00:00,0,1,0,제2유형,제1유형,촬영자의 동의서,
,40,안성 문화관광,HOME > 안성맞춤천문과학관 > 포토갤러리,[천체사진] 2020 추석 보름달,"천문과학관 주관측실

Canon EOS 6D
TMB 252mm ED f/9 굴절망원경  (f=2,250mm)
Paramount ME 적도의
ISO 1600, 1/160S
2020/10/01 22:18

ㅡ 2020 추석 보름달",2020-10-15 00:00:00,0,1,0,제2유형,제1유형,촬영자의 동의서,
,41,안성 문화관광,HOME > 안성맞춤천문과학관 > 포토갤러리,[천체사진] 화성,"천문과학관 주관측실

ZWO ASI290MC
TMB 252mm ED f/9 굴절망원경(f=2,250mm)
Paramount ME 적도의
Televue Powermate 2X
2020/10/18 01:01",2020-10-18 00:00:00,0,1,0,제2유형,제1유형,촬영자의 동의서,
,42,안성 문화관광,HOME > 안성맞춤천문과학관 > 포토갤러리,[천체사진] 태양 흑점,"천문과학관(보조관측실)
2020/10/29 13:10~ 14:00

Canon EOS 6D (카메라)
Takahashi TOA-130 (지름 13cm 굴절망원경)
RainbowAstro RST-400 (적도의)
Seymour Solar Sun Filter (태양필터)

태양 흑점 관측",2020-10-30 00:00:00,0,1,0,제2유형,제1유형,촬영자의 동의서,
,43,안성 문화관광,HOME > 안성맞춤천문과학관 > 포토갤러리,[천체사진] 안성 봉업사지 5층 석탑,"안성 죽산리 5층석탑(보물 제435호)
Canon EOS 800D
EF-S 18-55mm f/3.5-5.6 IS
2020/10/31 00:38~01:03",2020-11-09 00:00:00,0,1,0,제2유형,제1유형,촬영자의 동의서,
,44,안성 문화관광,HOME > 안성맞춤천문과학관 > 포토갤러리,[천체사진] 안성 덕봉서원,"안성 덕봉서원
NIKON 7200D
Nikkor 17-50mm f/2.8 ed
2020/10/30 23:00~24:00",2020-11-11 00:00:00,0,1,0,제2유형,제1유형,촬영자의 동의서,
,45,안성 문화관광,HOME > 안성맞춤천문과학관 > 포토갤러리,[천체사진] 달(음력 11일),"천문과학관 (주관측실)

Canon EOS 6D
TMB 252mm f/9 ED 굴절망원경(f=2,250mm)
Paramount ME II 적도의
2020/11/25  21:22",2020-11-26 00:00:00,0,1,0,제2유형,제1유형,촬영자의 동의서,
,46,안성 문화관광,HOME > 안성맞춤천문과학관 > 포토갤러리,[천체사진] 안성 죽리 석조여래입상,"안성 죽리 석조여래입상 [ 경기도 문화재자료 108호 ]
Nikon D5300
AF-P Nikkor 18-55mm f/3.5-5.6
2020/12/04 02:28~03:39",2020-12-05 00:00:00,0,1,0,제2유형,제1유형,촬영자의 동의서,
,47,안성 문화관광,HOME > 안성맞춤천문과학관 > 포토갤러리,[천체사진] 화성(Mars)이 저무는 모습,"안성 만정리,.
Canon EOS 70D
Tokina 12-24mm f/4 (24mm)
2020/12/04 00:46~03:00

ㅡ 한가운데 가장 밝은 빛줄기가 화성이 저무는 모습입니다.",2020-12-10 00:00:00,0,1,0,제2유형,제1유형,촬영자의 동의서,
,48,안성 문화관광,HOME > 안성맞춤천문과학관 > 포토갤러리,"[천체사진] 초승달과 목성, 토성의 접근(천문현상)","천문과학관
Canon EOS 70D
EF-S 18-55mm f/3.5-5.6 IS (55mm)
2020/12/17 17:59

ㅡ 음력 3일의 초승달과 목성(우측 아래 큰 별), 토성(우측 위 작은 별)의 근접",2020-12-19 00:00:00,0,1,0,제2유형,제1유형,촬영자의 동의서,
,49,안성 문화관광,HOME > 안성맞춤천문과학관 > 포토갤러리,[천체사진] 목성과 토성의 접근 (천문현상),"보조관측실
ZWO ASI290MC CCD카메라
Takahashi TOA-130 굴절망원경(f=1,000mm)
RainbowAstro RST-400 적도의
2020/12/21 18:21

ㅡ 접안렌즈 안에서 같이 보이던 목성과 토성의 근접 모습",2020-12-23 00:00:00,0,1,0,제2유형,제1유형,촬영자의 동의서,
,50,안성 문화관광,HOME > 안성맞춤천문과학관 > 포토갤러리,[천체사진] 2020년 마지막 태양,"천문과학관(보조관측실)
2020/12/31

Canon EOS 6D (카메라)
Takahashi TOA-130 (지름 13cm 굴절망원경)
RainbowAstro RST-400 (적도의)
Seymour Solar Sun Filter (태양필터)

2020년 마지막
태양 흑점 관측",2020-12-31 00:00:00,0,1,0,제2유형,제1유형,촬영자의 동의서,
,51,안성 문화관광,HOME > 안성맞춤천문과학관 > 포토갤러리,[천체사진] 달(월령 7.3),"주관측실
TMB 252mm ED f/9 굴절망원경  (f=2,250mm)
Paramount ME 적도의

Canon EOS 6D
ISO 1600, 1/500S
2021/01/20 19:07",2021-01-24 00:00:00,0,1,0,제2유형,제1유형,촬영자의 동의서,
,52,안성 문화관광,HOME > 안성맞춤천문과학관 > 포토갤러리,[천체사진] 달(월령 6.7),"주관측실
TMB 252mm ED f/9 굴절망원경(f=2,250mm)
Paramount ME II 적도의

Canon EOS 6D
ISO 800, 1/1000S
2021/02/18 21:14

ㅡ 월령 6.7일의 초승달(음력 7일)",2021-02-20 00:00:00,0,1,0,제2유형,제1유형,촬영자의 동의서,
