Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19
,국립무형유산원 권리처리 목록 - 무형유산 디지털 아카이브 / 아리랑 아카이브,,,,,,,,,,,,,,,,,,
,순번,사이트명,카테고리,URL,이름,부제,설명,등록일,분류,소재지,기록대상,조사면담,범주,영상,도서,음원,사진,기존 공공누리 유형,비고
,136,무형유산 디지털 아카이브,HOME > 자료분류별검색 > 국가무형문화재 기록화 > 구술채록,,국가무형문화재 전승자 구술 자서전(002) 악기장 이영수,"당장 탁할지언정, 오래 퉁겨 보면","이영수(李永水)는 1926년(주민등록 1929년) 전북 정읍군 옹동면 산성리에서 5남매 중 장남으로 태어났다. 이영수의 부모는 유복한 집안이었으나, 가세가 갑자기 기울면서 외할아버지댁으로 거처를 옮겼다. 이후 이영수의 가족은 경기도 부천군 소래면(현 경기도 시흥시)로 올라와 농사를 지으며 자리를 잡았다.16세에 간이 학교에 진학했으나, 17세의 나이에 아버지가 돌아가시면서 가족의 생계를 책임지기 위해 학교를 그만두고 농사를 지었다. 1946년 이영수는 21세 나이로 정춘녀와 혼인했다. 정씨 집안의 어른이 부지런하다고 동네에 소문이 나 있었던 이영수를 사위로 점찍은 것이다. 그러나 6.25 전쟁이 일어나고 이영수는 의용군으로 끌려가 개성까지 갔다가 고향을 거쳐 인천으로 도주했고, 오봉산에 들어가 한 달을 버티기도 했다. 1.4 후퇴 이후, 이영수는 303부대의 공병대로 입대하여 최전방 전투에 참여하기도 하였다. 1953년 7월 휴전이 정해졌고, 1954년 1월 이영수는 제대하여 귀가하게 된다. 제대 후 그는 인천으로 이사를 갔다. 처남이 인천에 세운 식품공장에서 일을 해 생계를 꾸릴 계획이었으나 1년 만에 공장이 파산하게 된다. 1954년 이영수는 스승 김붕기(金鵬基)를 만나게 되었다. 김붕기의 가야금 공방을 본 후 그날부터 일을 배우기로 결심하였고, 자신이 만든 악기에서 소리가 나는 과정에서 이영수는 매료되었다. 8년 후인 1962년 김붕기에게 독립하여 '벽오금작사'라는 공방을 열고 본격적인 활동을 시작하였다. 독립 후 이영수는 다양한 기관에서 악기공으로 활동했는데 1960년대부터 서울시국악관현악단의 전용 악기공으로 일했으며, 1970년대부터는 국악사양성소에서 악기 수리와 판매를 시작하였다. 이영수는 그 실력이 인정받아 1991년 국가무형문화재 제42호 악기장 보유자(현악기 제작)로 인정되었고, 2013년 국가무형문화재 제42호 악기장 명예보유자로 인정되었다. 이영수는 좋은 가야금을 만드는 데 가장 중요한 것으로 강한 나무를 꼽았다. 두꺼운 나무로 가야금을 만들면 처음에는 탁한 소리가 나지만 갈수록 좋아지기 때문이다. 또한 그는 전통기법에 대한 자부심을 가지고 있어 소뼈 장식 등 전통기법을 꿋꿋이 전승하며, 전통을 향해 가는 어려운 길을 택했다. 이영수는 자기 자신은 일을 해야 하는 사람이라 말했다. 2010년, 이영수는 버스에서 쓰러져 병원으로 이송되었고, 협심증을 치료하기 위해 5시간에 걸친 수술을 견뎠다. 그 이후에도 그는 일을 놓지 않았다. ""생명이 있는 이상 내 몸을 위해서 일을 허고 있어요. 나는 죽을 때까지 일을 하고 죽을 사람이에요."" 그는 꾸준히 전승 활동을 하다 2017년 11월 7일, 노환으로 별세하였다.",2013,구술채록,서울 용산구 한남동 이영수의 자택,악기장(樂器匠) 이영수,신유미(국립무형유산원),공예 미술 등에 관한 전통기술 > 공예,0,1,0,0,4유형(임의지정),
,137,무형유산 디지털 아카이브,HOME > 자료분류별검색 > 국가무형문화재 기록화 > 구술채록,,국가무형문화재 전승자 구술 자서전(003) 채상장 서한규,귀한 것을 담은 것이 채상이지,"서한규(徐漢圭)는 1930년 전라남도 담양읍 만성리 벌뫼마을에서 아버지 서원경과 어머니 박판례 사이에 3남 1녀 중 차남으로 태어났다. 벌뫼마을은 농사를 지으며, 농한기에는 가내수공업으로 댓일(부채, 삿갓, 죽석 등)을 하던 마을이었다. 서한규도 16살부터 가장으로 생계를 꾸리기 위해 댓일을 하였다. 그는 마을에서는 ""재골스럽다.""는 말을 들을 만큼 손재주도 타고 났다. 얼마 지나지 않아 6.25 전쟁이 일어나 인민 의용군에 징집되었다가 도망쳐 나오기도 했으며, 다시 한국군에 입대하는 등 우여곡절을 겪었다. 고향에 돌아와 댓일을 하면서 어머님을 모시고, 동생들을 데리고 살았으나 몇 해 지나지 않아 어머니마저 젊은 나이에 돌아가시게 된다. 그는 1957년에 담양 월산면에 살던 박군자를 소개받아 결혼을 하고 일곱 딸을 낳았다. 죽세공품을 만들기만 해서는 살림을 꾸리기 어려워, 부부는 아이들을 데리고 경상도 장터를 돌며 참빗을 팔기도 하는 등 장돌뱅이 생활을 하였다. 담양에 돌아온 서한규는 1963년 죽세공품을 수출하던 '유창공예사'에서 책임자로 일했다. 10년간 회사 생활을 했으나 수출 문제로 폐업하게 되면서, 다시 혼자 댓일을 하였다. 그러던 중 집안에 전해 내려오던 외할머니의 채상을 보고 채상을 복원하기로 결심하였고 오랜 고생 끝에 외할머니의 채상을 똑같이 만들 수 있었다. 댓일 솜씨가 꽤나 알려지게 되면서 국립민속박물관 전시품을 제작하게 되었다. 사람들은 전승공예대전 출품을 권하였고, 1977년 공모전에서 죽석과 소상을 내어 특별상을 받았다. 1979년에는 전승공예대전에서 장려상을 받았고, 1981년에는 담양 군민의 날 죽공예전에서 금상을 받았다. 1982년에는 죽석으로 제7회 전승공예대전 대통령상을 수상하였다. 1987년 그의 기술이 인정받아 국가무형문화재 제53호 채상장 보유자로 인정되었다. 2012년 서한규는 국가무형문화재 제53호 채상장 명예보유자로 인정되었고, 둘째 딸 서신정이 보유자로 인정되었다. 서한규는 딸에게 자신의 모든 기술을 물려 주고는 2017년 3월 22일에 작고하였다.",2013,구술채록,전남 담양군 담양읍 향교리 담양채상장전수관,채상장(彩箱匠) 서한규,편성철(전남대학교),공예 미술 등에 관한 전통기술 > 공예,0,1,0,0,4유형(임의지정),
,138,무형유산 디지털 아카이브,HOME > 자료분류별검색 > 국가무형문화재 기록화 > 구술채록,,국가무형문화재 전승자 구술 자서전(004) 장도장 박용기, 장도의 전통을 구현하다,"박용기(朴龍基)는 1931년 전남 광양읍 우산리에서 아버지 박순경과 어머니 김수연 슬하 3남 4녀 중 막내로 태어났다. 국민학교 시절부터 박용기는 공부보다 장남감을 만드는 공예 시간을 즐겼으며, 14살이 되던 해(1944년) 친적의 소개로 장도장 장익성의 공방에 드나들기 시작하였다. 그렇게 2년 정도 장도를 배운 후 독립하여 큰형님집 한켠에 공방을 차렸다. 이후 6.25 전쟁이 발발하였고, 징집을 피하기 위해 진주로 피난한 후 광양으로 돌아와서 숨어 지냈다. 그러나 결국 징집되어 강원도 인제에서 수입검사병으로 3년 1개월 복무하다 전역하였다. 제대 후 일자리를 찾아 전주로 가서 새장 만드는 일, 나무를 운송하는 일 등을 거쳤으나 신통치 않았다. 그는 다시 광양으로 돌아와 장도일을 전념하기 시작하였다. 30대 초반에 전주에서 만난 정정례와 혼인하여 득남을 하고 그 아래로 딸 셋을 두었다. 그는 가족의 생계를 위해 교육청에서 일하는 자형의 도움을 받아 학교에서 근무하였으며, 숙직실에서 틈틈이 장도를 만들곤 하였다. 2년간 일한 후 구 광양경찰서 옆에 공방을 차렸다. 특히 전두환 정권 때에는 관공서, 경찰서, 인근 군부대는 물론 일본과 미국, 캐나다 등지에서도 소장용 장도 제작 문의가 종종 있었다. 1971년 제1회 관광민예품경진대회에서 일곱 종류의 장도를 출품하였으며, 그 후로 문화재위원 예용해, 박성삼, 이종석 등과 교류하기 시작한다. 1975년에는 광양읍 칠성리에 집을 마련하고 '광양패도사'라는 간판을 걸었다. 박용기는 그의 솜씨를 인정받아 1978년 국가무형문화재 제60호 장도장 보유자로 인정되었고, 칼 도(刀)에 집 암(庵)을 붙인 도암(刀庵)이라는 호를 지니게 되었다. 1981년에는 서울 롯데백화점에서 첫 개인전을 여는 등 전국을 돌며 다양한 장도 작품을 선보였다. 아들 박종군과 손주가 장도 작업을 돕기 시작하면서 장도의 대중화를 위해 지역 문화 상품용 장도를 개발했으며 2006년에 장도박물관을 개관하였다. 박용기는 평생 수집하고 작업한 장도와 각종 공구 등을 광양시에 기부했다. 그는 여생 내내 박물관에 손님이 올 때마다 직접 나서 광양 장도의 역사와 특징을 설명하기를 즐겼다. 2014년 84세로 별세하였다.",2013,구술채록,전남 광양시 광양읍 칠성리 광양장도박물관,장도장(粧刀匠) 박용기,신유미(국립무형유산원),공예 미술 등에 관한 전통기술 > 공예,0,1,0,0,4유형(임의지정),
,139,무형유산 디지털 아카이브,HOME > 자료분류별검색 > 국가무형문화재 기록화 > 구술채록,,국가무형문화재 전승자 구술 자서전(005) 백동연죽장 황영보,"기술은 다음, 연장 간수가 첫째라","황영보(黃永保)는 1932년 전북 남원시 왕정동에서 태어났다. 왕정동은 예부터 연죽(煙竹, 담뱃대) 제작을 생업으로 삼은 가구가 많았다. 황영보의 할아버지와 아버지도 연죽을 만드는 것을 업으로 삼았다. 자연스럽게 그 또한 1945년 14살부터 아버지에게 연죽을 사사하였다. 그러던 중 6.25 전쟁이 터졌고, 인민군에 의해 합천으로 끌려갔다가 도망쳐 나와 남원으로 다시 돌아왔다. 1954년 23살 때 곡성에 사는 김재님과 결혼을 하였고, 그 이듬해 1년간 군 생활을 하였다. 황영보가 군 생활을 하던 기간 동안 아내는 유기를 파는 등 근근이 생활을 하였다. 이 사실을 알게 된 그는 휴가를 나왔다가 복귀하지 않고 곡성 처갓집에 숨어 담뱃대를 만들기 시작한다. 처갓집 마당의 처마 밑에 화덕을 들여놓고 바람이 들지 않게 짚으로 사방을 막아 공방을 꾸렸다. 밤낮없이 일에 매진하여 만든 연죽을 판 돈으로 논을 살만큼 점차 형편은 나아졌다. 보충역 제대증이 나오자 황영보는 곡성의 논을 팔고, 고향으로 돌아가서 경제적 기반을 다졌다. 아들이 국민학교 1학년을 마칠 무렵 그는 남원 도로가에 가게를 짓고, 안채를 집으로 삼아 아내와 자식과 함께 살림을 꾸려갔다. 그 가게에서 도방을 하여 전라도 오일장을 비롯한 경상도, 충청도 등의 연죽 공급을 도맡았다. 담뱃대의 수요가 흥하던 당시 황영보는 꾸준히 제작활동을 하였으며, 이로 인해 마을에서 두 번째로 텔레비전을 살 만큼 돈을 모을 수 있었다. 1980년부터 여러 공예품 대회에 자신이 만든 연죽을 출품하기 시작한 황영보는 1983년 제8회 전승공예대전 입선, 1984년 제7회 전국 공예품 경진대회 특선, 제9회 전승공예대전 입선, 1992년 제17회 전승공예대전 장려상 등의 성과를 거둔다. 1993년 62세가 되던 해에 그는 국가무형문화재 제65호 백동연죽장 보유자로 인정되었다. 2002년에는 남원시 백동연죽장전수회관을 개관하는 등 전수교육에 힘쓰고 있으며, 그의 아들 황기조가 2004년 국가무형문화재 제65호 백동연죽장 전수교육조교로 인정되어 아버지 황영보의 길을 이어나가고 있다. 황영보는 2018년 1월 20일 별세하였다.",2013,구술채록,전북 남원시 어현동 백동연죽장전수회관,백동연죽장(白銅煙竹匠) 황영보,안수현(듀크대학교),공예 미술 등에 관한 전통기술 > 공예,0,1,0,0,4유형(임의지정),
,140,무형유산 디지털 아카이브,HOME > 자료분류별검색 > 국가무형문화재 기록화 > 구술채록,,국가무형문화재 전승자 구술 자서전(006) 망건장 이수여,천천히 구멍구멍 엮엉 와수다,"이수여(李受汝)는 1923년 제주시 봉개동에서 태어났다. 그의 집은 잔일(말총 수공업)로 일청을 꾸리던 집이었다. 그는 어머니를 따라 12살 때부터 탕건일을 배웠으며, 마을 사람들과도 함께 모여서 만들곤 하였다. 그는 19살이 되던 해, 한 살 어린 남편 강문수를 만나 결혼했다. 남편은 결혼 직후 군인이 되어 일본으로 넘어갔으며, 이수여는 어머니에게 배운 망건일을 생업으로 삼으며 생계를 이어나갔다. 남편은 해방을 맞아 전역하였으나 딸 강전향을 얻은 후 4.3사건으로 실종되었다. 한참 이후에 목포형무소에서 생을 마감한 사실을 알게되었다. 이수여와 시아버지는 상처 속에 봉개동을 떠나 삼양동에 자리를 잡았다. 해방 후 갓 쓰는 사람들이 서울에서 제주도까지 찾아왔다. 이때 이수여는 순천에서 몸골을 들고 온 한 할아버지를 만난다. 그는 이수여에게 몸골을 줄 테니 망건을 만들어 팔 것을 제안했고, 이수여에게 망건을 사 가면, 베나 솜으로 바꿔 오곤 하였다. 말총을 다룰 줄 아는 이수여는 탕건장 보유자 김공춘을 만나 새마을공장에서 말총 관광기념품을 제작하는 일을 3년간 하기도 하였다. 문화재 발굴을 하던 이종석의 추천으로 이수여는 1980년 서울에 올라가 시연을 하였고, 그 실력을 인정받아 국가무형문화재 제66호 망건장 보유자로 인정되었다. 당시 딸 강전향도 이수자가 되었다. 모녀가 1988년 서울올림픽 때 경복국에서 시연과 서울에서 전시를 했으며, 이수여는 문화재가 된 뒤 차츰 다른 장인들을 알게 되었다. 특히 탐라문화제를 통해 다양한 무형문화재 보유자들과 교류할 수 있었다. 제주민속촌 행사에 강순자, 김혜정과 자주 참여하였으며, 특히 갓일을 하는 김인과 가깝게 지냈다. 이수여는 딸 강전향 외에도 손녀와 손자며느리에게 망건 만드는 일을 전수하였다. 2009년 이수여는 국가무형문화재 제66호 망건장 명예보유자로 인정되었으며, 강전향이 그 뒤를 이어 망건장 보유자가 되어 다양한 활동을 하고 있다.",2012,구술채록,제주도 제주시 삼양2동 이수여 자택,망건장(網巾匠) 이수여,한금순(제주대학교),공예 미술 등에 관한 전통기술 > 공예,0,1,0,0,4유형(임의지정),
,141,무형유산 디지털 아카이브,HOME > 자료분류별검색 > 국가무형문화재 기록화 > 구술채록,,국가무형문화재 전승자 구술 자서전(007) 유기장 이봉주,방짜 원대장이 가는 길,"이봉주(李鳳周)는 1928년(주민등록 1926년) 평안북도 정주군 덕언면 침향동에서 9남매 중 셋째로 태어났다. 어렸을 때 이름은 이봉빈(李鳳斌)이었다. 1944년 17살 무렵 일제의 강제 노역을 피하기 위해 문례광산에서 광산 생활을 하다가 다시 고향으로 돌아와 김익찬과 결혼하였다. 아버지가 사건에 연루되어 이봉주의 집안은 요시찰 대상이 되면서 자유를 찾고자 1948년 월남을 결심하게 되었다. 이봉주는 아내와 동생들을 모두 남겨 두고 죽을 고비를 여러 번 넘기면서 남한에 내려온다. 그때 서울에서 유기 장사를 하는 부인의 이모부인 탁창여를 찾아나선 끝에 유기 공장을 찾을 수 있었으며 그곳에서 일을 시작했다. 유기 공장에서 기술을 익히는 과정은 평탄하지만은 않았다. 이봉주는 무수히 많은 실패를 거듭하며 일을 배워 나갔다. 탁창여가 든든한 조력자로 수많은 실패 속에서도 재료와 연료를 공급하고 인건비의 손해를 감수하면서도 일을 배울 수 있게 기다려 주었다. 원대장이 되고 얼마 지나지 않아 6.25 전쟁이 일어났다. 인민군에게 끌려가지 않기 위해 이봉주는 벙어리 행세를 해 가며 위험한 고비를 여러 차례 넘겼다. 9.28 서울 수복 이후 탁창여가 다시 유기점을 열자 점원으로 일하다가 대구로 피난을 가게 된다. 1.4 후퇴 이후 대구에서 고향 친구들과 함께 과자 장사를 시작했지만 헌병들이 젊은 남성들의 신분증을 뺏고 되찾으러 오라고 했다가 그날로 군대에 끌고 들어가는 경우가 많았기 때문에 이봉주는 신분증을 빼앗긴 후 형의 이름을 빌려 이봉주의 삶을 살게 되었다. 이후 이봉주는 기자증을 사서 제주도로 피난을 가게 되었고, 오화선과 결혼한다. 얼마 지나지 않아 군대에 들어가 1955년 제대하였다. 이봉주는 전쟁이 끝나고 다시 서울에 돌아와 탁창여의 공장에서 일하다 구로동에 공장을 얻어 운영했다. 이후 염창동으로 이전하였으나 공장 운영이 힘들어지면서 공장 문을 닫아야 했다. 1960년대 말 무렵, 부인의 만류에도 불구하고 이봉주는 원대장일을 다시 하기로 결정한다. 이봉주는 탁창여에게 함마 기계를 빌려 유기를 만들 수 있게 되었고, 덕분에 생활이 점차 나아져 새 방짜유기 공장으로 재기할 수 있었다. 1981년에는 미국의 심벌즈 제조 회사인 질디언 사와 교류를 트기도 하였으며, 1982년 전승공예대전에서 문공부장관상을 수상하기도 하였다. 1983년에는 국가무형문화재 제77호 유기장 보유자로 인정되었다. 2003년 공기가 좋은 문경시 가은읍에 터를 잡아 방짜유기촌을 설립하였고, 2007년에는 대구에 방짜유기박물관을 개관하였다. 이봉주는 후세에 방짜기술을 남기기 위해 자서전 『납청양대』와 『메질 많이 해야 황금으로 빛난다』를 발간하였다. 2013년에 국가무형문화재 제77호 유기장 명예보유자로 인정되었으며, 그의 뒤를 이어 아들 이형근이 2015년에 보유자로 인정되었다.",2012,구술채록,경북 문경시 가은읍 방짜유기촌,유기장(鍮器匠) 이봉주,신유미(국립무형유산원),공예 미술 등에 관한 전통기술 > 공예,0,1,0,0,4유형(임의지정),
,142,무형유산 디지털 아카이브,HOME > 자료분류별검색 > 국가무형문화재 기록화 > 구술채록,,국가무형문화재 전승자 구술 자서전(008) 배첩장 김표영,마음속이 옳아야 그림 속을 고치지,"김표영(金杓永)은 1925년 11월 10일 충북 청원군 강외면 만수리에서 태어났다. 음식솜씨가 좋은 어머니와 한학에 밝았던 아버지와 함께 유복한 시절을 보냈다. 그러나 할아버지가 돌아가시면서 가세가 급격히 기울었다. 생활고를 벗어나고자 김표영의 가족은 사촌 매형 윤병세가 살던 청주로 이사를 갔다. 아버지는 시골의 집과 텃밭을 판 돈으로 사업을 시도하였으나 실패하면서 김표영은 보통학교를 그만두고 신문배달부터 농사짓기까지 온갖 일을 하였다. 그러다 사촌 매형이 운영하던 윤병세표구사에서 심부름을 시작하게 되면서 배첩에 눈뜨기 시작한다. 그는 1941년 17살에 이계우와 결혼하였다. 이듬해 18살에 일본 해군에 입대하였다. 김해로 배치받아 비행기 폭격에 대비하는 고사포를 설치하며 지내다가 해방을 맞이했다. 해방 후 경찰학교를 수료하고 경찰이 되었으나 6.25 전쟁이 발발하고, 전쟁에서 한쪽 팔에 부상을 입으면서 국가유공자가 되었다. 휴전 이후에는 경찰로 복직하지 않고 월악산 부근, 부산으로 갔다가 다시 청주로 돌아가 청주표구사에서 함께 일하던 권영일과 도배일을 하다가 서울에 올라가게 된다. 김표영은 안국동에서 박당표구사를 운영하던 김용복을 만나게 되면서 표구의 모든 것을 다시 배우기 시작했다. 기술을 연마했을 뿐 아니라 여러 표구사들과 교류하며 경험을 나누었다. 이후 김표영은 박당표구사를 떠나 여러 곳을 전전하다가 박당표구사 근처에 자신의 표구사인 영일표구사를 차렸다. 그로써 박당표구사와 끈을 놓지 않고 배움을 이어 나갔다. 국산 재료의 생산뿐 아니라 문화재 보수도 이 시기에 접했으며 이후 자신의 이름으로 많은 골동과 서화를 다루고 차츰 문화재 수리에 발을 들여놓게 되었다. 뛰어난 능력으로 이름을 얻은 김표영은 문화재관리국은 물론 각급 문화재 관련 기구에서 함께 작업을 하였다. 김표영은 자신이 하는 일의 중요성을 깨닫고, '지류문화재 수리'에 대한 목적을 확립하고자 1992년 일산에 지류문화재보존연구원을 설립하였다. 김표영은 그의 능력을 인정받아 1996년 국가무형문화재 제102호 배첩장 보유자로 인정되었다. 그는 자신이 다루는 보물에 걸맞는 책임감을 지니고 배접용 종이, 백토지를 개발하였으며, 정제수를 직접 구해 풀 제작에도 공을 들였다. 올바른 배접 전승을 위해 자신의 지식을 정리해 책을 출간하고자 노력하였다. 충북 청주 배첩전수교육관에서 생의 마지막까지 일에 대한 열정을 놓지 않았던 김표영은 2014년 9월 24일 별세하였다.",2012,구술채록,충북 청주시 배첩전수교육관,배첩장(褙貼匠) 김표영,최숙경(국립국악원),공예 미술 등에 관한 전통기술 > 미술,0,1,0,0,4유형(임의지정),
,143,무형유산 디지털 아카이브,HOME > 자료분류별검색 > 국가무형문화재 기록화 > 구술채록,,국가무형문화재 전승자 구술 자서전(009) 불화장 임석정,불화는 신심으로부터지,"임석정(林石鼎)은 1928년(주민등록 1924년) 강원도 인제군에서 아버지 용음 스님과 어머니 이춘봉 여사 사이에서 독남으로 태어났다. 어릴 때 이름은 임환경(林還慶)이었다. 임석정은 어려서부터 탱화와 불상을 즐겨보고, 집에 와서는 종이나 나무토막에 줄곧 따라 그렸다. 1940년 13살이 되던 해, 수소문 끝에 금강산을 떠나 아버지 용음 스님을 만나 송광사에서 스승으로 출가하였고, 때마침 사천왕 보결불사를 위해 찾아 온 당대 최고의 불모인 일섭 스님을 만나서 제자가 되었다. 일섭 스님과 처음으로 제주도 원당사의 감로탱화를 불사했고, 이후 첫 단독 불사로 상주 청게사에서 관세음보살을 조성하였다. 금강산을 떠난지 8개월 만에 어머니와 재회했고, 불사를 자유롭게 하라는 어머니의 허락을 받았다. 이후 그는 송라사, 낙산사, 영시암, 보현암 등 강원도의 여러 사찰과 암자를 돌며 단청과 탱화를 불사하던 중 해방을 맞아 월남하였다. 용음 스님을 남원 백우암에서 재회한 후 승려의 길을 결심하였다. 6.25 전쟁 당시 임석정은 파손이 되버린 통도사의 중노전을 중수하면서 여러 스님과 함께 사천왕 불사를 주관하였다. 표충사 주지로 지내며 효봉 스님을 열반에 들 때까지 모셨다. 1969년에는 한국 최초의 〈선서화전(禪書畵展)〉을 개최하였다. 1989년에는 전국의 옛 불화를 체계적으로 조사하여 기록하려는 목적으로 범하 스님을 주축으로 태허 스님, 동욱 스님, 장충식 교수 등과 함께 성보문화재보존연구원을 발족시켜 전국불화조사단을 구성하였다. 2006년 476개 사찰 및 14개 박물관 소장 불화 조사를 완료하였으며, 1995년 이후 매년 4권씩 『한국의 불화』를 간행하여, 2007년에 40권을 집대성하였다. 이러한 업적으로 임석정은 2001년에 제10회 행원문화상, 2007년에는 보관문화훈장을 수상하였다. 1992년에는 국가무형문화재 제48호 단청장 보유자로 인정되었으나, 이후 2006년 국가무형문화재 제118호 불화장이 지정되었으며, 보유자로 인정되었다. 2011년 생명나눔실천본부가 주관한 생명나눔운동에 동참하여 장기 기증을 약속했고, 2012년 12월 20일 입적하였다.",2011,구술채록,부산시 금정구 임석정의 자택,불화장(佛畵匠) 임석정,이은정(영남대학교),공예 미술 등에 관한 전통기술 > 미술,0,1,0,0,4유형(임의지정),
,144,무형유산 디지털 아카이브,HOME > 자료분류별검색 > 국가무형문화재 기록화 > 구술채록,,국가무형문화재 전승자 구술 자서전(010) 양주별산대놀이 노재영,나는 신이 나서 죽겠다,"노재영(盧載永)은 1932년 경기도 양주군 주내면 유양리에서 태어났다. 유양리는 10대조 할아버지가 들어와 정착한 후 노씨 자손이 지역에 모여 살았다. 노재영의 큰아버지는 양주별산대놀이에서 소무 역할로 춤을 잘 추었다고 하며, 노재영도 어린 시절 동네에서 벌어지는 산대놀이 춤을 구경하고 친구들과 흉내내며 어울려 놀았다. 6.25 전쟁이 터지자 노재영은 인민 의용군으로 끌려갔다. 동두천을 거쳐 현재 함경도 지방으로 끌려가던 노재영은 폭격 속 원산에서 도망쳐 평안도까지 걸어갔지만, 평안도 안주에서 거제포로수용소로 이송되었다. 1년간의 수용소 생활을 거치고 1952년에 석방되어 고향으로 돌아왔지만, 휴전 4일 후 다시 해병대로 입대하게 된다. 강화도에서 군생활을 하던 중에 아내를 만나 결혼을 했고 제대 후 다시 고향으로 돌아온 뒤에 목수일을 전문으로 하면서 경제적 기반을 다질 수 있게 되었다. 노재영이 27세가 되었던 1958년, 당시 양주별산대놀이를 이어가던 김성태의 눈에 들었다. 김성태는 노재영의 소질을 발견하고 집으로 불러서 본격적으로 양주별산대놀이를 전수하였다. 33살이 되던 1964년, 국가무형문화재 제2호 양주별산대놀이 보유자(취발이·옴중)로 인정되었고, 각종 방송에도 출연하면서 대외적으로 양주별산대놀이를 알렸다. 노재영은 제자 양성에도 힘썼다. 노재영은 자신의 인생을 돌아보며 ""지나고 보니까 제일 즐거웠던 게 애들 가르치는 시절, 또 돈 벌러 다니는 시절, 이리 뛰고 저리 뛰고 했던 시절""이라고 술회하였다. 그는 2016년 8월 23일작고하였다.",2013,구술채록,경기도 양주시 노재영의 자택,양주별산대놀이(楊州別山臺놀이) 노재영,"허용호(고려대학교), 손병만",전통적 공연예술 > 연희,0,1,0,0,4유형(임의지정),
,145,무형유산 디지털 아카이브,HOME > 자료분류별검색 > 국가무형문화재 기록화 > 구술채록,,국가무형문화재 전승자 구술 자서전(011) 강릉농악 박기하,사방 농악을 이끄는 상쇠,"박기하(朴基河)는 1920년 4월 7일 강원도 명주군 왕산면 송현리 송현마을에서 태어났다. 어릴 때부터 독립운동가인 아버지 밑에서 자라 여러 차례 피난을 다녔다. 그러던 중 정선군 금방동에서 마을 농악대를 처음 보고 관심을 갖게 되면서 농악대를 따라 다니기 시작했다. 17세 때 왕산면 왕산리로 이사해 왕산농악대에서 무동으로도 활동하고, 2년 뒤 왕산면 도마리 2구 탑동마을에서 영동농악을 본격적으로 익혔다. 그는 징용 갔다 돌아온 후 26세 때 탑동농악대를 창설해 상쇠를 맡았으며 고사소리를 직접 고안하기도 했다. 1948년 이승만 대통령 취임식 축하 공연, 제2~4회 전국민속예술경연대회 등 국가 공식 행사에 연달아 참가하면서 강릉농악의 존재를 알려 왔다. 박기하가 50세가 되던 해에 홍제동에서 농악대를 만들고자 그를 찾아와 교육을 의뢰했다. 그가 지도한 홍제동농악대는 강릉단오제 농악경연대회에서 10여 년 간 연승하며 그 기량을 발휘했고 상쇠를 맡았던 평창 백옥포농악대가 전국민속예술경연대회에서 문화공보부 장관상과 국무총리상을 연달아 수상했다. 그러나 홍제동농악대는 해체되었다. 이후 그는 1984년 강릉농악을 다시 일으키기 위해 사천 하평농악을 이끌던 김용현과 합세해 이듬해 상쇠로서 하평답교농악을 지휘하며 전국민속예술경연대회에서 문화공보부 장관상을 받았다. 박기하는 강릉농악의 굴곡을 목도하며 전통 계승에 이바지한 바에 따라 1985년 국가무형문화재 제11-4호 강릉농악 보유자(상쇠)로 인정되었다. 이후 1996년 서울 놀이마당 농악 부문 대상, 1997년 전국민속경연 대회 국무총리상 등을 받았다. 그는 전수교육에도 꾸준히 노력하여 60대까지도 강릉시 6개동 농악대와 초중고 10개교 농악대를 지도했다. 박기하는 2006년 국가무형문화재 제11-4호 강릉농악 명예보유자로 인정되었으며 2017년 4월 19일 98세의 나이로 별세했다.",2012~2013,구술채록,강원도 강릉시 내곡동 박기하의 자택,강릉농악(江陵農樂) 박기하,신유미(국립무형유산원),전통적 공연예술 > 음악,0,1,0,0,4유형(임의지정),
