대구광역시 수성구청 권리처리 목록,,,,,,,,,,,,
순번,사이트명,카테고리,이름,설명,등록일,영상,사진,문서,기존 공공누리 유형,최종 공공누리 유형,계약서 유무,비고
55,수성구청,HOME > 행복수성 > 구정홍보 > 근현대사 사진집(새 창) > 오래도록 간직하고픈 수성구 이야기 > 앨범 속 수성구를 찾다,대구교육청 앞마당에서,"사라져가는 수성구의 모습을 기억하고자 수성구의 과거 사진을 공모 (2019)

수성구민들의 오래된 앨범 속에서 찾은 보석같은 사진들을 함께 들여다보자.",1987,0,1,0,미부착,개방불가,행복아카이브팀(5인)이 촬영한 사진으로서 촬영자와의 계약서를 보관하고 있지 않음.,
56,수성구청,HOME > 행복수성 > 구정홍보 > 근현대사 사진집(새 창) > 오래도록 간직하고픈 수성구 이야기 > 앨범 속 수성구를 찾다,동일초등학교 가을운동회,"사라져가는 수성구의 모습을 기억하고자 수성구의 과거 사진을 공모 (2019)

수성구민들의 오래된 앨범 속에서 찾은 보석같은 사진들을 함께 들여다보자.",1988,0,1,0,미부착,개방불가,행복아카이브팀(5인)이 촬영한 사진으로서 촬영자와의 계약서를 보관하고 있지 않음.,
57,수성구청,HOME > 행복수성 > 구정홍보 > 근현대사 사진집(새 창) > 오래도록 간직하고픈 수성구 이야기 > 앨범 속 수성구를 찾다,어린이회관 앞 도로에서,"사라져가는 수성구의 모습을 기억하고자 수성구의 과거 사진을 공모 (2019)

수성구민들의 오래된 앨범 속에서 찾은 보석같은 사진들을 함께 들여다보자.",1988,0,1,0,미부착,개방불가,행복아카이브팀(5인)이 촬영한 사진으로서 촬영자와의 계약서를 보관하고 있지 않음.,
58,수성구청,HOME > 행복수성 > 구정홍보 > 근현대사 사진집(새 창) > 오래도록 간직하고픈 수성구 이야기 > 앨범 속 수성구를 찾다,성동초등학교 운동회를 마치고,"사라져가는 수성구의 모습을 기억하고자 수성구의 과거 사진을 공모 (2019)

수성구민들의 오래된 앨범 속에서 찾은 보석같은 사진들을 함께 들여다보자.",1991,0,1,0,미부착,개방불가,행복아카이브팀(5인)이 촬영한 사진으로서 촬영자와의 계약서를 보관하고 있지 않음.,
59,수성구청,HOME > 행복수성 > 구정홍보 > 근현대사 사진집(새 창) > 오래도록 간직하고픈 수성구 이야기 > 앨범 속 수성구를 찾다,수성랜드,"사라져가는 수성구의 모습을 기억하고자 수성구의 과거 사진을 공모 (2019)

수성구민들의 오래된 앨범 속에서 찾은 보석같은 사진들을 함께 들여다보자.",1994,0,1,0,미부착,개방불가,행복아카이브팀(5인)이 촬영한 사진으로서 촬영자와의 계약서를 보관하고 있지 않음.,
60,수성구청,HOME > 행복수성 > 구정홍보 > 근현대사 사진집(새 창) > 오래도록 간직하고픈 수성구 이야기 > 앨범 속 수성구를 찾다,수성랜드,"사라져가는 수성구의 모습을 기억하고자 수성구의 과거 사진을 공모 (2019)

수성구민들의 오래된 앨범 속에서 찾은 보석같은 사진들을 함께 들여다보자.",1995,0,1,0,미부착,개방불가,행복아카이브팀(5인)이 촬영한 사진으로서 촬영자와의 계약서를 보관하고 있지 않음.,
61,수성구청,HOME > 행복수성 > 구정홍보 > 근현대사 사진집(새 창) > 오래도록 간직하고픈 수성구 이야기 > 앨범 속 수성구를 찾다,수성랜드,"사라져가는 수성구의 모습을 기억하고자 수성구의 과거 사진을 공모 (2019)

수성구민들의 오래된 앨범 속에서 찾은 보석같은 사진들을 함께 들여다보자.",1994,0,1,0,미부착,개방불가,행복아카이브팀(5인)이 촬영한 사진으로서 촬영자와의 계약서를 보관하고 있지 않음.,
62,수성구청,HOME > 행복수성 > 구정홍보 > 근현대사 사진집(새 창) > 오래도록 간직하고픈 수성구 이야기 > 수성사진공모전,신천야외수영장,"수성구민들의 손으로 기록한 수성구의 모습 수성사진공모전 1-9회 수상작

빠르게 변해온 삶의 모습들, 거리 풍경 등 수성구의 변천사를 사진으로 되짚어 본다.",1996,0,1,0,미부착,개방불가,행복아카이브팀(5인)이 촬영한 사진으로서 촬영자와의 계약서를 보관하고 있지 않음.,
63,수성구청,HOME > 행복수성 > 구정홍보 > 근현대사 사진집(새 창) > 오래도록 간직하고픈 수성구 이야기 > 수성사진공모전,환희(두산폭포),"수성구민들의 손으로 기록한 수성구의 모습 수성사진공모전 1-9회 수상작

빠르게 변해온 삶의 모습들, 거리 풍경 등 수성구의 변천사를 사진으로 되짚어 본다.",2001,0,1,0,미부착,개방불가,행복아카이브팀(5인)이 촬영한 사진으로서 촬영자와의 계약서를 보관하고 있지 않음.,
64,수성구청,HOME > 행복수성 > 구정홍보 > 근현대사 사진집(새 창) > 오래도록 간직하고픈 수성구 이야기 > 수성사진공모전,나이뻐,"수성구민들의 손으로 기록한 수성구의 모습 수성사진공모전 1-9회 수상작

빠르게 변해온 삶의 모습들, 거리 풍경 등 수성구의 변천사를 사진으로 되짚어 본다.",2000,0,1,0,미부착,개방불가,행복아카이브팀(5인)이 촬영한 사진으로서 촬영자와의 계약서를 보관하고 있지 않음.,
65,수성구청,HOME > 행복수성 > 구정홍보 > 근현대사 사진집(새 창) > 오래도록 간직하고픈 수성구 이야기 > 수성사진공모전,오누이,"수성구민들의 손으로 기록한 수성구의 모습 수성사진공모전 1-9회 수상작

빠르게 변해온 삶의 모습들, 거리 풍경 등 수성구의 변천사를 사진으로 되짚어 본다.",2004,0,1,0,미부착,개방불가,행복아카이브팀(5인)이 촬영한 사진으로서 촬영자와의 계약서를 보관하고 있지 않음.,
66,수성구청,HOME > 행복수성 > 구정홍보 > 근현대사 사진집(새 창) > 오래도록 간직하고픈 수성구 이야기 > 수성사진공모전,팽이치기,"수성구민들의 손으로 기록한 수성구의 모습 수성사진공모전 1-9회 수상작

빠르게 변해온 삶의 모습들, 거리 풍경 등 수성구의 변천사를 사진으로 되짚어 본다.",2004,0,1,0,미부착,개방불가,행복아카이브팀(5인)이 촬영한 사진으로서 촬영자와의 계약서를 보관하고 있지 않음.,
67,수성구청,HOME > 행복수성 > 구정홍보 > 근현대사 사진집(새 창) > 오래도록 간직하고픈 수성구 이야기 > 수성사진공모전,수성의 아침,"수성구민들의 손으로 기록한 수성구의 모습 수성사진공모전 1-9회 수상작

빠르게 변해온 삶의 모습들, 거리 풍경 등 수성구의 변천사를 사진으로 되짚어 본다.",2000,0,1,0,미부착,개방불가,행복아카이브팀(5인)이 촬영한 사진으로서 촬영자와의 계약서를 보관하고 있지 않음.,
68,수성구청,HOME > 행복수성 > 구정홍보 > 근현대사 사진집(새 창) > 오래도록 간직하고픈 수성구 이야기 > 수성사진공모전,설일,"수성구민들의 손으로 기록한 수성구의 모습 수성사진공모전 1-9회 수상작

빠르게 변해온 삶의 모습들, 거리 풍경 등 수성구의 변천사를 사진으로 되짚어 본다.",1997,0,1,0,미부착,개방불가,행복아카이브팀(5인)이 촬영한 사진으로서 촬영자와의 계약서를 보관하고 있지 않음.,
69,수성구청,HOME > 행복수성 > 구정홍보 > 근현대사 사진집(새 창) > 오래도록 간직하고픈 수성구 이야기 > 수성사진공모전,담티고개,"수성구민들의 손으로 기록한 수성구의 모습 수성사진공모전 1-9회 수상작

빠르게 변해온 삶의 모습들, 거리 풍경 등 수성구의 변천사를 사진으로 되짚어 본다.",1999,0,2,0,미부착,개방불가,행복아카이브팀(5인)이 촬영한 사진으로서 촬영자와의 계약서를 보관하고 있지 않음.,
70,수성구청,HOME > 행복수성 > 구정홍보 > 근현대사 사진집(새 창) > 오래도록 간직하고픈 수성구 이야기 > 수성사진공모전,살기 좋은 수성구,"수성구민들의 손으로 기록한 수성구의 모습 수성사진공모전 1-9회 수상작

빠르게 변해온 삶의 모습들, 거리 풍경 등 수성구의 변천사를 사진으로 되짚어 본다.",1998,0,1,0,미부착,개방불가,행복아카이브팀(5인)이 촬영한 사진으로서 촬영자와의 계약서를 보관하고 있지 않음.,
71,수성구청,HOME > 행복수성 > 구정홍보 > 근현대사 사진집(새 창) > 오래도록 간직하고픈 수성구 이야기 > 수성사진공모전,고산의 어제와 오늘,"수성구민들의 손으로 기록한 수성구의 모습 수성사진공모전 1-9회 수상작

빠르게 변해온 삶의 모습들, 거리 풍경 등 수성구의 변천사를 사진으로 되짚어 본다.",1999,0,2,0,미부착,개방불가,행복아카이브팀(5인)이 촬영한 사진으로서 촬영자와의 계약서를 보관하고 있지 않음.,
72,수성구청,HOME > 행복수성 > 구정홍보 > 근현대사 사진집(새 창) > 오래도록 간직하고픈 수성구 이야기 > 수성사진공모전,윤곽드러낸 월드컵경기장,"수성구민들의 손으로 기록한 수성구의 모습 수성사진공모전 1-9회 수상작

빠르게 변해온 삶의 모습들, 거리 풍경 등 수성구의 변천사를 사진으로 되짚어 본다.",1999,0,1,0,미부착,개방불가,행복아카이브팀(5인)이 촬영한 사진으로서 촬영자와의 계약서를 보관하고 있지 않음.,
73,수성구청,HOME > 행복수성 > 구정홍보 > 근현대사 사진집(새 창) > 오래도록 간직하고픈 수성구 이야기 > 수성사진공모전,월드컵의 꿈,"수성구민들의 손으로 기록한 수성구의 모습 수성사진공모전 1-9회 수상작

빠르게 변해온 삶의 모습들, 거리 풍경 등 수성구의 변천사를 사진으로 되짚어 본다.",2000,0,3,0,미부착,개방불가,행복아카이브팀(5인)이 촬영한 사진으로서 촬영자와의 계약서를 보관하고 있지 않음.,
74,수성구청,HOME > 행복수성 > 구정홍보 > 근현대사 사진집(새 창) > 오래도록 간직하고픈 수성구 이야기 > 수성사진공모전,무제,"수성구민들의 손으로 기록한 수성구의 모습 수성사진공모전 1-9회 수상작

빠르게 변해온 삶의 모습들, 거리 풍경 등 수성구의 변천사를 사진으로 되짚어 본다.",2001,0,1,0,미부착,개방불가,행복아카이브팀(5인)이 촬영한 사진으로서 촬영자와의 계약서를 보관하고 있지 않음.,
75,수성구청,HOME > 행복수성 > 구정홍보 > 근현대사 사진집(새 창) > 오래도록 간직하고픈 수성구 이야기 > 수성사진공모전,범어네거리의 붉은 악마들,"수성구민들의 손으로 기록한 수성구의 모습 수성사진공모전 1-9회 수상작

빠르게 변해온 삶의 모습들, 거리 풍경 등 수성구의 변천사를 사진으로 되짚어 본다.",2002,0,1,0,미부착,개방불가,행복아카이브팀(5인)이 촬영한 사진으로서 촬영자와의 계약서를 보관하고 있지 않음.,
76,수성구청,HOME > 행복수성 > 구정홍보 > 근현대사 사진집(새 창) > 오래도록 간직하고픈 수성구 이야기 > 수성사진공모전,대한민국,"수성구민들의 손으로 기록한 수성구의 모습 수성사진공모전 1-9회 수상작

빠르게 변해온 삶의 모습들, 거리 풍경 등 수성구의 변천사를 사진으로 되짚어 본다.",2002,0,1,0,미부착,개방불가,행복아카이브팀(5인)이 촬영한 사진으로서 촬영자와의 계약서를 보관하고 있지 않음.,
77,수성구청,HOME > 행복수성 > 구정홍보 > 근현대사 사진집(새 창) > 오래도록 간직하고픈 수성구 이야기 > 수성사진공모전,"전원도시(현, 대구농업마이스터고등학교 부근)","수성구민들의 손으로 기록한 수성구의 모습 수성사진공모전 1-9회 수상작

빠르게 변해온 삶의 모습들, 거리 풍경 등 수성구의 변천사를 사진으로 되짚어 본다.",1997,0,1,0,미부착,개방불가,행복아카이브팀(5인)이 촬영한 사진으로서 촬영자와의 계약서를 보관하고 있지 않음.,
78,수성구청,HOME > 행복수성 > 구정홍보 > 근현대사 사진집(새 창) > 오래도록 간직하고픈 수성구 이야기 > 수성사진공모전,황금네거리 단풍,"수성구민들의 손으로 기록한 수성구의 모습 수성사진공모전 1-9회 수상작

빠르게 변해온 삶의 모습들, 거리 풍경 등 수성구의 변천사를 사진으로 되짚어 본다.",2004,0,1,0,미부착,개방불가,행복아카이브팀(5인)이 촬영한 사진으로서 촬영자와의 계약서를 보관하고 있지 않음.,
79,수성구청,HOME > 행복수성 > 구정홍보 > 근현대사 사진집(새 창) > 오래도록 간직하고픈 수성구 이야기 > 수성사진공모전,범어네거리 야경,"수성구민들의 손으로 기록한 수성구의 모습 수성사진공모전 1-9회 수상작

빠르게 변해온 삶의 모습들, 거리 풍경 등 수성구의 변천사를 사진으로 되짚어 본다.",1996,0,1,0,미부착,개방불가,행복아카이브팀(5인)이 촬영한 사진으로서 촬영자와의 계약서를 보관하고 있지 않음.,
80,수성구청,HOME > 행복수성 > 구정홍보 > 근현대사 사진집(새 창) > 오래도록 간직하고픈 수성구 이야기 > 수성사진공모전,범어네거리 야경,"수성구민들의 손으로 기록한 수성구의 모습 수성사진공모전 1-9회 수상작

빠르게 변해온 삶의 모습들, 거리 풍경 등 수성구의 변천사를 사진으로 되짚어 본다.",1997,0,1,0,미부착,개방불가,행복아카이브팀(5인)이 촬영한 사진으로서 촬영자와의 계약서를 보관하고 있지 않음.,
81,수성구청,"HOME > 행복수성 > 구정홍보 > 근현대사 사진집(새 창) > 오래도록 간직하고픈 수성구 이야기 > 그때 그 시절, 수성",수성못 설날,"수성구립 용학도서관에서 수집한 1950-1990년대 수성구 과거 사진자료

2018 용학도서관 향토자료 전시 「도서관, 우리마을의 기억을 담다」",1956,0,1,0,미부착,개방불가,행복아카이브팀(5인)이 촬영한 사진으로서 촬영자와의 계약서를 보관하고 있지 않음.,
82,수성구청,"HOME > 행복수성 > 구정홍보 > 근현대사 사진집(새 창) > 오래도록 간직하고픈 수성구 이야기 > 그때 그 시절, 수성",수성못 동쪽 산에서 수건돌리기,"수성구립 용학도서관에서 수집한 1950-1990년대 수성구 과거 사진자료

2018 용학도서관 향토자료 전시 「도서관, 우리마을의 기억을 담다」",1955,0,1,0,미부착,개방불가,행복아카이브팀(5인)이 촬영한 사진으로서 촬영자와의 계약서를 보관하고 있지 않음.,
83,수성구청,"HOME > 행복수성 > 구정홍보 > 근현대사 사진집(새 창) > 오래도록 간직하고픈 수성구 이야기 > 그때 그 시절, 수성",수성못 선착장,"수성구립 용학도서관에서 수집한 1950-1990년대 수성구 과거 사진자료

2018 용학도서관 향토자료 전시 「도서관, 우리마을의 기억을 담다」",1963,0,1,0,미부착,개방불가,행복아카이브팀(5인)이 촬영한 사진으로서 촬영자와의 계약서를 보관하고 있지 않음.,
84,수성구청,"HOME > 행복수성 > 구정홍보 > 근현대사 사진집(새 창) > 오래도록 간직하고픈 수성구 이야기 > 그때 그 시절, 수성",수성못에서 스케이트,"수성구립 용학도서관에서 수집한 1950-1990년대 수성구 과거 사진자료

2018 용학도서관 향토자료 전시 「도서관, 우리마을의 기억을 담다」",1967,0,1,0,미부착,개방불가,행복아카이브팀(5인)이 촬영한 사진으로서 촬영자와의 계약서를 보관하고 있지 않음.,
85,수성구청,"HOME > 행복수성 > 구정홍보 > 근현대사 사진집(새 창) > 오래도록 간직하고픈 수성구 이야기 > 그때 그 시절, 수성",수성들에서 농사짓는 모습,"수성구립 용학도서관에서 수집한 1950-1990년대 수성구 과거 사진자료

2018 용학도서관 향토자료 전시 「도서관, 우리마을의 기억을 담다」",1950,0,1,0,미부착,개방불가,행복아카이브팀(5인)이 촬영한 사진으로서 촬영자와의 계약서를 보관하고 있지 않음.,
86,수성구청,"HOME > 행복수성 > 구정홍보 > 근현대사 사진집(새 창) > 오래도록 간직하고픈 수성구 이야기 > 그때 그 시절, 수성",상동 과수원,"수성구립 용학도서관에서 수집한 1950-1990년대 수성구 과거 사진자료

2018 용학도서관 향토자료 전시 「도서관, 우리마을의 기억을 담다」",1950년대,0,1,0,미부착,개방불가,행복아카이브팀(5인)이 촬영한 사진으로서 촬영자와의 계약서를 보관하고 있지 않음.,
87,수성구청,"HOME > 행복수성 > 구정홍보 > 근현대사 사진집(새 창) > 오래도록 간직하고픈 수성구 이야기 > 그때 그 시절, 수성",수성못 그네,"수성구립 용학도서관에서 수집한 1950-1990년대 수성구 과거 사진자료

2018 용학도서관 향토자료 전시 「도서관, 우리마을의 기억을 담다」",1962,0,1,0,미부착,개방불가,행복아카이브팀(5인)이 촬영한 사진으로서 촬영자와의 계약서를 보관하고 있지 않음.,
88,수성구청,"HOME > 행복수성 > 구정홍보 > 근현대사 사진집(새 창) > 오래도록 간직하고픈 수성구 이야기 > 그때 그 시절, 수성",수성못 배타는 모습,"수성구립 용학도서관에서 수집한 1950-1990년대 수성구 과거 사진자료

2018 용학도서관 향토자료 전시 「도서관, 우리마을의 기억을 담다」",1966,0,1,0,미부착,개방불가,행복아카이브팀(5인)이 촬영한 사진으로서 촬영자와의 계약서를 보관하고 있지 않음.,
89,수성구청,"HOME > 행복수성 > 구정홍보 > 근현대사 사진집(새 창) > 오래도록 간직하고픈 수성구 이야기 > 그때 그 시절, 수성",수성못,"수성구립 용학도서관에서 수집한 1950-1990년대 수성구 과거 사진자료

2018 용학도서관 향토자료 전시 「도서관, 우리마을의 기억을 담다」",1962,0,1,0,미부착,개방불가,행복아카이브팀(5인)이 촬영한 사진으로서 촬영자와의 계약서를 보관하고 있지 않음.,
90,수성구청,"HOME > 행복수성 > 구정홍보 > 근현대사 사진집(새 창) > 오래도록 간직하고픈 수성구 이야기 > 그때 그 시절, 수성",수성못,"수성구립 용학도서관에서 수집한 1950-1990년대 수성구 과거 사진자료

2018 용학도서관 향토자료 전시 「도서관, 우리마을의 기억을 담다」",1965,0,1,0,미부착,개방불가,행복아카이브팀(5인)이 촬영한 사진으로서 촬영자와의 계약서를 보관하고 있지 않음.,
91,수성구청,"HOME > 행복수성 > 구정홍보 > 근현대사 사진집(새 창) > 오래도록 간직하고픈 수성구 이야기 > 그때 그 시절, 수성",수성관광호텔 수영장,"수성구립 용학도서관에서 수집한 1950-1990년대 수성구 과거 사진자료

2018 용학도서관 향토자료 전시 「도서관, 우리마을의 기억을 담다」",1968,0,1,0,미부착,개방불가,행복아카이브팀(5인)이 촬영한 사진으로서 촬영자와의 계약서를 보관하고 있지 않음.,
92,수성구청,"HOME > 행복수성 > 구정홍보 > 근현대사 사진집(새 창) > 오래도록 간직하고픈 수성구 이야기 > 그때 그 시절, 수성",수성못,"수성구립 용학도서관에서 수집한 1950-1990년대 수성구 과거 사진자료

2018 용학도서관 향토자료 전시 「도서관, 우리마을의 기억을 담다」",1960년대,0,1,0,미부착,개방불가,행복아카이브팀(5인)이 촬영한 사진으로서 촬영자와의 계약서를 보관하고 있지 않음.,
93,수성구청,"HOME > 행복수성 > 구정홍보 > 근현대사 사진집(새 창) > 오래도록 간직하고픈 수성구 이야기 > 그때 그 시절, 수성",수성못 물문,"수성구립 용학도서관에서 수집한 1950-1990년대 수성구 과거 사진자료

2018 용학도서관 향토자료 전시 「도서관, 우리마을의 기억을 담다」",1955,0,1,0,미부착,개방불가,행복아카이브팀(5인)이 촬영한 사진으로서 촬영자와의 계약서를 보관하고 있지 않음.,
94,수성구청,"HOME > 행복수성 > 구정홍보 > 근현대사 사진집(새 창) > 오래도록 간직하고픈 수성구 이야기 > 그때 그 시절, 수성",수성못 뒷산,"수성구립 용학도서관에서 수집한 1950-1990년대 수성구 과거 사진자료

2018 용학도서관 향토자료 전시 「도서관, 우리마을의 기억을 담다」",1961,0,1,0,미부착,개방불가,행복아카이브팀(5인)이 촬영한 사진으로서 촬영자와의 계약서를 보관하고 있지 않음.,
95,수성구청,"HOME > 행복수성 > 구정홍보 > 근현대사 사진집(새 창) > 오래도록 간직하고픈 수성구 이야기 > 그때 그 시절, 수성",수성못 뒷산,"수성구립 용학도서관에서 수집한 1950-1990년대 수성구 과거 사진자료

2018 용학도서관 향토자료 전시 「도서관, 우리마을의 기억을 담다」",1961,0,1,0,미부착,개방불가,행복아카이브팀(5인)이 촬영한 사진으로서 촬영자와의 계약서를 보관하고 있지 않음.,
96,수성구청,"HOME > 행복수성 > 구정홍보 > 근현대사 사진집(새 창) > 오래도록 간직하고픈 수성구 이야기 > 그때 그 시절, 수성",수성못 뱃놀이,"수성구립 용학도서관에서 수집한 1950-1990년대 수성구 과거 사진자료

2018 용학도서관 향토자료 전시 「도서관, 우리마을의 기억을 담다」",1981,0,1,0,미부착,개방불가,행복아카이브팀(5인)이 촬영한 사진으로서 촬영자와의 계약서를 보관하고 있지 않음.,
97,수성구청,"HOME > 행복수성 > 구정홍보 > 근현대사 사진집(새 창) > 오래도록 간직하고픈 수성구 이야기 > 그때 그 시절, 수성",수성초등학교,"수성구립 용학도서관에서 수집한 1950-1990년대 수성구 과거 사진자료

2018 용학도서관 향토자료 전시 「도서관, 우리마을의 기억을 담다」",1985,0,1,0,미부착,개방불가,행복아카이브팀(5인)이 촬영한 사진으로서 촬영자와의 계약서를 보관하고 있지 않음.,
98,수성구청,"HOME > 행복수성 > 구정홍보 > 근현대사 사진집(새 창) > 오래도록 간직하고픈 수성구 이야기 > 그때 그 시절, 수성",상동-신천 공사중,"수성구립 용학도서관에서 수집한 1950-1990년대 수성구 과거 사진자료

2018 용학도서관 향토자료 전시 「도서관, 우리마을의 기억을 담다」",1986,0,1,0,미부착,개방불가,행복아카이브팀(5인)이 촬영한 사진으로서 촬영자와의 계약서를 보관하고 있지 않음.,
99,수성구청,"HOME > 행복수성 > 구정홍보 > 근현대사 사진집(새 창) > 오래도록 간직하고픈 수성구 이야기 > 그때 그 시절, 수성",상동다리에서,"수성구립 용학도서관에서 수집한 1950-1990년대 수성구 과거 사진자료

2018 용학도서관 향토자료 전시 「도서관, 우리마을의 기억을 담다」",1990,0,1,0,미부착,개방불가,행복아카이브팀(5인)이 촬영한 사진으로서 촬영자와의 계약서를 보관하고 있지 않음.,
100,수성구청,"HOME > 행복수성 > 구정홍보 > 근현대사 사진집(새 창) > 오래도록 간직하고픈 수성구 이야기 > 그때 그 시절, 수성",범물 경로당 팔순잔치,"수성구립 용학도서관에서 수집한 1950-1990년대 수성구 과거 사진자료

2018 용학도서관 향토자료 전시 「도서관, 우리마을의 기억을 담다」",1987,0,1,0,미부착,개방불가,행복아카이브팀(5인)이 촬영한 사진으로서 촬영자와의 계약서를 보관하고 있지 않음.,
101,수성구청,"HOME > 행복수성 > 구정홍보 > 근현대사 사진집(새 창) > 오래도록 간직하고픈 수성구 이야기 > 그때 그 시절, 수성",수성구민운동장,"수성구립 용학도서관에서 수집한 1950-1990년대 수성구 과거 사진자료

2018 용학도서관 향토자료 전시 「도서관, 우리마을의 기억을 담다」",1990,0,1,0,미부착,개방불가,행복아카이브팀(5인)이 촬영한 사진으로서 촬영자와의 계약서를 보관하고 있지 않음.,
102,수성구청,HOME > 행복수성 > 구정홍보 > 행복수성사진공모전 사진집 > 2020 제1회 행복수성 전국사진공모전,영남제일관 야경,금상,,0,1,0,미부착,제3유형,공고문,
103,수성구청,HOME > 행복수성 > 구정홍보 > 행복수성사진공모전 사진집 > 2020 제1회 행복수성 전국사진공모전,이 순간을 영원히,은상,,0,1,0,미부착,제3유형,공고문,
104,수성구청,HOME > 행복수성 > 구정홍보 > 행복수성사진공모전 사진집 > 2020 제1회 행복수성 전국사진공모전,수성못의 야경,은상,,0,1,0,미부착,제3유형,공고문,
105,수성구청,HOME > 행복수성 > 구정홍보 > 행복수성사진공모전 사진집 > 2020 제1회 행복수성 전국사진공모전,일출열차,동상,,0,1,0,미부착,제3유형,공고문,
106,수성구청,HOME > 행복수성 > 구정홍보 > 행복수성사진공모전 사진집 > 2020 제1회 행복수성 전국사진공모전,풍년을 기원하는 곳,동상,,0,1,0,미부착,제3유형,공고문,
107,수성구청,HOME > 행복수성 > 구정홍보 > 행복수성사진공모전 사진집 > 2020 제1회 행복수성 전국사진공모전,전국철인3종경기,동상,,0,1,0,미부착,제3유형,공고문,
108,수성구청,HOME > 행복수성 > 구정홍보 > 행복수성사진공모전 사진집 > 2020 제1회 행복수성 전국사진공모전,스타디움의 밤하늘,가작,,0,1,0,미부착,제3유형,공고문,
109,수성구청,HOME > 행복수성 > 구정홍보 > 행복수성사진공모전 사진집 > 2020 제1회 행복수성 전국사진공모전,함성의 그날을 기다리며,가작,,0,1,0,미부착,제3유형,공고문,
110,수성구청,HOME > 행복수성 > 구정홍보 > 행복수성사진공모전 사진집 > 2020 제1회 행복수성 전국사진공모전,도심 속 야경산책로,가작,,0,1,0,미부착,제3유형,공고문,
111,수성구청,HOME > 행복수성 > 구정홍보 > 행복수성사진공모전 사진집 > 2020 제1회 행복수성 전국사진공모전,사직제,가작,,0,1,0,미부착,제3유형,공고문,
112,수성구청,HOME > 행복수성 > 구정홍보 > 행복수성사진공모전 사진집 > 2020 제1회 행복수성 전국사진공모전,수성못 여명,가작,,0,1,0,미부착,제3유형,공고문,
113,수성구청,HOME > 행복수성 > 구정홍보 > 행복수성사진공모전 사진집 > 2020 제1회 행복수성 전국사진공모전,축제의 밤,입선,,0,1,0,미부착,제3유형,공고문,
114,수성구청,HOME > 행복수성 > 구정홍보 > 행복수성사진공모전 사진집 > 2020 제1회 행복수성 전국사진공모전,쉼터,입선,,0,1,0,미부착,제3유형,공고문,
115,수성구청,HOME > 행복수성 > 구정홍보 > 행복수성사진공모전 사진집 > 2020 제1회 행복수성 전국사진공모전,평안,입선,,0,1,0,미부착,제3유형,공고문,
116,수성구청,HOME > 행복수성 > 구정홍보 > 행복수성사진공모전 사진집 > 2020 제1회 행복수성 전국사진공모전,낙조2,입선,,0,1,0,미부착,제3유형,공고문,
117,수성구청,HOME > 행복수성 > 구정홍보 > 행복수성사진공모전 사진집 > 2020 제1회 행복수성 전국사진공모전,꽃과 반영,입선,,0,1,0,미부착,제3유형,공고문,
118,수성구청,HOME > 행복수성 > 구정홍보 > 행복수성사진공모전 사진집 > 2020 제1회 행복수성 전국사진공모전,수성못 그 100년의 길,입선,,0,1,0,미부착,제3유형,공고문,
119,수성구청,HOME > 행복수성 > 구정홍보 > 행복수성사진공모전 사진집 > 2020 제1회 행복수성 전국사진공모전,경치도 보고 건강도 챙기고,입선,,0,1,0,미부착,제3유형,공고문,
120,수성구청,HOME > 행복수성 > 구정홍보 > 행복수성사진공모전 사진집 > 2020 제1회 행복수성 전국사진공모전,저것 봐,입선,,0,1,0,미부착,제3유형,공고문,
121,수성구청,HOME > 행복수성 > 구정홍보 > 행복수성사진공모전 사진집 > 2020 제1회 행복수성 전국사진공모전,대구 영남제일관문,입선,,0,1,0,미부착,제3유형,공고문,
122,수성구청,HOME > 행복수성 > 구정홍보 > 행복수성사진공모전 사진집 > 2020 제1회 행복수성 전국사진공모전,우리의 쉼터,입선,,0,1,0,미부착,제3유형,공고문,
123,수성구청,HOME > 행복수성 > 구정홍보 > 행복수성사진공모전 사진집 > 2020 제1회 행복수성 전국사진공모전,생태도시 수성,입선,,0,1,0,미부착,제3유형,공고문,
124,수성구청,HOME > 행복수성 > 구정홍보 > 행복수성사진공모전 사진집 > 2020 제1회 행복수성 전국사진공모전,수성의 아침,입선,,0,1,0,미부착,제3유형,공고문,
125,수성구청,HOME > 행복수성 > 구정홍보 > 행복수성사진공모전 사진집 > 2020 제1회 행복수성 전국사진공모전,신천-신천지,입선,,0,1,0,미부착,제3유형,공고문,
126,수성구청,HOME > 행복수성 > 구정홍보 > 행복수성사진공모전 사진집 > 2020 제1회 행복수성 전국사진공모전,가을날의 수성못,입선,,0,1,0,미부착,제3유형,공고문,
127,수성구청,HOME > 행복수성 > 구정홍보 > 행복수성사진공모전 사진집 > 2020 제1회 행복수성 전국사진공모전,마술 관람,입선,,0,1,0,미부착,제3유형,공고문,
128,수성구청,HOME > 행복수성 > 구정홍보 > 행복수성사진공모전 사진집 > 2020 제1회 행복수성 전국사진공모전,수성못 페스티벌,입선,,0,1,0,미부착,제3유형,공고문,
129,수성구청,HOME > 행복수성 > 구정홍보 > 행복수성사진공모전 사진집 > 2020 제1회 행복수성 전국사진공모전,질주,입선,,0,1,0,미부착,제3유형,공고문,
130,수성구청,HOME > 행복수성 > 구정홍보 > 행복수성사진공모전 사진집 > 2020 제1회 행복수성 전국사진공모전,삼성 라이온스 파크,입선,,0,1,0,미부착,제3유형,공고문,
