한국영상자료원 권리처리 목록,,,,,,,,,,,,
순번,사이트명,카테고리 진입과정,파일명,형태,년도,영상,사진,문서,기존 공공누리 유형,최종 공공누리 유형,계약서 유무,비고
164,한국영상자료원,HOME > 고객서비스 > 기증 > 기증자료관,제37회 서울예술대학교 영화과 졸업영화제 출품작 모음 DVD,기증,2022-01-03 00:00:00,0,1,0,미부착,개방불가,없음,
165,한국영상자료원,HOME > 고객서비스 > 기증 > 기증자료관,1960년대 영화현장 김진규와 안건호,기증,2022-01-05 00:00:00,0,1,0,미부착,개방불가,없음,
166,한국영상자료원,HOME > 고객서비스 > 기증 > 기증자료관,<독룡>의 중국어 더빙 디지털 시네마,기증,2022-01-07 00:00:00,0,1,0,미부착,개방불가,없음,
167,한국영상자료원,HOME > 고객서비스 > 기증 > 기증자료관,<선유락> 콘티 및 개봉기념 굿즈,기증,2022-01-10 00:00:00,0,1,0,미부착,개방불가,없음,
168,한국영상자료원,HOME > 고객서비스 > 기증 > 기증자료관,<최선의 삶> 강이(방민아) 의상,기증,2022-01-17 00:00:00,0,1,0,미부착,개방불가,없음,
169,한국영상자료원,HOME > 고객서비스 > 기증 > 기증자료관,"국내 개봉 외화, 한국영화 전단",기증,2022-01-24 00:00:00,0,1,0,미부착,개방불가,없음,
170,한국영상자료원,HOME > 고객서비스 > 기증 > 기증자료관,<최선의 삶> 이우정 감독 소장 시나리오북,기증,2022-01-25 00:00:00,0,1,0,미부착,개방불가,없음,
171,한국영상자료원,HOME > 고객서비스 > 기증 > 기증자료관,아리플렉스 16mm 카메라,기증,2022-02-08 00:00:00,0,1,0,미부착,개방불가,없음,
172,한국영상자료원,HOME > 고객서비스 > 기증 > 기증자료관,<안도 타다오> 포스터 및 전단,기증,2022-02-10 00:00:00,0,1,0,미부착,개방불가,없음,
173,한국영상자료원,HOME > 고객서비스 > 기증 > 기증자료관,<낙동강> 본편 16mm RP 필름,기증,2022-02-11 00:00:00,0,1,0,미부착,개방불가,없음,
174,한국영상자료원,HOME > 고객서비스 > 기증 > 기증자료관,<걸스 온 탑> 의상 및 소품,기증,2022-02-11 00:00:00,0,1,0,미부착,개방불가,없음,
175,한국영상자료원,HOME > 고객서비스 > 기증 > 기증자료관,<살인의 추억> OST 음반자료,기증,2022-02-24 00:00:00,0,1,0,미부착,개방불가,없음,
176,한국영상자료원,HOME > 고객서비스 > 기증 > 기증자료관,"<돌아보면>,<가리베가스> 본편 및 O.T 16mm 필름",기증,2022-03-04 00:00:00,0,1,0,미부착,개방불가,없음,
177,한국영상자료원,HOME > 고객서비스 > 기증 > 기증자료관,영화잡지 ≪키네마 준보≫,기증,2022-03-11 00:00:00,0,1,0,미부착,개방불가,없음,
178,한국영상자료원,HOME > 고객서비스 > 기증 > 기증자료관,『조선영화전집』 시나리오집,기증,2022-03-23 00:00:00,0,1,0,미부착,개방불가,없음,
179,한국영상자료원,HOME > 고객서비스 > 기증 > 기증자료관,<세상의 끝> 본편 16mm 필름,기증,2022-03-24 00:00:00,0,1,0,미부착,개방불가,없음,
180,한국영상자료원,HOME > 고객서비스 > 기증 > 기증자료관,<양자강> 영화제작 현장사진,기증,2022-03-29 00:00:00,0,1,0,미부착,개방불가,없음,
181,한국영상자료원,HOME > 고객서비스 > 기증 > 기증자료관,<사이> 본편 35mm 필름,기증,2022-03-31 00:00:00,0,1,0,미부착,개방불가,없음,
182,한국영상자료원,HOME > 고객서비스 > 기증 > 기증자료관,국립대학극장 <베니스의 상인> 해설 및 출연자 명부 등,기증,2022-05-13 00:00:00,0,1,0,미부착,개방불가,없음,
183,한국영상자료원,HOME > 고객서비스 > 기증 > 기증자료관,<헌트> 의상,기증,2022-05-16 00:00:00,0,1,0,미부착,개방불가,없음,
184,한국영상자료원,HOME > 고객서비스 > 기증 > 기증자료관,<미워도 다시한번 2022> 35mm 프린트 필름,기증,2022-05-19 00:00:00,0,1,0,미부착,개방불가,없음,
185,한국영상자료원,HOME > 고객서비스 > 기증 > 기증자료관,제23회 전주국제영화제 기자회견 이창동:보이지 않는 것의 진실 스틸파일,기증,2022-05-24 00:00:00,0,1,0,미부착,개방불가,없음,
186,한국영상자료원,HOME > 고객서비스 > 기증 > 기증자료관,<어우동> 전단지,기증,2022-05-27 00:00:00,0,1,0,미부착,개방불가,없음,
187,한국영상자료원,HOME > 고객서비스 > 기증 > 기증자료관,<습도 0%> 등 독립영화 상영본 디지털 파일,기증,2022-06-02 00:00:00,0,1,0,미부착,개방불가,없음,
188,한국영상자료원,HOME > 고객서비스 > 기증 > 기증자료관,김홍준 감독 영화 활동 관련 사진 앨범,기증,2022-06-10 00:00:00,0,1,0,미부착,개방불가,없음,
189,한국영상자료원,HOME > 고객서비스 > 기증 > 기증자료관,<이렇게 된 이상 청와대로 간다> 의상,기증,2022-06-10 00:00:00,0,1,0,미부착,개방불가,없음,
190,한국영상자료원,HOME > 고객서비스 > 기증 > 기증자료관,<애프터 양> 영화홍보 카드,기증,2022-06-17 00:00:00,0,1,0,미부착,개방불가,없음,
191,한국영상자료원,HOME > 고객서비스 > 기증 > 기증자료관,"박광수 감독 얄라셩, 서울영화집단 활동 관련 사진 앨범",기증,2022-06-21 00:00:00,0,1,0,미부착,개방불가,없음,
192,한국영상자료원,HOME > 고객서비스 > 기증 > 기증자료관,"<부활의 노래> 항소이유서, 현장스틸 및 <백일몽> 등 필름자료",기증,2022-06-22 00:00:00,0,1,0,미부착,개방불가,없음,
193,한국영상자료원,HOME > 고객서비스 > 기증 > 기증자료관,<오마주> 주요 소품 자료,기증,2022-06-23 00:00:00,0,1,0,미부착,개방불가,없음,
194,한국영상자료원,HOME > 고객서비스 > 기증 > 기증자료관,<로보트 태권V> 디지털 시네마,기증,2022-06-23 00:00:00,0,1,0,미부착,개방불가,없음,
195,한국영상자료원,HOME > 고객서비스 > 기증 > 기증자료관,<승리의 전선> 기록영화 디지털 시네마,기증,2022-06-23 00:00:00,0,1,0,미부착,제1유형,저작권 보호기간 만료,
196,한국영상자료원,HOME > 고객서비스 > 기증 > 기증자료관,<민족혼이 숨 쉬는 독립기념관> VHS,기증,2022-06-29 00:00:00,0,1,0,미부착,개방불가,없음,
197,한국영상자료원,HOME > 고객서비스 > 기증 > 기증자료관,1977년 10월3일 서울대 학보 《대학신문》,기증,2022-07-01 00:00:00,0,1,0,미부착,개방불가,없음,
198,한국영상자료원,HOME > 고객서비스 > 기증 > 기증자료관,"스크린쿼터 관련 전단, 영화인회의 1999년 활동 관련 자료",기증,2022-07-01 00:00:00,0,1,0,미부착,개방불가,없음,
199,한국영상자료원,HOME > 고객서비스 > 기증 > 기증자료관,<브로커> 의상 및 소품,기증,2022-07-11 00:00:00,0,1,0,미부착,개방불가,없음,
200,한국영상자료원,HOME > 고객서비스 > 기증 > 기증자료관,"얄라셩, 서울영화집단 관련 활동 스틸 및 <결투> 등 현장 스틸",기증,2022-07-12 00:00:00,0,1,0,미부착,개방불가,없음,
201,한국영상자료원,HOME > 고객서비스 > 기증 > 기증자료관,"<정글스토리> OST, <달빛 길어올리기> 시나리오 등 문헌자료",기증,2022-07-13 00:00:00,0,1,0,미부착,개방불가,없음,
202,한국영상자료원,HOME > 고객서비스 > 기증 > 기증자료관,<잠이 오기 전에> 본편 35mm 필름,기증,2022-07-27 00:00:00,0,1,0,미부착,개방불가,없음,
203,한국영상자료원,HOME > 고객서비스 > 기증 > 기증자료관,미영화화 작품 시나리오 및 촬영 현장 스틸 등 홍기선 감독 관련 자료,기증,2022-07-27 00:00:00,0,1,0,미부착,개방불가,없음,
204,한국영상자료원,HOME > 고객서비스 > 기증 > 기증자료관,제16회 대종상 우수작품상 <집념> 트로피 등 박물류,기증,2022-07-27 00:00:00,0,1,0,미부착,개방불가,없음,
205,한국영상자료원,HOME > 고객서비스 > 기증 > 기증자료관,<살인의 추억> 35mm 프린트 필름,기증,2022-07-28 00:00:00,0,1,0,미부착,개방불가,없음,
206,한국영상자료원,HOME > 고객서비스 > 기증 > 기증자료관,<다정도 병이련가> 오리지널 시나리오,기증,2022-07-28 00:00:00,0,1,0,미부착,개방불가,없음,
207,한국영상자료원,HOME > 고객서비스 > 기증 > 기증자료관,<까치의 날개> 등 비디오테이프(VHS),기증,2022-07-29 00:00:00,0,1,0,미부착,개방불가,없음,
208,한국영상자료원,HOME > 고객서비스 > 기증 > 기증자료관,<헤어질 결심> 영화 홍보 엽서,기증,2022-08-05 00:00:00,0,1,0,미부착,개방불가,없음,
209,한국영상자료원,HOME > 고객서비스 > 기증 > 기증자료관,<범죄도시2> 의상,기증,2022-08-05 00:00:00,0,1,0,미부착,개방불가,없음,
210,한국영상자료원,HOME > 고객서비스 > 기증 > 기증자료관,"<방충망>, <상흔>, <그날이 오면> 필름 등 최정현 작가 관련 자료",기증,2022-08-09 00:00:00,0,1,0,미부착,개방불가,없음,
211,한국영상자료원,HOME > 고객서비스 > 기증 > 기증자료관,<로보트 태권 V> 포스터,기증,2022-08-22 00:00:00,0,1,0,미부착,개방불가,없음,
212,한국영상자료원,HOME > 고객서비스 > 기증 > 기증자료관,<비상선언> 의상,기증,2022-08-23 00:00:00,0,1,0,미부착,개방불가,없음,
213,한국영상자료원,HOME > 고객서비스 > 기증 > 기증자료관,"<터미널 지하다방>, <가변차선> 본편 16mm 필름",기증,2022-08-26 00:00:00,0,1,0,미부착,개방불가,없음,
214,한국영상자료원,HOME > 고객서비스 > 기증 > 기증자료관,서울대학교 인류학과 워크샵 작품 <네 멋대로 써라>('92) 파일,기증,2022-08-31 00:00:00,0,1,0,미부착,개방불가,없음,
215,한국영상자료원,HOME > 고객서비스 > 기증 > 기증자료관,<일장춘몽> 의상,기증,2022-08-31 00:00:00,0,1,0,미부착,개방불가,없음,
216,한국영상자료원,HOME > 고객서비스 > 기증 > 기증자료관,"1990-2000년대 초 영화 행사, 단체 관련 전단, 보도자료, 정기간행물",기증,2022-09-01 00:00:00,0,1,0,미부착,개방불가,없음,
217,한국영상자료원,HOME > 고객서비스 > 기증 > 기증자료관,<시인 구보씨의 하루> 본편 16mm 필름,기증,2022-09-01 00:00:00,0,1,0,미부착,개방불가,없음,
218,한국영상자료원,HOME > 고객서비스 > 기증 > 기증자료관,<인샬라> 로케이션 촬영장 스틸,기증,2022-09-13 00:00:00,0,1,0,미부착,개방불가,없음,
219,한국영상자료원,HOME > 고객서비스 > 기증 > 기증자료관,변장호 감독 시나리오 작업용 타자기,기증,2022-09-20 00:00:00,0,1,0,미부착,개방불가,없음,
220,한국영상자료원,HOME > 고객서비스 > 기증 > 기증자료관,변장호 감독 제작 시나리오,기증,2022-09-20 00:00:00,0,1,0,미부착,개방불가,없음,
221,한국영상자료원,HOME > 고객서비스 > 기증 > 기증자료관,홍익대학교 애니메이션 전공 졸업작품 전시회 DVD 자료,기증,2022-09-21 00:00:00,0,1,0,미부착,개방불가,없음,
222,한국영상자료원,HOME > 고객서비스 > 기증 > 기증자료관,<비명도시> 콘티북 스캔본,기증,2022-10-14 00:00:00,0,1,0,미부착,개방불가,없음,
223,한국영상자료원,HOME > 고객서비스 > 기증 > 기증자료관,<심장소리> 의상,기증,2022-10-25 00:00:00,0,1,0,미부착,개방불가,없음,
224,한국영상자료원,HOME > 고객서비스 > 기증 > 기증자료관,<성적표의 김민영> 박물류 굿즈,기증,2022-10-26 00:00:00,0,1,0,미부착,개방불가,없음,
225,한국영상자료원,HOME > 고객서비스 > 기증 > 기증자료관,"「92' 동유럽영화제 카탈로그북」 전단자료, 《영상과 현실》, 《젊은 영화》 창간호 등 정기간행물 자료",기증,2022-11-04 00:00:00,0,1,0,미부착,개방불가,없음,
226,한국영상자료원,HOME > 고객서비스 > 기증 > 기증자료관,"<암살> 안옥윤(전지현), 염석진(이정재) 의상",기증,2022-11-10 00:00:00,0,1,0,미부착,개방불가,없음,
227,한국영상자료원,HOME > 고객서비스 > 기증 > 기증자료관,제1회~제9회 부산국제영화제 행사 관련 스틸,기증,2022-11-15 00:00:00,0,1,0,미부착,개방불가,없음,
228,한국영상자료원,HOME > 고객서비스 > 기증 > 기증자료관,"<인형사> 구체관절 인형, 시나리오, 콘티북",기증,2022-11-17 00:00:00,0,1,0,미부착,개방불가,없음,
229,한국영상자료원,HOME > 고객서비스 > 기증 > 기증자료관,<러브스토리> 포스터,기증,2022-11-24 00:00:00,0,1,0,미부착,개방불가,없음,
230,한국영상자료원,HOME > 고객서비스 > 기증 > 기증자료관,<사랑이 메아리치면> 16mm 프린트,기증,2022-12-07 00:00:00,0,1,0,미부착,개방불가,없음,
231,한국영상자료원,HOME > 고객서비스 > 기증 > 기증자료관,<오징어 게임> 의상,기증,2022-12-15 00:00:00,0,1,0,미부착,개방불가,없음,
232,한국영상자료원,HOME > 고객서비스 > 기증 > 기증자료관,"<개벽> 보도자료 및 트리트먼트, <연산일기> 보도자료",기증,2022-12-27 00:00:00,0,1,0,미부착,개방불가,없음,
233,한국영상자료원,HOME > 고객서비스 > 기증 > 기증자료관,"<결혼교실>(정인엽, 1970) 포스터 복원판",기증,2023-01-03 00:00:00,0,1,0,미부착,개방불가,없음,
234,한국영상자료원,HOME > 고객서비스 > 기증 > 기증자료관,<새가 없는 도시> 본편 16mm 필름,기증,2023-01-06 00:00:00,0,1,0,미부착,개방불가,없음,
235,한국영상자료원,HOME > 고객서비스 > 기증 > 기증자료관,"1983-1984년 서울영화집단, 얄라셩 활동 관련 스틸",기증,2023-01-25 00:00:00,0,1,0,미부착,개방불가,없음,
236,한국영상자료원,HOME > 고객서비스 > 기증 > 기증자료관,2019-2020년 한국영화아카데미 제작/배급 단편영화 본편 디지털 파일,기증,2023-02-03 00:00:00,0,1,0,미부착,개방불가,없음,
237,한국영상자료원,HOME > 고객서비스 > 기증 > 기증자료관,<지금은 노크중> 본편 16mm 필름,기증,2023-02-20 00:00:00,0,1,0,미부착,개방불가,없음,
238,한국영상자료원,HOME > 고객서비스 > 기증 > 기증자료관,<성웅 이순신> 오리지널 시나리오,기증,2023-03-02 00:00:00,0,1,0,미부착,개방불가,없음,
239,한국영상자료원,HOME > 고객서비스 > 기증 > 기증자료관,키노(KINO) 97년~2002년 발간 간행물,기증,2023-03-10 00:00:00,0,1,0,미부착,개방불가,없음,
240,한국영상자료원,HOME > 고객서비스 > 기증 > 기증자료관,"《영화언어》, '1991년 영화의 날 우리영화 큰잔치 초대권' 등",기증,2023-03-16 00:00:00,0,1,0,미부착,개방불가,없음,
241,한국영상자료원,HOME > 고객서비스 > 기증 > 기증자료관,"<꽃다지(파업전야)> 압수수색 증거품 시나리오, 일일촬영계획표",기증,2023-03-21 00:00:00,0,1,0,미부착,개방불가,없음,
242,한국영상자료원,HOME > 고객서비스 > 기증 > 기증자료관,부산독립영화작가론(인디크리틱) Vol.1~19,기증,2023-03-23 00:00:00,0,1,0,미부착,개방불가,없음,
243,한국영상자료원,HOME > 고객서비스 > 기증 > 기증자료관,<장미빛 인생> O.T. 16mm 필름,기증,2023-05-03 00:00:00,0,1,0,미부착,개방불가,없음,
244,한국영상자료원,HOME > 고객서비스 > 기증 > 기증자료관,"<부속품> 본편 8mm 및 <‘무소의 뿔처럼 혼자서 가라’ 연극 삽입 영상물>(1994) 본편, O.T. 16mm 필름",기증,2023-06-07 00:00:00,0,1,0,미부착,개방불가,없음,
245,한국영상자료원,HOME > 고객서비스 > 기증 > 기증자료관,고려대학교 영화연구회 「돌빛」 창립 10주년 기념 심포지움 자료집 등 문서자료,기증,2023-06-16 00:00:00,0,1,0,미부착,개방불가,없음,
