한국교육개발원 권리처리 목록,,,,,,,,,,,,
순번,사이트명,카테고리,자료명,저자,발행년,영상,사진,문서,기존 공공누리 유형,최종 공공누리 유형,계약서 유무,비고
5326,사이버교과서박물관,저작자별,뻐꾹새가 운다,작문: 고등학교,,0,0,1,미부착,제1유형,저작권 만료,
5327,사이버교과서박물관,저작자별,그 날이 오면,"문학, 상: 고등학교",,0,0,1,미부착,제1유형,저작권 만료,
5328,사이버교과서박물관,저작자별,상록수(常綠樹),국어 3-1: 중학교,,0,0,1,미부착,제1유형,저작권 만료,
5329,사이버교과서박물관,저작자별,봄의 서곡(序曲),문학: 고등학교 교사용지도서,,0,0,1,미부착,제1유형,저작권 만료,
5330,사이버교과서박물관,저작자별,상록수(常綠樹),작문: 고등학교,,0,0,1,미부착,제1유형,저작권 만료,
5331,사이버교과서박물관,저작자별,그날이 오면,문학: 고등학교,,0,0,1,미부착,제1유형,저작권 만료,
5332,사이버교과서박물관,저작자별,그 날이 오면,문학: 고등학교,,0,0,1,미부착,제1유형,저작권 만료,
5333,사이버교과서박물관,저작자별,대한(大韓)의 영웅(英雄),현대문학: 고등학교,,0,0,1,미부착,제1유형,저작권 만료,
5334,사이버교과서박물관,저작자별,상록수(常綠樹),국어 3-1: 중학교,,0,0,1,미부착,제1유형,저작권 만료,
5335,사이버교과서박물관,저작자별,뽕나무와 아이들 &lt|상록수에서&gt|,국어 1,,0,0,1,미부착,제1유형,저작권 만료,
5336,사이버교과서박물관,저작자별,그날이 오면,국어 1-2: 중학교 교사용지도서,,0,0,1,미부착,제1유형,저작권 만료,
5337,사이버교과서박물관,저작자별,그날이 오면,국어 1-2: 중학교 교사용지도서,,0,0,1,미부착,제1유형,저작권 만료,
5338,사이버교과서박물관,저작자별,세 마을의 장님 쥐,음악1: 중학교 교사용지도서,,0,0,1,미부착,제1유형,저작권 만료,
5339,사이버교과서박물관,저작자별,이제 가면,음악1: 중학교 교사용지도서,,0,0,1,미부착,제1유형,저작권 만료,
5340,사이버교과서박물관,저작자별,생일 축하,음악1: 중학교 교사용지도서,,0,0,1,미부착,제1유형,저작권 만료,
5341,사이버교과서박물관,저작자별,클레멘타인,음악1: 중학교 교사용지도서,,0,0,1,미부착,제1유형,저작권 만료,
5342,사이버교과서박물관,저작자별,클레멘타인,음악1: 중학교 교사용지도서,,0,0,1,미부착,제1유형,저작권 만료,
5343,사이버교과서박물관,저작자별,생일 축하,음악1: 중학교 교사용지도서,,0,0,1,미부착,제1유형,저작권 만료,
5344,사이버교과서박물관,저작자별,세 마리의 장님 쥐,음악1: 중학교 교사용지도서,,0,0,1,미부착,제1유형,저작권 만료,
5345,사이버교과서박물관,저작자별,이제 가면,음악1: 중학교 교사용지도서,,0,0,1,미부착,제1유형,저작권 만료,
5346,사이버교과서박물관,저작자별,콜로라도의 달,음악1: 중학교 교사용지도서,,0,0,1,미부착,제1유형,저작권 만료,
5347,사이버교과서박물관,저작자별,클레멘타인,음악1: 중학교 교사용지도서,,0,0,1,미부착,제1유형,저작권 만료,
5348,사이버교과서박물관,저작자별,생일 축하,음악 1: 중학교,,0,0,1,미부착,제1유형,저작권 만료,
5349,사이버교과서박물관,저작자별,새 마리의 장님쥐,음악 1: 중학교,,0,0,1,미부착,제1유형,저작권 만료,
5350,사이버교과서박물관,저작자별,이제 가면,음악 1: 중학교,,0,0,1,미부착,제1유형,저작권 만료,
5351,사이버교과서박물관,저작자별,콜로라도의 달,음악 1: 중학교,,0,0,1,미부착,제1유형,저작권 만료,
5352,사이버교과서박물관,저작자별,클레멘타인,음악 1: 중학교,,0,0,1,미부착,제1유형,저작권 만료,
5353,사이버교과서박물관,저작자별,살골짝의 등불,음악: 고등학교 교사용지도서,,0,0,1,미부착,제1유형,저작권 만료,
5354,사이버교과서박물관,저작자별,산골짝의 등불(When Its Lamp Lightin Time in the Valley),음악: 고등학교,,0,0,1,미부착,제1유형,저작권 만료,
5355,사이버교과서박물관,저작자별,매기의 추억,음악２: 중학교 교사용지도서,,0,0,1,미부착,제1유형,저작권 만료,
5356,사이버교과서박물관,저작자별,다함께 노래합시다,음악 2: 중학교,,0,0,1,미부착,제1유형,저작권 만료,
5357,사이버교과서박물관,저작자별,매기의 추억,음악 2: 중학교,,0,0,1,미부착,제1유형,저작권 만료,
5358,사이버교과서박물관,저작자별,그네,부모교육,,0,0,1,미부착,제1유형,저작권 만료,
5359,사이버교과서박물관,저작자별,은발,음악: 고등학교,,0,0,1,미부착,제1유형,저작권 만료,
5360,사이버교과서박물관,저작자별,산골짝의 등불(When Its Lamplightin Time in the Valley),음악: 고등학교,,0,0,1,미부착,제1유형,저작권 만료,
5361,사이버교과서박물관,저작자별,산골짝의 등불,음악３: 중학교 교사용 지도서,,0,0,1,미부착,제1유형,저작권 만료,
5362,사이버교과서박물관,저작자별,고향집,음악３: 중학교 교사용 지도서,,0,0,1,미부착,제1유형,저작권 만료,
5363,사이버교과서박물관,저작자별,고향 집,음악 3: 중학교,,0,0,1,미부착,제1유형,저작권 만료,
5364,사이버교과서박물관,저작자별,골짜기의 등불,음악 2,,0,0,1,미부착,제1유형,저작권 만료,
5365,사이버교과서박물관,저작자별,꿀밤나무 ？에서,음악 2,,0,0,1,미부착,제1유형,저작권 만료,
5366,사이버교과서박물관,저작자별,내 고향,중학 음악 1,,0,0,1,미부착,제1유형,저작권 만료,
5367,사이버교과서박물관,저작자별,아! 목동아,음악 I: 고등학교,,0,0,1,미부착,제1유형,저작권 만료,
5368,사이버교과서박물관,저작자별,한떨기 장미꽃,음악 1: 중학교 교사용지도서,,0,0,1,미부착,제1유형,저작권 만료,
5369,사이버교과서박물관,저작자별,한떨기 장미꽃,음악: 고등학교 교사용지도서,,0,0,1,미부착,제1유형,저작권 만료,
5370,사이버교과서박물관,저작자별,아! 목동아(Londonderry Air),음악: 고등학교 교사용지도서,,0,0,1,미부착,제1유형,저작권 만료,
5371,사이버교과서박물관,저작자별,아! 목동아,음악: 고등학교,,0,0,1,미부착,제1유형,저작권 만료,
5372,사이버교과서박물관,저작자별,아! 목동아(Londonderry Air),음악: 고등학교,,0,0,1,미부착,제1유형,저작권 만료,
5373,사이버교과서박물관,저작자별,한 떨기 장미꽃,음악２: 중학교 교사용지도서,,0,0,1,미부착,제1유형,저작권 만료,
5374,사이버교과서박물관,저작자별,몽유도원도,역사부도: 고등학교,,0,0,1,미부착,제1유형,저작권 만료,
5375,사이버교과서박물관,저작자별,몽유도원도,미술 3: 중학교,,0,0,1,미부착,제1유형,저작권 만료,
5376,사이버교과서박물관,저작자별,몽유도원도,미술 1: 고등학교,,0,0,1,미부착,제1유형,저작권 만료,
5377,사이버교과서박물관,저작자별,적벽도(赤壁圖),漢文 I: 고등학교,,0,0,1,미부착,제1유형,저작권 만료,
5378,사이버교과서박물관,저작자별,적벽도(赤壁圖),漢文 I: 고등학교,,0,0,1,미부착,제1유형,저작권 만료,
5379,사이버교과서박물관,저작자별,몽유도원도,역사부도: 고등학교,,0,0,1,미부착,제1유형,저작권 만료,
5380,사이버교과서박물관,저작자별,적벽도,미술: 고등학교,,0,0,1,미부착,제1유형,저작권 만료,
5381,사이버교과서박물관,저작자별,몽유도원도,미술 2: 중학교,,0,0,1,미부착,제1유형,저작권 만료,
5382,사이버교과서박물관,저작자별,몽유도원도,漢文 2: 중학교,,0,0,1,미부착,제1유형,저작권 만료,
5383,사이버교과서박물관,저작자별,몽유도원도,국사 (상): 고등학교,,0,0,1,미부착,제1유형,저작권 만료,
5384,사이버교과서박물관,저작자별,몽유도원도,미술 3: 중학교,,0,0,1,미부착,제1유형,저작권 만료,
5385,사이버교과서박물관,저작자별,적벽도,미술 2: 중학교,,0,0,1,미부착,제1유형,저작권 만료,
5386,사이버교과서박물관,저작자별,몽유도원도,중학교 미술,,0,0,1,미부착,제1유형,저작권 만료,
5387,사이버교과서박물관,저작자별,몽유도원도,미술 : 고등학교 교사용 지도서,,0,0,1,미부착,제1유형,저작권 만료,
5388,사이버교과서박물관,저작자별,몽유도원도(夢遊桃源圖),미술,,0,0,1,미부착,제1유형,저작권 만료,
5389,사이버교과서박물관,저작자별,몽유도원도,표준 미술,,0,0,1,미부착,제1유형,저작권 만료,
5390,사이버교과서박물관,저작자별,몽유도원도,미술,,0,0,1,미부착,제1유형,저작권 만료,
5391,사이버교과서박물관,저작자별,몽유도원도,표준 미술 Ⅰ,,0,0,1,미부착,제1유형,저작권 만료,
5392,사이버교과서박물관,저작자별,봄과 가을,"漢文, 上: 고등학교",,0,0,1,미부착,제1유형,저작권 만료,
5393,사이버교과서박물관,저작자별,몽유도원도(夢遊挑源圖),미술 3: 중학교,,0,0,1,미부착,제1유형,저작권 만료,
5394,사이버교과서박물관,저작자별,몽유도원도(夢遊桃源圖),미술: 고등학교 교사용지도서,,0,0,1,미부착,제1유형,저작권 만료,
5395,사이버교과서박물관,저작자별,몽유도원도,미술 1: 중학교,,0,0,1,미부착,제1유형,저작권 만료,
5396,사이버교과서박물관,저작자별,몽유도원도(夢遊桃源圖),漢文(下),,0,0,1,미부착,제1유형,저작권 만료,
5397,사이버교과서박물관,저작자별,적벽도(赤壁圖),漢文(下),,0,0,1,미부착,제1유형,저작권 만료,
5398,사이버교과서박물관,저작자별,몽유도원도(夢遊桃源圖),미술 3: 중학교,,0,0,1,미부착,제1유형,저작권 만료,
5399,사이버교과서박물관,저작자별,몽유도원도(夢遊桃源圖),미술 3: 중학교,,0,0,1,미부착,제1유형,저작권 만료,
5400,사이버교과서박물관,저작자별,안네의 일기,중학 국어 2-1,,0,0,1,미부착,제1유형,저작권 만료,
5401,사이버교과서박물관,저작자별,안네의 일기,최신 중학작문,,0,0,1,미부착,제1유형,저작권 만료,
5402,사이버교과서박물관,저작자별,日記중에서,중학 국어,,0,0,1,미부착,제1유형,저작권 만료,
5403,사이버교과서박물관,저작자별,별은 창너머,모범 작문,,0,0,1,미부착,제1유형,저작권 만료,
5404,사이버교과서박물관,저작자별,애국가 ,음악 I: 고등학교,,0,0,1,미부착,제1유형,저작권 만료,
5405,사이버교과서박물관,저작자별,애국가,음악 I: 고등학교,,0,0,1,미부착,제1유형,저작권 만료,
5406,사이버교과서박물관,저작자별,애국가,음악 6: 국민학교 교사용지도서,,0,0,1,미부착,제1유형,저작권 만료,
5407,사이버교과서박물관,저작자별,애국가,음악1: 중학교 교사용지도서,,0,0,1,미부착,제1유형,저작권 만료,
5408,사이버교과서박물관,저작자별,애국가,중학 음악 2,,0,0,1,미부착,제1유형,저작권 만료,
5409,사이버교과서박물관,저작자별,안익태,음악,,0,0,1,미부착,제1유형,저작권 만료,
5410,사이버교과서박물관,저작자별,안익태,음악 : 고등학교 교사용 지도서,,0,0,1,미부착,제1유형,저작권 만료,
5411,사이버교과서박물관,저작자별,애국가,음악 3: 중학교 교사용 지도서,,0,0,1,미부착,제1유형,저작권 만료,
5412,사이버교과서박물관,저작자별,애국가,음악 1 : 중학교 교사용 지도서,,0,0,1,미부착,제1유형,저작권 만료,
5413,사이버교과서박물관,저작자별,애국가,중학생의 음악,,0,0,1,미부착,제1유형,저작권 만료,
5414,사이버교과서박물관,저작자별,애국가,표준음악 Ⅰ,,0,0,1,미부착,제1유형,저작권 만료,
5415,사이버교과서박물관,저작자별,애국가 ,성인교육용 한글 첫 걸음,,0,0,1,미부착,제1유형,저작권 만료,
5416,사이버교과서박물관,저작자별,애국가,중등 음악교본,,0,0,1,미부착,제1유형,저작권 만료,
5417,사이버교과서박물관,저작자별,애국가,남녀 중학교 용 새 음악 교본 1,,0,0,1,미부착,제1유형,저작권 만료,
5418,사이버교과서박물관,저작자별,애국가,즐거운생활 2-1,,0,0,1,미부착,제1유형,저작권 만료,
5419,사이버교과서박물관,저작자별,애국가,즐거운생활 2-2,,0,0,1,미부착,제1유형,저작권 만료,
5420,사이버교과서박물관,저작자별,애국가,즐거운생활 2-1,,0,0,1,미부착,제1유형,저작권 만료,
5421,사이버교과서박물관,저작자별,애국가,즐거운생활 1-2,,0,0,1,미부착,제1유형,저작권 만료,
5422,사이버교과서박물관,저작자별,애국가,즐거운생활 2-2,,0,0,1,미부착,제1유형,저작권 만료,
5423,사이버교과서박물관,저작자별,애국가 ,음악 1: 고등학교,,0,0,1,미부착,제1유형,저작권 만료,
5424,사이버교과서박물관,저작자별,애국가,음악 1: 고등학교,,0,0,1,미부착,제1유형,저작권 만료,
5425,사이버교과서박물관,저작자별,애국가 ,음악 3: 중학교 교사용지도서,,0,0,1,미부착,제1유형,저작권 만료,
5426,사이버교과서박물관,저작자별,애국가,즐거운 생활 1-2,,0,0,1,미부착,제1유형,저작권 만료,
5427,사이버교과서박물관,저작자별,애국가,즐거운 생활 1-1,,0,0,1,미부착,제1유형,저작권 만료,
5428,사이버교과서박물관,저작자별,애국가,음악 3: 초등학교 교사용지도서,,0,0,1,미부착,제1유형,저작권 만료,
5429,사이버교과서박물관,저작자별,애국가,음악 6,,0,0,1,미부착,제1유형,저작권 만료,
5430,사이버교과서박물관,저작자별,애국가,음악 5,,0,0,1,미부착,제1유형,저작권 만료,
5431,사이버교과서박물관,저작자별,애국가,음악 5,,0,0,1,미부착,제1유형,저작권 만료,
5432,사이버교과서박물관,저작자별,애국가,음악 I: 고등학교,,0,0,1,미부착,제1유형,저작권 만료,
5433,사이버교과서박물관,저작자별,애국가 ,음악 I: 고등학교,,0,0,1,미부착,제1유형,저작권 만료,
5434,사이버교과서박물관,저작자별,애국가,음악 I: 고등학교,,0,0,1,미부착,제1유형,저작권 만료,
5435,사이버교과서박물관,저작자별,애국가,음악 I: 고등학교,,0,0,1,미부착,제1유형,저작권 만료,
5436,사이버교과서박물관,저작자별,애국가,음악 4,,0,0,1,미부착,제1유형,저작권 만료,
5437,사이버교과서박물관,저작자별,애국가,음악 4,,0,0,1,미부착,제1유형,저작권 만료,
5438,사이버교과서박물관,저작자별,애국가,음악 3,,0,0,1,미부착,제1유형,저작권 만료,
5439,사이버교과서박물관,저작자별,애국가,음악 3,,0,0,1,미부착,제1유형,저작권 만료,
5440,사이버교과서박물관,저작자별,애국가,특별활동 4.5.6학년: 교사용지도서,,0,0,1,미부착,제1유형,저작권 만료,
5441,사이버교과서박물관,저작자별,애국가,음악 4: 교사용지도서,,0,0,1,미부착,제1유형,저작권 만료,
5442,사이버교과서박물관,저작자별,애국가,음악 1: 중학교 교사용지도서,,0,0,1,미부착,제1유형,저작권 만료,
5443,사이버교과서박물관,저작자별,애국가,음악 1: 중학교 교사용지도서,,0,0,1,미부착,제1유형,저작권 만료,
5444,사이버교과서박물관,저작자별,애국가,음악1: 중학교 교사용지도서,,0,0,1,미부착,제1유형,저작권 만료,
5445,사이버교과서박물관,저작자별,애국가,음악1: 중학교 교사용지도서,,0,0,1,미부착,제1유형,저작권 만료,
5446,사이버교과서박물관,저작자별,애국가,음악1: 중학교 교사용지도서,,0,0,1,미부착,제1유형,저작권 만료,
5447,사이버교과서박물관,저작자별,애국가,음악 4: 국민학교 교사용지도서,,0,0,1,미부착,제1유형,저작권 만료,
5448,사이버교과서박물관,저작자별,애국가,음악 3: 국민학교 교사용지도서,,0,0,1,미부착,제1유형,저작권 만료,
5449,사이버교과서박물관,저작자별,애국가,음악 5,,0,0,1,미부착,제1유형,저작권 만료,
5450,사이버교과서박물관,저작자별,애국가,음악 6,,0,0,1,미부착,제1유형,저작권 만료,
5451,사이버교과서박물관,저작자별,애국가,음악 4,,0,0,1,미부착,제1유형,저작권 만료,
5452,사이버교과서박물관,저작자별,애국가,음악 3,,0,0,1,미부착,제1유형,저작권 만료,
5453,사이버교과서박물관,저작자별,애국가,음악 5: 국민학교 교사용지도서,,0,0,1,미부착,제1유형,저작권 만료,
5454,사이버교과서박물관,저작자별,애국가,음악 1: 중학교,,0,0,1,미부착,제1유형,저작권 만료,
5455,사이버교과서박물관,저작자별,애국가,음악 1: 중학교 교사용지도서,,0,0,1,미부착,제1유형,저작권 만료,
5456,사이버교과서박물관,저작자별,애국가,음악 1: 중학교,,0,0,1,미부착,제1유형,저작권 만료,
5457,사이버교과서박물관,저작자별,애국가,음악 1: 중학교,,0,0,1,미부착,제1유형,저작권 만료,
5458,사이버교과서박물관,저작자별,애국가,음악 1: 중학교,,0,0,1,미부착,제1유형,저작권 만료,
5459,사이버교과서박물관,저작자별,애국가,음악 1: 중학교 교사용지도서,,0,0,1,미부착,제1유형,저작권 만료,
5460,사이버교과서박물관,저작자별,애국가,음악 1: 중학교,,0,0,1,미부착,제1유형,저작권 만료,
5461,사이버교과서박물관,저작자별,애국가,음악 5: 국민학교 교사용지도서,,0,0,1,미부착,제1유형,저작권 만료,
5462,사이버교과서박물관,저작자별,애국가,음악 6: 국민학교 교사용지도서,,0,0,1,미부착,제1유형,저작권 만료,
5463,사이버교과서박물관,저작자별,애국가,음악 6,,0,0,1,미부착,제1유형,저작권 만료,
5464,사이버교과서박물관,저작자별,애국가,음악 4,,0,0,1,미부착,제1유형,저작권 만료,
5465,사이버교과서박물관,저작자별,애국가,음악: 고등학교 교사용지도서,,0,0,1,미부착,제1유형,저작권 만료,
5466,사이버교과서박물관,저작자별,애국가,음악: 고등학교 교사용지도서,,0,0,1,미부착,제1유형,저작권 만료,
5467,사이버교과서박물관,저작자별,애국가,음악: 고등학교,,0,0,1,미부착,제1유형,저작권 만료,
5468,사이버교과서박물관,저작자별,애국가,음악: 고등학교,,0,0,1,미부착,제1유형,저작권 만료,
5469,사이버교과서박물관,저작자별,애국가,음악: 고등학교,,0,0,1,미부착,제1유형,저작권 만료,
5470,사이버교과서박물관,저작자별,애국가,음악: 고등학교,,0,0,1,미부착,제1유형,저작권 만료,
5471,사이버교과서박물관,저작자별,애국가,음악: 고등학교,,0,0,1,미부착,제1유형,저작권 만료,
5472,사이버교과서박물관,저작자별,애국가,음악: 고등학교,,0,0,1,미부착,제1유형,저작권 만료,
5473,사이버교과서박물관,저작자별,애국가,음악: 고등학교,,0,0,1,미부착,제1유형,저작권 만료,
5474,사이버교과서박물관,저작자별,애국가,음악: 고등학교,,0,0,1,미부착,제1유형,저작권 만료,
5475,사이버교과서박물관,저작자별,애국가,음악２: 중학교 교사용지도서,,0,0,1,미부착,제1유형,저작권 만료,
5476,사이버교과서박물관,저작자별,애국가,음악２: 중학교 교사용지도서,,0,0,1,미부착,제1유형,저작권 만료,
5477,사이버교과서박물관,저작자별,애국가,음악２: 중학교 교사용지도서,,0,0,1,미부착,제1유형,저작권 만료,
5478,사이버교과서박물관,저작자별,애국가,음악 2: 중학교,,0,0,1,미부착,제1유형,저작권 만료,
5479,사이버교과서박물관,저작자별,애국가,음악 2: 중학교,,0,0,1,미부착,제1유형,저작권 만료,
5480,사이버교과서박물관,저작자별,애국가,음악 2: 중학교,,0,0,1,미부착,제1유형,저작권 만료,
5481,사이버교과서박물관,저작자별,애국가,음악 2: 중학교,,0,0,1,미부착,제1유형,저작권 만료,
5482,사이버교과서박물관,저작자별,애국가,음악 6: 국민학교 교사용지도서,,0,0,1,미부착,제1유형,저작권 만료,
5483,사이버교과서박물관,저작자별,애국가,음악 5: 국민학교 교사용지도서,,0,0,1,미부착,제1유형,저작권 만료,
5484,사이버교과서박물관,저작자별,애국가,음악 4: 국민학교 교사용지도서,,0,0,1,미부착,제1유형,저작권 만료,
5485,사이버교과서박물관,저작자별,애국가,음악 5,,0,0,1,미부착,제1유형,저작권 만료,
5486,사이버교과서박물관,저작자별,애국가,음악 4,,0,0,1,미부착,제1유형,저작권 만료,
5487,사이버교과서박물관,저작자별,애국가,음악３: 실험용 교과서,,0,0,1,미부착,제1유형,저작권 만료,
5488,사이버교과서박물관,저작자별,애국가,음악: 고등학교,,0,0,1,미부착,제1유형,저작권 만료,
5489,사이버교과서박물관,저작자별,애국가,음악 3,,0,0,1,미부착,제1유형,저작권 만료,
5490,사이버교과서박물관,저작자별,애국가,음악３: 중학교 교사용 지도서,,0,0,1,미부착,제1유형,저작권 만료,
5491,사이버교과서박물관,저작자별,애국가 ,음악 3: 중학교 교사용지도서,,0,0,1,미부착,제1유형,저작권 만료,
5492,사이버교과서박물관,저작자별,애국가,음악 3: 중학교,,0,0,1,미부착,제1유형,저작권 만료,
5493,사이버교과서박물관,저작자별,애국가,음악 3: 중학교,,0,0,1,미부착,제1유형,저작권 만료,
5494,사이버교과서박물관,저작자별,애국가,음악 3: 중학교,,0,0,1,미부착,제1유형,저작권 만료,
5495,사이버교과서박물관,저작자별,애국가,음악 3: 중학교,,0,0,1,미부착,제1유형,저작권 만료,
5496,사이버교과서박물관,저작자별,애국가,음악 6,,0,0,1,미부착,제1유형,저작권 만료,
5497,사이버교과서박물관,저작자별,애국가,음악 1,,0,0,1,미부착,제1유형,저작권 만료,
5498,사이버교과서박물관,저작자별,애국가,음악 6: 국민학교 교사용 지도서,,0,0,1,미부착,제1유형,저작권 만료,
5499,사이버교과서박물관,저작자별,애국가,음악 1,,0,0,1,미부착,제1유형,저작권 만료,
5500,사이버교과서박물관,저작자별,애국가,음악 1,,0,0,1,미부착,제1유형,저작권 만료,
5501,사이버교과서박물관,저작자별,애국가,음악 3,,0,0,1,미부착,제1유형,저작권 만료,
5502,사이버교과서박물관,저작자별,애국가,음악 3,,0,0,1,미부착,제1유형,저작권 만료,
5503,사이버교과서박물관,저작자별,애국가,음악 3,,0,0,1,미부착,제1유형,저작권 만료,
5504,사이버교과서박물관,저작자별,애국가,음악 3,,0,0,1,미부착,제1유형,저작권 만료,
5505,사이버교과서박물관,저작자별,애국가,음악 2,,0,0,1,미부착,제1유형,저작권 만료,
5506,사이버교과서박물관,저작자별,애국가,음악 2,,0,0,1,미부착,제1유형,저작권 만료,
5507,사이버교과서박물관,저작자별,애국가,음악 2,,0,0,1,미부착,제1유형,저작권 만료,
5508,사이버교과서박물관,저작자별,애국가,음악 2,,0,0,1,미부착,제1유형,저작권 만료,
5509,사이버교과서박물관,저작자별,애국가,음악 1,,0,0,1,미부착,제1유형,저작권 만료,
5510,사이버교과서박물관,저작자별,애국가,음악 1,,0,0,1,미부착,제1유형,저작권 만료,
5511,사이버교과서박물관,저작자별,애국가,음악 1,,0,0,1,미부착,제1유형,저작권 만료,
5512,사이버교과서박물관,저작자별,애국가,음악 3: 중학교 교사용 지도서,,0,0,1,미부착,제1유형,저작권 만료,
5513,사이버교과서박물관,저작자별,애국가,음악 3: 중학교 교사용 지도서,,0,0,1,미부착,제1유형,저작권 만료,
5514,사이버교과서박물관,저작자별,애국가,음악 2 : 중학교 교사용 지도서,,0,0,1,미부착,제1유형,저작권 만료,
5515,사이버교과서박물관,저작자별,애국가,음악 2 : 중학교 교사용 지도서,,0,0,1,미부착,제1유형,저작권 만료,
5516,사이버교과서박물관,저작자별,애국가,음악 2 : 중학교 교사용 지도서,,0,0,1,미부착,제1유형,저작권 만료,
5517,사이버교과서박물관,저작자별,애국가,음악 1 : 중학교 교사용 지도서,,0,0,1,미부착,제1유형,저작권 만료,
5518,사이버교과서박물관,저작자별,애국가,음악 1 : 중학교 교사용 지도서,,0,0,1,미부착,제1유형,저작권 만료,
5519,사이버교과서박물관,저작자별,애국가,음악 5: 국민학교 교사용 지도서,,0,0,1,미부착,제1유형,저작권 만료,
5520,사이버교과서박물관,저작자별,애국가,음악 4: 국민학교 교사용 지도서,,0,0,1,미부착,제1유형,저작권 만료,
5521,사이버교과서박물관,저작자별,애국가,음악 3,,0,0,1,미부착,제1유형,저작권 만료,
5522,사이버교과서박물관,저작자별,애국가,음악 1,,0,0,1,미부착,제1유형,저작권 만료,
5523,사이버교과서박물관,저작자별,애국가,음악 1,,0,0,1,미부착,제1유형,저작권 만료,
5524,사이버교과서박물관,저작자별,애국가,음악 3: 중학교 교사용 지도서,,0,0,1,미부착,제1유형,저작권 만료,
5525,사이버교과서박물관,저작자별,애국가,음악 2 : 중학교 교사용 지도서,,0,0,1,미부착,제1유형,저작권 만료,
5526,사이버교과서박물관,저작자별,애국가,음악 1 : 중학교 교사용 지도서,,0,0,1,미부착,제1유형,저작권 만료,
5527,사이버교과서박물관,저작자별,애국가,표준 음악Ⅰ,,0,0,1,미부착,제1유형,저작권 만료,
5528,사이버교과서박물관,저작자별,애국가,음악,,0,0,1,미부착,제1유형,저작권 만료,
5529,사이버교과서박물관,저작자별,애국가,음악,,0,0,1,미부착,제1유형,저작권 만료,
5530,사이버교과서박물관,저작자별,애국가,음악,,0,0,1,미부착,제1유형,저작권 만료,
5531,사이버교과서박물관,저작자별,애국가,음악 : 고등학교 교사용 지도서,,0,0,1,미부착,제1유형,저작권 만료,
5532,사이버교과서박물관,저작자별,애국가,음악 : 고등학교 교사용 지도서,,0,0,1,미부착,제1유형,저작권 만료,
5533,사이버교과서박물관,저작자별,애국가,음악 4,,0,0,1,미부착,제1유형,저작권 만료,
5534,사이버교과서박물관,저작자별,애국가,국어 : 재외국민성인용,,0,0,1,미부착,제1유형,저작권 만료,
5535,사이버교과서박물관,저작자별,애국가,음악 6,,0,0,1,미부착,제1유형,저작권 만료,
5536,사이버교과서박물관,저작자별,애국가,중학 음악 1,,0,0,1,미부착,제1유형,저작권 만료,
5537,사이버교과서박물관,저작자별,애국가,음악 2,,0,0,1,미부착,제1유형,저작권 만료,
5538,사이버교과서박물관,저작자별,애국가,고등 음악 1,,0,0,1,미부착,제1유형,저작권 만료,
5539,사이버교과서박물관,저작자별,애국가,음악 3: 중학교,,0,0,1,미부착,제1유형,저작권 만료,
5540,사이버교과서박물관,저작자별,애국가,음악 2: 중학교,,0,0,1,미부착,제1유형,저작권 만료,
5541,사이버교과서박물관,저작자별,유정(有情)한 사회를 건설하자,화법: 고등학교,,0,0,1,미부착,제1유형,저작권 만료,
5542,사이버교과서박물관,저작자별,한국 학생의 정신,작문: 고등학교,,0,0,1,미부착,제1유형,저작권 만료,
5543,사이버교과서박물관,저작자별,자아 혁신과 민족개조,독서: 고등학교,,0,0,1,미부착,제1유형,저작권 만료,
5544,사이버교과서박물관,저작자별,합동과 분리,독서: 고등학교,,0,0,1,미부착,제1유형,저작권 만료,
5545,사이버교과서박물관,저작자별,한국 학생의 정신,중학 국어 3-1,,0,0,1,미부착,제1유형,저작권 만료,
5546,사이버교과서박물관,저작자별,한국 학생의 정신,중학 국어 3-1,,0,0,1,미부착,제1유형,저작권 만료,
5547,사이버교과서박물관,저작자별,한국 학생의 정신,중학 국어 3-1,,0,0,1,미부착,제1유형,저작권 만료,
5548,사이버교과서박물관,저작자별,자아혁신과 민족개조,중학 작문,,0,0,1,미부착,제1유형,저작권 만료,
5549,사이버교과서박물관,저작자별,한국 학생의 정신,중학 국어 2-Ⅱ ,,0,0,1,미부착,제1유형,저작권 만료,
5550,사이버교과서박물관,저작자별,한국 학생의 정신,중학 국어 2-Ⅱ,,0,0,1,미부착,제1유형,저작권 만료,
5551,사이버교과서박물관,저작자별,인격완성과 단결훈련,중학 국어 1-Ⅱ,,0,0,1,미부착,제1유형,저작권 만료,
5552,사이버교과서박물관,저작자별,인,중학 국어 1-Ⅱ,,0,0,1,미부착,제1유형,저작권 만료,
5553,사이버교과서박물관,저작자별,한국 학생의 정신,중등 국어 2-1,,0,0,1,미부착,제1유형,저작권 만료,
5554,사이버교과서박물관,저작자별,인격완성과 단결훈련,중등 국어 2,,0,0,1,미부착,제1유형,저작권 만료,
5555,사이버교과서박물관,저작자별,한국 학생의 정신,중등 국어 2-2,,0,0,1,미부착,제1유형,저작권 만료,
5556,사이버교과서박물관,저작자별,인격완성과 단결훈련,중학 국어 1-Ⅱ,,0,0,1,미부착,제1유형,저작권 만료,
5557,사이버교과서박물관,저작자별,학생의 정신,중등 국어 2,,0,0,1,미부착,제1유형,저작권 만료,
5558,사이버교과서박물관,저작자별,인격완성과 단결훈련,중등 국어 1-Ⅱ,,0,0,1,미부착,제1유형,저작권 만료,
