한국교육개발원 권리처리 목록,,,,,,,,,,,,
순번,사이트명,카테고리,자료명,저자,발행년,영상,사진,문서,기존 공공누리 유형,최종 공공누리 유형,계약서 유무,비고
379,사이버교과서박물관,도서별,普通學校 書方手本 第六學年上,朝鮮總督府 著,1937,0,0,1,미부착,제1유형,저작권 만료,
380,사이버교과서박물관,도서별,普通學校 算術 第二學年兒童用 下,朝鮮總督府 著,1937,0,0,1,미부착,제1유형,저작권 만료,
381,사이버교과서박물관,도서별,新修 植物敎育書,森爲三 著,1937,0,0,1,미부착,제1유형,저작권 만료,
382,사이버교과서박물관,도서별,日本敎育新敎科書 改訂敎育學綱要,乙竹岩造 著,1937,0,0,1,미부착,제1유형,저작권 만료,
383,사이버교과서박물관,도서별,新編 中等西洋史,時野谷常三郞 著,1937,0,0,1,미부착,제1유형,저작권 만료,
384,사이버교과서박물관,도서별,日本敎育新敎科書 敎育學綱要,乙竹岩造 著,1937,0,0,1,미부착,제1유형,저작권 만료,
385,사이버교과서박물관,도서별,新修漢文 卷四,簡野道明 編,1937,0,0,1,미부착,제1유형,저작권 만료,
386,사이버교과서박물관,도서별,初等 農業書 卷一,朝鮮總督府 著,1937,0,0,1,미부착,제1유형,저작권 만료,
387,사이버교과서박물관,도서별,國語 卷一,岩波編輯部 編,1937,0,0,1,미부착,제1유형,저작권 만료,
388,사이버교과서박물관,도서별,新修漢文 卷二,簡野道明 編者,1937,0,0,1,미부착,제1유형,저작권 만료,
389,사이버교과서박물관,도서별,國語 卷二,岩波編輯部,1937,0,0,1,미부착,제1유형,저작권 만료,
390,사이버교과서박물관,도서별,國語 卷三,岩波編輯部 編,1937,0,0,1,미부착,제1유형,저작권 만료,
391,사이버교과서박물관,도서별,國語 卷四,岩波編輯部 編,1937,0,0,1,미부착,제1유형,저작권 만료,
392,사이버교과서박물관,도서별,醇正國語 卷六,能勢朝次 著,1937,0,0,1,미부착,제1유형,저작권 만료,
393,사이버교과서박물관,도서별,國語 卷九,岩波編輯部 編,1937,0,0,1,미부착,제1유형,저작권 만료,
394,사이버교과서박물관,도서별,國語 卷七,岩波編輯部 編,1937,0,0,1,미부착,제1유형,저작권 만료,
395,사이버교과서박물관,도서별,醇正國語 卷五,能勢朝次 著,1937,0,0,1,미부착,제1유형,저작권 만료,
396,사이버교과서박물관,도서별,西洋史敎程,村川堅固 著,1937,0,0,1,미부착,제1유형,저작권 만료,
397,사이버교과서박물관,도서별,現勢日本地理 ,石橋五郞 著,1937,0,0,1,미부착,제1유형,저작권 만료,
398,사이버교과서박물관,도서별,初等地理 卷二,朝鮮總督府 著,1937,0,0,1,미부착,제1유형,저작권 만료,
399,사이버교과서박물관,도서별,新タ 中學動物,池田嘉平 著,1937,0,0,1,미부착,제1유형,저작권 만료,
400,사이버교과서박물관,도서별,中等 漢文 卷一,朝鮮總督府 著,1937,0,0,1,미부착,제1유형,저작권 만료,
401,사이버교과서박물관,도서별,近代朝鮮史 上卷,菊池謙讓 著,1937,0,0,1,미부착,제1유형,저작권 만료,
402,사이버교과서박물관,도서별,實業 新選地理,守屋荒美雄 著,1937,0,0,1,미부착,제1유형,저작권 만료,
403,사이버교과서박물관,도서별,國語 卷八,岩波編輯部 編,1937,0,0,1,미부착,제1유형,저작권 만료,
404,사이버교과서박물관,도서별,初等 理科 卷一,朝鮮總督府 著,1937,0,0,1,미부착,제1유형,저작권 만료,
405,사이버교과서박물관,도서별,初等 理科 卷一,朝鮮總督府 著,1937,0,0,1,미부착,제1유형,저작권 만료,
406,사이버교과서박물관,도서별,職業科敎科書 卷二,朝鮮總督府 著,1937,0,0,1,미부착,제1유형,저작권 만료,
407,사이버교과서박물관,도서별,職業科學習帳 第三學年用,京畿道敎育會 編,1937,0,0,1,미부착,제1유형,저작권 만료,
408,사이버교과서박물관,도서별,初等 算術 第三學年兒童用 下,朝鮮總督府 著,1938,0,0,1,미부착,제1유형,저작권 만료,
409,사이버교과서박물관,도서별,地理 卷一 : 初等 敎師用,朝鮮總督府 著,1938,0,0,1,미부착,제1유형,저작권 만료,
410,사이버교과서박물관,도서별,初等 修身書 卷五,朝鮮總督府 著,1938,0,0,1,미부착,제1유형,저작권 만료,
411,사이버교과서박물관,도서별,職業科學習帳 第五學年用,京畿道敎育會 編,1938,0,0,1,미부착,제1유형,저작권 만료,
412,사이버교과서박물관,도서별,初等 算術 第三學年兒童用上,朝鮮總督府 著,1938,0,0,1,미부착,제1유형,저작권 만료,
413,사이버교과서박물관,도서별,初等 算術 第三學年兒童用 上,朝鮮總督府 著,1938,0,0,1,미부착,제1유형,저작권 만료,
414,사이버교과서박물관,도서별,初等 圖畵 第四學年 兒童用,朝鮮總督府 著,1938,0,0,1,미부착,제1유형,저작권 만료,
415,사이버교과서박물관,도서별,生命の綴方 五/六年用,朝鮮公民敎育會 著,1938,0,0,1,미부착,제1유형,저작권 만료,
416,사이버교과서박물관,도서별,初等國史 卷二,朝鮮總督府 著,1938,0,0,1,미부착,제1유형,저작권 만료,
417,사이버교과서박물관,도서별,國史地理 下卷,朝鮮總督府 著,1938,0,0,1,미부착,제1유형,저작권 만료,
418,사이버교과서박물관,도서별,日本敎育新敎科書 各科指導法綱要,乙竹岩造 著,1938,0,0,1,미부착,제1유형,저작권 만료,
419,사이버교과서박물관,도서별,新國語問題 三四年程度,中等國漢文硏究會 編,1938,0,0,1,미부착,제1유형,저작권 만료,
420,사이버교과서박물관,도서별,THE TAIHEIYO READERS BOOK THREE,石川林四郞 著,1938,0,0,1,미부착,제1유형,저작권 만료,
421,사이버교과서박물관,도서별,職業科學習帳 第五學年用,京畿道敎育會,1938,0,0,1,미부착,제1유형,저작권 만료,
422,사이버교과서박물관,도서별,小學書方手本 尋常科用 第四學年上,文部省 著作,1939,0,0,1,미부착,제1유형,저작권 만료,
423,사이버교과서박물관,도서별,小學書方手本 尋常科用 第五學年上,文部省 著作,1939,0,0,1,미부착,제1유형,저작권 만료,
424,사이버교과서박물관,도서별,小學國語讀本 尋常科用 卷十二,文部省 著,1939,0,0,1,미부착,제1유형,저작권 만료,
425,사이버교과서박물관,도서별,新國史の詳解 全 第六學年用,朝鮮小學敎育各科硏究會,1939,0,0,1,미부착,제1유형,저작권 만료,
426,사이버교과서박물관,도서별,小學國語讀本 尋常科用 卷十一,文部省 著,1939,0,0,1,미부착,제1유형,저작권 만료,
427,사이버교과서박물관,도서별,初等 修身 卷一,朝鮮總督府 著,1939,0,0,1,미부착,제1유형,저작권 만료,
428,사이버교과서박물관,도서별,初等 國語讀本 卷一,朝鮮總督府 著,1939,0,0,1,미부착,제1유형,저작권 만료,
429,사이버교과서박물관,도서별,小學書方手本 尋常科用 第六學年上,文部省 著,1939,0,0,1,미부착,제1유형,저작권 만료,
430,사이버교과서박물관,도서별,小學書方手本 尋常科用 第六學年下,文部省 著作,1939,0,0,1,미부착,제1유형,저작권 만료,
431,사이버교과서박물관,도서별,中等敎育 漢文讀本學習書,盧益亨 著,1939,0,0,1,미부착,제1유형,저작권 만료,
432,사이버교과서박물관,도서별,みくにのうた,朝鮮總督府 著,1939,0,0,1,미부착,제1유형,저작권 만료,
433,사이버교과서박물관,도서별,小學書方手本 尋常科  第六學年上,文部省 著作,1939,0,0,1,미부착,제1유형,저작권 만료,
434,사이버교과서박물관,도서별,尋常 小學圖畵 第六學年 兒童用,文部省 著作,1939,0,0,1,미부착,제1유형,저작권 만료,
435,사이버교과서박물관,도서별,國語敎本 ,朝鮮總督府 著,1939,0,0,1,미부착,제1유형,저작권 만료,
436,사이버교과서박물관,도서별,農業敎科書 中卷,朝鮮總督府 著,1939,0,0,1,미부착,제1유형,저작권 만료,
437,사이버교과서박물관,도서별,農業敎科書 下卷,朝鮮總督府 著,1939,0,0,1,미부착,제1유형,저작권 만료,
438,사이버교과서박물관,도서별,初等修身 卷六,朝鮮總督府 著,1939,0,0,1,미부착,제1유형,저작권 만료,
439,사이버교과서박물관,도서별,農業敎科書 上卷,朝鮮總督府 著,1939,0,0,1,미부착,제1유형,저작권 만료,
440,사이버교과서박물관,도서별,改制 新文典精解 上級用,學習書莊編輯部 編,1939,0,0,1,미부착,제1유형,저작권 만료,
441,사이버교과서박물관,도서별,中等學校 支那時文讀本,鹽谷溫 編,1939,0,0,1,미부착,제1유형,저작권 만료,
442,사이버교과서박물관,도서별,新輯 動物學敎科書,森爲三 著,1939,0,0,1,미부착,제1유형,저작권 만료,
443,사이버교과서박물관,도서별,尋常 小學圖畵 第五學年,文部省 著,1939,0,0,1,미부착,제1유형,저작권 만료,
444,사이버교과서박물관,도서별,農業敎科書 上卷,朝鮮總督府 著,1939,0,0,1,미부착,제1유형,저작권 만료,
445,사이버교과서박물관,도서별,靑年學校 工業敎科書 卷一,財團法人 國民工業學院 編,1939,0,0,1,미부착,제1유형,저작권 만료,
446,사이버교과서박물관,도서별,手工科の經營 ,京城女子師範附屬小學敎,1939,0,0,1,미부착,제1유형,저작권 만료,
447,사이버교과서박물관,도서별,初等 算術 第四學年兒童用下,朝鮮總督府 著,1939,0,0,1,미부착,제1유형,저작권 만료,
448,사이버교과서박물관,도서별,中等敎育 修身書 卷一,朝鮮總督府 著,1940,0,0,1,미부착,제1유형,저작권 만료,
449,사이버교과서박물관,도서별,藝能科工作敎授資料 第三學年,朝鮮總督府 著,1940,0,0,1,미부착,제1유형,저작권 만료,
450,사이버교과서박물관,도서별,初等 唱歌 第四學年用,朝鮮總督府 著,1940,0,0,1,미부착,제1유형,저작권 만료,
451,사이버교과서박물관,도서별,中等敎育 女子修身書 卷三,朝鮮總督府 著,1940,0,0,1,미부착,제1유형,저작권 만료,
452,사이버교과서박물관,도서별,尋常 小學算術 第五學年兒童用 下,文部省 著作,1940,0,0,1,미부착,제1유형,저작권 만료,
453,사이버교과서박물관,도서별,初等 國語讀本 卷三,朝鮮總督府 著,1940,0,0,1,미부착,제1유형,저작권 만료,
454,사이버교과서박물관,도서별,尋常 小學算術 第六學年兒童用 上,文部省 著作,1940,0,0,1,미부착,제1유형,저작권 만료,
455,사이버교과서박물관,도서별,初等 國語 第五學年 下,朝鮮總督府 著,1940,0,0,1,미부착,제1유형,저작권 만료,
456,사이버교과서박물관,도서별,中等 漢文 卷四,朝鮮總督府 著,1940,0,0,1,미부착,제1유형,저작권 만료,
457,사이버교과서박물관,도서별,尋常 小學圖畵 第四學年 兒童用,文部省 著作,1940,0,0,1,미부착,제1유형,저작권 만료,
458,사이버교과서박물관,도서별,初等國史 第五學年,朝鮮總督府 著,1940,0,0,1,미부착,제1유형,저작권 만료,
459,사이버교과서박물관,도서별,尋常 小學算術 第六學年兒童用下,文部省 著,1940,0,0,1,미부착,제1유형,저작권 만료,
460,사이버교과서박물관,도서별,MODERN ALGEBRA FOR SECONDARY SCHOOLS,數學敎授同志會 著,1940,0,0,1,미부착,제1유형,저작권 만료,
461,사이버교과서박물관,도서별,尋常 小學算術 第五學年兒童用 上 ,文部省 著作,1940,0,0,1,미부착,제1유형,저작권 만료,
462,사이버교과서박물관,도서별,初等 修身 卷五 ,朝鮮總督府 著,1940,0,0,1,미부착,제1유형,저작권 만료,
463,사이버교과서박물관,도서별,尋常 小學算術 第四學年兒童用 上 ,文部省 著,1940,0,0,1,미부착,제1유형,저작권 만료,
464,사이버교과서박물관,도서별,尋常 小學算術 第四學年兒童用 下,文部省 著作,1941,0,0,1,미부착,제1유형,저작권 만료,
465,사이버교과서박물관,도서별,初等 習字 第三學年,朝鮮總督府 著,1941,0,0,1,미부착,제1유형,저작권 만료,
466,사이버교과서박물관,도서별,小學書方手本 尋常科用 第四學年下,文部省 著作,1941,0,0,1,미부착,제1유형,저작권 만료,
467,사이버교과서박물관,도서별,THE NEW NATURE READERS Ⅰ,文部省 著,1941,0,0,1,미부착,제1유형,저작권 만료,
468,사이버교과서박물관,도서별,中等 國語 卷二,朝鮮總督府 著,1941,0,0,1,미부착,제1유형,저작권 만료,
469,사이버교과서박물관,도서별,初等 國語讀本 卷六,朝鮮總督府 著,1941,0,0,1,미부착,제1유형,저작권 만료,
470,사이버교과서박물관,도서별,小學國語讀本 尋常科用 卷七,文部省 著作,1941,0,0,1,미부착,제1유형,저작권 만료,
471,사이버교과서박물관,도서별,初等 唱歌 第六學年用,朝鮮總督府 著,1941,0,0,1,미부착,제1유형,저작권 만료,
472,사이버교과서박물관,도서별,中等 漢文讀本 卷五,朝鮮總督府 著,1941,0,0,1,미부착,제1유형,저작권 만료,
473,사이버교과서박물관,도서별,靑年敎本 卷三,朝鮮總督府 著,1941,0,0,1,미부착,제1유형,저작권 만료,
474,사이버교과서박물관,도서별,尋常 小學算術 第四學年兒童用 下,文部省 著,1941,0,0,1,미부착,제1유형,저작권 만료,
475,사이버교과서박물관,도서별,初等 修身 卷四,朝鮮總督府 著,1941,0,0,1,미부착,제1유형,저작권 만료,
476,사이버교과서박물관,도서별,中等敎育 女子修身書 卷四,朝鮮總督府,1941,0,0,1,미부착,제1유형,저작권 만료,
477,사이버교과서박물관,도서별,初等 習字 第三學年,朝鮮總督府 著,1941,0,0,1,미부착,제1유형,저작권 만료,
478,사이버교과서박물관,도서별,初等 地理 卷二,朝鮮總督府 著,1941,0,0,1,미부착,제1유형,저작권 만료,
479,사이버교과서박물관,도서별,尋常小學算術 第四學年敎師用 上 ,文部省 著,1941,0,0,1,미부착,제1유형,저작권 만료,
480,사이버교과서박물관,도서별,自然の觀察  第二學年下 : 敎師用,朝鮮總督府 著,1942,0,0,1,미부착,제1유형,저작권 만료,
481,사이버교과서박물관,도서별,自然の觀察  第二學年上 : 敎師用,朝鮮總督府 著,1942,0,0,1,미부착,제1유형,저작권 만료,
482,사이버교과서박물관,도서별,自然の觀察  第一學年下 : 敎師用,朝鮮總督府 著,1942,0,0,1,미부착,제1유형,저작권 만료,
483,사이버교과서박물관,도서별,自然の觀察 第一學年上 : 敎師用,朝鮮總督府 著,1942,0,0,1,미부착,제1유형,저작권 만료,
484,사이버교과서박물관,도서별,小學國語讀本 尋常科用 卷八,文部省 著作,1942,0,0,1,미부착,제1유형,저작권 만료,
485,사이버교과서박물관,도서별,中等 公民 女子用 上,朝鮮總督府 著,1942,0,0,1,미부착,제1유형,저작권 만료,
486,사이버교과서박물관,도서별,中等 國文法 ,朝鮮總督府 著,1942,0,0,1,미부착,제1유형,저작권 만료,
487,사이버교과서박물관,도서별,ウタノホン 敎師用 二ネン,朝鮮總督府 著,1942,0,0,1,미부착,제1유형,저작권 만료,
488,사이버교과서박물관,도서별,初等科 算數 三,文部省 著,1942,0,0,1,미부착,제1유형,저작권 만료,
489,사이버교과서박물관,도서별,ヱノホソ 四,文部省 著,1942,0,0,1,미부착,제1유형,저작권 만료,
490,사이버교과서박물관,도서별,コトバノオケイコ 二ネン上,朝鮮總督府 著,1942,0,0,1,미부착,제1유형,저작권 만료,
491,사이버교과서박물관,도서별,コトバノオケイコ 一ネン下,朝鮮總督府 著,1942,0,0,1,미부착,제1유형,저작권 만료,
492,사이버교과서박물관,도서별,初等 家事 敎師用 第五學年,朝鮮總督府 著,1942,0,0,1,미부착,제1유형,저작권 만료,
493,사이버교과서박물관,도서별,中等 漢文讀本 卷一,朝鮮總督府 著,1942,0,0,1,미부착,제1유형,저작권 만료,
494,사이버교과서박물관,도서별,中等 公民 男子用 上,朝鮮總督府 著,1942,0,0,1,미부착,제1유형,저작권 만료,
495,사이버교과서박물관,도서별,初等 習字 第四學年,朝鮮總督府 著,1942,0,0,1,미부착,제1유형,저작권 만료,
496,사이버교과서박물관,도서별,模型航空機敎育敎程試案 ,文部省 編,1942,0,0,1,미부착,제1유형,저작권 만료,
497,사이버교과서박물관,도서별,初等 地理 卷一,朝鮮總督府 著作,1942,0,0,1,미부착,제1유형,저작권 만료,
498,사이버교과서박물관,도서별,お行儀の本 第四學年,朝鮮敎育會 編,1942,0,0,1,미부착,제1유형,저작권 만료,
499,사이버교과서박물관,도서별,國民禮法 第六學年,朝鮮敎育會 編纂,1942,0,0,1,미부착,제1유형,저작권 만료,
500,사이버교과서박물관,도서별,ヱノホン 一 : 敎師用,文部省 著,1942,0,0,1,미부착,제1유형,저작권 만료,
501,사이버교과서박물관,도서별,環境の觀察 第四學年 : 敎師用,朝鮮總督府 著,1942,0,0,1,미부착,제1유형,저작권 만료,
502,사이버교과서박물관,도서별,自然の觀察 第三學年 : 敎師用,朝鮮總督府 著,1943,0,0,1,미부착,제1유형,저작권 만료,
503,사이버교과서박물관,도서별,電氣學校敎科書,電機學校 編,1943,0,0,1,미부착,제1유형,저작권 만료,
504,사이버교과서박물관,도서별,算數 第四學年下 : 初等科 敎師用,朝鮮總督府 著,1943,0,0,1,미부착,제1유형,저작권 만료,
505,사이버교과서박물관,도서별,中等 國語 卷五,朝鮮總督府 著,1943,0,0,1,미부착,제1유형,저작권 만료,
506,사이버교과서박물관,도서별,中等 國語 卷六,朝鮮總督府 著,1943,0,0,1,미부착,제1유형,저작권 만료,
507,사이버교과서박물관,도서별,藝能科 工作敎授資料 第五學年,朝鮮總督府 著,1943,0,0,1,미부착,제1유형,저작권 만료,
508,사이버교과서박물관,도서별,師範衛生 卷一,文部省 著,1943,0,0,1,미부착,제1유형,저작권 만료,
509,사이버교과서박물관,도서별,初等 職業 第四學年,朝鮮總督府 著,1943,0,0,1,미부착,제1유형,저작권 만료,
510,사이버교과서박물관,도서별,初等 習字 第五學年,朝鮮總督府 著,1943,0,0,1,미부착,제1유형,저작권 만료,
511,사이버교과서박물관,도서별,初等科 算數 第四學年下,文部省 著作,1943,0,0,1,미부착,제1유형,저작권 만료,
512,사이버교과서박물관,도서별,初等 國語 第四學年下,朝鮮總督府 著,1943,0,0,1,미부착,제1유형,저작권 만료,
513,사이버교과서박물관,도서별,初等 國語 第四學年上,朝鮮總督府 著,1943,0,0,1,미부착,제1유형,저작권 만료,
514,사이버교과서박물관,도서별,初等 音樂 第四學年 ,朝鮮總督府 著,1943,0,0,1,미부착,제1유형,저작권 만료,
515,사이버교과서박물관,도서별,中等 國語 男子用 卷六,朝鮮總督府 著,1943,0,0,1,미부착,제1유형,저작권 만료,
516,사이버교과서박물관,도서별,初等 裁縫 第四學年,朝鮮總督府 著,1943,0,0,1,미부착,제1유형,저작권 만료,
517,사이버교과서박물관,도서별,靑年敎本 下卷,全羅南道靑年團 編輯,1943,0,0,1,미부착,제1유형,저작권 만료,
518,사이버교과서박물관,도서별,初等科 圖畵 第四學年 女子用,文部省 著作,1943,0,0,1,미부착,제1유형,저작권 만료,
519,사이버교과서박물관,도서별,初等 工作 第四學年 女子用,朝鮮總督府 著,1943,0,0,1,미부착,제1유형,저작권 만료,
520,사이버교과서박물관,도서별,農業敎科書 ,朝鮮總督府 著,1943,0,0,1,미부착,제1유형,저작권 만료,
521,사이버교과서박물관,도서별,農業敎科書,朝鮮總督府 著,1943,0,0,1,미부착,제1유형,저작권 만료,
522,사이버교과서박물관,도서별,農業敎科書 ,朝鮮總督府 著,1943,0,0,1,미부착,제1유형,저작권 만료,
523,사이버교과서박물관,도서별,農業敎科書 ,朝鮮總督府 著,1943,0,0,1,미부착,제1유형,저작권 만료,
524,사이버교과서박물관,도서별,初等國語 第三學年 下,朝鮮總督府 著,1943,0,0,1,미부착,제1유형,저작권 만료,
525,사이버교과서박물관,도서별,耕種 各設 一,實業敎育振興中央會 著,1943,0,0,1,미부착,제1유형,저작권 만료,
526,사이버교과서박물관,도서별,中等 時文 全 ,朝鮮總督府 著,1943,0,0,1,미부착,제1유형,저작권 만료,
527,사이버교과서박물관,도서별,初等 修身 第三學年,朝鮮總督府 著,1943,0,0,1,미부착,제1유형,저작권 만료,
528,사이버교과서박물관,도서별,中等 公民 男子用 下 ,朝鮮總督府 著,1943,0,0,1,미부착,제1유형,저작권 만료,
529,사이버교과서박물관,도서별,初等 工作 第四學年,朝鮮總督府 著,1943,0,0,1,미부착,제1유형,저작권 만료,
530,사이버교과서박물관,도서별,初等 工作 第三學年,朝鮮總督府 著,1943,0,0,1,미부착,제1유형,저작권 만료,
531,사이버교과서박물관,도서별,初等 修身 第四學年,朝鮮總督府 著,1943,0,0,1,미부착,제1유형,저작권 만료,
532,사이버교과서박물관,도서별,圖畵 第四學年 : 初等科 敎師用,朝鮮總督府 著,1943,0,0,1,미부착,제1유형,저작권 만료,
533,사이버교과서박물관,도서별,圖畵 第五學年 : 初等科 敎師用,朝鮮總督府 著,1944,0,0,1,미부착,제1유형,저작권 만료,
534,사이버교과서박물관,도서별,靑年敎本 卷二,朝鮮總督府 著,1944,0,0,1,미부착,제1유형,저작권 만료,
535,사이버교과서박물관,도서별,初等 習字 第六學年 ,朝鮮總督府 著,1944,0,0,1,미부착,제1유형,저작권 만료,
536,사이버교과서박물관,도서별,初等 修身 第六學年,朝鮮總督府 著,1944,0,0,1,미부착,제1유형,저작권 만료,
537,사이버교과서박물관,도서별,初等 理科 第六學年,朝鮮總督府 著,1944,0,0,1,미부착,제1유형,저작권 만료,
538,사이버교과서박물관,도서별,初等 職業 第五學年,朝鮮總督府 著,1944,0,0,1,미부착,제1유형,저작권 만료,
539,사이버교과서박물관,도서별,初等 地理 第六學年 ,朝鮮總督府 著,1944,0,0,1,미부착,제1유형,저작권 만료,
540,사이버교과서박물관,도서별,初等 地理 第五學年,朝鮮總督府 著,1944,0,0,1,미부착,제1유형,저작권 만료,
541,사이버교과서박물관,도서별,初等 音樂 第五學年 ,朝鮮總督府 著,1944,0,0,1,미부착,제1유형,저작권 만료,
542,사이버교과서박물관,도서별,初等 音樂 第六學年,朝鮮總督府 著,1944,0,0,1,미부착,제1유형,저작권 만료,
543,사이버교과서박물관,도서별,初等 國語 第五學年上,朝鮮總督府 著,1944,0,0,1,미부착,제1유형,저작권 만료,
544,사이버교과서박물관,도서별,初等 國語 第六學年 下,朝鮮總督府 著,1944,0,0,1,미부착,제1유형,저작권 만료,
545,사이버교과서박물관,도서별,靑年敎本 卷一,朝鮮總督府 著,1944,0,0,1,미부착,제1유형,저작권 만료,
546,사이버교과서박물관,도서별,中等 數學 二  第二類,文部省 著,1944,0,0,1,미부착,제1유형,저작권 만료,
547,사이버교과서박물관,도서별,中等 數學 二  第一類,文部省 著,1944,0,0,1,미부착,제1유형,저작권 만료,
548,사이버교과서박물관,도서별,國民學校 體鍊科敎授要項竝實施細目,朝鮮總督府學務局 編纂,1944,0,0,1,미부착,제1유형,저작권 만료,
549,사이버교과서박물관,도서별,初等科 算數 第五學年上,文部省 著,1944,0,0,1,미부착,제1유형,저작권 만료,
550,사이버교과서박물관,도서별,靑年敎本 卷一,朝鮮總督府 著,1944,0,0,1,미부착,제1유형,저작권 만료,
551,사이버교과서박물관,도서별,初等理科 第五學年,朝鮮總督府 著,1944,0,0,1,미부착,제1유형,저작권 만료,
552,사이버교과서박물관,도서별,生物 4,中等學校敎科書 著,1944,0,0,1,미부착,제1유형,저작권 만료,
553,사이버교과서박물관,도서별,工業大意,實業敎育振興中央會 著,1944,0,0,1,미부착,제1유형,저작권 만료,
554,사이버교과서박물관,도서별,實習敎程 1,實業敎育振興中央會 著,1944,0,0,1,미부착,제1유형,저작권 만료,
555,사이버교과서박물관,도서별,初等 國語 第六學年上,朝鮮總督府 著,1944,0,0,1,미부착,제1유형,저작권 만료,
556,사이버교과서박물관,도서별,耕種 二,實業敎育振興中央會 著,1944,0,0,1,미부착,제1유형,저작권 만료,
557,사이버교과서박물관,도서별,實習敎程 ,實業敎育振興中央會 著,1944,0,0,1,미부착,제1유형,저작권 만료,
558,사이버교과서박물관,도서별,實習敎程 2,實業敎育振興中央會 著,1944,0,0,1,미부착,제1유형,저작권 만료,
559,사이버교과서박물관,도서별,實習錄,實業敎育振興中央會 編,1944,0,0,1,미부착,제1유형,저작권 만료,
560,사이버교과서박물관,도서별,中等 物象 一,文部省 著,1944,0,0,1,미부착,제1유형,저작권 만료,
561,사이버교과서박물관,도서별,初等科 算數 第六學年下,文部省 著作,1944,0,0,1,미부착,제1유형,저작권 만료,
562,사이버교과서박물관,도서별,初等科算數 下 ,文部省 著作,1944,0,0,1,미부착,제1유형,저작권 만료,
563,사이버교과서박물관,도서별,中等 數學 一,文部省 著,1944,0,0,1,미부착,제1유형,저작권 만료,
564,사이버교과서박물관,도서별,珠算 基礎編,實業敎育振興中央會 著,1944,0,0,1,미부착,제1유형,저작권 만료,
565,사이버교과서박물관,도서별,鍊成の國語と算數 第六學年上,明文堂編輯部 編,1944,0,0,1,미부착,제1유형,저작권 만료,
566,사이버교과서박물관,도서별,初等科 算數 第六學年 上 ,文部省 著作,1944,0,0,1,미부착,제1유형,저작권 만료,
567,사이버교과서박물관,도서별,新板 朝鮮歷史,崔南善 撰,1945,0,0,1,미부착,제1유형,저작권 만료,
568,사이버교과서박물관,도서별,초등 국어 교본 한글 敎授指針,조선어학회 지음,1945,0,0,1,미부착,제1유형,저작권 만료,
569,사이버교과서박물관,도서별,初等 國語敎本 上,朝鮮語學會 著,1945,0,0,1,미부착,제1유형,저작권 만료,
570,사이버교과서박물관,도서별,朝鮮史略,權悳奎 著,1945,0,0,1,미부착,제1유형,저작권 만료,
571,사이버교과서박물관,도서별,LIVING ENGLISH READERS 2,교학사 저,1946,0,0,1,미부착,제1유형,저작권 만료,
572,사이버교과서박물관,도서별,초등 국사교본 오륙학년용,군정청문교부 저,1946,0,0,1,미부착,제1유형,저작권 만료,
573,사이버교과서박물관,도서별,중등 공민 하,문교부 저,1946,0,0,1,미부착,제1유형,저작권 만료,
574,사이버교과서박물관,도서별,동양사,전라북도 교육협회 편,1946,0,0,1,미부착,제1유형,저작권 만료,
575,사이버교과서박물관,도서별,중등 공민 상,문교부 저,1946,0,0,1,미부착,제1유형,저작권 만료,
576,사이버교과서박물관,도서별,초등 공민 五·六학년합병용,朝鮮語學會 編,1946,0,0,1,미부착,제1유형,저작권 만료,
577,사이버교과서박물관,도서별,THE NEW ENGLISH COMPOSITION BOOK 1,同心社 編輯,1946,0,0,1,미부착,제1유형,저작권 만료,
578,사이버교과서박물관,도서별,THE NEW ENGLISH READERS FOR JUNIOR MIDDLE SCHOOLS BOOK ONE,京城中等英語敎員會 編,1946,0,0,1,미부착,제1유형,저작권 만료,
579,사이버교과서박물관,도서별,中等 世界地理 ,중등교과서편찬위원회,1946,0,0,1,미부착,제1유형,저작권 만료,
580,사이버교과서박물관,도서별,초등 국어교본 중,조선어학회 지음,1946,0,0,1,미부착,제1유형,저작권 만료,
581,사이버교과서박물관,도서별,초등 지리교본 오륙학년용,경기도학무과 저,1946,0,0,1,미부착,제1유형,저작권 만료,
582,사이버교과서박물관,도서별,쉽고 빠른 조선력사,최남선 지음,1946,0,0,1,미부착,제1유형,저작권 만료,
583,사이버교과서박물관,도서별,中等 數學 一數,,1946,0,0,1,미부착,제1유형,저작권 만료,
584,사이버교과서박물관,도서별,초등 이과 5-1,군정청편수국,1946,0,0,1,미부착,제1유형,저작권 만료,
585,사이버교과서박물관,도서별,中等 世界地理 初級中學 二·三學年用,中等敎材編纂委員會 著,1946,0,0,1,미부착,제1유형,저작권 만료,
586,사이버교과서박물관,도서별,兒戱原覽 全,中等敎材編纂委員會 著,1946,0,0,1,미부착,제1유형,저작권 만료,
587,사이버교과서박물관,도서별,THE NEW ENGLISH GRAMMAR,京城中等英語敎員會 編,1946,0,0,1,미부착,제1유형,저작권 만료,
588,사이버교과서박물관,도서별,초등 공민 하: 제오륙학년함께씀,軍政廳文敎部 著,1946,0,0,1,미부착,제1유형,저작권 만료,
589,사이버교과서박물관,도서별,國史敎本,震壇學會 編,1946,0,0,1,미부착,제1유형,저작권 만료,
590,사이버교과서박물관,도서별,中等敎育 國語讀本 卷二,朝鮮總督府 著,,0,0,1,미부착,제1유형,저작권 만료,
