한국지역정보개발원(KLID) 권리처리 목록,,,,,,,,,,,,
순번,사이트명,카테고리 진입과정,이름,설명,등록일,영상,사진,문서,기존 공공누리 유형,최종 공공누리 유형,계약서 유무,비고
128,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 리포트,2013년 지역정보화 동향분석 제7호: 공공데이터 개방에 따른 민간 활용 촉진 방안,,2013-10-02 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
129,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 리포트,2013년 지역정보화 동향분석 제8호:공공분야 빅데이터 사업 동향분석,,2013-10-18 00:00:00,0,0,1,미부착,개방불가,없음,
130,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 리포트,2013년 지역정보화 동향분석 제9호: 자치단체 가치향상을 위한 오픈 이노베이션,,2013-11-14 00:00:00,0,0,1,미부착,개방불가,없음,
131,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 리포트,2013년 지역정보화 동향분석 제10호: 지방3.0 시대의 지방자치단체 소셜 플랫폼,,2013-12-11 00:00:00,0,0,1,미부착,개방불가,없음,
132,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 리포트,2014년 지역정보화 동향분석 제1호: 2014년 정보화 트랜드,,2014-01-17 00:00:00,0,0,1,미부착,개방불가,없음,
133,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 리포트,2014년 지역정보화 동향분석 제2호: 개인정보 보호 인증(PIPL)」도입에 따른 공공기관의 대응방안,,2014-01-17 00:00:00,0,0,1,미부착,개방불가,없음,
134,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 리포트,2014년 지역정보화 동향분석 제3호: 주민등록번호의 유출과 「개인정보 보호법」의 개정,,2014-03-18 00:00:00,0,0,1,미부착,개방불가,없음,
135,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 리포트,2014년 지역정보화 동향분석 제4호: 새롭게 주목 받는 공영무선랜 추진 동향,,2014-03-24 00:00:00,0,0,1,미부착,개방불가,없음,
136,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 리포트,2014년 지역정보화 동향분석 제5호:LOD(Linked Open Data) 기반의 공공데이터 개방,,2014-04-25 00:00:00,0,0,1,미부착,개방불가,없음,
137,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 리포트,2014년 지역정보화 동향분석 제6호:공공데이터 활용에 대한 이해와 해외 사례,,2014-06-27 00:00:00,0,0,1,미부착,개방불가,없음,
138,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 리포트,2014년 지역정보화 동향분석 제7호: 기초자치단체 공공데이터 제공 범위 사례,,2014-07-30 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
139,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 리포트,2014년 지역정보화 동향분석 제8호: 지방자치단체 정보화 민자사업(BTL/BTO) 추진 동향,,2014-09-30 00:00:00,0,0,1,미부착,개방불가,없음,
140,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 리포트,"2014년 지역정보화 동향분석 제9호: 데이터 시각화, 인식과 행동",,2014-11-03 00:00:00,0,0,1,미부착,개방불가,없음,
141,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 리포트,2014년 지역정보화 동향분석 제10호:지방자치단체 빅데이터 도입과 활용사례,,2014-11-25 00:00:00,0,0,1,미부착,개방불가,없음,
142,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 리포트,2014년 지역정보화 동향분석 제11호: 사용자 경험(UX)기반의 서비스 전략 기획(Service Strategy Planning),,2014-12-16 00:00:00,0,0,1,미부착,개방불가,없음,
143,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 리포트,2014년 지역정보화 동향분석 제12호: 데이터 처리 기술 및 데이터 공개 방안,,2014-12-22 00:00:00,0,0,1,미부착,개방불가,없음,
144,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 리포트,2015년 지역정보화 동향분석 제1호: 공공데이터 개방 기술 동향,,2015-02-03 00:00:00,0,0,1,미부착,개방불가,없음,
145,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 리포트,2015년 지역정보화 동향분석 제2호: 공간정보 활용 커뮤니티 활성화 사례,,2015-03-06 00:00:00,0,0,1,미부착,개방불가,없음,
146,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 리포트,2015년 지역정보화 동향분석 제3호: O2O와 로컬서비스 시대,,2015-05-06 00:00:00,0,0,1,미부착,개방불가,없음,
147,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 리포트,2015년 지역정보화 동향분석 제4호: 국가 공간정보 활용 방안,,2015-05-12 00:00:00,0,0,1,미부착,개방불가,없음,
148,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 리포트,2015년 지역정보화 동향분석 제5호: 사물인터넷 활용사례 및 신규사례 개발 전략,,2015-05-22 00:00:00,0,0,1,미부착,개방불가,없음,
149,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 리포트,2015년 지역정보화 동향분석 제6호: 옴니채널 패러다임의 공공 서비스 활용방안,,2015-06-22 00:00:00,0,0,1,미부착,개방불가,없음,
150,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 리포트,2015년 지역정보화 동향분석 제7호:사물인터넷상에서의 보안 및 프라이버시 보호 이슈,,2015-07-29 00:00:00,0,0,1,미부착,개방불가,없음,
151,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 리포트,2015년 지역정보화 동향분석 제8호:스마트 정보격차의 현황과 과제,,2015-08-28 00:00:00,0,0,1,미부착,개방불가,없음,
152,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 리포트,2015년 지역정보화 동향분석 제9호:클라우드 서비스를 이용한 공공기관 활용 사례,,2015-10-02 00:00:00,0,0,1,미부착,개방불가,없음,
153,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 리포트,2015년 지역정보화 동향분석 제10호: 공공소프트웨어사업 영향평가제의 의의와 시사점,,2015-11-06 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
154,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 리포트,2015년 지원정보화 동향분석 제 11호 : 공공데이터와 빅데이터 활용사례 및 지방자치단체 추진전략,,2015-11-26 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
155,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 리포트,2015년 지역정보화 동향분석 제12호: 국가재난안전통신망 추진현황 및 구축전략,,2015-12-11 00:00:00,0,0,1,미부착,개방불가,없음,
156,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 리포트,2016년 지역정보화 이슈 리포트 제1호: 4차 산업혁명 시대의 지역정보화 대응전략,,2016-03-04 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
157,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 리포트,2016년 지역정보화 이슈 리포트 제2호: 지방자치단체 빅데이터 추진현황과 정책적 시사점,,2016-05-20 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
158,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 리포트,2016년 지역정보화 이슈 리포트 제3호: 인공지능 기술로 구현될 지역사회 정보서비스,,2016-05-25 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
159,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 리포트,2016년 지역정보화 이슈 리포트 제4호: 공공부문 클라우드 도입사례와 지방자치단체 대응전략,,2016-07-22 00:00:00,0,0,1,미부착,개방불가,없음,
160,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 리포트,2016년 지역정보화 이슈 리포트 제5호: 국내외 사례분석을 통해 본 모바일 전자지방정부 추진과제,,2016-09-21 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
161,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 리포트,2016년 지역정보화 이슈 리포트 제6호: ICBM 현황과 스마트시티 구축방안,,2016-09-22 00:00:00,0,0,1,미부착,개방불가,없음,
162,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 리포트,"2016년 지역정보화 이슈 리포트 제7호: 제4차 산업사회, 스마트시티로 대응하다",,2016-10-14 00:00:00,0,0,1,미부착,개방불가,없음,
163,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 리포트,2016년 지역정보화 이슈 리포트 제8호 : 웨어러블 헬스케어 현황 및 미래전망,,2016-11-16 00:00:00,0,0,1,미부착,개방불가,없음,
164,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 리포트,2016년 지역정보화 이슈 리포트 제9호 : 실내 위치정보기술 현황과 활용사례,,2016-12-02 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
165,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 리포트,2016년 지역정보화 이슈 리포트 제10호 : 드론을 활용한 지자체 지역정보화 추진방향,,2016-12-13 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
166,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 리포트,2016년 지역정보화 이슈 리포트 제11호 : 가상/증강현실 기술을 통해 변화될 우리의 미래생활,,2016-12-28 00:00:00,0,0,1,미부착,개방불가,없음,
167,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 리포트,2016년 지역정보화 이슈 리포트 제12호 : 2017년 ICT Trend,,2017-01-02 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
168,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 리포트,2017년 지역정보화 이슈 리포트 제1호 : 스마트공장과 지역 경제 파급 효과,,2017-03-31 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
169,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 리포트,2017년 지역정보화 이슈 리포트 제2호 : VR/AR 산업 활성화를 위한 법정책적 과제,,2017-04-24 00:00:00,0,0,1,미부착,개방불가,없음,
170,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 리포트,2018년도 지방자치단체 국가정보화 시행계획 작성지침 설명회 발표자료집,,2017-06-09 00:00:00,0,0,1,미부착,개방불가,없음,
171,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 리포트,2017년 지역정보화 이슈 리포트 제3호 : 인공지능을 연계한 스마트시티 추진 전략,,2017-06-29 00:00:00,0,0,1,미부착,개방불가,없음,
172,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 리포트,2017년 지역정보화 이슈 리포트 제4호 : 사물 소물인터넷의 활용 기술과 지역정보화,,2017-07-19 00:00:00,0,0,1,미부착,제4유형,이용허락동의서 작성,
173,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 리포트,2017년 지역정보화 이슈 리포트 제5호 : 지능형 CCTV 기술 현황 및 활용 사례,,2017-10-25 00:00:00,0,0,1,미부착,개방불가,없음,
174,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 리포트,2017년 지역정보화 이슈 리포트 제6호 : 블록체인의 지역정보화 활용 가능성,,2017-10-30 00:00:00,0,0,1,미부착,개방불가,없음,
175,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 리포트,2017년 지역정보화 이슈 리포트 제8호 : 진료정보교류 활성화를 통한 지역의료 네트워크 구축 전략,,2017-11-21 00:00:00,0,0,1,미부착,개방불가,없음,
176,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 리포트,2017년 지역정보화 이슈 리포트 제9호 : 스마트시티의 Smart Key,,2017-12-01 00:00:00,0,0,1,미부착,개방불가,없음,
177,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 리포트,2017년 지역정보화 이슈 리포트 제10호 : 머신러닝과 공공데이터의 융·복합 및 활용사례,,2017-12-08 00:00:00,0,0,1,미부착,개방불가,없음,
178,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 리포트,2017년 지역정보화 이슈 리포트 제12호 : 실감미디어 기술의 현황과 활용사례,,2017-12-19 00:00:00,0,0,1,미부착,개방불가,없음,
179,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 리포트,2018년 지역정보화 이슈 리포트 제1호 : 지역정보화 최신 동향 및 이슈 리포트 결산,,2018-03-07 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
180,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 리포트,2018년 지역정보화 이슈 리포트 제2호,,2018-04-03 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
181,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 리포트,2018년 지역정보화 이슈 리포트 제3호 : 미국의 화재예방·신속대응을 위한 정보관리와 ICT 활용,,2018-05-15 00:00:00,0,0,1,미부착,개방불가,없음,
182,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 리포트,2018년 지역정보화 이슈 리포트 제4호 : 동일본 대지진의 복구와 재생을 향한 새로운 도전,,2018-05-31 00:00:00,0,0,1,미부착,개방불가,없음,
183,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 리포트,2018년 지역정보화 이슈 리포트 제5호 : 지방자치단체 빅데이터 분석 사업 추진 현황,,2018-07-02 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
184,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 리포트,2018년 지역정보화 이슈 리포트 제6호 : 민선 7기 시·도지사 주요 공약 분석,,2018-08-28 00:00:00,0,0,1,미부착,개방불가,없음,
185,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 리포트,2018년 지역정보화 이슈 리포트 제7호 : 첨단정보기술을 활용한 주민서비스 사례,,2018-10-29 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
186,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 리포트,2018년 지역정보화 이슈 리포트 제8호 : 일본의 ICT활용을 통한 주민참여와 지역활성화,,2018-11-09 00:00:00,0,0,1,미부착,제4유형,이용허락동의서 작성,
187,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 리포트,2018년 지역정보화 이슈 리포트 제9호 : 4차 산업혁명에 대응한 조직 실험(제주특별자치도 미래전략국),,2018-11-26 00:00:00,0,0,1,미부착,개방불가,없음,
188,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 리포트,"2018년 지역정보화 이슈 리포트 제10호 : 지방자치단체, 블록체인 기술에 집중하다",,2018-12-03 00:00:00,0,0,1,미부착,개방불가,없음,
189,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 리포트,2018년 지역정보화 이슈 리포트 제11호 : 미국의 ict를 활용한 시민참여 사례,,2018-12-11 00:00:00,0,0,1,미부착,개방불가,없음,
190,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 리포트,2018년 지역정보화 이슈 리포트 제12호 : IoT 홀로그램 스마트 경관등을 활용한 지역서비스,,2018-12-17 00:00:00,0,0,1,미부착,개방불가,없음,
191,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 리포트,해외(일본) 지자체 디지털 정책 사례 리포트(사회기반시설 보수 디지털화 추진 사례),,2021-07-16 00:00:00,0,0,1,미부착,개방불가,없음,
192,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 리포트,해외(일본) 지자체 디지털 정책 사례 리포트(디지털 전환을 위한 조직과 인재),,2021-07-16 00:00:00,0,0,1,미부착,개방불가,없음,
193,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 리포트,해외(일본) 지자체 디지털 정책 사례 리포트(포용적인 행정서비스를 위한 다국어 번역 AI),,2021-07-16 00:00:00,0,0,1,미부착,개방불가,없음,
194,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 리포트,해외(일본) 지자체 디지털 정책 사례 리포트(코로나백신 접종과 ICT),,2021-07-16 00:00:00,0,0,1,미부착,개방불가,없음,
195,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 리포트,해외(일본) 지자체 디지털 정책 사례 리포트(행정서비스와 디지털 격차),,2021-07-16 00:00:00,0,0,1,미부착,개방불가,없음,
196,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 리포트,해외(일본) 지자체 디지털 정책 사례 리포트(안면인식기술을 이용한 '빈손관광'),,2021-08-10 00:00:00,0,0,1,미부착,개방불가,없음,
197,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 리포트,해외(일본) 지자체 디지털 정책 사례 리포트(드론을 활용한 지역과제 해결과 신산업 창출),,2021-08-10 00:00:00,0,0,1,미부착,개방불가,없음,
198,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 리포트,해외(일본) 지자체 디지털 정책 사례 리포트(보육 ICT 업무지원 시스템),,2021-09-15 00:00:00,0,0,1,미부착,개방불가,없음,
199,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 리포트,해외(일본) 지자체 디지털 정책 사례 리포트(민관협력으로 지역과제 해결),,2021-09-15 00:00:00,0,0,1,미부착,개방불가,없음,
200,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 리포트,해외(일본) 지자체 디지털 정책 사례 리포트(디지털 거버먼트 선진국의 DX 추진조직),,2021-11-03 00:00:00,0,0,1,미부착,개방불가,없음,
201,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 리포트,해외(일본) 지자체 디지털 정책 사례 리포트(지방자치단체의 디지털 전환 관련법),,2021-11-03 00:00:00,0,0,1,미부착,개방불가,없음,
202,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 리포트,해외(일본) 지자체 디지털 정책 사례 리포트(디지털농업 관련 규제개혁),,2021-11-29 00:00:00,0,0,1,미부착,개방불가,없음,
203,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 리포트,해외(일본) 지자체 디지털 정책 사례 리포트(RPA 도입 환경의 구축),,2021-11-29 00:00:00,0,0,1,미부착,개방불가,없음,
204,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 리포트,해외(일본) 지자체 디지털 정책 사례 리포트(클라우드 기반의 종합방재시스템 활용),,2021-12-23 00:00:00,0,0,1,미부착,개방불가,없음,
205,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 리포트,해외(일본) 지자체 디지털 정책 사례 리포트(재난 대비 및 이재민 지원시스템),,2021-12-23 00:00:00,0,0,1,미부착,개방불가,없음,
206,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 리포트,"KLID 디지털 정책 리포트(전자신분증, 신원 확인의 디지털전환)",,2022-04-21 00:00:00,0,0,1,미부착,개방불가,없음,
207,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 리포트,"KLID 디지털 정책 리포트(통합이동서비스, 도시형 MaaS 추진 현황)",,2022-05-25 00:00:00,0,0,1,미부착,개방불가,없음,
208,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 리포트,KLID 디지털 정책 리포트(블록체인 산업 동향과 행정서비스 적용 사례),,2022-09-19 00:00:00,0,0,1,미부착,제4유형,이용허락동의서 작성,
209,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 리포트,KLID 디지털 정책 리포트(클라우드컴퓨팅 시대로 전환),,2022-09-30 00:00:00,0,0,1,미부착,개방불가,없음,
210,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 리포트,"KLID 디지털 정책 리포트(메타버스와 아바타, 로봇서비스 지자체 도입 시 고려사항)",,2022-10-07 00:00:00,0,0,1,미부착,제4유형,이용허락동의서 작성,
211,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 리포트,KLID 디지털 정책 리포트(국내외 지방소멸대응 추진현황 및 사례),,2022-10-21 00:00:00,0,0,1,미부착,개방불가,없음,
212,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 리포트,KLID 디지털 정책 리포트(지역소멸 위기의 극복방안: 워케이션 활성화를 중심으로),,2022-12-30 00:00:00,0,0,1,미부착,개방불가,없음,
213,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 리포트,KLID 디지털 정책 리포트(디지털 전환 측정 국내외 사례 및 시사점),,2022-12-30 00:00:00,0,0,1,미부착,개방불가,없음,
214,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 리포트,KLID 디지털 정책 리포트(지방의회 디지털 플랫폼 구현 방안),,2022-12-30 00:00:00,0,0,1,미부착,제4유형,이용허락동의서 작성,
215,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 리포트,"KLID 디지털 이슈 리포트(챗GPT, 국내외 공공 부문 도입 동향과 지자체 활용방안)",,2023.-8-22,0,0,1,미부착,개방불가,없음,
216,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 수준진단,1999년 기초자치단체 정보화수준측정,,2006-11-27 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
217,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 수준진단,2000년 기초자치단체 정보화수준측정,,2006-11-27 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
218,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 수준진단,2001년 기초자치단체 정보화수준측정,,2006-11-27 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
219,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 수준진단,2002년 기초자치단체 정보화수준측정,,2006-11-27 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
220,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 수준진단,2003년 기초자치단체 정보화수준측정,,2006-11-27 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
221,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 수준진단,2005년 기초자치단체 정보화수준측정,,2006-11-27 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
222,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 수준진단,2005 지방자치단체 정보화평가,,2008-05-22 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
223,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 수준진단,2000년도 기초자치단체 정보화수준측정,,2006-11-01 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
224,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 수준진단,「EU」전자정부과제에 관한 조사,,2010-01-15 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
225,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 수준진단,지역정보화 수준진단 설명회 발표자료집,,2017-07-27 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
226,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 수준진단,지역정보화 수준 진단 성과 공유회,,2018-03-02 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
227,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 수준진단,[2018 지역정보화 수준 진단 20] 가축전염병 예방·방제 서비스,,2019-02-14 00:00:00,0,0,1,미부착,개방불가,없음,
228,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 수준진단,[2018 지역정보화 수준 진단 19] 스마트팜 지원 서비스,,2019-02-14 00:00:00,0,0,1,미부착,개방불가,없음,
229,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 수준진단,[2018 지역정보화 수준 진단 18] 농기계 임대 서비스,,2019-02-14 00:00:00,0,0,1,미부착,개방불가,없음,
230,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 수준진단,[2018 지역정보화 수준 진단 17] 전통시장 활성화 지원 서비스,,2019-02-14 00:00:00,0,0,1,미부착,개방불가,없음,
231,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 수준진단,[2018 지역정보화 수준 진단 16] 교통소외지역 지원 서비스,,2019-02-14 00:00:00,0,0,1,미부착,개방불가,없음,
232,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 수준진단,[2018 지역정보화 수준 진단 15] 재활용품 배출·수거 지원 서비스,,2019-02-14 00:00:00,0,0,1,미부착,개방불가,없음,
233,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 수준진단,[2018 지역정보화 수준 진단 14] 미세먼지 정보제공 서비스,,2019-02-14 00:00:00,0,0,1,미부착,개방불가,없음,
234,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 수준진단,[2018 지역정보화 수준 진단 13] 수질오염원 관리 서비스,,2019-02-14 00:00:00,0,0,1,미부착,개방불가,없음,
235,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 수준진단,[2018 지역정보화 수준 진단 12] 하수관거 관리 서비스,,2019-02-14 00:00:00,0,0,1,미부착,개방불가,없음,
236,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 수준진단,[2018 지역정보화 수준 진단 11] 장애인고령층의 공공시설 활용지원 서비스,,2019-02-14 00:00:00,0,0,1,미부착,개방불가,없음,
237,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 수준진단,[2018 지역정보화 수준 진단 10] 노후시설붕괴위험 관리 서비스,,2019-02-14 00:00:00,0,0,1,미부착,개방불가,없음,
238,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 수준진단,[2018 지역정보화 수준 진단 09] 어린이집 위생·안전 관리 서비스,,2019-02-14 00:00:00,0,0,1,미부착,개방불가,없음,
239,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 수준진단,[2018 지역정보화 수준 진단 08] 모기 방제 서비스,,2019-02-14 00:00:00,0,0,1,미부착,개방불가,없음,
240,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 수준진단,[2018 지역정보화 수준 진단 07] 시민여가시설 위생관리 서비스,,2019-02-14 00:00:00,0,0,1,미부착,개방불가,없음,
241,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 수준진단,[2018 지역정보화 수준 진단 06] 자살예방 서비스,,2019-02-14 00:00:00,0,0,1,미부착,개방불가,없음,
242,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 수준진단,[2018 지역정보화 수준 진단 05] 사회소외계층 안전 지원 서비스,,2019-02-14 00:00:00,0,0,1,미부착,개방불가,없음,
243,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 수준진단,[2018 지역정보화 수준 진단 04] 재난 대응정보 정보제공 서비스,,2019-02-14 00:00:00,0,0,1,미부착,개방불가,없음,
244,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 수준진단,[2018 지역정보화 수준 진단 03] 미아 방지·조기대응 서비스,,2019-02-14 00:00:00,0,0,1,미부착,개방불가,없음,
245,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 수준진단,[2018 지역정보화 수준 진단 02] 옥외광고물 관리 서비스,,2019-02-14 00:00:00,0,0,1,미부착,개방불가,없음,
246,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 수준진단,[2018 지역정보화 수준 진단 01] 시민 정책의견 수렴 서비스,,2019-02-14 00:00:00,0,0,1,미부착,개방불가,없음,
247,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 수준진단,2018 지역정보화 수준 진단 종합보고서,,2019-02-14 00:00:00,0,0,1,미부착,개방불가,없음,
248,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 수준진단,지역정보화 수준진단 연구,,2020-03-10 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
249,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 수준진단,2020 지역정보화 수준진단 종합보고서,,2021-01-13 00:00:00,0,0,1,미부착,개방불가,없음,
250,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 수준진단,2022년 지방자치단체 디지털 수준진단 -진단모형 및 지표 개선-,,2023-04-11 00:00:00,0,0,1,미부착,개방불가,없음,
251,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 수준진단,2021년 지방자치단체 디지털 수준진단 연구,,2022-02-24 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
