한국지역정보개발원(KLID) 권리처리 목록,,,,,,,,,,,,
순번,사이트명,카테고리 진입과정,이름,설명,등록일,영상,사진,문서,기존 공공누리 유형,최종 공공누리 유형,계약서 유무,비고
387,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 기타,일본 지방자치단체의 오픈소스 도입과 활용,,2006-11-22 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
388,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 기타,국가 EA 비전과 전략,,2006-11-22 00:00:00,0,0,1,미부착,개방불가,없음,
389,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 기타,자치단체의 정보자원관리와 EA,,2006-11-22 00:00:00,0,0,1,미부착,개방불가,없음,
390,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 기타,자치단체의 EA추진전략,,2006-11-22 00:00:00,0,0,1,미부착,개방불가,없음,
391,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 기타,협의조정지원시스템의 의의와 내용,,2006-11-22 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
392,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 기타,u-City 산업화와 지역발전 연계방안,,2006-11-22 00:00:00,0,0,1,미부착,개방불가,없음,
393,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 기타,각국의 전자투표 현황과 한국에서의 적용 가능성 진단,,2006-11-22 00:00:00,0,0,1,미부착,개방불가,없음,
394,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 기타,일본 지방자치단체의 통합형GIS 정비와 활용,,2006-11-22 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
395,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 기타,2005년 광역자치단체 주요정보화사업,,2006-11-22 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
396,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 기타,관광정보화 현황 및 발전방향,,2006-11-22 00:00:00,0,0,1,미부착,개방불가,없음,
397,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 기타,자치단체 콘텐츠를 중심으로 한 관광정보시스템,,2006-11-22 00:00:00,0,0,1,미부착,개방불가,없음,
398,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 기타,관광정보화 시범지역 구축사업,,2006-11-22 00:00:00,0,0,1,미부착,개방불가,없음,
399,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 기타,속초종합관광안내정보 서비스,,2006-11-22 00:00:00,0,0,1,미부착,개방불가,없음,
400,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 기타,세계수준의 전자정부 구현을 위한 정부통합전산센터 구축 추진,,2006-11-22 00:00:00,0,0,1,미부착,개방불가,없음,
401,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 기타,서울시 데이터센터 운영 및 고도화,,2006-11-22 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
402,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 기타,IT 거버넌스의 기본개념,,2006-11-22 00:00:00,0,0,1,미부착,개방불가,없음,
403,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 기타,정부/공공기관의 경영혁신 BPM,,2006-11-22 00:00:00,0,0,1,미부착,개방불가,없음,
404,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 기타,일본 치바현 아비코시의 IP전화 구축사례,,2006-11-22 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
405,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 기타,제3차 국가GIS 기본계획의 방향,,2006-11-22 00:00:00,0,0,1,미부착,개방불가,없음,
406,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 기타,도시정보시스템의 연계활용 방안,,2006-11-22 00:00:00,0,0,1,미부착,개방불가,없음,
407,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 기타,자치단체 통합시스템 구축전략,,2006-11-22 00:00:00,0,0,1,미부착,개방불가,없음,
408,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 기타,개인정보의 보호조치 방안,,2006-11-22 00:00:00,0,0,1,미부착,개방불가,없음,
409,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 기타,2005 기초자치단체 정보화수준측정,,2006-11-22 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
410,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 기타,디지털시대의 정보보호와 네트워크 보안,,2006-11-22 00:00:00,0,0,1,미부착,개방불가,없음,
411,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 기타,ITIL-개관적 소개,,2006-11-22 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
412,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 기타,e-Government 행정서비스의 고객지향성 평가,,2006-11-22 00:00:00,0,0,1,미부착,개방불가,없음,
413,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 기타,유비쿼터스 전자정부 사례와 시사점,,2006-11-22 00:00:00,0,0,1,미부착,개방불가,없음,
414,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 기타,일본 전자지방정부의 공공IDC 구축과 활용,,2006-11-22 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
415,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 기타,공공기관 개인정보보호에 관한 이해,,2006-11-22 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
416,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 기타,유비쿼터스 시대의 정보보호 방안,,2006-11-22 00:00:00,0,0,1,미부착,개방불가,없음,
417,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 기타,RFID/USN 정보보호 위협 및 대응방안,,2006-11-22 00:00:00,0,0,1,미부착,개방불가,없음,
418,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 기타,유비쿼터스 정보보호 기술동향,,2006-11-22 00:00:00,0,0,1,미부착,개방불가,없음,
419,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 기타,정보화마을 활성화를 위한 운영평가 지표체계 개발 개발,,2006-11-22 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
420,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 기타,S/W 공동 활용을 위한 평가지표 체계 개발,,2006-11-22 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
421,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 기타,일본지방자치단체의 정보보호 추진방향,,2006-11-22 00:00:00,0,0,1,미부착,개방불가,없음,
422,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 기타,미야기현의 개인정보보호 사례 소개,,2006-11-22 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
423,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 기타,재난재해관리체계의 문제점과 개선방안,,2006-11-22 00:00:00,0,0,1,미부착,개방불가,없음,
424,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 기타,국가재난관리체계 혁신과 정책방향,,2006-11-22 00:00:00,0,0,1,미부착,개방불가,없음,
425,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 기타,GIS를 이용한 재난관리체계 구축,,2006-11-22 00:00:00,0,0,1,미부착,개방불가,없음,
426,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 기타,선진국의 재난재해관리체계,,2006-11-22 00:00:00,0,0,1,미부착,개방불가,없음,
427,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 기타,특허청 BSC 도입사례 소개,,2006-11-23 00:00:00,0,0,1,미부착,개방불가,없음,
428,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 기타,지자체 성과관리시스템의 올바른 적용방안,,2006-11-23 00:00:00,0,0,1,미부착,개방불가,없음,
429,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 기타,정보화마을 사업 현황,,2006-12-11 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
430,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 기타,자치단체 정보화정책지원시스템,,2006-11-23 00:00:00,0,0,1,미부착,개방불가,없음,
431,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 기타,블루오션과 지역정보화,,2006-11-23 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
432,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 기타,일본의 전자자치제 로드맵,,2006-11-23 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
433,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 기타,국내외 정보접근성 법제도 및 정책동향,,2006-11-23 00:00:00,0,0,1,미부착,개방불가,없음,
434,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 기타,웹 접근성 제도화 동향 및 준수실태,,2006-11-23 00:00:00,0,0,1,미부착,개방불가,없음,
435,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 기타,장애인의 정보화교육 및 정보접근성 현황,,2006-11-23 00:00:00,0,0,1,미부착,개방불가,없음,
436,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 기타,유비쿼터스 컴퓨팅 기술을 통한 정보통신 접근성 향상,,2006-11-23 00:00:00,0,0,1,미부착,개방불가,없음,
437,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 기타,유비쿼터스 시대를 대비하는 교육정책,,2006-11-23 00:00:00,0,0,1,미부착,개방불가,없음,
438,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 기타,'부산 u-City' 사업의 성공전략,,2006-11-23 00:00:00,0,0,1,미부착,개방불가,없음,
439,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 기타,일본 전자정부와 전자적 정보공개,,2006-11-23 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
440,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 기타,자치법규정보시스템(ELIS),,2006-12-05 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
441,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 기타,지방재정정보화사업,,2006-12-05 00:00:00,0,0,1,미부착,개방불가,없음,
442,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 기타,자치정보화조합 CIP자료,,2006-11-27 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
443,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 기타,자치정보화조합 연혁,,2006-11-29 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
444,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 기타,유비쿼터스 컴퓨팅에 따른 데이터베이스 기술 동향,,2006-12-12 00:00:00,0,0,1,미부착,개방불가,없음,
445,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 기타,2006 한일 정보화세미나 일본 라스덱 발표자료,,2006-12-21 00:00:00,0,0,1,미부착,개방불가,없음,
446,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 기타,2006 한일 정보화세미나 서울시 발표자료,,2006-12-21 00:00:00,0,0,1,미부착,개방불가,없음,
447,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 기타,2006 한일 정보화세미나 일본 하이퍼네트워크사회연구소 발표자료,,2006-12-21 00:00:00,0,0,1,미부착,개방불가,없음,
448,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 기타,2006 한일 정보화세미나 대전시 발표자료,,2006-12-21 00:00:00,0,0,1,미부착,개방불가,없음,
449,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 기타,2007 지방자치단체 전자정부추진평가,,2009-01-09 00:00:00,0,0,1,미부착,제1유형,국가/지자체 저작물,
450,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 기타,정보화 법제도 정비 및 체계확립연구,,2009-04-15 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
451,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 기타,정보화사업 품질표준문서,,2007-03-19 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
452,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 기타,시도·시군구 통합 운영지원센터 구축 및 발전방향,,2007-11-07 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
453,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 기타,[그린IT] IT에 의한 환경대책,,2009-05-13 00:00:00,0,0,1,미부착,개방불가,없음,
454,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 기타,2009년 KLID 정책연구 추진 실적,,2009-12-29 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
455,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 기타,일본 신성장전략 비전 <하라구치 비전 2> 개요,,2010-05-07 00:00:00,0,0,1,미부착,개방불가,없음,
456,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 기타,일본 종합행정네트워크(lgwan) 운영상황 및 이용실적(2009),,2010-07-23 00:00:00,0,0,1,미부착,개방불가,없음,
457,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 기타,2010년 KLID 연구 업무 수행 실적,,2011-01-04 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
458,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 기타,[2011년 지역정보화실무네트워크] 개인정보보호 및 모바일 서비스 분과 발표자료,,2011-11-02 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
459,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 기타,2012년 지방자치단체 국가정보화 시행계획,,2012-02-01 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
460,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 기타,지방자치단체 클라우드컴퓨팅 표준전환가이드,,2017-01-04 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
461,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 기타,지능형 CCTV를 활용한 사회안전강화 방안 컨퍼런스 자료집,,2017-03-20 00:00:00,0,0,1,미부착,개방불가,없음,
462,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 기타,제34회 지역정보화 연구과제 자료,,2017-10-10 00:00:00,0,0,1,미부착,제1유형,국가/지자체 저작물,
463,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 기타,2018년 CCTV통합관제 컨퍼런스 자료집,,2018-03-15 00:00:00,0,0,1,미부착,개방불가,없음,
464,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 기타,2019년도 지방자치단체 국가정보화 시행계획 작성지침 설명회 발표자료집,,2018-06-01 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
465,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 기타,4차산업혁명 1차 워크샵 발표자료 및 실시간 질문 답변 공유,,2020-08-07 00:00:00,0,0,1,미부착,개방불가,없음,
466,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 기타,4차산업혁명 2차 워크샵 발표자료 및 실시간 질문 답변 공유,,2020-09-25 00:00:00,0,0,1,미부착,개방불가,없음,
467,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 기타,2022 문서24 이용사례집,,2023-01-12 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
468,한국지역정보개발원,HOME > 지식마당 > 지역정보화지,지역정보화지 제52호,,2009-01-12 00:00:00,0,0,1,미부착,개방불가,없음,
469,한국지역정보개발원,HOME > 지식마당 > 지역정보화지,지역정보화지 제53호,,2009-01-12 00:00:00,0,0,1,미부착,개방불가,없음,
470,한국지역정보개발원,HOME > 지식마당 > 지역정보화지,지역정보화지 제54호,,2009-01-13 00:00:00,0,0,1,미부착,개방불가,없음,
471,한국지역정보개발원,HOME > 지식마당 > 지역정보화지,지역정보화지 제55호,,2009-04-13 00:00:00,0,0,1,미부착,개방불가,없음,
472,한국지역정보개발원,HOME > 지식마당 > 지역정보화지,지역정보화지 제56호,,2009-06-02 00:00:00,0,0,1,미부착,개방불가,없음,
473,한국지역정보개발원,HOME > 지식마당 > 지역정보화지,지역정보화지 제57호,,2009-08-06 00:00:00,0,0,1,미부착,개방불가,없음,
474,한국지역정보개발원,HOME > 지식마당 > 지역정보화지,지역정보화지 제58호,,2009-10-09 00:00:00,0,0,1,미부착,개방불가,없음,
475,한국지역정보개발원,HOME > 지식마당 > 지역정보화지,지역정보화지 제59호,,2009-11-12 00:00:00,0,0,1,미부착,개방불가,없음,
476,한국지역정보개발원,HOME > 지식마당 > 지역정보화지,지역정보화지 제60호,,2010-01-13 00:00:00,0,0,1,미부착,개방불가,없음,
477,한국지역정보개발원,HOME > 지식마당 > 지역정보화지,지역정보화지 제61호,,2010-03-30 00:00:00,0,0,1,미부착,개방불가,없음,
478,한국지역정보개발원,HOME > 지식마당 > 지역정보화지,지역정보화지 제62호,,2010-05-19 00:00:00,0,0,1,미부착,개방불가,없음,
479,한국지역정보개발원,HOME > 지식마당 > 지역정보화지,지역정보화지 제63호,,2010-07-19 00:00:00,0,0,1,미부착,개방불가,없음,
480,한국지역정보개발원,HOME > 지식마당 > 지역정보화지,지역정보화지 제64호,,2010-09-27 00:00:00,0,0,1,미부착,개방불가,없음,
481,한국지역정보개발원,HOME > 지식마당 > 지역정보화지,지역정보화지 제65호,,2010-11-24 00:00:00,0,0,1,미부착,개방불가,없음,
482,한국지역정보개발원,HOME > 지식마당 > 지역정보화지,지역정보화지 제66호,,2010-12-30 00:00:00,0,0,1,미부착,개방불가,없음,
483,한국지역정보개발원,HOME > 지식마당 > 지역정보화지,지역정보화지 제67호,,2011-03-28 00:00:00,0,0,1,미부착,개방불가,없음,
484,한국지역정보개발원,HOME > 지식마당 > 지역정보화지,지역정보화지 제68호,,2011-05-20 00:00:00,0,0,1,미부착,개방불가,없음,
485,한국지역정보개발원,HOME > 지식마당 > 지역정보화지,지역정보화지 제69호,,2011-07-04 00:00:00,0,0,1,미부착,개방불가,없음,
486,한국지역정보개발원,HOME > 지식마당 > 지역정보화지,지역정보화지 제70호,,2011-09-08 00:00:00,0,0,1,미부착,개방불가,없음,
487,한국지역정보개발원,HOME > 지식마당 > 지역정보화지,지역정보화지 제71호,,2012-02-03 00:00:00,0,0,1,미부착,개방불가,없음,
488,한국지역정보개발원,HOME > 지식마당 > 지역정보화지,지역정보화지 제72호,,2012-02-03 00:00:00,0,0,1,미부착,개방불가,없음,
489,한국지역정보개발원,HOME > 지식마당 > 지역정보화지,지역정보화지 제73호,,2012-03-13 00:00:00,0,0,1,미부착,개방불가,없음,
490,한국지역정보개발원,HOME > 지식마당 > 지역정보화지,지역정보화지 제74호,,2012-05-17 00:00:00,0,0,1,미부착,개방불가,없음,
491,한국지역정보개발원,HOME > 지식마당 > 지역정보화지,지역정보화지 제75호,,2012-07-12 00:00:00,0,0,1,미부착,개방불가,없음,
492,한국지역정보개발원,HOME > 지식마당 > 지역정보화지,지역정보화지 제76호,,2012-09-24 00:00:00,0,0,1,미부착,개방불가,없음,
493,한국지역정보개발원,HOME > 지식마당 > 지역정보화지,지역정보화지 제77호,,2012-11-14 00:00:00,0,0,1,미부착,개방불가,없음,
494,한국지역정보개발원,HOME > 지식마당 > 지역정보화지,지역정보화지 제78호,,2013-01-09 00:00:00,0,0,1,미부착,개방불가,없음,
495,한국지역정보개발원,HOME > 지식마당 > 지역정보화지,지역정보화지 제79호,,2013-04-11 00:00:00,0,0,1,미부착,개방불가,없음,
496,한국지역정보개발원,HOME > 지식마당 > 지역정보화지,지역정보화지 제80호,,2013-06-18 00:00:00,0,0,1,미부착,개방불가,없음,
497,한국지역정보개발원,HOME > 지식마당 > 지역정보화지,지역정보화지 제81호,,2013-08-02 00:00:00,0,0,1,미부착,개방불가,없음,
498,한국지역정보개발원,HOME > 지식마당 > 지역정보화지,지역정보화지 제82호,,2013-09-26 00:00:00,0,0,1,미부착,개방불가,없음,
499,한국지역정보개발원,HOME > 지식마당 > 지역정보화지,지역정보화지 제83호,,2013-11-28 00:00:00,0,0,1,미부착,개방불가,없음,
500,한국지역정보개발원,HOME > 지식마당 > 지역정보화지,지역정보화지 제84호,,2014-02-05 00:00:00,0,0,1,미부착,개방불가,없음,
501,한국지역정보개발원,HOME > 지식마당 > 지역정보화지,지역정보화지 스페셜리포트 제4호,,2014-02-05 00:00:00,0,0,1,미부착,개방불가,없음,
502,한국지역정보개발원,HOME > 지식마당 > 지역정보화지,지역정보화지 제85호,,2014-04-14 00:00:00,0,0,1,미부착,개방불가,없음,
503,한국지역정보개발원,HOME > 지식마당 > 지역정보화지,지역정보화지 제86호,,2014-05-23 00:00:00,0,0,1,미부착,개방불가,없음,
504,한국지역정보개발원,HOME > 지식마당 > 지역정보화지,지역정보화지 제87호,,2014-09-22 00:00:00,0,0,1,미부착,개방불가,없음,
505,한국지역정보개발원,HOME > 지식마당 > 지역정보화지,지역정보화지 제88호,,2014-09-22 00:00:00,0,0,1,미부착,개방불가,없음,
506,한국지역정보개발원,HOME > 지식마당 > 지역정보화지,지역정보화지 제89호,,2014-12-12 00:00:00,0,0,1,미부착,개방불가,없음,
507,한국지역정보개발원,HOME > 지식마당 > 지역정보화지,지역정보화지 제90호,,2015-02-04 00:00:00,0,0,1,미부착,개방불가,없음,
508,한국지역정보개발원,HOME > 지식마당 > 지역정보화지,지역정보화지 제92호,,2015-06-04 00:00:00,0,0,1,미부착,개방불가,없음,
509,한국지역정보개발원,HOME > 지식마당 > 지역정보화지,지역정보화지 제93호,,2015-08-20 00:00:00,0,0,1,미부착,개방불가,없음,
510,한국지역정보개발원,HOME > 지식마당 > 지역정보화지,지역정보화지 제94호,,2015-10-02 00:00:00,0,0,1,미부착,개방불가,없음,
511,한국지역정보개발원,HOME > 지식마당 > 지역정보화지,지역정보화지 제95호,,2015-11-30 00:00:00,0,0,1,미부착,개방불가,없음,
512,한국지역정보개발원,HOME > 지식마당 > 지역정보화지,지역정보화지 제96호,,2016-01-15 00:00:00,0,0,1,미부착,개방불가,없음,
513,한국지역정보개발원,HOME > 지식마당 > 지역정보화지,지역정보화지 제97호,,2016-05-12 00:00:00,0,0,1,미부착,개방불가,없음,
514,한국지역정보개발원,HOME > 지식마당 > 지역정보화지,지역정보화지 제98호,,2016-07-12 00:00:00,0,0,1,미부착,개방불가,없음,
515,한국지역정보개발원,HOME > 지식마당 > 지역정보화지,지역정보화지 제99호,,2016-08-19 00:00:00,0,0,1,미부착,개방불가,없음,
516,한국지역정보개발원,HOME > 지식마당 > 지역정보화지,지역정보화지 제100호,,2016-10-05 00:00:00,0,0,1,미부착,개방불가,없음,
517,한국지역정보개발원,HOME > 지식마당 > 지역정보화지,지역정보화지 제101호,,2016-11-22 00:00:00,0,0,1,미부착,개방불가,없음,
518,한국지역정보개발원,HOME > 지식마당 > 지역정보화지,지역정보화지 제102호,,2017-01-04 00:00:00,0,0,1,미부착,개방불가,없음,
519,한국지역정보개발원,HOME > 지식마당 > 지역정보화지,지역정보화지 제103호,,2017-04-28 00:00:00,0,0,1,미부착,개방불가,없음,
520,한국지역정보개발원,HOME > 지식마당 > 지역정보화지,지역정보화지 제104호,,2017-06-19 00:00:00,0,0,1,미부착,개방불가,없음,
521,한국지역정보개발원,HOME > 지식마당 > 지역정보화지,지역정보화지 제105호,,2017-07-24 00:00:00,0,0,1,미부착,개방불가,없음,
522,한국지역정보개발원,HOME > 지식마당 > 지역정보화지,지역정보화지 제106호,,2017-09-13 00:00:00,0,0,1,미부착,개방불가,없음,
523,한국지역정보개발원,HOME > 지식마당 > 지역정보화지,지역정보화지 제107호,,2017-11-09 00:00:00,0,0,1,미부착,개방불가,없음,
524,한국지역정보개발원,HOME > 지식마당 > 지역정보화지,지역정보화지 제108호,,2018-01-03 00:00:00,0,0,1,미부착,개방불가,없음,
525,한국지역정보개발원,HOME > 지식마당 > 지역정보화지,지역정보화지 제109호,,2018-04-12 00:00:00,0,0,1,미부착,개방불가,없음,
526,한국지역정보개발원,HOME > 지식마당 > 지역정보화지,지역정보화지 제110호,,2018-05-23 00:00:00,0,0,1,미부착,개방불가,없음,
527,한국지역정보개발원,HOME > 지식마당 > 지역정보화지,지역정보화지 제111호,,2018-07-31 00:00:00,0,0,1,미부착,개방불가,없음,
528,한국지역정보개발원,HOME > 지식마당 > 지역정보화지,지역정보화지 제112호,,2018-09-18 00:00:00,0,0,1,미부착,개방불가,없음,
529,한국지역정보개발원,HOME > 지식마당 > 지역정보화지,지역정보화지 제113호,,2018-11-19 00:00:00,0,0,1,미부착,개방불가,없음,
530,한국지역정보개발원,HOME > 지식마당 > 지역정보화지,지역정보화지 제114호,,2019-01-14 00:00:00,0,0,1,미부착,개방불가,없음,
531,한국지역정보개발원,HOME > 지식마당 > 지역정보화지,지역정보화지 제115호,,2019-04-15 00:00:00,0,0,1,미부착,개방불가,없음,
532,한국지역정보개발원,HOME > 지식마당 > 지역정보화지,지역정보화지 제116호,,2019-05-17 00:00:00,0,0,1,미부착,개방불가,없음,
533,한국지역정보개발원,HOME > 지식마당 > 지역정보화지,지역정보화지 제117호,,2019-07-02 00:00:00,0,0,1,미부착,개방불가,없음,
534,한국지역정보개발원,HOME > 지식마당 > 지역정보화지,지역정보화지 제118호,,2019-09-17 00:00:00,0,0,1,미부착,개방불가,없음,
535,한국지역정보개발원,HOME > 지식마당 > 지역정보화지,지역정보화지 제 119호,,2019-11-06 00:00:00,0,0,1,미부착,개방불가,없음,
536,한국지역정보개발원,HOME > 지식마당 > 지역정보화지,지역정보화지 제 120호,,2019-12-27 00:00:00,0,0,1,미부착,개방불가,없음,
537,한국지역정보개발원,HOME > 지식마당 > 지역정보화지,지역정보화지 제 121호,,2020-04-06 00:00:00,0,0,1,미부착,개방불가,없음,
538,한국지역정보개발원,HOME > 지식마당 > 지역정보화지,지역정보화지 제 122호,,2020-05-18 00:00:00,0,0,1,미부착,개방불가,없음,
539,한국지역정보개발원,HOME > 지식마당 > 지역정보화지,지역정보화지 제 123호,,2020-06-30 00:00:00,0,0,1,미부착,개방불가,없음,
540,한국지역정보개발원,HOME > 지식마당 > 지역정보화지,지역정보화지 제 124호,,2020-08-28 00:00:00,0,0,1,미부착,개방불가,없음,
541,한국지역정보개발원,HOME > 지식마당 > 지역정보화지,지역정보화지 제 125호,,2020-10-30 00:00:00,0,0,1,미부착,개방불가,없음,
542,한국지역정보개발원,HOME > 지식마당 > 지역정보화지,지역정보화지 제 126호,,2021-01-11 00:00:00,0,0,1,미부착,개방불가,없음,
543,한국지역정보개발원,HOME > 지식마당 > 지역정보화지,지역정보화지 제 127호,,2021-04-23 00:00:00,0,0,1,미부착,개방불가,없음,
544,한국지역정보개발원,HOME > 지식마당 > 지역정보화지,지역정보화지 제 128호,,2021-06-14 00:00:00,0,0,1,미부착,개방불가,없음,
545,한국지역정보개발원,HOME > 지식마당 > 지역정보화지,지역정보화지 제 129호,,2021-08-16 00:00:00,0,0,1,미부착,개방불가,없음,
546,한국지역정보개발원,HOME > 지식마당 > 지역정보화지,지역정보화지 제 130호,,2021-09-16 00:00:00,0,0,1,미부착,개방불가,없음,
547,한국지역정보개발원,HOME > 지식마당 > 지역정보화지,지역정보화지 제 131호,,2021-11-24 00:00:00,0,0,1,미부착,개방불가,없음,
548,한국지역정보개발원,HOME > 지식마당 > 지역정보화지,지역정보화지 제 132호,,2022-01-24 00:00:00,0,0,1,미부착,개방불가,없음,
549,한국지역정보개발원,HOME > 지식마당 > 지역정보화지,지역정보화지 제 133호,,2022-05-19 00:00:00,0,0,1,미부착,개방불가,없음,
550,한국지역정보개발원,HOME > 지식마당 > 지역정보화지,지역정보화지 제 134호,,2022-07-25 00:00:00,0,0,1,미부착,개방불가,없음,
551,한국지역정보개발원,HOME > 지식마당 > 지역정보화지,지역정보화지 제 135호,,2022-10-06 00:00:00,0,0,1,미부착,개방불가,없음,
