순번,대분류,중분류,기관명,사이트명,카테고리,이름,설명,등록일,수량,기존 공공누리 유형,최종 공공누리 유형,계약서 유무,비고,저작물명,,유형,디지털형태,설명,주제어,언어,제작일,,계약서,저작권자,,공동저작자,저작인접권자,공개유형,저작물성,비보호저작물,업무상저작물,상업적이용허락,저작재산권,,,,,,,공동저작자동의,유효기간,,초상권
7735,이미지,기록,대한민국역사박물관,근현대사아카이브,3차 이승만연구원 소장자료,해군창설 기념식 참석자들 모습,2014이승만3차_4140.jpg,1955,1,비표출,제4유형,유,,해군창설 기념식 참석자들 모습,,사진,이미지,,역사,한국어,1955,,계약서 내용에 구속,대한민국역사박물관,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2025,,
7736,이미지,기록,대한민국역사박물관,근현대사아카이브,3차 이승만연구원 소장자료,이승만 대통령 손월일 제독에 훈장 수여,2014이승만3차_4141.jpg,1955,1,비표출,제4유형,유,,이승만 대통령 손월일 제독에 훈장 수여,,사진,이미지,,역사,한국어,1955,,계약서 내용에 구속,대한민국역사박물관,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2025,,
7737,이미지,기록,대한민국역사박물관,근현대사아카이브,3차 이승만연구원 소장자료,이승만 대통령 해군창설 기념식 참석,2014이승만3차_4142.jpg,1955,1,비표출,제4유형,유,,이승만 대통령 해군창설 기념식 참석,,사진,이미지,,역사,한국어,1955,,계약서 내용에 구속,대한민국역사박물관,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2025,,
7738,이미지,기록,대한민국역사박물관,근현대사아카이브,3차 이승만연구원 소장자료,이승만 대통령 손원일 제독과 악수,2014이승만3차_4143.jpg,1955,1,비표출,제4유형,유,,이승만 대통령 손원일 제독과 악수,,사진,이미지,,역사,한국어,1955,,계약서 내용에 구속,대한민국역사박물관,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2025,,
7739,이미지,기록,대한민국역사박물관,근현대사아카이브,3차 이승만연구원 소장자료,이승만 대통령 정긍모 참모총장에 표창장 수여,2014이승만3차_4144.jpg,1955,1,비표출,제4유형,유,,이승만 대통령 정긍모 참모총장에 표창장 수여,,사진,이미지,,역사,한국어,1955,,계약서 내용에 구속,대한민국역사박물관,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2025,,
7740,이미지,기록,대한민국역사박물관,근현대사아카이브,3차 이승만연구원 소장자료,이승만 대통령 해군창설 기념식 참석,2014이승만3차_4145.jpg,1955,1,비표출,제4유형,유,,이승만 대통령 해군창설 기념식 참석,,사진,이미지,,역사,한국어,1955,,계약서 내용에 구속,대한민국역사박물관,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2025,,
7741,이미지,기록,대한민국역사박물관,근현대사아카이브,3차 이승만연구원 소장자료,해군창설 기념식 참석자들 모습,2014이승만3차_4146.jpg,1955,1,비표출,제4유형,유,,해군창설 기념식 참석자들 모습,,사진,이미지,,역사,한국어,1955,,계약서 내용에 구속,대한민국역사박물관,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2025,,
7742,이미지,기록,대한민국역사박물관,근현대사아카이브,3차 이승만연구원 소장자료,이승만 대통령 해군창설 기념식장 입장,2014이승만3차_4147.jpg,1955,1,비표출,제4유형,유,,이승만 대통령 해군창설 기념식장 입장,,사진,이미지,,역사,한국어,1955,,계약서 내용에 구속,대한민국역사박물관,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2025,,
7743,이미지,기록,대한민국역사박물관,근현대사아카이브,3차 이승만연구원 소장자료,해군창설 10주년 기념식장 전경,2014이승만3차_4148.jpg,1955,1,비표출,제4유형,유,,해군창설 10주년 기념식장 전경,,사진,이미지,,역사,한국어,1955,,계약서 내용에 구속,대한민국역사박물관,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2025,,
7744,이미지,기록,대한민국역사박물관,근현대사아카이브,3차 이승만연구원 소장자료,이승만 대통령 해군창설 기념식 연설,2014이승만3차_4149.jpg,1955,1,비표출,제4유형,유,,이승만 대통령 해군창설 기념식 연설,,사진,이미지,,역사,한국어,1955,,계약서 내용에 구속,대한민국역사박물관,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2025,,
7745,이미지,기록,대한민국역사박물관,근현대사아카이브,3차 이승만연구원 소장자료,이승만 대통령 손원일 제독에 훈장 수여,2014이승만3차_4150.jpg,1955,1,비표출,제4유형,유,,이승만 대통령 손원일 제독에 훈장 수여,,사진,이미지,,역사,한국어,1955,,계약서 내용에 구속,대한민국역사박물관,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2025,,
7746,이미지,기록,대한민국역사박물관,근현대사아카이브,3차 이승만연구원 소장자료,대한민국 육군방첩대 선수들 우승 기념 촬영,2014이승만3차_4151.jpg,미상,1,비표출,제4유형,유,,대한민국 육군방첩대 선수들 우승 기념 촬영,,사진,이미지,,역사,한국어,미상,,계약서 내용에 구속,대한민국역사박물관,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,만료추정,,
7747,이미지,기록,대한민국역사박물관,근현대사아카이브,3차 이승만연구원 소장자료,대한민국 육군방첩대 선수들 시청 도착,2014이승만3차_4152.jpg,미상,1,비표출,제4유형,유,,대한민국 육군방첩대 선수들 시청 도착,,사진,이미지,,역사,한국어,미상,,계약서 내용에 구속,대한민국역사박물관,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,만료추정,,
7748,이미지,기록,대한민국역사박물관,근현대사아카이브,3차 이승만연구원 소장자료,대한민국 육군방첩대 선수들 대통령기 수상,2014이승만3차_4153.jpg,미상,1,비표출,제4유형,유,,대한민국 육군방첩대 선수들 대통령기 수상,,사진,이미지,,역사,한국어,미상,,계약서 내용에 구속,대한민국역사박물관,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,만료추정,,
7749,이미지,기록,대한민국역사박물관,근현대사아카이브,3차 이승만연구원 소장자료,해군창설 기념식장 전경,2014이승만3차_4119.jpg,1955,1,비표출,제4유형,유,,해군창설 기념식장 전경,,사진,이미지,,역사,한국어,1955,,계약서 내용에 구속,대한민국역사박물관,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2025,,
7750,이미지,기록,대한민국역사박물관,근현대사아카이브,3차 이승만연구원 소장자료,정긍모 참모총장 손원일 제독에 검 수여,2014이승만3차_4120.jpg,1955,1,비표출,제4유형,유,,정긍모 참모총장 손원일 제독에 검 수여,,사진,이미지,,역사,한국어,1955,,계약서 내용에 구속,대한민국역사박물관,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2025,,
7751,이미지,기록,대한민국역사박물관,근현대사아카이브,3차 이승만연구원 소장자료,해군 함정 LST807 공개,2014이승만3차_4121.jpg,1955,1,비표출,제4유형,유,,해군 함정 LST807 공개,,사진,이미지,,역사,한국어,1955,,계약서 내용에 구속,대한민국역사박물관,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2025,,
7752,이미지,기록,대한민국역사박물관,근현대사아카이브,3차 이승만연구원 소장자료,이승만 대통령 손원일 제독에 훈장 수여,2014이승만3차_4122.jpg,1955,1,비표출,제4유형,유,,이승만 대통령 손원일 제독에 훈장 수여,,사진,이미지,,역사,한국어,1955,,계약서 내용에 구속,대한민국역사박물관,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2025,,
7753,이미지,기록,대한민국역사박물관,근현대사아카이브,3차 이승만연구원 소장자료,정긍모 참모총장 개회사,2014이승만3차_4123.jpg,1955,1,비표출,제4유형,유,,정긍모 참모총장 개회사,,사진,이미지,,역사,한국어,1955,,계약서 내용에 구속,대한민국역사박물관,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2025,,
7754,이미지,기록,대한민국역사박물관,근현대사아카이브,3차 이승만연구원 소장자료,이승만 대통령 손원일 제독에 훈장 수여,2014이승만3차_4124.jpg,1955,1,비표출,제4유형,유,,이승만 대통령 손원일 제독에 훈장 수여,,사진,이미지,,역사,한국어,1955,,계약서 내용에 구속,대한민국역사박물관,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2025,,
7755,이미지,기록,대한민국역사박물관,근현대사아카이브,3차 이승만연구원 소장자료,이승만 대통령 해군창설 기념식 입장,2014이승만3차_4125.jpg,1955,1,비표출,제4유형,유,,이승만 대통령 해군창설 기념식 입장,,사진,이미지,,역사,한국어,1955,,계약서 내용에 구속,대한민국역사박물관,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2025,,
7756,이미지,기록,대한민국역사박물관,근현대사아카이브,3차 이승만연구원 소장자료,손원일 제독 고문단장에 감사장 전달,2014이승만3차_4126.jpg,1955,1,비표출,제4유형,유,,손원일 제독 고문단장에 감사장 전달,,사진,이미지,,역사,한국어,1955,,계약서 내용에 구속,대한민국역사박물관,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2025,,
7757,이미지,기록,대한민국역사박물관,근현대사아카이브,3차 이승만연구원 소장자료,미 고문단장 해군창설 기념식 연설,2014이승만3차_4127.jpg,1955,1,비표출,제4유형,유,,미 고문단장 해군창설 기념식 연설,,사진,이미지,,역사,한국어,1955,,계약서 내용에 구속,대한민국역사박물관,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2025,,
7758,이미지,기록,대한민국역사박물관,근현대사아카이브,3차 이승만연구원 소장자료,손원일 제독 미 고문단장과 악수,2014이승만3차_4128.jpg,1955,1,비표출,제4유형,유,,손원일 제독 미 고문단장과 악수,,사진,이미지,,역사,한국어,1955,,계약서 내용에 구속,대한민국역사박물관,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2025,,
7759,이미지,기록,대한민국역사박물관,근현대사아카이브,3차 이승만연구원 소장자료,해군창설 기념식장 전경,2014이승만3차_4129.jpg,1955,1,비표출,제4유형,유,,해군창설 기념식장 전경,,사진,이미지,,역사,한국어,1955,,계약서 내용에 구속,대한민국역사박물관,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2025,,
7760,이미지,기록,대한민국역사박물관,근현대사아카이브,3차 이승만연구원 소장자료,해군창설 기념식 참석자들 모습,2014이승만3차_4130.jpg,1955,1,비표출,제4유형,유,,해군창설 기념식 참석자들 모습,,사진,이미지,,역사,한국어,1955,,계약서 내용에 구속,대한민국역사박물관,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2025,,
7761,이미지,기록,대한민국역사박물관,근현대사아카이브,3차 이승만연구원 소장자료,정긍모 참모총장 모습,2014이승만3차_4131.jpg,1955,1,비표출,제4유형,유,,정긍모 참모총장 모습,,사진,이미지,,역사,한국어,1955,,계약서 내용에 구속,대한민국역사박물관,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2025,,
7762,이미지,기록,대한민국역사박물관,근현대사아카이브,3차 이승만연구원 소장자료,정긍모 참모총장 대통령 감사 서한 낭독,2014이승만3차_4132.jpg,1955,1,비표출,제4유형,유,,정긍모 참모총장 대통령 감사 서한 낭독,,사진,이미지,,역사,한국어,1955,,계약서 내용에 구속,대한민국역사박물관,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2025,,
7763,이미지,기록,대한민국역사박물관,근현대사아카이브,3차 이승만연구원 소장자료,이승만 대통령 해군창설 기념식 연설,2014이승만3차_4133.jpg,1955,1,비표출,제4유형,유,,이승만 대통령 해군창설 기념식 연설,,사진,이미지,,역사,한국어,1955,,계약서 내용에 구속,대한민국역사박물관,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2025,,
7764,이미지,기록,대한민국역사박물관,근현대사아카이브,3차 이승만연구원 소장자료,이승만 대통령 손원일 제독에 표창장 수여,2014이승만3차_4134.jpg,1955,1,비표출,제4유형,유,,이승만 대통령 손원일 제독에 표창장 수여,,사진,이미지,,역사,한국어,1955,,계약서 내용에 구속,대한민국역사박물관,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2025,,
7765,이미지,기록,대한민국역사박물관,근현대사아카이브,3차 이승만연구원 소장자료,이승만 대통령 해군창설 기념식장 입장,2014이승만3차_4103.jpg,1955,1,비표출,제4유형,유,,이승만 대통령 해군창설 기념식장 입장,,사진,이미지,,역사,한국어,1955,,계약서 내용에 구속,대한민국역사박물관,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2025,,
7766,이미지,기록,대한민국역사박물관,근현대사아카이브,3차 이승만연구원 소장자료,이승만 대통령 해군창설 기념식장 입장,2014이승만3차_4104.jpg,1955,1,비표출,제4유형,유,,이승만 대통령 해군창설 기념식장 입장,,사진,이미지,,역사,한국어,1955,,계약서 내용에 구속,대한민국역사박물관,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2025,,
7767,이미지,기록,대한민국역사박물관,근현대사아카이브,3차 이승만연구원 소장자료,정긍모 참모총장 박옥규 전 참모총장에 검 수여,2014이승만3차_4105.jpg,1955,1,비표출,제4유형,유,,정긍모 참모총장 박옥규 전 참모총장에 검 수여,,사진,이미지,,역사,한국어,1955,,계약서 내용에 구속,대한민국역사박물관,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2025,,
7768,이미지,기록,대한민국역사박물관,근현대사아카이브,3차 이승만연구원 소장자료,이승만 대통령 해군창설 기념식 연설,2014이승만3차_4106.jpg,1955,1,비표출,제4유형,유,,이승만 대통령 해군창설 기념식 연설,,사진,이미지,,역사,한국어,1955,,계약서 내용에 구속,대한민국역사박물관,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2025,,
7769,이미지,기록,대한민국역사박물관,근현대사아카이브,3차 이승만연구원 소장자료,이승만 대통령 국기에 대한 경례,2014이승만3차_4107.jpg,1955,1,비표출,제4유형,유,,이승만 대통령 국기에 대한 경례,,사진,이미지,,역사,한국어,1955,,계약서 내용에 구속,대한민국역사박물관,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2025,,
7770,이미지,기록,대한민국역사박물관,근현대사아카이브,3차 이승만연구원 소장자료,해군 함정 전경,2014이승만3차_4108.jpg,1955,1,비표출,제4유형,유,,해군 함정 전경,,사진,이미지,,역사,한국어,1955,,계약서 내용에 구속,대한민국역사박물관,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2025,,
7771,이미지,기록,대한민국역사박물관,근현대사아카이브,3차 이승만연구원 소장자료,해군창설 기념식장 앞자리 전경,2014이승만3차_4109.jpg,1955,1,비표출,제4유형,유,,해군창설 기념식장 앞자리 전경,,사진,이미지,,역사,한국어,1955,,계약서 내용에 구속,대한민국역사박물관,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2025,,
7772,이미지,기록,대한민국역사박물관,근현대사아카이브,3차 이승만연구원 소장자료,이승만 대통령 해군창설 기념식 축사,2014이승만3차_4110.jpg,1955,1,비표출,제4유형,유,,이승만 대통령 해군창설 기념식 축사,,사진,이미지,,역사,한국어,1955,,계약서 내용에 구속,대한민국역사박물관,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2025,,
7773,이미지,기록,대한민국역사박물관,근현대사아카이브,3차 이승만연구원 소장자료,이승만 대통령 해군창설 기념식 축사,2014이승만3차_4111.jpg,1955,1,비표출,제4유형,유,,이승만 대통령 해군창설 기념식 축사,,사진,이미지,,역사,한국어,1955,,계약서 내용에 구속,대한민국역사박물관,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2025,,
7774,이미지,기록,대한민국역사박물관,근현대사아카이브,3차 이승만연구원 소장자료,이승만 대통령 해군참모총장에 훈장 수여,2014이승만3차_4112.jpg,1955,1,비표출,제4유형,유,,이승만 대통령 해군참모총장에 훈장 수여,,사진,이미지,,역사,한국어,1955,,계약서 내용에 구속,대한민국역사박물관,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2025,,
7775,이미지,기록,대한민국역사박물관,근현대사아카이브,3차 이승만연구원 소장자료,해군창설 기념식장 앞자리 전경,2014이승만3차_4113.jpg,1955,1,비표출,제4유형,유,,해군창설 기념식장 앞자리 전경,,사진,이미지,,역사,한국어,1955,,계약서 내용에 구속,대한민국역사박물관,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2025,,
7776,이미지,기록,대한민국역사박물관,근현대사아카이브,3차 이승만연구원 소장자료,이승만 대통령 정긍모 참모총장에 훈장 수여,2014이승만3차_4114.jpg,1955,1,비표출,제4유형,유,,이승만 대통령 정긍모 참모총장에 훈장 수여,,사진,이미지,,역사,한국어,1955,,계약서 내용에 구속,대한민국역사박물관,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2025,,
7777,이미지,기록,대한민국역사박물관,근현대사아카이브,3차 이승만연구원 소장자료,정긍모 참모총장 개회사,2014이승만3차_4115.jpg,1955,1,비표출,제4유형,유,,정긍모 참모총장 개회사,,사진,이미지,,역사,한국어,1955,,계약서 내용에 구속,대한민국역사박물관,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2025,,
7778,이미지,기록,대한민국역사박물관,근현대사아카이브,3차 이승만연구원 소장자료,이승만 대통령 국기에 대한 경례,2014이승만3차_4116.jpg,1955,1,비표출,제4유형,유,,이승만 대통령 국기에 대한 경례,,사진,이미지,,역사,한국어,1955,,계약서 내용에 구속,대한민국역사박물관,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2025,,
7779,이미지,기록,대한민국역사박물관,근현대사아카이브,3차 이승만연구원 소장자료,해군창설 기념식장 앞자리 전경,2014이승만3차_4117.jpg,1955,1,비표출,제4유형,유,,해군창설 기념식장 앞자리 전경,,사진,이미지,,역사,한국어,1955,,계약서 내용에 구속,대한민국역사박물관,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2025,,
7780,이미지,기록,대한민국역사박물관,근현대사아카이브,3차 이승만연구원 소장자료,해군 함정 LST807함 전경,2014이승만3차_4118.jpg,1955,1,비표출,제4유형,유,,해군 함정 LST807함 전경,,사진,이미지,,역사,한국어,1955,,계약서 내용에 구속,대한민국역사박물관,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2025,,
7781,이미지,기록,대한민국역사박물관,근현대사아카이브,3차 이승만연구원 소장자료,공군항공병학교 졸업식 답사 낭독,2014이승만3차_4082.jpg,1953,1,비표출,제4유형,유,,공군항공병학교 졸업식 답사 낭독,,사진,이미지,,역사,한국어,1953,,계약서 내용에 구속,대한민국역사박물관,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2023,,
7782,이미지,기록,대한민국역사박물관,근현대사아카이브,3차 이승만연구원 소장자료,공군항공병학교 졸업식 경례,2014이승만3차_4083.jpg,1953,1,비표출,제4유형,유,,공군항공병학교 졸업식 경례,,사진,이미지,,역사,한국어,1953,,계약서 내용에 구속,대한민국역사박물관,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2023,,
7783,이미지,기록,대한민국역사박물관,근현대사아카이브,3차 이승만연구원 소장자료,공군항공병학교 졸업식 기념 만찬,2014이승만3차_4084.jpg,1953,1,비표출,제4유형,유,,공군항공병학교 졸업식 기념 만찬,,사진,이미지,,역사,한국어,1953,,계약서 내용에 구속,대한민국역사박물관,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2023,,
7784,이미지,기록,대한민국역사박물관,근현대사아카이브,3차 이승만연구원 소장자료,공군항공병학교 졸업식 기념 촬영,2014이승만3차_4085.jpg,1953,1,비표출,제4유형,유,,공군항공병학교 졸업식 기념 촬영,,사진,이미지,,역사,한국어,1953,,계약서 내용에 구속,대한민국역사박물관,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2023,,
7785,이미지,기록,대한민국역사박물관,근현대사아카이브,3차 이승만연구원 소장자료,이승만 대통령 제3군단 도착,2014이승만3차_4086.jpg,1955,1,비표출,제4유형,유,,이승만 대통령 제3군단 도착,,사진,이미지,,역사,한국어,1955,,계약서 내용에 구속,대한민국역사박물관,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2025,,
7786,이미지,기록,대한민국역사박물관,근현대사아카이브,3차 이승만연구원 소장자료,이승만 대통령 제3군단 의장대 사열,2014이승만3차_4087.jpg,1955,1,비표출,제4유형,유,,이승만 대통령 제3군단 의장대 사열,,사진,이미지,,역사,한국어,1955,,계약서 내용에 구속,대한민국역사박물관,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2025,,
7787,이미지,기록,대한민국역사박물관,근현대사아카이브,3차 이승만연구원 소장자료,이승만 대통령 제3군단 의장대 사열,2014이승만3차_4088.jpg,1955,1,비표출,제4유형,유,,이승만 대통령 제3군단 의장대 사열,,사진,이미지,,역사,한국어,1955,,계약서 내용에 구속,대한민국역사박물관,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2025,,
7788,이미지,기록,대한민국역사박물관,근현대사아카이브,3차 이승만연구원 소장자료,이승만 대통령 제3군단 의장대 사열,2014이승만3차_4089.jpg,1955,1,비표출,제4유형,유,,이승만 대통령 제3군단 의장대 사열,,사진,이미지,,역사,한국어,1955,,계약서 내용에 구속,대한민국역사박물관,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2025,,
7789,이미지,기록,대한민국역사박물관,근현대사아카이브,3차 이승만연구원 소장자료,이승만 대통령 조도 도착,2014이승만3차_4090.jpg,1955,1,비표출,제4유형,유,,이승만 대통령 조도 도착,,사진,이미지,,역사,한국어,1955,,계약서 내용에 구속,대한민국역사박물관,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2025,,
7790,이미지,기록,대한민국역사박물관,근현대사아카이브,3차 이승만연구원 소장자료,이승만 대통령 제3군단 열병식 참석,2014이승만3차_4091.jpg,1955,1,비표출,제4유형,유,,이승만 대통령 제3군단 열병식 참석,,사진,이미지,,역사,한국어,1955,,계약서 내용에 구속,대한민국역사박물관,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2025,,
7791,이미지,기록,대한민국역사박물관,근현대사아카이브,3차 이승만연구원 소장자료,이승만 대통령 제3군단 열병식 사열,2014이승만3차_4092.jpg,1955,1,비표출,제4유형,유,,이승만 대통령 제3군단 열병식 사열,,사진,이미지,,역사,한국어,1955,,계약서 내용에 구속,대한민국역사박물관,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2025,,
7792,이미지,기록,대한민국역사박물관,근현대사아카이브,3차 이승만연구원 소장자료,이승만 대통령 제3군단 정문 입장,2014이승만3차_4093.jpg,1955,1,비표출,제4유형,유,,이승만 대통령 제3군단 정문 입장,,사진,이미지,,역사,한국어,1955,,계약서 내용에 구속,대한민국역사박물관,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2025,,
7793,이미지,기록,대한민국역사박물관,근현대사아카이브,3차 이승만연구원 소장자료,이승만 대통령 제3군단 현황 브리핑,2014이승만3차_4094.jpg,1955,1,비표출,제4유형,유,,이승만 대통령 제3군단 현황 브리핑,,사진,이미지,,역사,한국어,1955,,계약서 내용에 구속,대한민국역사박물관,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2025,,
7794,이미지,기록,대한민국역사박물관,근현대사아카이브,3차 이승만연구원 소장자료,이승만 대통령 제3군단 사령관들과 회의,2014이승만3차_4095.jpg,1955,1,비표출,제4유형,유,,이승만 대통령 제3군단 사령관들과 회의,,사진,이미지,,역사,한국어,1955,,계약서 내용에 구속,대한민국역사박물관,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2025,,
7795,이미지,기록,대한민국역사박물관,근현대사아카이브,3차 이승만연구원 소장자료,이승만 대통령 제3군단 사령관들과 회의,2014이승만3차_4096.jpg,1955,1,비표출,제4유형,유,,이승만 대통령 제3군단 사령관들과 회의,,사진,이미지,,역사,한국어,1955,,계약서 내용에 구속,대한민국역사박물관,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2025,,
7796,이미지,기록,대한민국역사박물관,근현대사아카이브,3차 이승만연구원 소장자료,제3군단 의장대 사열,2014이승만3차_4097.jpg,1955,1,비표출,제4유형,유,,제3군단 의장대 사열,,사진,이미지,,역사,한국어,1955,,계약서 내용에 구속,대한민국역사박물관,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2025,,
7797,이미지,기록,대한민국역사박물관,근현대사아카이브,3차 이승만연구원 소장자료,이승만 대통령 조도 도착,2014이승만3차_4098.jpg,1955,1,비표출,제4유형,유,,이승만 대통령 조도 도착,,사진,이미지,,역사,한국어,1955,,계약서 내용에 구속,대한민국역사박물관,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2025,,
7798,이미지,기록,대한민국역사박물관,근현대사아카이브,3차 이승만연구원 소장자료,이승만 대통령 귀가 사열,2014이승만3차_4099.jpg,1955,1,비표출,제4유형,유,,이승만 대통령 귀가 사열,,사진,이미지,,역사,한국어,1955,,계약서 내용에 구속,대한민국역사박물관,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2025,,
7799,이미지,기록,대한민국역사박물관,근현대사아카이브,3차 이승만연구원 소장자료,이승만 대통령 조종사와 인사,2014이승만3차_4100.jpg,1955,1,비표출,제4유형,유,,이승만 대통령 조종사와 인사,,사진,이미지,,역사,한국어,1955,,계약서 내용에 구속,대한민국역사박물관,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2025,,
7800,이미지,기록,대한민국역사박물관,근현대사아카이브,3차 이승만연구원 소장자료,이승만 대통령 제3군단 장병들과 인사,2014이승만3차_4101.jpg,1955,1,비표출,제4유형,유,,이승만 대통령 제3군단 장병들과 인사,,사진,이미지,,역사,한국어,1955,,계약서 내용에 구속,대한민국역사박물관,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2025,,
7801,이미지,기록,대한민국역사박물관,근현대사아카이브,3차 이승만연구원 소장자료,이승만 대통령 비행기 탑승,2014이승만3차_4102.jpg,1955,1,비표출,제4유형,유,,이승만 대통령 비행기 탑승,,사진,이미지,,역사,한국어,1955,,계약서 내용에 구속,대한민국역사박물관,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2025,,
7802,이미지,기록,대한민국역사박물관,근현대사아카이브,3차 이승만연구원 소장자료,제6군단 창설 기념 분열식 전경,2014이승만3차_4251.jpg,1954,1,비표출,제4유형,유,,제6군단 창설 기념 분열식 전경,,사진,이미지,,역사,한국어,1954,,계약서 내용에 구속,대한민국역사박물관,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2024,,
