순번,대분류,중분류,기관명,사이트명,카테고리,이름,설명,등록일,수량,기존 공공누리 유형,최종 공공누리 유형,계약서 유무,비고,저작물명,,유형,디지털형태,설명,주제어,언어,제작일,,계약서,저작권자,,공동저작자,저작인접권자,공개유형,저작물성,비보호저작물,업무상저작물,상업적이용허락,저작재산권,,,,,,,공동저작자동의,유효기간,,초상권
5890,이미지,기록,대한민국역사박물관,근현대사아카이브,3차 이승만연구원 소장자료,제6회 국전 동양화 부문 박미연의 작품,2014이승만3차_2441.jpg,1957,1,비표출,제4유형,유,,제6회 국전 동양화 부문 박미연의 작품,,사진,이미지,,역사,한국어,1957,,계약서 내용에 구속,대한민국역사박물관,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2027,,
5891,이미지,기록,대한민국역사박물관,근현대사아카이브,3차 이승만연구원 소장자료,제6회 국전 동양화 부문 이형섭의 작품,2014이승만3차_2442.jpg,1957,1,비표출,제4유형,유,,제6회 국전 동양화 부문 이형섭의 작품,,사진,이미지,,역사,한국어,1957,,계약서 내용에 구속,대한민국역사박물관,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2027,,
5892,이미지,기록,대한민국역사박물관,근현대사아카이브,3차 이승만연구원 소장자료,제6회 국전 동양화 부문 장철야의 작품,2014이승만3차_2443.jpg,1957,1,비표출,제4유형,유,,제6회 국전 동양화 부문 장철야의 작품,,사진,이미지,,역사,한국어,1957,,계약서 내용에 구속,대한민국역사박물관,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2027,,
5893,이미지,기록,대한민국역사박물관,근현대사아카이브,3차 이승만연구원 소장자료,제6회 국전 서양화 부문 박항섭의 작품,2014이승만3차_2444.jpg,1957,1,비표출,제4유형,유,,제6회 국전 서양화 부문 박항섭의 작품,,사진,이미지,,역사,한국어,1957,,계약서 내용에 구속,대한민국역사박물관,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2027,,
5894,이미지,기록,대한민국역사박물관,근현대사아카이브,3차 이승만연구원 소장자료,제6회 국전 서양화 부문 박항섭의 작품,2014이승만3차_2445.jpg,1957,1,비표출,제4유형,유,,제6회 국전 서양화 부문 박항섭의 작품,,사진,이미지,,역사,한국어,1957,,계약서 내용에 구속,대한민국역사박물관,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2027,,
5895,이미지,기록,대한민국역사박물관,근현대사아카이브,3차 이승만연구원 소장자료,제6회 국전 서양화 부문 변종하의 작품,2014이승만3차_2446.jpg,1957,1,비표출,제4유형,유,,제6회 국전 서양화 부문 변종하의 작품,,사진,이미지,,역사,한국어,1957,,계약서 내용에 구속,대한민국역사박물관,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2027,,
5896,이미지,기록,대한민국역사박물관,근현대사아카이브,3차 이승만연구원 소장자료,제6회 국전 서양화 부문 변종하의 작품,2014이승만3차_2447.jpg,1957,1,비표출,제4유형,유,,제6회 국전 서양화 부문 변종하의 작품,,사진,이미지,,역사,한국어,1957,,계약서 내용에 구속,대한민국역사박물관,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2027,,
5897,이미지,기록,대한민국역사박물관,근현대사아카이브,3차 이승만연구원 소장자료,제6회 국전 서양화 부문 황유화의 작품,2014이승만3차_2448.jpg,1957,1,비표출,제4유형,유,,제6회 국전 서양화 부문 황유화의 작품,,사진,이미지,,역사,한국어,1957,,계약서 내용에 구속,대한민국역사박물관,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2027,,
5898,이미지,기록,대한민국역사박물관,근현대사아카이브,3차 이승만연구원 소장자료,제6회 국전 서양화 부문 남경숙의 작품,2014이승만3차_2449.jpg,1957,1,비표출,제4유형,유,,제6회 국전 서양화 부문 남경숙의 작품,,사진,이미지,,역사,한국어,1957,,계약서 내용에 구속,대한민국역사박물관,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2027,,
5899,이미지,기록,대한민국역사박물관,근현대사아카이브,3차 이승만연구원 소장자료,제6회 국전 서양화 부문 신영헌의 작품,2014이승만3차_2450.jpg,1957,1,비표출,제4유형,유,,제6회 국전 서양화 부문 신영헌의 작품,,사진,이미지,,역사,한국어,1957,,계약서 내용에 구속,대한민국역사박물관,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2027,,
5900,이미지,기록,대한민국역사박물관,근현대사아카이브,3차 이승만연구원 소장자료,제6회 국전 서양화 부문 김수영의 작품,2014이승만3차_2451.jpg,1957,1,비표출,제4유형,유,,제6회 국전 서양화 부문 김수영의 작품,,사진,이미지,,역사,한국어,1957,,계약서 내용에 구속,대한민국역사박물관,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2027,,
5901,이미지,기록,대한민국역사박물관,근현대사아카이브,3차 이승만연구원 소장자료,제6회 국전 서양화 부문 김종숙의 작품,2014이승만3차_2452.jpg,1957,1,비표출,제4유형,유,,제6회 국전 서양화 부문 김종숙의 작품,,사진,이미지,,역사,한국어,1957,,계약서 내용에 구속,대한민국역사박물관,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2027,,
5902,이미지,기록,대한민국역사박물관,근현대사아카이브,3차 이승만연구원 소장자료,제6회 국전 서양화 부문 이충근의 작품,2014이승만3차_2453.jpg,1957,1,비표출,제4유형,유,,제6회 국전 서양화 부문 이충근의 작품,,사진,이미지,,역사,한국어,1957,,계약서 내용에 구속,대한민국역사박물관,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2027,,
5903,이미지,기록,대한민국역사박물관,근현대사아카이브,3차 이승만연구원 소장자료,제6회 국전 서양화 부문 한진수의 작품,2014이승만3차_2454.jpg,1957,1,비표출,제4유형,유,,제6회 국전 서양화 부문 한진수의 작품,,사진,이미지,,역사,한국어,1957,,계약서 내용에 구속,대한민국역사박물관,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2027,,
5904,이미지,기록,대한민국역사박물관,근현대사아카이브,3차 이승만연구원 소장자료,제6회 국전 서양화 부문 이동훈의 작품,2014이승만3차_2455.jpg,1957,1,비표출,제4유형,유,,제6회 국전 서양화 부문 이동훈의 작품,,사진,이미지,,역사,한국어,1957,,계약서 내용에 구속,대한민국역사박물관,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2027,,
5905,이미지,기록,대한민국역사박물관,근현대사아카이브,3차 이승만연구원 소장자료,제6회 국전 서양화 부문 이동훈의 작품,2014이승만3차_2456.jpg,1957,1,비표출,제4유형,유,,제6회 국전 서양화 부문 이동훈의 작품,,사진,이미지,,역사,한국어,1957,,계약서 내용에 구속,대한민국역사박물관,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2027,,
5906,이미지,기록,대한민국역사박물관,근현대사아카이브,3차 이승만연구원 소장자료,제6회 국전 서양화 부문 이규선의 작품,2014이승만3차_2457.jpg,1957,1,비표출,제4유형,유,,제6회 국전 서양화 부문 이규선의 작품,,사진,이미지,,역사,한국어,1957,,계약서 내용에 구속,대한민국역사박물관,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2027,,
5907,이미지,기록,대한민국역사박물관,근현대사아카이브,3차 이승만연구원 소장자료,제6회 국전 서양화 부문 양달석의 작품,2014이승만3차_2458.jpg,1957,1,비표출,제4유형,유,,제6회 국전 서양화 부문 양달석의 작품,,사진,이미지,,역사,한국어,1957,,계약서 내용에 구속,대한민국역사박물관,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2027,,
5908,이미지,기록,대한민국역사박물관,근현대사아카이브,3차 이승만연구원 소장자료,제6회 국전 서양화 부문 김동선의 작품,2014이승만3차_2459.jpg,1957,1,비표출,제4유형,유,,제6회 국전 서양화 부문 김동선의 작품,,사진,이미지,,역사,한국어,1957,,계약서 내용에 구속,대한민국역사박물관,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2027,,
5909,이미지,기록,대한민국역사박물관,근현대사아카이브,3차 이승만연구원 소장자료,제6회 국전 서양화 부문 이상립의 작품,2014이승만3차_2460.jpg,1957,1,비표출,제4유형,유,,제6회 국전 서양화 부문 이상립의 작품,,사진,이미지,,역사,한국어,1957,,계약서 내용에 구속,대한민국역사박물관,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2027,,
5910,이미지,기록,대한민국역사박물관,근현대사아카이브,3차 이승만연구원 소장자료,제6회 국전 서양화 부문 김한의 작품,2014이승만3차_2461.jpg,1957,1,비표출,제4유형,유,,제6회 국전 서양화 부문 김한의 작품,,사진,이미지,,역사,한국어,1957,,계약서 내용에 구속,대한민국역사박물관,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2027,,
5911,이미지,기록,대한민국역사박물관,근현대사아카이브,3차 이승만연구원 소장자료,제6회 국전 서양화 부문 최석화의 작품,2014이승만3차_2462.jpg,1957,1,비표출,제4유형,유,,제6회 국전 서양화 부문 최석화의 작품,,사진,이미지,,역사,한국어,1957,,계약서 내용에 구속,대한민국역사박물관,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2027,,
5912,이미지,기록,대한민국역사박물관,근현대사아카이브,3차 이승만연구원 소장자료,제6회 국전 서양화 부문 이준의 작품,2014이승만3차_2463.jpg,1957,1,비표출,제4유형,유,,제6회 국전 서양화 부문 이준의 작품,,사진,이미지,,역사,한국어,1957,,계약서 내용에 구속,대한민국역사박물관,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2027,,
5913,이미지,기록,대한민국역사박물관,근현대사아카이브,3차 이승만연구원 소장자료,제6회 국전 서양화 부문 이준의 작품,2014이승만3차_2464.jpg,1957,1,비표출,제4유형,유,,제6회 국전 서양화 부문 이준의 작품,,사진,이미지,,역사,한국어,1957,,계약서 내용에 구속,대한민국역사박물관,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2027,,
5914,이미지,기록,대한민국역사박물관,근현대사아카이브,3차 이승만연구원 소장자료,제6회 국전 서양화 부문 김원의 작품,2014이승만3차_2465.jpg,1957,1,비표출,제4유형,유,,제6회 국전 서양화 부문 김원의 작품,,사진,이미지,,역사,한국어,1957,,계약서 내용에 구속,대한민국역사박물관,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2027,,
5915,이미지,기록,대한민국역사박물관,근현대사아카이브,3차 이승만연구원 소장자료,제6회 국전 서양화 부문 최덕휴의 작품,2014이승만3차_2466.jpg,1957,1,비표출,제4유형,유,,제6회 국전 서양화 부문 최덕휴의 작품,,사진,이미지,,역사,한국어,1957,,계약서 내용에 구속,대한민국역사박물관,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2027,,
5916,이미지,기록,대한민국역사박물관,근현대사아카이브,3차 이승만연구원 소장자료,제6회 국전 서양화 부문 홍영옥의 작품,2014이승만3차_2467.jpg,1957,1,비표출,제4유형,유,,제6회 국전 서양화 부문 홍영옥의 작품,,사진,이미지,,역사,한국어,1957,,계약서 내용에 구속,대한민국역사박물관,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2027,,
5917,이미지,기록,대한민국역사박물관,근현대사아카이브,3차 이승만연구원 소장자료,제6회 국전 서양화 부문의 작품,2014이승만3차_2468.jpg,1957,1,비표출,제4유형,유,,제6회 국전 서양화 부문의 작품,,사진,이미지,,역사,한국어,1957,,계약서 내용에 구속,대한민국역사박물관,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2027,,
5918,이미지,기록,대한민국역사박물관,근현대사아카이브,3차 이승만연구원 소장자료,제6회 국전 서양화 부문 최덕휴의 작품,2014이승만3차_2469.jpg,1957,1,비표출,제4유형,유,,제6회 국전 서양화 부문 최덕휴의 작품,,사진,이미지,,역사,한국어,1957,,계약서 내용에 구속,대한민국역사박물관,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2027,,
5919,이미지,기록,대한민국역사박물관,근현대사아카이브,3차 이승만연구원 소장자료,이승만 대통령 84회 생일 축하연 전경,2014이승만3차_2320.jpg,1949,1,비표출,제4유형,유,,이승만 대통령 84회 생일 축하연 전경,,사진,이미지,,역사,한국어,1949,,계약서 내용에 구속,대한민국역사박물관,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2019,,
5920,이미지,기록,대한민국역사박물관,근현대사아카이브,3차 이승만연구원 소장자료,이승만 대통령 84회 생일 축하연 전경,2014이승만3차_2321.jpg,1949,1,비표출,제4유형,유,,이승만 대통령 84회 생일 축하연 전경,,사진,이미지,,역사,한국어,1949,,계약서 내용에 구속,대한민국역사박물관,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2019,,
5921,이미지,기록,대한민국역사박물관,근현대사아카이브,3차 이승만연구원 소장자료,제6회 국전 동양화 부문 김영기의 작품,2014이승만3차_2408.jpg,1957,1,비표출,제4유형,유,,제6회 국전 동양화 부문 김영기의 작품,,사진,이미지,,역사,한국어,1957,,계약서 내용에 구속,대한민국역사박물관,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2027,,
5922,이미지,기록,대한민국역사박물관,근현대사아카이브,3차 이승만연구원 소장자료,제6회 국전 동양화 부문 권영우의 작품,2014이승만3차_2409.jpg,1957,1,비표출,제4유형,유,,제6회 국전 동양화 부문 권영우의 작품,,사진,이미지,,역사,한국어,1957,,계약서 내용에 구속,대한민국역사박물관,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2027,,
5923,이미지,기록,대한민국역사박물관,근현대사아카이브,3차 이승만연구원 소장자료,제6회 국전 동양화 부문 조병유의 작품,2014이승만3차_2410.jpg,1957,1,비표출,제4유형,유,,제6회 국전 동양화 부문 조병유의 작품,,사진,이미지,,역사,한국어,1957,,계약서 내용에 구속,대한민국역사박물관,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2027,,
5924,이미지,기록,대한민국역사박물관,근현대사아카이브,3차 이승만연구원 소장자료,제6회 국전 동양화 부문 이건걸의 작품,2014이승만3차_2411.jpg,1957,1,비표출,제4유형,유,,제6회 국전 동양화 부문 이건걸의 작품,,사진,이미지,,역사,한국어,1957,,계약서 내용에 구속,대한민국역사박물관,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2027,,
5925,이미지,기록,대한민국역사박물관,근현대사아카이브,3차 이승만연구원 소장자료,제6회 국전 동양화 부문 장혜옥의 작품,2014이승만3차_2412.jpg,1957,1,비표출,제4유형,유,,제6회 국전 동양화 부문 장혜옥의 작품,,사진,이미지,,역사,한국어,1957,,계약서 내용에 구속,대한민국역사박물관,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2027,,
5926,이미지,기록,대한민국역사박물관,근현대사아카이브,3차 이승만연구원 소장자료,제6회 국전 동양화 부문 신성식의 작품,2014이승만3차_2413.jpg,1957,1,비표출,제4유형,유,,제6회 국전 동양화 부문 신성식의 작품,,사진,이미지,,역사,한국어,1957,,계약서 내용에 구속,대한민국역사박물관,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2027,,
5927,이미지,기록,대한민국역사박물관,근현대사아카이브,3차 이승만연구원 소장자료,제6회 국전 동양화 부문 진영화의 작품,2014이승만3차_2414.jpg,1957,1,비표출,제4유형,유,,제6회 국전 동양화 부문 진영화의 작품,,사진,이미지,,역사,한국어,1957,,계약서 내용에 구속,대한민국역사박물관,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2027,,
5928,이미지,기록,대한민국역사박물관,근현대사아카이브,3차 이승만연구원 소장자료,제6회 국전 동양화 부문 김은호의 작품,2014이승만3차_2415.jpg,1957,1,비표출,제4유형,유,,제6회 국전 동양화 부문 김은호의 작품,,사진,이미지,,역사,한국어,1957,,계약서 내용에 구속,대한민국역사박물관,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2027,,
5929,이미지,기록,대한민국역사박물관,근현대사아카이브,3차 이승만연구원 소장자료,제6회 국전 동양화 부문 김은호의 작품,2014이승만3차_2416.jpg,1957,1,비표출,제4유형,유,,제6회 국전 동양화 부문 김은호의 작품,,사진,이미지,,역사,한국어,1957,,계약서 내용에 구속,대한민국역사박물관,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2027,,
5930,이미지,기록,대한민국역사박물관,근현대사아카이브,3차 이승만연구원 소장자료,제6회 국전 동양화 부문 한정연의 작품,2014이승만3차_2417.jpg,1957,1,비표출,제4유형,유,,제6회 국전 동양화 부문 한정연의 작품,,사진,이미지,,역사,한국어,1957,,계약서 내용에 구속,대한민국역사박물관,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2027,,
5931,이미지,기록,대한민국역사박물관,근현대사아카이브,3차 이승만연구원 소장자료,제6회 국전 동양화 부문 김재배의 작품,2014이승만3차_2418.jpg,1957,1,비표출,제4유형,유,,제6회 국전 동양화 부문 김재배의 작품,,사진,이미지,,역사,한국어,1957,,계약서 내용에 구속,대한민국역사박물관,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2027,,
5932,이미지,기록,대한민국역사박물관,근현대사아카이브,3차 이승만연구원 소장자료,제6회 국전 동양화 부문 오석환의 작품,2014이승만3차_2419.jpg,1957,1,비표출,제4유형,유,,제6회 국전 동양화 부문 오석환의 작품,,사진,이미지,,역사,한국어,1957,,계약서 내용에 구속,대한민국역사박물관,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2027,,
5933,이미지,기록,대한민국역사박물관,근현대사아카이브,3차 이승만연구원 소장자료,제6회 국전 동양화 부문 나상목의 작품,2014이승만3차_2420.jpg,1957,1,비표출,제4유형,유,,제6회 국전 동양화 부문 나상목의 작품,,사진,이미지,,역사,한국어,1957,,계약서 내용에 구속,대한민국역사박물관,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2027,,
5934,이미지,기록,대한민국역사박물관,근현대사아카이브,3차 이승만연구원 소장자료,제6회 국전 동양화 부문 김흥종의 작품,2014이승만3차_2421.jpg,1957,1,비표출,제4유형,유,,제6회 국전 동양화 부문 김흥종의 작품,,사진,이미지,,역사,한국어,1957,,계약서 내용에 구속,대한민국역사박물관,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2027,,
5935,이미지,기록,대한민국역사박물관,근현대사아카이브,3차 이승만연구원 소장자료,제6회 국전 동양화 부문 이유태의 작품,2014이승만3차_2422.jpg,1957,1,비표출,제4유형,유,,제6회 국전 동양화 부문 이유태의 작품,,사진,이미지,,역사,한국어,1957,,계약서 내용에 구속,대한민국역사박물관,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2027,,
5936,이미지,기록,대한민국역사박물관,근현대사아카이브,3차 이승만연구원 소장자료,제6회 국전 동양화 부문 박노수의 작품,2014이승만3차_2423.jpg,1957,1,비표출,제4유형,유,,제6회 국전 동양화 부문 박노수의 작품,,사진,이미지,,역사,한국어,1957,,계약서 내용에 구속,대한민국역사박물관,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2027,,
5937,이미지,기록,대한민국역사박물관,근현대사아카이브,3차 이승만연구원 소장자료,제6회 국전 동양화 부문 이현옥의 작품,2014이승만3차_2424.jpg,1957,1,비표출,제4유형,유,,제6회 국전 동양화 부문 이현옥의 작품,,사진,이미지,,역사,한국어,1957,,계약서 내용에 구속,대한민국역사박물관,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2027,,
5938,이미지,기록,대한민국역사박물관,근현대사아카이브,3차 이승만연구원 소장자료,제6회 국전 동양화 부문 박순일의 작품,2014이승만3차_2425.jpg,1957,1,비표출,제4유형,유,,제6회 국전 동양화 부문 박순일의 작품,,사진,이미지,,역사,한국어,1957,,계약서 내용에 구속,대한민국역사박물관,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2027,,
5939,이미지,기록,대한민국역사박물관,근현대사아카이브,3차 이승만연구원 소장자료,제6회 국전 동양화 부문 박노수의 작품,2014이승만3차_2426.jpg,1957,1,비표출,제4유형,유,,제6회 국전 동양화 부문 박노수의 작품,,사진,이미지,,역사,한국어,1957,,계약서 내용에 구속,대한민국역사박물관,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2027,,
5940,이미지,기록,대한민국역사박물관,근현대사아카이브,3차 이승만연구원 소장자료,제6회 국전 동양화 부문 김기욱의 작품,2014이승만3차_2427.jpg,1957,1,비표출,제4유형,유,,제6회 국전 동양화 부문 김기욱의 작품,,사진,이미지,,역사,한국어,1957,,계약서 내용에 구속,대한민국역사박물관,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2027,,
5941,이미지,기록,대한민국역사박물관,근현대사아카이브,3차 이승만연구원 소장자료,제6회 국전 동양화 부문 이승영의 작품,2014이승만3차_2428.jpg,1957,1,비표출,제4유형,유,,제6회 국전 동양화 부문 이승영의 작품,,사진,이미지,,역사,한국어,1957,,계약서 내용에 구속,대한민국역사박물관,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2027,,
5942,이미지,기록,대한민국역사박물관,근현대사아카이브,3차 이승만연구원 소장자료,제6회 국전 동양화 부문 이영호의 작품,2014이승만3차_2429.jpg,1957,1,비표출,제4유형,유,,제6회 국전 동양화 부문 이영호의 작품,,사진,이미지,,역사,한국어,1957,,계약서 내용에 구속,대한민국역사박물관,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2027,,
5943,이미지,기록,대한민국역사박물관,근현대사아카이브,3차 이승만연구원 소장자료,제6회 국전 동양화 부문 노수현의 작품,2014이승만3차_2430.jpg,1957,1,비표출,제4유형,유,,제6회 국전 동양화 부문 노수현의 작품,,사진,이미지,,역사,한국어,1957,,계약서 내용에 구속,대한민국역사박물관,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2027,,
5944,이미지,기록,대한민국역사박물관,근현대사아카이브,3차 이승만연구원 소장자료,제6회 국전 동양화 부문 안상철의 작품,2014이승만3차_2431.jpg,1957,1,비표출,제4유형,유,,제6회 국전 동양화 부문 안상철의 작품,,사진,이미지,,역사,한국어,1957,,계약서 내용에 구속,대한민국역사박물관,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2027,,
5945,이미지,기록,대한민국역사박물관,근현대사아카이브,3차 이승만연구원 소장자료,제6회 국전 동양화 부문 최종걸의 작품,2014이승만3차_2432.jpg,1957,1,비표출,제4유형,유,,제6회 국전 동양화 부문 최종걸의 작품,,사진,이미지,,역사,한국어,1957,,계약서 내용에 구속,대한민국역사박물관,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2027,,
5946,이미지,기록,대한민국역사박물관,근현대사아카이브,3차 이승만연구원 소장자료,제6회 국전 동양화 부문 나상목의 작품,2014이승만3차_2433.jpg,1957,1,비표출,제4유형,유,,제6회 국전 동양화 부문 나상목의 작품,,사진,이미지,,역사,한국어,1957,,계약서 내용에 구속,대한민국역사박물관,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2027,,
5947,이미지,기록,대한민국역사박물관,근현대사아카이브,3차 이승만연구원 소장자료,제6회 국전 동양화 부문 이태식의 작품,2014이승만3차_2434.jpg,1957,1,비표출,제4유형,유,,제6회 국전 동양화 부문 이태식의 작품,,사진,이미지,,역사,한국어,1957,,계약서 내용에 구속,대한민국역사박물관,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2027,,
5948,이미지,기록,대한민국역사박물관,근현대사아카이브,3차 이승만연구원 소장자료,제6회 국전 동양화 부문 이상범의 작품,2014이승만3차_2435.jpg,1957,1,비표출,제4유형,유,,제6회 국전 동양화 부문 이상범의 작품,,사진,이미지,,역사,한국어,1957,,계약서 내용에 구속,대한민국역사박물관,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2027,,
5949,이미지,기록,대한민국역사박물관,근현대사아카이브,3차 이승만연구원 소장자료,제6회 국전 동양화 부문 박노수의 작품,2014이승만3차_2436.jpg,1957,1,비표출,제4유형,유,,제6회 국전 동양화 부문 박노수의 작품,,사진,이미지,,역사,한국어,1957,,계약서 내용에 구속,대한민국역사박물관,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2027,,
5950,이미지,기록,대한민국역사박물관,근현대사아카이브,3차 이승만연구원 소장자료,제6회 국전 동양화 부문 이창호의 작품,2014이승만3차_2437.jpg,1957,1,비표출,제4유형,유,,제6회 국전 동양화 부문 이창호의 작품,,사진,이미지,,역사,한국어,1957,,계약서 내용에 구속,대한민국역사박물관,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2027,,
5951,이미지,기록,대한민국역사박물관,근현대사아카이브,3차 이승만연구원 소장자료,제6회 국전 동양화 부문 허백련의 작품,2014이승만3차_2438.jpg,1957,1,비표출,제4유형,유,,제6회 국전 동양화 부문 허백련의 작품,,사진,이미지,,역사,한국어,1957,,계약서 내용에 구속,대한민국역사박물관,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2027,,
5952,이미지,기록,대한민국역사박물관,근현대사아카이브,3차 이승만연구원 소장자료,제6회 국전 동양화 부문 박병일의 작품,2014이승만3차_2439.jpg,1957,1,비표출,제4유형,유,,제6회 국전 동양화 부문 박병일의 작품,,사진,이미지,,역사,한국어,1957,,계약서 내용에 구속,대한민국역사박물관,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2027,,
5953,이미지,기록,대한민국역사박물관,근현대사아카이브,3차 이승만연구원 소장자료,제6회 국전 동양화 부문 김종현의 작품,2014이승만3차_2440.jpg,1957,1,비표출,제4유형,유,,제6회 국전 동양화 부문 김종현의 작품,,사진,이미지,,역사,한국어,1957,,계약서 내용에 구속,대한민국역사박물관,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2027,,
5954,이미지,기록,대한민국역사박물관,근현대사아카이브,3차 이승만연구원 소장자료,이승만 대통령 국전 개막식 참석,2014이승만3차_2375.jpg,1957,1,비표출,제4유형,유,,이승만 대통령 국전 개막식 참석,,사진,이미지,,역사,한국어,1957,,계약서 내용에 구속,대한민국역사박물관,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2027,,
5955,이미지,기록,대한민국역사박물관,근현대사아카이브,3차 이승만연구원 소장자료,이승만 대통령 내외 국전 개막식 기념촬영,2014이승만3차_2376.jpg,1957,1,비표출,제4유형,유,,이승만 대통령 내외 국전 개막식 기념촬영,,사진,이미지,,역사,한국어,1957,,계약서 내용에 구속,대한민국역사박물관,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2027,,
