순번,대분류,중분류,기관명,사이트명,카테고리,이름,설명,등록일,수량,기존 공공누리 유형,최종 공공누리 유형,계약서 유무,비고,저작물명,,유형,디지털형태,설명,주제어,언어,제작일,,계약서,저작권자,,공동저작자,저작인접권자,공개유형,저작물성,비보호저작물,업무상저작물,상업적이용허락,저작재산권,,,,,,,공동저작자동의,유효기간,,초상권
235,이미지,문화유산,국가유산청,국가유산청,"문화재대관 (목조, 보물편)",강릉 해운정,"강릉 해운정 내부 천장
소재지 : 강원도 강릉시 운정동 256
소유자 : 심씨 문중
규모 양식: 정면 3칸, 측면 2칸, 단층 팔작지붕
시대 : 조선 중종 25년(1530)",2001,1,미부착,제4유형,유,,강릉 해운정,,사진,이미지,,문화유산,한국어,2001,,저작물이용허락동의서,안장헌,,,국가유산청,제4유형,저작물,보호저작물,X,상업적이용금지,○,○,○,○,○,○,X,,,,
236,이미지,문화유산,국가유산청,국가유산청,"문화재대관 (목조, 보물편)",강릉 해운정,"강릉 해운정 정면
소재지 : 강원도 강릉시 운정동 256
소유자 : 심씨 문중
규모 양식: 정면 3칸, 측면 2칸, 단층 팔작지붕
시대 : 조선 중종 25년(1530)",2001,1,미부착,제4유형,유,,강릉 해운정,,사진,이미지,,문화유산,한국어,2001,,저작물이용허락동의서,안장헌,,,국가유산청,제4유형,저작물,보호저작물,X,상업적이용금지,○,○,○,○,○,○,X,,,,
237,이미지,문화유산,국가유산청,국가유산청,"문화재대관 (목조, 보물편)",강릉 해운정,"강릉 해운정 내부 편액
소재지 : 강원도 강릉시 운정동 256
소유자 : 심씨 문중
규모 양식: 정면 3칸, 측면 2칸, 단층 팔작지붕
시대 : 조선 중종 25년(1530)",2001,1,미부착,제4유형,유,,강릉 해운정,,사진,이미지,,문화유산,한국어,2001,,저작물이용허락동의서,안장헌,,,국가유산청,제4유형,저작물,보호저작물,X,상업적이용금지,○,○,○,○,○,○,X,,,,
238,이미지,문화유산,국가유산청,국가유산청,"문화재대관 (목조, 보물편)",강릉 해운정,"강릉 해운정_7
소재지 : 강원도 강릉시 운정동 256
소유자 : 심씨 문중
규모 양식: 정면 3칸, 측면 2칸, 단층 팔작지붕
시대 : 조선 중종 25년(1530)",2001,1,미부착,제4유형,유,,강릉 해운정,,사진,이미지,,문화유산,한국어,2001,,저작물이용허락동의서,안장헌,,,국가유산청,제4유형,저작물,보호저작물,X,상업적이용금지,○,○,○,○,○,○,X,,,,
239,이미지,문화유산,국가유산청,국가유산청,"문화재대관 (석조II, 보물편)",해인사 사명대사 부도 및 석장비,"해인사 사명대사 부도 및 석장비_1
소재지 : 경상남도 합천군 가야면 치인리 21 홍제암
소유자 : 해인사
규모 : 부도 높이 : 1.8m, 둘레 : 3.32m, 석장비 높이 : 3.1m, 너비 : 1.2m
재질 : 부도, 비좌, 옥개석 : 화강석, 비신 : 청석
시대 : 조선시대 후기",2002,1,미부착,제4유형,유,,해인사 사명대사 부도 및 석장비,,사진,이미지,,문화유산,한국어,2002,,저작물이용허락동의서,안장헌,,,국가유산청,제4유형,저작물,보호저작물,X,상업적이용금지,○,○,○,○,○,○,X,,,,
240,이미지,문화유산,국가유산청,국가유산청,"문화재대관 (석조II, 보물편)",해인사 사명대사 부도 및 석장비,"해인사 사명대사 부도 및 석장비_2
소재지 : 경상남도 합천군 가야면 치인리 21 홍제암
소유자 : 해인사
규모 : 부도 높이 : 1.8m, 둘레 : 3.32m, 석장비 높이 : 3.1m, 너비 : 1.2m
재질 : 부도, 비좌, 옥개석 : 화강석, 비신 : 청석
시대 : 조선시대 후기",2002,1,미부착,제4유형,유,,해인사 사명대사 부도 및 석장비,,사진,이미지,,문화유산,한국어,2002,,저작물이용허락동의서,안장헌,,,국가유산청,제4유형,저작물,보호저작물,X,상업적이용금지,○,○,○,○,○,○,X,,,,
241,이미지,문화유산,국가유산청,국가유산청,"문화재대관 (석조II, 보물편)",해인사 사명대사 부도 및 석장비,"해인사 사명대사 부도 및 석장비_3
소재지 : 경상남도 합천군 가야면 치인리 21 홍제암
소유자 : 해인사
규모 : 부도 높이 : 1.8m, 둘레 : 3.32m, 석장비 높이 : 3.1m, 너비 : 1.2m
재질 : 부도, 비좌, 옥개석 : 화강석, 비신 : 청석
시대 : 조선시대 후기",2002,1,미부착,제4유형,유,,해인사 사명대사 부도 및 석장비,,사진,이미지,,문화유산,한국어,2002,,저작물이용허락동의서,안장헌,,,국가유산청,제4유형,저작물,보호저작물,X,상업적이용금지,○,○,○,○,○,○,X,,,,
242,이미지,문화유산,국가유산청,국가유산청,"문화재대관 (석조II, 보물편)",해인사 사명대사 부도 및 석장비,"해인사 사명대사 부도 및 석장비_4
소재지 : 경상남도 합천군 가야면 치인리 21 홍제암
소유자 : 해인사
규모 : 부도 높이 : 1.8m, 둘레 : 3.32m, 석장비 높이 : 3.1m, 너비 : 1.2m
재질 : 부도, 비좌, 옥개석 : 화강석, 비신 : 청석
시대 : 조선시대 후기",2002,1,미부착,제4유형,유,,해인사 사명대사 부도 및 석장비,,사진,이미지,,문화유산,한국어,2002,,저작물이용허락동의서,안장헌,,,국가유산청,제4유형,저작물,보호저작물,X,상업적이용금지,○,○,○,○,○,○,X,,,,
243,이미지,문화유산,국가유산청,국가유산청,"문화재대관 (석조II, 보물편)",해인사 사명대사 부도 및 석장비,"사명대사의 사리를 봉안한 종 모양 부도
소재지 : 경상남도 합천군 가야면 치인리 21 홍제암
소유자 : 해인사
규모 : 부도 높이 : 1.8m, 둘레 : 3.32m, 석장비 높이 : 3.1m, 너비 : 1.2m
재질 : 부도, 비좌, 옥개석 : 화강석, 비신 : 청석
시대 : 조선시대 후기",2002,1,미부착,제4유형,유,,해인사 사명대사 부도 및 석장비,,사진,이미지,,문화유산,한국어,2002,,저작물이용허락동의서,안장헌,,,국가유산청,제4유형,저작물,보호저작물,X,상업적이용금지,○,○,○,○,○,○,X,,,,
244,이미지,문화유산,국가유산청,국가유산청,"문화재대관 (석조II, 보물편)",해인사 사명대사 부도 및 석장비,"사명대사 부도 기단의 연꽃 무늬
소재지 : 경상남도 합천군 가야면 치인리 21 홍제암
소유자 : 해인사
규모 : 부도 높이 : 1.8m, 둘레 : 3.32m, 석장비 높이 : 3.1m, 너비 : 1.2m
재질 : 부도, 비좌, 옥개석 : 화강석, 비신 : 청석
시대 : 조선시대 후기",2002,1,미부착,제4유형,유,,해인사 사명대사 부도 및 석장비,,사진,이미지,,문화유산,한국어,2002,,저작물이용허락동의서,안장헌,,,국가유산청,제4유형,저작물,보호저작물,X,상업적이용금지,○,○,○,○,○,○,X,,,,
245,이미지,문화유산,국가유산청,국가유산청,"문화재대관 (석조II, 보물편)",해인사 사명대사 부도 및 석장비,"해인사 사명대사 부도 및 석장비_7
소재지 : 경상남도 합천군 가야면 치인리 21 홍제암
소유자 : 해인사
규모 : 부도 높이 : 1.8m, 둘레 : 3.32m, 석장비 높이 : 3.1m, 너비 : 1.2m
재질 : 부도, 비좌, 옥개석 : 화강석, 비신 : 청석
시대 : 조선시대 후기",2002,1,미부착,제4유형,유,,해인사 사명대사 부도 및 석장비,,사진,이미지,,문화유산,한국어,2002,,저작물이용허락동의서,안장헌,,,국가유산청,제4유형,저작물,보호저작물,X,상업적이용금지,○,○,○,○,○,○,X,,,,
246,이미지,문화유산,국가유산청,국가유산청,"문화재대관 (석조I, 보물편)",경주 서악리삼층석탑,"초층탑신의 문비와 인왕상
소재지 : 경상북도 경주시 서악동 92-1
소유자 : 국유
규모 :  높이 : 5.1m
재질 : 화강암
시대 : 통일신라시대",1985,1,미부착,제4유형,유,,경주 서악리삼층석탑,,사진,이미지,,문화유산,한국어,1985,,저작물이용허락동의서,안장헌,,,국가유산청,제4유형,저작물,보호저작물,X,상업적이용금지,○,○,○,○,○,○,X,,,,
247,이미지,문화유산,국가유산청,국가유산청,"문화재대관 (석조I, 보물편)",경주 서악리삼층석탑,"탑신부 옥개석
소재지 : 경상북도 경주시 서악동 92-1
소유자 : 국유
규모 :  높이 : 5.1m
재질 : 화강암
시대 : 통일신라시대",2000,1,미부착,제4유형,유,,경주 서악리삼층석탑,,사진,이미지,,문화유산,한국어,2000,,저작물이용허락동의서,안장헌,,,국가유산청,제4유형,저작물,보호저작물,X,상업적이용금지,○,○,○,○,○,○,X,,,,
248,이미지,문화유산,국가유산청,국가유산청,"문화재대관 (석조I, 보물편)",경주 서악리삼층석탑,"경주 서악리삼층석탑_3
소재지 : 경상북도 경주시 서악동 92-1
소유자 : 국유
규모 :  높이 : 5.1m
재질 : 화강암
시대 : 통일신라시대",2000,1,미부착,제4유형,유,,경주 서악리삼층석탑,,사진,이미지,,문화유산,한국어,2000,,저작물이용허락동의서,안장헌,,,국가유산청,제4유형,저작물,보호저작물,X,상업적이용금지,○,○,○,○,○,○,X,,,,
249,이미지,문화유산,국가유산청,국가유산청,"문화재대관 (석조I, 보물편)",경주 서악리삼층석탑,"경주 서악리삼층석탑_4
소재지 : 경상북도 경주시 서악동 92-1
소유자 : 국유
규모 :  높이 : 5.1m
재질 : 화강암
시대 : 통일신라시대",2000,1,미부착,제4유형,유,,경주 서악리삼층석탑,,사진,이미지,,문화유산,한국어,2000,,저작물이용허락동의서,안장헌,,,국가유산청,제4유형,저작물,보호저작물,X,상업적이용금지,○,○,○,○,○,○,X,,,,
250,이미지,문화유산,국가유산청,국가유산청,"문화재대관 (석조I, 보물편)",흥법사지 삼층석탑,"흥법사지 삼층석탑_2
소재지 : 강원도 원주시 지정면 안창리 517-2
소유자 : 국유
규모 :  높이 : 3.7m
재질 : 화강암
시대 : 고려시대",2002,1,미부착,제4유형,유,,흥법사지 삼층석탑,,사진,이미지,,문화유산,한국어,2002,,저작물이용허락동의서,안장헌,,,국가유산청,제4유형,저작물,보호저작물,X,상업적이용금지,○,○,○,○,○,○,X,,,,
251,이미지,문화유산,국가유산청,국가유산청,"문화재대관 (석조I, 보물편)",흥법사지 삼층석탑,"탑신 세부
소재지 : 강원도 원주시 지정면 안창리 517-2
소유자 : 국유
규모 :  높이 : 3.7m
재질 : 화강암
시대 : 고려시대",2002,1,미부착,제4유형,유,,흥법사지 삼층석탑,,사진,이미지,,문화유산,한국어,2002,,저작물이용허락동의서,안장헌,,,국가유산청,제4유형,저작물,보호저작물,X,상업적이용금지,○,○,○,○,○,○,X,,,,
252,이미지,문화유산,국가유산청,국가유산청,"문화재대관 (석조I, 보물편)",흥법사지 삼층석탑,"상하층기단부 전체
소재지 : 강원도 원주시 지정면 안창리 517-2
소유자 : 국유
규모 :  높이 : 3.7m
재질 : 화강암
시대 : 고려시대",2002,1,미부착,제4유형,유,,흥법사지 삼층석탑,,사진,이미지,,문화유산,한국어,2002,,저작물이용허락동의서,안장헌,,,국가유산청,제4유형,저작물,보호저작물,X,상업적이용금지,○,○,○,○,○,○,X,,,,
253,이미지,문화유산,국가유산청,국가유산청,"문화재대관 (석조I, 보물편)",흥법사지 삼층석탑,"초층탑신의 문비형
소재지 : 강원도 원주시 지정면 안창리 517-2
소유자 : 국유
규모 :  높이 : 3.7m
재질 : 화강암
시대 : 고려시대",2002,1,미부착,제4유형,유,,흥법사지 삼층석탑,,사진,이미지,,문화유산,한국어,2002,,저작물이용허락동의서,안장헌,,,국가유산청,제4유형,저작물,보호저작물,X,상업적이용금지,○,○,○,○,○,○,X,,,,
254,이미지,문화유산,국가유산청,국가유산청,"문화재대관 (석조I, 보물편)",낙산사 칠층석탑,"낙산사 칠층석탑_1
소재지 : 강원도 양양군 강현면 전진리 55
소유자 : 낙산사
규모 :  높이 : 6.2m
재질 : 화강암
시대 : 조선시대",2001,1,미부착,제4유형,유,,낙산사 칠층석탑,,사진,이미지,,문화유산,한국어,2001,,저작물이용허락동의서,안장헌,,,국가유산청,제4유형,저작물,보호저작물,X,상업적이용금지,○,○,○,○,○,○,X,,,,
255,이미지,문화유산,국가유산청,국가유산청,"문화재대관 (석조I, 보물편)",낙산사 칠층석탑,"기단부 복련석
소재지 : 강원도 양양군 강현면 전진리 55
소유자 : 낙산사
규모 :  높이 : 6.2m
재질 : 화강암
시대 : 조선시대",2002,1,미부착,제4유형,유,,낙산사 칠층석탑,,사진,이미지,,문화유산,한국어,2002,,저작물이용허락동의서,안장헌,,,국가유산청,제4유형,저작물,보호저작물,X,상업적이용금지,○,○,○,○,○,○,X,,,,
256,이미지,문화유산,국가유산청,국가유산청,"문화재대관 (석조I, 보물편)",낙산사 칠층석탑,"상륜부 금속장식
소재지 : 강원도 양양군 강현면 전진리 55
소유자 : 낙산사
규모 :  높이 : 6.2m
재질 : 화강암
시대 : 조선시대",2002,1,미부착,제4유형,유,,낙산사 칠층석탑,,사진,이미지,,문화유산,한국어,2002,,저작물이용허락동의서,안장헌,,,국가유산청,제4유형,저작물,보호저작물,X,상업적이용금지,○,○,○,○,○,○,X,,,,
257,이미지,문화유산,국가유산청,국가유산청,"문화재대관 (석조I, 보물편)",낙산사 칠층석탑,"옥개석과 별석 탑신 괴임
소재지 : 강원도 양양군 강현면 전진리 55
소유자 : 낙산사
규모 :  높이 : 6.2m
재질 : 화강암
시대 : 조선시대",2002,1,미부착,제4유형,유,,낙산사 칠층석탑,,사진,이미지,,문화유산,한국어,2002,,저작물이용허락동의서,안장헌,,,국가유산청,제4유형,저작물,보호저작물,X,상업적이용금지,○,○,○,○,○,○,X,,,,
258,이미지,문화유산,국가유산청,국가유산청,"문화재대관 (석조I, 보물편)",칠곡 기성동삼층석탑,"칠곡 기성동삼층석탑_1
소재지 : 경상북도 칠곡군 동명면 기성리 1028
소유자 : 국유
규모 :  높이 : 5.1m
재질 : 화강암
시대 : 통일신라시대",2000,1,미부착,제4유형,유,,칠곡 기성동삼층석탑,,사진,이미지,,문화유산,한국어,2000,,저작물이용허락동의서,안장헌,,,국가유산청,제4유형,저작물,보호저작물,X,상업적이용금지,○,○,○,○,○,○,X,,,,
259,이미지,문화유산,국가유산청,국가유산청,"문화재대관 (석조I, 보물편)",천관사 삼층석탑,"천관사 삼층석탑_1
소재지 : 전라남도 장흥군 관산읍 농안리 740
소유자 : 천관사
규모 :  높이 : 3.98m
재질 : 화강암
시대 : 고려시대",2000,1,미부착,제4유형,유,,천관사 삼층석탑,,사진,이미지,,문화유산,한국어,2000,,저작물이용허락동의서,안장헌,,,국가유산청,제4유형,저작물,보호저작물,X,상업적이용금지,○,○,○,○,○,○,X,,,,
260,이미지,문화유산,국가유산청,국가유산청,"문화재대관 (석조I, 보물편)",천관사 삼층석탑,"삼층탑신과 상륜부 노반과 복발석
소재지 : 전라남도 장흥군 관산읍 농안리 740
소유자 : 천관사
규모 :  높이 : 3.98m
재질 : 화강암
시대 : 고려시대",2000,1,미부착,제4유형,유,,천관사 삼층석탑,,사진,이미지,,문화유산,한국어,2000,,저작물이용허락동의서,안장헌,,,국가유산청,제4유형,저작물,보호저작물,X,상업적이용금지,○,○,○,○,○,○,X,,,,
261,이미지,문화유산,국가유산청,국가유산청,"문화재대관 (석조I, 보물편)",천관사 삼층석탑,"탑신부 옥개석의 반전과 층급받침
소재지 : 전라남도 장흥군 관산읍 농안리 740
소유자 : 천관사
규모 :  높이 : 3.98m
재질 : 화강암
시대 : 고려시대",2000,1,미부착,제4유형,유,,천관사 삼층석탑,,사진,이미지,,문화유산,한국어,2000,,저작물이용허락동의서,안장헌,,,국가유산청,제4유형,저작물,보호저작물,X,상업적이용금지,○,○,○,○,○,○,X,,,,
262,이미지,문화유산,국가유산청,국가유산청,"문화재대관 (목조, 보물편)",운문사 대웅보전,"운문사 대웅보전 내부
소재지 : 경상북도 청도군 운문면 신원리 1789
소유자 : 운문사
규모양식 :  정면 3칸, 측면 3칸, 다포계 팔작지붕
시대 : 조선 효종 4년(1653)",2001,1,미부착,제4유형,유,,운문사 대웅보전,,사진,이미지,,문화유산,한국어,2001,,저작물이용허락동의서,안장헌,,,국가유산청,제4유형,저작물,보호저작물,X,상업적이용금지,○,○,○,○,○,○,X,,,,
263,이미지,문화유산,국가유산청,국가유산청,"문화재대관 (목조, 보물편)",운문사 대웅보전,"운문사 대웅보전 정면 창호
소재지 : 경상북도 청도군 운문면 신원리 1789
소유자 : 운문사
규모양식 :  정면 3칸, 측면 3칸, 다포계 팔작지붕
시대 : 조선 효종 4년(1653)",2001,1,미부착,제4유형,유,,운문사 대웅보전,,사진,이미지,,문화유산,한국어,2001,,저작물이용허락동의서,안장헌,,,국가유산청,제4유형,저작물,보호저작물,X,상업적이용금지,○,○,○,○,○,○,X,,,,
264,이미지,문화유산,국가유산청,국가유산청,"문화재대관 (목조, 보물편)",운문사 대웅보전,"운문사 대웅보전_10
소재지 : 경상북도 청도군 운문면 신원리 1789
소유자 : 운문사
규모양식 :  정면 3칸, 측면 3칸, 다포계 팔작지붕
시대 : 조선 효종 4년(1653)",미확인,1,미부착,제4유형,유,,운문사 대웅보전,,사진,이미지,,문화유산,한국어,미확인,,저작물이용허락동의서,안장헌,,,국가유산청,제4유형,저작물,보호저작물,X,상업적이용금지,○,○,○,○,○,○,X,,,,
265,이미지,문화유산,국가유산청,국가유산청,"문화재대관 (목조, 보물편)",운문사 대웅보전,"운문사 대웅보전_11
소재지 : 경상북도 청도군 운문면 신원리 1789
소유자 : 운문사
규모양식 :  정면 3칸, 측면 3칸, 다포계 팔작지붕
시대 : 조선 효종 4년(1653)",2001,1,미부착,제4유형,유,,운문사 대웅보전,,사진,이미지,,문화유산,한국어,2001,,저작물이용허락동의서,안장헌,,,국가유산청,제4유형,저작물,보호저작물,X,상업적이용금지,○,○,○,○,○,○,X,,,,
266,이미지,문화유산,국가유산청,국가유산청,"문화재대관 (목조, 보물편)",대적사 극락전,"대적사 극락전_00
소재지 : 경상북도 청도군 화양읍 송금리 256
소유자 : 대적사
규모양식 :  정면 3칸, 측면 3칸, 다포계 맞배지붕
시대 : 조선시대",2001,1,미부착,제4유형,유,,대적사 극락전,,사진,이미지,,문화유산,한국어,2001,,저작물이용허락동의서,안장헌,,,국가유산청,제4유형,저작물,보호저작물,X,상업적이용금지,○,○,○,○,○,○,X,,,,
267,이미지,문화유산,국가유산청,국가유산청,"문화재대관 (목조, 보물편)",대적사 극락전,"대적사 극락전_01
소재지 : 경상북도 청도군 화양읍 송금리 256
소유자 : 대적사
규모양식 :  정면 3칸, 측면 3칸, 다포계 맞배지붕
시대 : 조선시대",2001,1,미부착,제4유형,유,,대적사 극락전,,사진,이미지,,문화유산,한국어,2001,,저작물이용허락동의서,안장헌,,,국가유산청,제4유형,저작물,보호저작물,X,상업적이용금지,○,○,○,○,○,○,X,,,,
268,이미지,문화유산,국가유산청,국가유산청,"문화재대관 (목조, 보물편)",대적사 극락전,"대적사 극락전 내부 벽화
소재지 : 경상북도 청도군 화양읍 송금리 256
소유자 : 대적사
규모양식 :  정면 3칸, 측면 3칸, 다포계 맞배지붕
시대 : 조선시대",2001,1,미부착,제4유형,유,,대적사 극락전,,사진,이미지,,문화유산,한국어,2001,,저작물이용허락동의서,안장헌,,,국가유산청,제4유형,저작물,보호저작물,X,상업적이용금지,○,○,○,○,○,○,X,,,,
269,이미지,문화유산,국가유산청,국가유산청,"문화재대관 (목조, 보물편)",대적사 극락전,"대적사 극락전 배면
소재지 : 경상북도 청도군 화양읍 송금리 256
소유자 : 대적사
규모양식 :  정면 3칸, 측면 3칸, 다포계 맞배지붕
시대 : 조선시대",2001,1,미부착,제4유형,유,,대적사 극락전,,사진,이미지,,문화유산,한국어,2001,,저작물이용허락동의서,안장헌,,,국가유산청,제4유형,저작물,보호저작물,X,상업적이용금지,○,○,○,○,○,○,X,,,,
270,이미지,문화유산,국가유산청,국가유산청,"문화재대관 (목조, 보물편)",대적사 극락전,"대적사 극락전 내부 가구
소재지 : 경상북도 청도군 화양읍 송금리 256
소유자 : 대적사
규모양식 :  정면 3칸, 측면 3칸, 다포계 맞배지붕
시대 : 조선시대",2001,1,미부착,제4유형,유,,대적사 극락전,,사진,이미지,,문화유산,한국어,2001,,저작물이용허락동의서,안장헌,,,국가유산청,제4유형,저작물,보호저작물,X,상업적이용금지,○,○,○,○,○,○,X,,,,
271,이미지,문화유산,국가유산청,국가유산청,"문화재대관 (목조, 보물편)",대적사 극락전,"대적사 극락전 내부 가구와 우물 천장
소재지 : 경상북도 청도군 화양읍 송금리 256
소유자 : 대적사
규모양식 :  정면 3칸, 측면 3칸, 다포계 맞배지붕
시대 : 조선시대",2001,1,미부착,제4유형,유,,대적사 극락전,,사진,이미지,,문화유산,한국어,2001,,저작물이용허락동의서,안장헌,,,국가유산청,제4유형,저작물,보호저작물,X,상업적이용금지,○,○,○,○,○,○,X,,,,
272,이미지,문화유산,국가유산청,국가유산청,"문화재대관 (목조, 보물편)",대적사 극락전,"대적사 극락전_06
소재지 : 경상북도 청도군 화양읍 송금리 256
소유자 : 대적사
규모양식 :  정면 3칸, 측면 3칸, 다포계 맞배지붕
시대 : 조선시대",2001,1,미부착,제4유형,유,,대적사 극락전,,사진,이미지,,문화유산,한국어,2001,,저작물이용허락동의서,안장헌,,,국가유산청,제4유형,저작물,보호저작물,X,상업적이용금지,○,○,○,○,○,○,X,,,,
273,이미지,문화유산,국가유산청,국가유산청,"문화재대관 (목조, 보물편)",대적사 극락전,"대적사 극락전_07
소재지 : 경상북도 청도군 화양읍 송금리 256
소유자 : 대적사
규모양식 :  정면 3칸, 측면 3칸, 다포계 맞배지붕
시대 : 조선시대",2001,1,미부착,제4유형,유,,대적사 극락전,,사진,이미지,,문화유산,한국어,2001,,저작물이용허락동의서,안장헌,,,국가유산청,제4유형,저작물,보호저작물,X,상업적이용금지,○,○,○,○,○,○,X,,,,
274,이미지,문화유산,국가유산청,국가유산청,"문화재대관 (목조, 보물편)",대적사 극락전,"대적사 극락전_08
소재지 : 경상북도 청도군 화양읍 송금리 256
소유자 : 대적사
규모양식 :  정면 3칸, 측면 3칸, 다포계 맞배지붕
시대 : 조선시대",2001,1,미부착,제4유형,유,,대적사 극락전,,사진,이미지,,문화유산,한국어,2001,,저작물이용허락동의서,안장헌,,,국가유산청,제4유형,저작물,보호저작물,X,상업적이용금지,○,○,○,○,○,○,X,,,,
275,이미지,문화유산,국가유산청,국가유산청,"문화재대관 (목조, 보물편)",대적사 극락전,"대적사 극락전_09
소재지 : 경상북도 청도군 화양읍 송금리 256
소유자 : 대적사
규모양식 :  정면 3칸, 측면 3칸, 다포계 맞배지붕
시대 : 조선시대",2001,1,미부착,제4유형,유,,대적사 극락전,,사진,이미지,,문화유산,한국어,2001,,저작물이용허락동의서,안장헌,,,국가유산청,제4유형,저작물,보호저작물,X,상업적이용금지,○,○,○,○,○,○,X,,,,
276,이미지,문화유산,국가유산청,국가유산청,"문화재대관 (목조, 보물편)",환성사 대웅전,"환성사 대웅전 공포
소재지 : 경상북도 경산군 하양읍 사기리 150
소유자 : 환성사
규모양식 :  정면 5칸, 측면 4칸, 다포계 팔작지붕
시대 : 조선시대(17세기)",미확인,1,미부착,제4유형,유,,환성사 대웅전,,사진,이미지,,문화유산,한국어,미확인,,저작물이용허락동의서,안장헌,,,국가유산청,제4유형,저작물,보호저작물,X,상업적이용금지,○,○,○,○,○,○,X,,,,
277,이미지,문화유산,국가유산청,국가유산청,"문화재대관 (목조, 보물편)",환성사 대웅전,"환성사 대웅전_01
소재지 : 경상북도 경산군 하양읍 사기리 150
소유자 : 환성사
규모양식 :  정면 5칸, 측면 4칸, 다포계 팔작지붕
시대 : 조선시대(17세기)",미확인,1,미부착,제4유형,유,,환성사 대웅전,,사진,이미지,,문화유산,한국어,미확인,,저작물이용허락동의서,안장헌,,,국가유산청,제4유형,저작물,보호저작물,X,상업적이용금지,○,○,○,○,○,○,X,,,,
278,이미지,문화유산,국가유산청,국가유산청,"문화재대관 (목조, 보물편)",환성사 대웅전,"환성사 대웅전_02
소재지 : 경상북도 경산군 하양읍 사기리 150
소유자 : 환성사
규모양식 :  정면 5칸, 측면 4칸, 다포계 팔작지붕
시대 : 조선시대(17세기)",미확인,1,미부착,제4유형,유,,환성사 대웅전,,사진,이미지,,문화유산,한국어,미확인,,저작물이용허락동의서,안장헌,,,국가유산청,제4유형,저작물,보호저작물,X,상업적이용금지,○,○,○,○,○,○,X,,,,
279,이미지,문화유산,국가유산청,국가유산청,"문화재대관 (목조, 보물편)",환성사 대웅전,"환성사 대웅전_03
소재지 : 경상북도 경산군 하양읍 사기리 150
소유자 : 환성사
규모양식 :  정면 5칸, 측면 4칸, 다포계 팔작지붕
시대 : 조선시대(17세기)",미확인,1,미부착,제4유형,유,,환성사 대웅전,,사진,이미지,,문화유산,한국어,미확인,,저작물이용허락동의서,안장헌,,,국가유산청,제4유형,저작물,보호저작물,X,상업적이용금지,○,○,○,○,○,○,X,,,,
280,이미지,문화유산,국가유산청,국가유산청,"문화재대관 (목조, 보물편)",환성사 대웅전,"환성사 대웅전_04
소재지 : 경상북도 경산군 하양읍 사기리 150
소유자 : 환성사
규모양식 :  정면 5칸, 측면 4칸, 다포계 팔작지붕
시대 : 조선시대(17세기)",미확인,1,미부착,제4유형,유,,환성사 대웅전,,사진,이미지,,문화유산,한국어,미확인,,저작물이용허락동의서,안장헌,,,국가유산청,제4유형,저작물,보호저작물,X,상업적이용금지,○,○,○,○,○,○,X,,,,
281,이미지,문화유산,국가유산청,국가유산청,"문화재대관 (목조, 보물편)",환성사 대웅전,"환성사 대웅전_05
소재지 : 경상북도 경산군 하양읍 사기리 150
소유자 : 환성사
규모양식 :  정면 5칸, 측면 4칸, 다포계 팔작지붕
시대 : 조선시대(17세기)",미확인,1,미부착,제4유형,유,,환성사 대웅전,,사진,이미지,,문화유산,한국어,미확인,,저작물이용허락동의서,안장헌,,,국가유산청,제4유형,저작물,보호저작물,X,상업적이용금지,○,○,○,○,○,○,X,,,,
282,이미지,문화유산,국가유산청,국가유산청,"문화재대관 (목조, 보물편)",환성사 대웅전,"환성사 대웅전 귀공포
소재지 : 경상북도 경산군 하양읍 사기리 150
소유자 : 환성사
규모양식 :  정면 5칸, 측면 4칸, 다포계 팔작지붕
시대 : 조선시대(17세기)",미확인,1,미부착,제4유형,유,,환성사 대웅전,,사진,이미지,,문화유산,한국어,미확인,,저작물이용허락동의서,안장헌,,,국가유산청,제4유형,저작물,보호저작물,X,상업적이용금지,○,○,○,○,○,○,X,,,,
283,이미지,문화유산,국가유산청,국가유산청,"문화재대관 (목조, 보물편)",환성사 대웅전,"환성사 대웅전 내부 귀공포
소재지 : 경상북도 경산군 하양읍 사기리 150
소유자 : 환성사
규모양식 :  정면 5칸, 측면 4칸, 다포계 팔작지붕
시대 : 조선시대(17세기)",미확인,1,미부착,제4유형,유,,환성사 대웅전,,사진,이미지,,문화유산,한국어,미확인,,저작물이용허락동의서,안장헌,,,국가유산청,제4유형,저작물,보호저작물,X,상업적이용금지,○,○,○,○,○,○,X,,,,
284,이미지,문화유산,국가유산청,국가유산청,"문화재대관 (목조, 보물편)",환성사 대웅전,"환성사 대웅전 전경
소재지 : 경상북도 경산군 하양읍 사기리 150
소유자 : 환성사
규모양식 :  정면 5칸, 측면 4칸, 다포계 팔작지붕
시대 : 조선시대(17세기)",1998,1,미부착,제4유형,유,,환성사 대웅전,,사진,이미지,,문화유산,한국어,1998,,저작물이용허락동의서,안장헌,,,국가유산청,제4유형,저작물,보호저작물,X,상업적이용금지,○,○,○,○,○,○,X,,,,
