순번,대분류,중분류,기관명,사이트명,카테고리,이름,설명,등록일,수량,기존 공공누리 유형,최종 공공누리 유형,계약서 유무,비고,저작물명,,유형,디지털형태,설명,주제어,언어,제작일,,계약서,저작권자,,공동저작자,저작인접권자,공개유형,저작물성,비보호저작물,업무상저작물,상업적이용허락,저작재산권,,,,,,,공동저작자동의,유효기간,,초상권
82,이미지,문화유산,국가유산청,국가유산청,"문화재대관 (석조II, 보물편)",청룡사 석조여래좌상,"여래좌상 연화대좌
소재지 : 경상북도 예천군 용문면 선리 520-1 청룡사
소유자 : 청룡사
규모: 불상 높이 : 0.93m, 대좌 높이 : 0.67m, 광배 높이 : 1.5m
재질: 화강석
시대 : 통일신라시대",2001,1,미부착,제4유형,유,,청룡사 석조여래좌상,,사진,이미지,,문화유산,한국어,2001,,저작물이용허락동의서,안장헌,,,국가유산청,제4유형,저작물,보호저작물,X,상업적이용금지,○,○,○,○,○,○,X,,,,
83,이미지,문화유산,국가유산청,국가유산청,"문화재대관 (석조II, 보물편)",청룡사 석조여래좌상,"청룡사 석조여래좌상_3
소재지 : 경상북도 예천군 용문면 선리 520-1 청룡사
소유자 : 청룡사
규모: 불상 높이 : 0.93m, 대좌 높이 : 0.67m, 광배 높이 : 1.5m
재질: 화강석
시대 : 통일신라시대",2001,1,미부착,제4유형,유,,청룡사 석조여래좌상,,사진,이미지,,문화유산,한국어,2001,,저작물이용허락동의서,안장헌,,,국가유산청,제4유형,저작물,보호저작물,X,상업적이용금지,○,○,○,○,○,○,X,,,,
84,이미지,문화유산,국가유산청,국가유산청,"문화재대관 (석조II, 보물편)",청룡사 석조여래좌상,"여래좌상 상반신 및 광배
소재지 : 경상북도 예천군 용문면 선리 520-1 청룡사
소유자 : 청룡사
규모: 불상 높이 : 0.93m, 대좌 높이 : 0.67m, 광배 높이 : 1.5m
재질: 화강석
시대 : 통일신라시대",2001,1,미부착,제4유형,유,,청룡사 석조여래좌상,,사진,이미지,,문화유산,한국어,2001,,저작물이용허락동의서,안장헌,,,국가유산청,제4유형,저작물,보호저작물,X,상업적이용금지,○,○,○,○,○,○,X,,,,
85,이미지,문화유산,국가유산청,국가유산청,"문화재대관 (석조II, 보물편)",청룡사 석조여래좌상,"여래좌상 상반신 우측면 향
소재지 : 경상북도 예천군 용문면 선리 520-1 청룡사
소유자 : 청룡사
규모: 불상 높이 : 0.93m, 대좌 높이 : 0.67m, 광배 높이 : 1.5m
재질: 화강석
시대 : 통일신라시대",2001,1,미부착,제4유형,유,,청룡사 석조여래좌상,,사진,이미지,,문화유산,한국어,2001,,저작물이용허락동의서,안장헌,,,국가유산청,제4유형,저작물,보호저작물,X,상업적이용금지,○,○,○,○,○,○,X,,,,
86,이미지,문화유산,국가유산청,국가유산청,"문화재대관 (석조II, 보물편)",예산 삽교석조보살입상,"예산 삽교석조보살입상_1
소재지 : 충청남도 예산군 삽교읍 신산리 산 16
소유자 : 국유
규모: 높이 : 5.3m
재질: 화강석
시대 : 고려시대",2002,1,미부착,제4유형,유,,예산 삽교석조보살입상,,사진,이미지,,문화유산,한국어,2002,,저작물이용허락동의서,안장헌,,,국가유산청,제4유형,저작물,보호저작물,X,상업적이용금지,○,○,○,○,○,○,X,,,,
87,이미지,문화유산,국가유산청,국가유산청,"문화재대관 (석조II, 보물편)",예산 삽교석조보살입상,"동안의 보살입상 얼굴과 팔각형 갓
소재지 : 충청남도 예산군 삽교읍 신산리 산 16
소유자 : 국유
규모: 높이 : 5.3m
재질: 화강석
시대 : 고려시대",2002,1,미부착,제4유형,유,,예산 삽교석조보살입상,,사진,이미지,,문화유산,한국어,2002,,저작물이용허락동의서,안장헌,,,국가유산청,제4유형,저작물,보호저작물,X,상업적이용금지,○,○,○,○,○,○,X,,,,
88,이미지,문화유산,국가유산청,국가유산청,"문화재대관 (석조II, 보물편)",예산 삽교석조보살입상,"보살입상 전체(우측면 향)
소재지 : 충청남도 예산군 삽교읍 신산리 산 16
소유자 : 국유
규모: 높이 : 5.3m
재질: 화강석
시대 : 고려시대",2002,1,미부착,제4유형,유,,예산 삽교석조보살입상,,사진,이미지,,문화유산,한국어,2002,,저작물이용허락동의서,안장헌,,,국가유산청,제4유형,저작물,보호저작물,X,상업적이용금지,○,○,○,○,○,○,X,,,,
89,이미지,문화유산,국가유산청,국가유산청,"문화재대관 (석조II, 보물편)",예산 삽교석조보살입상,"띠 모양 관대가 돌려진 보살입상 머리 뒷 부분
소재지 : 충청남도 예산군 삽교읍 신산리 산 16
소유자 : 국유
규모: 높이 : 5.3m
재질: 화강석
시대 : 고려시대",2002,1,미부착,제4유형,유,,예산 삽교석조보살입상,,사진,이미지,,문화유산,한국어,2002,,저작물이용허락동의서,안장헌,,,국가유산청,제4유형,저작물,보호저작물,X,상업적이용금지,○,○,○,○,○,○,X,,,,
90,이미지,문화유산,국가유산청,국가유산청,"문화재대관 (석조II, 보물편)",예산 삽교석조보살입상,"보살이상이 오른손으로 잡고 있는 지물과 왼손의 모습
소재지 : 충청남도 예산군 삽교읍 신산리 산 16
소유자 : 국유
규모: 높이 : 5.3m
재질: 화강석
시대 : 고려시대",2002,1,미부착,제4유형,유,,예산 삽교석조보살입상,,사진,이미지,,문화유산,한국어,2002,,저작물이용허락동의서,안장헌,,,국가유산청,제4유형,저작물,보호저작물,X,상업적이용금지,○,○,○,○,○,○,X,,,,
91,이미지,문화유산,국가유산청,국가유산청,"문화재대관 (석조II, 보물편)",예산 삽교석조보살입상,"예산 삽교석조보살입상_6
소재지 : 충청남도 예산군 삽교읍 신산리 산 16
소유자 : 국유
규모: 높이 : 5.3m
재질: 화강석
시대 : 고려시대",2002,1,미부착,제4유형,유,,예산 삽교석조보살입상,,사진,이미지,,문화유산,한국어,2002,,저작물이용허락동의서,안장헌,,,국가유산청,제4유형,저작물,보호저작물,X,상업적이용금지,○,○,○,○,○,○,X,,,,
92,이미지,문화유산,국가유산청,국가유산청,"문화재대관 (석조I, 보물편)",만복사지 오층석탑,"기단부와 초층탑신
소재지 : 전라북도 남원시 왕정동 481
소유자 : 국유
규모: 높이 : 5.75m
재질: 화강석
시대 : 고려시대",2001,1,미부착,제4유형,유,,만복사지 오층석탑,,사진,이미지,,문화유산,한국어,2001,,저작물이용허락동의서,안장헌,,,국가유산청,제4유형,저작물,보호저작물,X,상업적이용금지,○,○,○,○,○,○,X,,,,
93,이미지,문화유산,국가유산청,국가유산청,"문화재대관 (석조I, 보물편)",만복사지 오층석탑,"만복사지 오층석탑_3
소재지 : 전라북도 남원시 왕정동 481
소유자 : 국유
규모: 높이 : 5.75m
재질: 화강석
시대 : 고려시대",2001,1,미부착,제4유형,유,,만복사지 오층석탑,,사진,이미지,,문화유산,한국어,2001,,저작물이용허락동의서,안장헌,,,국가유산청,제4유형,저작물,보호저작물,X,상업적이용금지,○,○,○,○,○,○,X,,,,
94,이미지,문화유산,국가유산청,국가유산청,"문화재대관 (석조I, 보물편)",만복사지 오층석탑,"탑신부와 상륜
소재지 : 전라북도 남원시 왕정동 481
소유자 : 국유
규모: 높이 : 5.75m
재질: 화강석
시대 : 고려시대",2001,1,미부착,제4유형,유,,만복사지 오층석탑,,사진,이미지,,문화유산,한국어,2001,,저작물이용허락동의서,안장헌,,,국가유산청,제4유형,저작물,보호저작물,X,상업적이용금지,○,○,○,○,○,○,X,,,,
95,이미지,문화유산,국가유산청,국가유산청,"문화재대관 (석조I, 보물편)",신륵사 보제존자석종,"탑신부 꼭대기의 화염보주
소재지 : 경기도 여주군 북내면 천송리 282
소유자 : 신륵사
규모: 탑신 높이 : 1.6m, 탑신 밑지름 : 1.1m
재질: 화강석
시대 : 고려시대 말기",2002,1,미부착,제4유형,유,,신륵사 보제존자석종,,사진,이미지,,문화유산,한국어,2002,,저작물이용허락동의서,안장헌,,,국가유산청,제4유형,저작물,보호저작물,X,상업적이용금지,○,○,○,○,○,○,X,,,,
96,이미지,문화유산,국가유산청,국가유산청,"문화재대관 (석조II, 보물편)",관룡사 용선대석조석가여래좌상,"여래좌상 대좌 상대의 연꽃 무늬
소재지 : 경상남도 창녕군 창녕읍 옥천리
소유자 : 관룡사
규모: 불신 높이 : 1.81m, 대좌 높이 : 1.17m
재질: 화강석
시대 : 통일신라시대(8세기 말~9세기 초)",1991,1,미부착,제4유형,유,,관룡사 용선대석조석가여래좌상,,사진,이미지,,문화유산,한국어,1991,,저작물이용허락동의서,안장헌,,,국가유산청,제4유형,저작물,보호저작물,X,상업적이용금지,○,○,○,○,○,○,X,,,,
97,이미지,문화유산,국가유산청,국가유산청,"문화재대관 (석조II, 보물편)",관룡사 용선대석조석가여래좌상,"관룡사 용선대석조석가여래좌상_5
소재지 : 경상남도 창녕군 창녕읍 옥천리
소유자 : 관룡사
규모: 불신 높이 : 1.81m, 대좌 높이 : 1.17m
재질: 화강석
시대 : 통일신라시대(8세기 말~9세기 초)",1991,1,미부착,제4유형,유,,관룡사 용선대석조석가여래좌상,,사진,이미지,,문화유산,한국어,1991,,저작물이용허락동의서,안장헌,,,국가유산청,제4유형,저작물,보호저작물,X,상업적이용금지,○,○,○,○,○,○,X,,,,
98,이미지,문화유산,국가유산청,국가유산청,"문화재대관 (석조I, 보물편)",청암사 수도암삼층석탑,"동탑
소재지 : 경상북도 김천시 증산면 수도리 513
소유자 : 수도암
규모: 동탑 3.76m, 서탑 : 4.25m
재질: 화강암
시대 : 통일신라시대",1994,1,미부착,제4유형,유,,청암사 수도암삼층석탑,,사진,이미지,,문화유산,한국어,1994,,저작물이용허락동의서,안장헌,,,국가유산청,제4유형,저작물,보호저작물,X,상업적이용금지,○,○,○,○,○,○,X,,,,
99,이미지,문화유산,국가유산청,국가유산청,"문화재대관 (석조I, 보물편)",청암사 수도암삼층석탑,"서탑
소재지 : 경상북도 김천시 증산면 수도리 513
소유자 : 수도암
규모: 동탑 3.76m, 서탑 : 4.25m
재질: 화강암
시대 : 통일신라시대",1994,1,미부착,제4유형,유,,청암사 수도암삼층석탑,,사진,이미지,,문화유산,한국어,1994,,저작물이용허락동의서,안장헌,,,국가유산청,제4유형,저작물,보호저작물,X,상업적이용금지,○,○,○,○,○,○,X,,,,
100,이미지,문화유산,국가유산청,국가유산청,"문화재대관 (석조I, 보물편)",청암사 수도암삼층석탑,"청암사 수도암삼층석탑_3
소재지 : 경상북도 김천시 증산면 수도리 513
소유자 : 수도암
규모: 동탑 3.76m, 서탑 : 4.25m
재질: 화강암
시대 : 통일신라시대",2001,1,미부착,제4유형,유,,청암사 수도암삼층석탑,,사진,이미지,,문화유산,한국어,2001,,저작물이용허락동의서,안장헌,,,국가유산청,제4유형,저작물,보호저작물,X,상업적이용금지,○,○,○,○,○,○,X,,,,
101,이미지,문화유산,국가유산청,국가유산청,"문화재대관 (석조I, 보물편)",청암사 수도암삼층석탑,"청암사 수도암삼층석탑_4
소재지 : 경상북도 김천시 증산면 수도리 513
소유자 : 수도암
규모: 동탑 3.76m, 서탑 : 4.25m
재질: 화강암
시대 : 통일신라시대",2001,1,미부착,제4유형,유,,청암사 수도암삼층석탑,,사진,이미지,,문화유산,한국어,2001,,저작물이용허락동의서,안장헌,,,국가유산청,제4유형,저작물,보호저작물,X,상업적이용금지,○,○,○,○,○,○,X,,,,
102,이미지,문화유산,국가유산청,국가유산청,"문화재대관 (석조I, 보물편)",청암사 수도암삼층석탑,"동탑 초층탑신부의 사방불
소재지 : 경상북도 김천시 증산면 수도리 513
소유자 : 수도암
규모: 동탑 3.76m, 서탑 : 4.25m
재질: 화강암
시대 : 통일신라시대",1983,1,미부착,제4유형,유,,청암사 수도암삼층석탑,,사진,이미지,,문화유산,한국어,1983,,저작물이용허락동의서,안장헌,,,국가유산청,제4유형,저작물,보호저작물,X,상업적이용금지,○,○,○,○,○,○,X,,,,
103,이미지,문화유산,국가유산청,국가유산청,"문화재대관 (석조I, 보물편)",화엄사 원통전 앞 사자탑,"상층 기단부의 4사자상
소재지 : 전라남도 구례군 마산면 황전리 12
소유자 : 화엄사
규모: 높이 3.43m
재질: 화강암
시대 : 통일신라시대",1986,1,미부착,제4유형,유,,화엄사 원통전 앞 사자탑,,사진,이미지,,문화유산,한국어,1986,,저작물이용허락동의서,안장헌,,,국가유산청,제4유형,저작물,보호저작물,X,상업적이용금지,○,○,○,○,○,○,X,,,,
104,이미지,문화유산,국가유산청,국가유산청,"문화재대관 (석조I, 보물편)",화엄사 원통전 앞 사자탑,"탑신부의 신장상
소재지 : 전라남도 구례군 마산면 황전리 12
소유자 : 화엄사
규모: 높이 3.43m
재질: 화강암
시대 : 통일신라시대",1986,1,미부착,제4유형,유,,화엄사 원통전 앞 사자탑,,사진,이미지,,문화유산,한국어,1986,,저작물이용허락동의서,안장헌,,,국가유산청,제4유형,저작물,보호저작물,X,상업적이용금지,○,○,○,○,○,○,X,,,,
105,이미지,문화유산,국가유산청,국가유산청,"문화재대관 (석조I, 보물편)",화엄사 원통전 앞 사자탑,"사장상의 얼굴모습
소재지 : 전라남도 구례군 마산면 황전리 12
소유자 : 화엄사
규모: 높이 3.43m
재질: 화강암
시대 : 통일신라시대",1986,1,미부착,제4유형,유,,화엄사 원통전 앞 사자탑,,사진,이미지,,문화유산,한국어,1986,,저작물이용허락동의서,안장헌,,,국가유산청,제4유형,저작물,보호저작물,X,상업적이용금지,○,○,○,○,○,○,X,,,,
106,이미지,문화유산,국가유산청,국가유산청,"문화재대관 (석조I, 보물편)",천곡사지 칠층석탑,"천곡사지 칠층석탑_1
소재지 : 전라북도 정읍시 망제동 산 10
소유자 : 국유
규모: 높이 7.5m
재질: 화강암
시대 : 고려시대",1990,1,미부착,제4유형,유,,천곡사지 칠층석탑,,사진,이미지,,문화유산,한국어,1990,,저작물이용허락동의서,안장헌,,,국가유산청,제4유형,저작물,보호저작물,X,상업적이용금지,○,○,○,○,○,○,X,,,,
107,이미지,문화유산,국가유산청,국가유산청,"문화재대관 (석조I, 보물편)",천곡사지 칠층석탑,"천곡사지 칠층석탑_2
소재지 : 전라북도 정읍시 망제동 산 10
소유자 : 국유
규모: 높이 7.5m
재질: 화강암
시대 : 고려시대",1990,1,미부착,제4유형,유,,천곡사지 칠층석탑,,사진,이미지,,문화유산,한국어,1990,,저작물이용허락동의서,안장헌,,,국가유산청,제4유형,저작물,보호저작물,X,상업적이용금지,○,○,○,○,○,○,X,,,,
108,이미지,문화유산,국가유산청,국가유산청,"문화재대관 (석조I, 보물편)",석조부도,"석조부도
소재지 : 서울특별시 서대문구 대현동 산 11-1(이화여자대학교 박물관)
소유자 : 이화여대
규모: 높이 2.7m
재질: 화강암
시대 : 고려시대 초기",미확인,1,미부착,제4유형,유,,석조부도,,사진,이미지,,문화유산,한국어,미확인,,저작물이용허락동의서,안장헌,,,국가유산청,제4유형,저작물,보호저작물,X,상업적이용금지,○,○,○,○,○,○,X,,,,
109,이미지,문화유산,국가유산청,국가유산청,"문화재대관 (석조Ii, 보물편)",인각사 보각국사 탑 및 비,"인각사 보각국사 탑 및 비_1
소재지 : 경상북도 군위군 고로면 화북리 612, 613-3
소유자 : 인각사
규모: 탑 높이 2.42m, 비 높이 : 1.8m
재질: 수성암
시대 : 고려시대(1295년)",미확인,1,미부착,제4유형,유,,인각사 보각국사 탑 및 비,,사진,이미지,,문화유산,한국어,미확인,,저작물이용허락동의서,안장헌,,,국가유산청,제4유형,저작물,보호저작물,X,상업적이용금지,○,○,○,○,○,○,X,,,,
110,이미지,문화유산,국가유산청,국가유산청,"문화재대관 (석조Ii, 보물편)",인각사 보각국사 탑 및 비,"인각사 보각국사 탑 및 비_2
소재지 : 경상북도 군위군 고로면 화북리 612, 613-3
소유자 : 인각사
규모: 탑 높이 2.42m, 비 높이 : 1.8m
재질: 수성암
시대 : 고려시대(1295년)",미확인,1,미부착,제4유형,유,,인각사 보각국사 탑 및 비,,사진,이미지,,문화유산,한국어,미확인,,저작물이용허락동의서,안장헌,,,국가유산청,제4유형,저작물,보호저작물,X,상업적이용금지,○,○,○,○,○,○,X,,,,
111,이미지,문화유산,국가유산청,국가유산청,"문화재대관 (석조Ii, 보물편)",인각사 보각국사 탑 및 비,"파손이 심한 보각국사비
소재지 : 경상북도 군위군 고로면 화북리 612, 613-3
소유자 : 인각사
규모: 탑 높이 2.42m, 비 높이 : 1.8m
재질: 수성암
시대 : 고려시대(1295년)",2000,1,미부착,제4유형,유,,인각사 보각국사 탑 및 비,,사진,이미지,,문화유산,한국어,2000,,저작물이용허락동의서,안장헌,,,국가유산청,제4유형,저작물,보호저작물,X,상업적이용금지,○,○,○,○,○,○,X,,,,
112,이미지,문화유산,국가유산청,국가유산청,"문화재대관 (석조Ii, 보물편)",인각사 보각국사 탑 및 비,"비문 부분 1
소재지 : 경상북도 군위군 고로면 화북리 612, 613-3
소유자 : 인각사
규모: 탑 높이 2.42m, 비 높이 : 1.8m
재질: 수성암
시대 : 고려시대(1295년)",2000,1,미부착,제4유형,유,,인각사 보각국사 탑 및 비,,사진,이미지,,문화유산,한국어,2000,,저작물이용허락동의서,안장헌,,,국가유산청,제4유형,저작물,보호저작물,X,상업적이용금지,○,○,○,○,○,○,X,,,,
113,이미지,문화유산,국가유산청,국가유산청,"문화재대관 (석조Ii, 보물편)",인각사 보각국사 탑 및 비,"인각사 보각국사 탑 및 비_5
소재지 : 경상북도 군위군 고로면 화북리 612, 613-3
소유자 : 인각사
규모: 탑 높이 2.42m, 비 높이 : 1.8m
재질: 수성암
시대 : 고려시대(1295년)",1994,1,미부착,제4유형,유,,인각사 보각국사 탑 및 비,,사진,이미지,,문화유산,한국어,1994,,저작물이용허락동의서,안장헌,,,국가유산청,제4유형,저작물,보호저작물,X,상업적이용금지,○,○,○,○,○,○,X,,,,
114,이미지,문화유산,국가유산청,국가유산청,"문화재대관 (석조Ii, 보물편)",인각사 보각국사 탑 및 비,"묘탑 대좌 중대석의 조각상
소재지 : 경상북도 군위군 고로면 화북리 612, 613-3
소유자 : 인각사
규모: 탑 높이 2.42m, 비 높이 : 1.8m
재질: 수성암
시대 : 고려시대(1295년)",1982,1,미부착,제4유형,유,,인각사 보각국사 탑 및 비,,사진,이미지,,문화유산,한국어,1982,,저작물이용허락동의서,안장헌,,,국가유산청,제4유형,저작물,보호저작물,X,상업적이용금지,○,○,○,○,○,○,X,,,,
115,이미지,문화유산,국가유산청,국가유산청,"문화재대관 (석조Ii, 보물편)",담양읍 석당간,"담양읍 석당간_1
소재지 : 전라남도 담양군 담양읍 객사리 45
소유자 : 국유
규모: 높이 15m
재질: 화강암
시대 : 고려시대",1982,1,미부착,제4유형,유,,담양읍 석당간,,사진,이미지,,문화유산,한국어,1982,,저작물이용허락동의서,안장헌,,,국가유산청,제4유형,저작물,보호저작물,X,상업적이용금지,○,○,○,○,○,○,X,,,,
116,이미지,문화유산,국가유산청,국가유산청,"문화재대관 (석조Ii, 보물편)",담양읍 석당간,"당간 상부의 철통과 정상부의 금속제 보륜 장식
소재지 : 전라남도 담양군 담양읍 객사리 45
소유자 : 국유
규모: 높이 15m
재질: 화강암
시대 : 고려시대",1982,1,미부착,제4유형,유,,담양읍 석당간,,사진,이미지,,문화유산,한국어,1982,,저작물이용허락동의서,안장헌,,,국가유산청,제4유형,저작물,보호저작물,X,상업적이용금지,○,○,○,○,○,○,X,,,,
117,이미지,문화유산,국가유산청,국가유산청,"문화재대관 (석조Ii, 보물편)",무위사 선각대사편광탑비,"용 머리 형태의 탑비 귀두
소재지 : 전라남도 강진군 성전면 월하리 274 무위사
소유자 : 무위사
규모: 높이 2.35m
재질: 화강암
시대 : 고려시대(946년)",1982,1,미부착,제4유형,유,,무위사 선각대사편광탑비,,사진,이미지,,문화유산,한국어,1982,,저작물이용허락동의서,안장헌,,,국가유산청,제4유형,저작물,보호저작물,X,상업적이용금지,○,○,○,○,○,○,X,,,,
118,이미지,문화유산,국가유산청,국가유산청,"문화재대관 (석조Ii, 보물편)",무위사 선각대사편광탑비,"무위사 선각대사편광탑비_2
소재지 : 전라남도 강진군 성전면 월하리 274 무위사
소유자 : 무위사
규모: 높이 2.35m
재질: 화강암
시대 : 고려시대(946년)",1982,1,미부착,제4유형,유,,무위사 선각대사편광탑비,,사진,이미지,,문화유산,한국어,1982,,저작물이용허락동의서,안장헌,,,국가유산청,제4유형,저작물,보호저작물,X,상업적이용금지,○,○,○,○,○,○,X,,,,
119,이미지,문화유산,국가유산청,국가유산청,"문화재대관 (석조Ii, 보물편)",무위사 선각대사편광탑비,"탑비 귀부의 귀갑문과 비좌
소재지 : 전라남도 강진군 성전면 월하리 274 무위사
소유자 : 무위사
규모: 높이 2.35m
재질: 화강암
시대 : 고려시대(946년)",1982,1,미부착,제4유형,유,,무위사 선각대사편광탑비,,사진,이미지,,문화유산,한국어,1982,,저작물이용허락동의서,안장헌,,,국가유산청,제4유형,저작물,보호저작물,X,상업적이용금지,○,○,○,○,○,○,X,,,,
120,이미지,문화유산,국가유산청,국가유산청,"문화재대관 (석조Ii, 보물편)",무위사 선각대사편광탑비,"무위사 선각대사편광탑비_4
소재지 : 전라남도 강진군 성전면 월하리 274 무위사
소유자 : 무위사
규모: 높이 2.35m
재질: 화강암
시대 : 고려시대(946년)",1982,1,미부착,제4유형,유,,무위사 선각대사편광탑비,,사진,이미지,,문화유산,한국어,1982,,저작물이용허락동의서,안장헌,,,국가유산청,제4유형,저작물,보호저작물,X,상업적이용금지,○,○,○,○,○,○,X,,,,
121,이미지,문화유산,국가유산청,국가유산청,"문화재대관 (석조Ii, 보물편)",선운사 도솔암마애불,"암벽면에 높게 새겨진 마애불좌상 전경
소재지 : 전라북도 고창군 아산면 삼인리 500
소유자 : 선운사
규모: 높이 13m, 폭 : 3m
재질: 화강암
시대 : 고려시대 10~11세기(1200년 이전)",2000,1,미부착,제4유형,유,,선운사 도솔암마애불,,사진,이미지,,문화유산,한국어,2000,,저작물이용허락동의서,안장헌,,,국가유산청,제4유형,저작물,보호저작물,X,상업적이용금지,○,○,○,○,○,○,X,,,,
122,이미지,문화유산,국가유산청,국가유산청,"문화재대관 (목조, 보물편)",은해사 백흥암 극락전 수미단,"은해사 백흥암 극락전 수미단(불단 받침)
소재지 : 경상북도 영천시 청통면 치일리 549
소유자 : 은해사
규모: 높이 1.25m, 너비 : 4.13m
시대 : 조선시대(중기이전)",2001,1,미부착,제4유형,유,,은해사 백흥암 극락전 수미단,,사진,이미지,,문화유산,한국어,2001,,저작물이용허락동의서,안장헌,,,국가유산청,제4유형,저작물,보호저작물,X,상업적이용금지,○,○,○,○,○,○,X,,,,
123,이미지,문화유산,국가유산청,국가유산청,"문화재대관 (목조, 보물편)",은해사 백흥암 극락전 수미단,"은해사 백흥암 극락전 수미단_1
소재지 : 경상북도 영천시 청통면 치일리 549
소유자 : 은해사
규모: 높이 1.25m, 너비 : 4.13m
시대 : 조선시대(중기이전)",2001,1,미부착,제4유형,유,,은해사 백흥암 극락전 수미단,,사진,이미지,,문화유산,한국어,2001,,저작물이용허락동의서,안장헌,,,국가유산청,제4유형,저작물,보호저작물,X,상업적이용금지,○,○,○,○,○,○,X,,,,
124,이미지,문화유산,국가유산청,국가유산청,"문화재대관 (목조, 보물편)",은해사 백흥암 극락전 수미단,"은해사 백흥암 극락전 수미단_3
소재지 : 경상북도 영천시 청통면 치일리 549
소유자 : 은해사
규모: 높이 1.25m, 너비 : 4.13m
시대 : 조선시대(중기이전)",2001,1,미부착,제4유형,유,,은해사 백흥암 극락전 수미단,,사진,이미지,,문화유산,한국어,2001,,저작물이용허락동의서,안장헌,,,국가유산청,제4유형,저작물,보호저작물,X,상업적이용금지,○,○,○,○,○,○,X,,,,
125,이미지,문화유산,국가유산청,국가유산청,"문화재대관 (목조, 보물편)",은해사 백흥암 극락전 수미단,"은해사 백흥암 극락전 수미단(남면 좌1간~2간)
소재지 : 경상북도 영천시 청통면 치일리 549
소유자 : 은해사
규모: 높이 1.25m, 너비 : 4.13m
시대 : 조선시대(중기이전)",2001,1,미부착,제4유형,유,,은해사 백흥암 극락전 수미단,,사진,이미지,,문화유산,한국어,2001,,저작물이용허락동의서,안장헌,,,국가유산청,제4유형,저작물,보호저작물,X,상업적이용금지,○,○,○,○,○,○,X,,,,
126,이미지,문화유산,국가유산청,국가유산청,"문화재대관 (목조, 보물편)",은해사 백흥암 극락전 수미단,"은해사 백흥암 극락전 수미단_5
소재지 : 경상북도 영천시 청통면 치일리 549
소유자 : 은해사
규모: 높이 1.25m, 너비 : 4.13m
시대 : 조선시대(중기이전)",2001,1,미부착,제4유형,유,,은해사 백흥암 극락전 수미단,,사진,이미지,,문화유산,한국어,2001,,저작물이용허락동의서,안장헌,,,국가유산청,제4유형,저작물,보호저작물,X,상업적이용금지,○,○,○,○,○,○,X,,,,
127,이미지,문화유산,국가유산청,국가유산청,"문화재대관 (목조, 보물편)",은해사 백흥암 극락전 수미단,"은해사 백흥암 극락전 수미단_6
소재지 : 경상북도 영천시 청통면 치일리 549
소유자 : 은해사
규모: 높이 1.25m, 너비 : 4.13m
시대 : 조선시대(중기이전)",2001,1,미부착,제4유형,유,,은해사 백흥암 극락전 수미단,,사진,이미지,,문화유산,한국어,2001,,저작물이용허락동의서,안장헌,,,국가유산청,제4유형,저작물,보호저작물,X,상업적이용금지,○,○,○,○,○,○,X,,,,
128,이미지,문화유산,국가유산청,국가유산청,"문화재대관 (목조, 보물편)",은해사 백흥암 극락전 수미단,"은해사 백흥암 극락전 수미단(동면)
소재지 : 경상북도 영천시 청통면 치일리 549
소유자 : 은해사
규모: 높이 1.25m, 너비 : 4.13m
시대 : 조선시대(중기이전)",2001,1,미부착,제4유형,유,,은해사 백흥암 극락전 수미단,,사진,이미지,,문화유산,한국어,2001,,저작물이용허락동의서,안장헌,,,국가유산청,제4유형,저작물,보호저작물,X,상업적이용금지,○,○,○,○,○,○,X,,,,
129,이미지,문화유산,국가유산청,국가유산청,"문화재대관 (목조, 보물편)",은해사 백흥암 극락전 수미단,"은해사 백흥암 극락전 수미단(좌에서 5번째,우-1간)
소재지 : 경상북도 영천시 청통면 치일리 549
소유자 : 은해사
규모: 높이 1.25m, 너비 : 4.13m
시대 : 조선시대(중기이전)",2001,1,미부착,제4유형,유,,은해사 백흥암 극락전 수미단,,사진,이미지,,문화유산,한국어,2001,,저작물이용허락동의서,안장헌,,,국가유산청,제4유형,저작물,보호저작물,X,상업적이용금지,○,○,○,○,○,○,X,,,,
130,이미지,문화유산,국가유산청,국가유산청,"문화재대관 (목조, 보물편)",은해사 백흥암 극락전 수미단,"은해사 백흥암 극락전 수미단(동면 우간)
소재지 : 경상북도 영천시 청통면 치일리 549
소유자 : 은해사
규모: 높이 1.25m, 너비 : 4.13m
시대 : 조선시대(중기이전)",2001,1,미부착,제4유형,유,,은해사 백흥암 극락전 수미단,,사진,이미지,,문화유산,한국어,2001,,저작물이용허락동의서,안장헌,,,국가유산청,제4유형,저작물,보호저작물,X,상업적이용금지,○,○,○,○,○,○,X,,,,
131,이미지,문화유산,국가유산청,국가유산청,"문화재대관 (목조, 보물편)",쌍계사 대웅전,"쌍계사 대웅전_00
소재지 : 경상남도 하동군 화개면 운수리 207
소유자 : 쌍계사
규모: 정면 5칸, 측면 3칸, 단층 다포계 팔작지붕
시대 : 조선 인조 10년(1632)",2000,1,미부착,제4유형,유,,쌍계사 대웅전,,사진,이미지,,문화유산,한국어,2000,,저작물이용허락동의서,안장헌,,,국가유산청,제4유형,저작물,보호저작물,X,상업적이용금지,○,○,○,○,○,○,X,,,,
